SNP,Chr,Pos,Effect,SE,RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0792164957651179,0.132171333718225,0.549325962106739
2,1,1035,0.10843806464415,0.133560599314714,0.41739523797505
3,1,1074,0.141256867812547,0.225793517419201,0.531980296910918
4,1,1470,0.335878199971129,0.224394103740963,0.135332944376248
5,1,1475,0.412846015446377,0.164691937790773,0.012632562690448
6,1,1491,0.605854905026772,0.141717581744451,2.46178195252767e-05
7,1,21249,-0.0132146062163754,0.834390413157624,0.987373028448473
8,1,27243,0.0138572971227617,0.113825739149895,0.903173150450446
9,1,27272,0.0910046081036933,0.112014012497368,0.417087044269958
10,1,27498,-0.558046438772586,1.02341296992465,0.585905441189729
11,1,27561,0.347254007242389,0.773262984212227,0.653652256693634
12,1,27816,0.0632389524307414,0.114356926655277,0.580615999243252
13,1,27822,0.0571167165460583,0.114220595160352,0.617347083222692
14,1,27823,0.0673850647114887,0.11655940870511,0.563553225933917
15,1,27825,0.0678786873621184,0.114203912379239,0.55264945498122
16,1,27843,0.045790505611553,0.109438785817863,0.675900321465922
17,1,27848,0.045790505611553,0.109438785817863,0.675900321465922
18,1,28495,0.0658915561393409,0.109411499970157,0.54740361720756
19,1,28975,0.0848787461961642,0.108642076411655,0.435167621456434
20,1,29283,-0.0813564789367032,0.243644278284669,0.738641977283932
21,1,29752,0.0584192275903437,0.254037362404028,0.818253616784479
22,1,29787,1.33112497489212,0.68378798488427,0.0523645278687267
23,1,30057,-0.0759416156574542,0.222858827978051,0.733486162837638
24,1,30479,0.748543093610763,0.651893710666098,0.251639011597485
25,1,30706,-0.00128006615349088,0.112297155983219,0.990911615063076
26,1,31435,-0.00651525949338017,0.108447316226892,0.952127790866487
27,1,35128,0.278493447829628,0.148736901691919,0.0619792137969565
28,1,35129,0.0725824764004752,0.14980664488154,0.628326068686076
29,1,36146,-0.0556801051806033,0.107847957718188,0.605979773659039
30,1,37255,-0.100107906454209,0.217700914884905,0.645913108645438
31,1,37409,-0.0567399246092961,0.108429959153381,0.601103275079336
32,1,37478,-0.0407948684404739,0.108543538494183,0.707262531916827
33,1,39144,0.0619243617516046,0.108019571864421,0.56682701789674
34,1,41499,0.0677241224670545,0.10770978247774,0.529909672240533
35,1,45359,0.0569732443763975,0.18140863455255,0.753660783708462
36,1,45634,-0.239116440844221,0.166165865123523,0.151030198942384
37,1,51248,0.00448093014297056,0.10822853752437,0.966998440822057
38,1,51462,0.00310032321013385,0.108375433806631,0.977193995265273
39,1,52124,0.0101652480292064,0.108227447946271,0.925222132740697
40,1,52667,0.0382011412188299,0.108036217960542,0.723852987928444
41,1,55470,-0.0157363469470123,0.110992826572641,0.887336198471444
42,1,59265,-0.0470010237123125,0.107971861426562,0.663604853639308
43,1,60165,-0.0425437904472152,0.107895466496643,0.693593505416403
44,1,62308,0.0344608684307462,0.107784932450723,0.749370650389389
45,1,62869,0.0186205487237983,0.107782441459991,0.862938695775896
46,1,65431,-0.00309450577964343,0.112572658392379,0.978085275433833
47,1,65451,0.0304051913033358,0.11096479009073,0.784239078629899
48,1,65719,-0.0519224601397635,0.115695015711138,0.653860432633626
49,1,66841,-0.0202411773411523,0.107832415328621,0.851212170662145
50,1,66948,-0.0254693118900433,0.108491141487769,0.814531618225611
51,1,68621,-0.138581245870609,0.107953995992011,0.200086666109368
52,1,69417,-0.0536837747648414,0.107881392920763,0.619062806525921
53,1,69820,-0.457159738197227,0.42158962731267,0.278940198404956
54,1,69821,-0.0750520812223705,0.261984883734377,0.774682509473738
55,1,70906,-0.305170753424122,0.172597043443481,0.0779060460700437
56,1,74327,-0.00913868778862681,0.108511466543365,0.932930341400648
57,1,74572,-0.0142521173155946,0.108221003176555,0.895300916279933
58,1,75211,-0.0666377409730231,0.107968139346185,0.537501901068878
59,1,76030,0.0053233425045478,0.108026008012929,0.960725349328391
60,1,80108,-0.0354348566078165,0.107984368776461,0.742994302638715
61,1,81262,-0.0131134388941917,0.10795775193883,0.903389278070054
62,1,81999,-0.0362950323161794,0.108206419108479,0.737504501847435
63,1,82431,-0.0350545609954779,0.108719955637166,0.747317936041236
64,1,83284,-0.0129257135552409,0.10794251663271,0.904752268237463
65,1,83613,-0.0437724241997844,0.107907666713989,0.685247725613674
66,1,84112,-0.0589027704883337,0.107899172747365,0.585475596890082
67,1,84701,-0.150803597138086,0.115311026886052,0.191792680949513
68,1,84858,-0.0396799942217987,0.108228757973011,0.714114101717906
69,1,85751,-0.0320253360246897,0.108680929214985,0.768416902642186
70,1,87445,-0.0567034682744894,0.108882248370119,0.602848006315024
71,1,87467,-0.0545027834697637,0.109455855722182,0.618834240564627
72,1,89070,-0.0129401303561584,0.108806819600842,0.905400390068651
73,1,89616,-0.0473664635297355,0.108194293710828,0.661805707209962
74,1,89679,-0.0353660801466761,0.108220997200477,0.74401662815514
75,1,89880,-0.037857006100887,0.108246039570689,0.726749070468423
76,1,91472,-0.0355950817416756,0.109051961715712,0.744311551472164
77,1,93789,-0.0950512147847442,0.107826091688414,0.378634461330014
78,1,94351,-0.115862303639406,0.108052971631399,0.284329857354443
79,1,99148,-0.104103116673666,0.107802408034037,0.334863172415344
80,1,101281,-0.639946907405229,1.18007062965722,0.587957177615236
81,1,106011,-0.0973683533076557,0.112379207469967,0.386844689235611
82,1,106800,-0.165498978992671,0.10773079474881,0.125378467620711
83,1,107970,-0.146619542700825,0.107487168911789,0.173416020637403
84,1,109000,-0.0821896986221053,0.107871344464552,0.44661449514394
85,1,112549,-0.0879227400275334,0.107736211463369,0.414997442997591
86,1,112742,-0.12090976219066,0.108066488677407,0.263966599407596
87,1,113050,-0.0703301121888492,0.108010966679077,0.515380643941719
88,1,113135,-0.0955163805328794,0.107680595121318,0.375664371859445
89,1,114076,-0.0327300817630195,0.107786460681353,0.761568341673009
90,1,114628,0.00286606915668898,0.108073145979349,0.978857793442039
91,1,116283,0.0144318236942889,0.108671631350669,0.894425541683194
92,1,126880,-1.11534655811426,2.03817728954918,0.584568268364016
93,1,127853,-0.0218073323255653,0.108465796517906,0.840773225551357
94,1,128302,0.0767074028117952,0.107978191477919,0.477926925719313
95,1,128704,0.0341627920805373,0.108147625568003,0.752272418657906
96,1,128911,0.0861684596781227,0.108077615300509,0.425822559844962
97,1,130267,0.0960479232154527,0.108002685868183,0.374441854134076
98,1,130271,0.0943533507841219,0.108135384270906,0.383502417875956
99,1,130613,0.136438177785103,0.109021955485136,0.211590168223279
100,1,132012,-0.0238288142798719,0.109024242424425,0.827115718704841
101,1,133231,-0.0310073926445875,0.108245352684185,0.774697912179183
102,1,137074,-0.0730236665178985,0.108034076888375,0.499526538274211
103,1,137304,-0.0997338013335957,0.108011181652293,0.356447462896946
104,1,139686,-0.072560317503807,0.108214765837004,0.502963902161949
105,1,149562,-0.0738006479150695,0.108459583679936,0.496669555473153
106,1,150447,-0.0459656627162495,0.109707264454659,0.675482158456272
107,1,151446,-0.104280453867398,0.220382431704293,0.636377569111731
108,1,154084,-0.0407600078071789,0.110052181824663,0.711329081343471
109,1,156633,-0.0527368811969453,0.111547345360927,0.636665346695279
110,1,157269,-0.101387648048756,0.107941006595321,0.348225364974555
111,1,160054,-0.0284410999835698,0.1090921180544,0.794470335952402
112,1,166222,-0.0442777556391908,0.108270023823881,0.682819410366402
113,1,166416,-0.02905076225952,0.108064750913094,0.788219579724176
114,1,167326,-0.0433919385287282,0.108665417612512,0.68990118756746
115,1,168836,-0.0584311984186578,0.108130166764151,0.589276922684064
116,1,171200,-0.0498910769505885,0.108304332309201,0.645328843557038
117,1,171431,-0.0592608471636196,0.108967594393261,0.586895448408834
118,1,173339,-0.0429481504358605,0.10814131801213,0.691498052497916
119,1,173845,-0.0486761162815446,0.108044755050895,0.652613492110841
120,1,175121,-0.0669507211416626,0.107802649016823,0.534968225590016
121,1,175281,-0.0607360223833273,0.107904796038515,0.573882923942491
122,1,175315,-0.0661627943398596,0.107861755051923,0.540004507618156
123,1,175523,-0.059351072012979,0.108484707109795,0.584661490774954
124,1,175541,-0.0636285556222294,0.108034686718928,0.55626203007844
125,1,175653,-0.0647543847460164,0.108374990090427,0.550554670806261
126,1,175805,-0.0178890473649721,0.11455861300101,0.875999097746025
127,1,175818,-0.0573418858141934,0.111889008444389,0.608629331294052
128,1,175856,-0.0706867863792781,0.110155592898594,0.521484783077216
129,1,175876,-0.0674536979863785,0.108471291359954,0.534436915844899
130,1,175989,-0.0553404870118419,0.10880048231661,0.61132097601318
131,1,176001,-0.0573960681781742,0.109364819839837,0.600042692794409
132,1,176451,-0.034974273317781,0.110706956054531,0.752251774936407
133,1,177692,-0.0707648059555975,0.107853479762647,0.51217446728822
134,1,178191,-0.076534634466439,0.107949548669392,0.478801617110157
135,1,178224,-0.0707648059555975,0.107853479762647,0.51217446728822
136,1,178960,-0.0435280718548487,0.108756485533693,0.689226076627928
137,1,179139,-0.0240054314920126,0.215597288623776,0.911406967991587
138,1,179139,-0.208927413579408,0.434084027301874,0.630596972512266
139,1,180955,-0.162491492630168,0.124625669091282,0.193138954619179
140,1,183802,-0.209329819919132,0.10735622617772,0.0519839505351212
141,1,183954,-0.177526422352015,0.108307219217706,0.102083203953932
142,1,184450,-0.174282493207849,0.107366730663035,0.105429714842226
143,1,184641,-0.17547082266668,0.110508847264112,0.113216858332617
144,1,184718,-0.208542731055427,0.107809119321078,0.053866501827592
145,1,185296,-0.182549250954035,0.107480957294047,0.0903071558256505
146,1,185438,-0.166199338109635,0.107561187168534,0.1232033480053
147,1,185469,-0.166756205915293,0.10771503066938,0.1224885144794
148,1,185503,-0.157667416265867,0.107473409248153,0.143256450583094
149,1,185705,-0.152122620331136,0.108704240601263,0.162565931603033
150,1,185749,-0.165040838334939,0.108650840601913,0.129657113608275
151,1,185806,-0.22536824073601,0.108489804563539,0.0384944819786793
152,1,185879,-0.17158888133121,0.109297443234882,0.117328260141675
153,1,185916,-0.173089847187708,0.109240678525636,0.113979580634289
154,1,185941,-0.163921620936747,0.109759804214163,0.136210689174919
155,1,185954,-0.167131009327184,0.110068701219002,0.129802503283251
156,1,186055,-0.164127605106822,0.10787052284557,0.129023593911094
157,1,186896,-0.209053033437275,0.109433745171464,0.0569025729705843
158,1,187697,-0.611658153542535,0.221955941396281,0.00615934949783668
159,1,189392,-0.0226789675880887,0.225503665541471,0.91994868179995
160,1,189416,-0.23530385313426,0.217777016423499,0.280665831455058
161,1,190132,0.0644125742464083,0.10830669600687,0.552409086020816
162,1,190148,0.0695789820137342,0.108330342503757,0.521104883812398
163,1,190165,0.0672532966782649,0.109167876654701,0.538255976607561
164,1,190169,0.0731554521930965,0.10902082944887,0.502644887429591
165,1,190933,-0.00533220452284688,0.108205310079587,0.960725155698078
166,1,192149,0.0348769384124606,0.109074543500543,0.749344558693146
167,1,192302,0.0346355804749541,0.144028675486691,0.810100106347169
168,1,192303,-0.0507717054619903,0.130023996695544,0.696417542353024
169,1,192305,-0.000249555471558693,0.135147099924363,0.998527712564113
170,1,192315,-0.244541020357318,0.15275893745476,0.110309191634817
171,1,192795,0.0683600103675941,0.107939532632749,0.526936324953956
172,1,194020,0.0409932459452356,0.113736522339156,0.718746478254073
