SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.169691586665807,0.18835892470466,0.368258440346173
2,1,1035,-0.0567752532413204,0.190614383451928,0.765989835375342
3,1,1074,-0.0739165980522456,0.322141343415855,0.818649011800509
4,1,1470,-0.469436365489537,0.320031343382827,0.143308538381708
5,1,1475,0.192108773752239,0.236715047075522,0.417590282269608
6,1,1491,0.20382799543537,0.206974107862989,0.325397071321084
7,1,21249,-1.38257990137568,1.18758327556275,0.245130745493789
8,1,27243,-0.0684427925242707,0.162280733326843,0.673460207976864
9,1,27272,-0.0242957895721743,0.159878683187357,0.879302215834798
10,1,27498,0.156782472076864,1.46000185354166,0.914544465481348
11,1,27561,0.977539670004474,1.10177852058712,0.375554912485094
12,1,27816,0.0586875832571402,0.163116409272644,0.719219650508286
13,1,27822,0.0593508875037934,0.162908337601124,0.715836641198589
14,1,27823,0.0456259430527633,0.166277421276834,0.783940437961367
15,1,27825,0.0727741315419014,0.162892916510417,0.655321909063302
16,1,27843,0.0505391272893426,0.156077824206187,0.746275746087913
17,1,27848,0.0505391272893426,0.156077824206187,0.746275746087913
18,1,28495,0.040577580753665,0.15608858897979,0.79504227837703
19,1,28975,0.0692063040639253,0.155016310059256,0.655549355402618
20,1,29283,-0.40020752991756,0.346843929620872,0.249340317016357
21,1,29752,-0.153860704056144,0.36219788137241,0.671243206389347
22,1,29787,2.26436900099297,0.972881411907399,0.0205041831791715
23,1,30057,0.247691129210808,0.317580736359681,0.435953981681223
24,1,30479,1.60340599910997,0.927432239495172,0.0847074188746018
25,1,30706,0.0325862716197112,0.16012904860994,0.838861453375696
26,1,31435,0.0376103684866736,0.15463628303659,0.807977589591025
27,1,35128,0.424514059493389,0.211952089329773,0.0459546767411526
28,1,35129,0.216283097922343,0.213388574079263,0.311484778569164
29,1,36146,-0.113620457870016,0.153732904983917,0.46035137724999
30,1,37255,0.0944541206426583,0.310498947644588,0.761153931954207
31,1,37409,0.0167231265203924,0.154681096850972,0.913967023272831
32,1,37478,-0.00884298672543254,0.154815914555834,0.95448242827915
33,1,39144,-0.00335221580993011,0.154110059018402,0.982658002182599
34,1,41499,0.00810611708678899,0.153682089328114,0.957964115153064
35,1,45359,-0.269237086293669,0.258332011857319,0.298025990023366
36,1,45634,-0.189447193037797,0.23743646965588,0.4254731589283
37,1,51248,-0.0677334760047578,0.154294729196533,0.660939081108543
38,1,51462,-0.0612479283253927,0.154511736881004,0.692051977319711
39,1,52124,-0.037016804271834,0.154324263857835,0.810575068284634
40,1,52667,-0.096639186172213,0.154003622588866,0.53072908836632
41,1,55470,-0.213983403732576,0.157872629229499,0.176151013954329
42,1,59265,-0.0494552148259314,0.153989264009076,0.7482790926061
43,1,60165,-0.0629917526872844,0.153858853029403,0.682485205346697
44,1,62308,-0.156451500854236,0.153500429422136,0.308794097910524
45,1,62869,-0.143126323171934,0.153517929427224,0.35181347860502
46,1,65431,-0.185204893225977,0.160228521043215,0.24851208985982
47,1,65451,-0.180023425682371,0.157964922105611,0.255208278678466
48,1,65719,-0.14382085361877,0.16485327435933,0.383573763692351
49,1,66841,-0.088322623365841,0.153707390414304,0.565917487781703
50,1,66948,-0.123656027516787,0.154582976221462,0.424287581145463
51,1,68621,-0.407704926068557,0.152770408303176,0.00796499988965135
52,1,69417,-0.336170919907612,0.1528517032325,0.0285025928955983
53,1,69820,-0.318634395079834,0.60195844689236,0.596909569795289
54,1,69821,-0.41410934523837,0.372989438211474,0.267649533601848
55,1,70906,0.0174108529854684,0.247213213711272,0.943892498396769
56,1,74327,-0.287984010703544,0.153980465854314,0.0622746562549425
57,1,74572,-0.229271841338311,0.153846310640337,0.137047415311183
58,1,75211,-0.240610408951455,0.153514946588573,0.11793074434414
59,1,76030,-0.178389649417366,0.153755302149412,0.246744190443899
60,1,80108,-0.170878312690776,0.153742981150605,0.267129230197652
61,1,81262,-0.144855694229111,0.153760361462584,0.346792185299819
62,1,81999,-0.135706175832035,0.154160396467305,0.379300009386051
63,1,82431,-0.153050780938422,0.154845942581313,0.32363046487629
64,1,83284,-0.0205071292712933,0.153927849086341,0.894090883697828
