SNP,Chr,Pos,Effect,SE,SRO9_GIS2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0824207895568455,0.11696370164441,0.481480390201509
2,1,1035,0.0548924596268552,0.118290336249455,0.642898994856267
3,1,1074,0.0972064785667754,0.199896361777823,0.627067298158489
4,1,1470,-0.117412754182944,0.199145180897231,0.555846935804197
5,1,1475,0.20706254292044,0.146649022494802,0.15884265318444
6,1,1491,0.244532391579193,0.1279820513135,0.0568559416265048
7,1,21249,-1.05860777495827,0.736376767150477,0.151436299853176
8,1,27243,-0.00640971564682347,0.100750061969318,0.949308842041632
9,1,27272,-0.00998659228497956,0.0992361700623929,0.919897660571791
10,1,27498,1.10166371633825,0.904317519244934,0.223951436468065
11,1,27561,-0.532873494378487,0.684032070627371,0.436490855499151
12,1,27816,0.0975491757290185,0.101129326117726,0.335406389690676
13,1,27822,0.0997107039132838,0.100994475756491,0.324177358864587
14,1,27823,0.08922545580361,0.103107648477676,0.387427769712988
15,1,27825,0.0969054566456551,0.101002210954008,0.337994334534477
16,1,27843,0.114247681606625,0.0966985932436951,0.23820650223177
17,1,27848,0.114247681606625,0.0966985932436951,0.23820650223177
18,1,28495,0.119663879768451,0.0966816061027957,0.216645873801456
19,1,28975,0.112931335939638,0.0960556251156472,0.240512355540871
20,1,29283,-0.207833220506278,0.215402673964637,0.335275933142397
21,1,29752,-0.355767481273163,0.224069675630264,0.113237289188912
22,1,29787,-0.306494939032599,0.608250244326235,0.614648706008873
23,1,30057,0.246446789531809,0.19685091865206,0.211418309316916
24,1,30479,0.400570208625469,0.577682213697182,0.488508730368987
25,1,30706,0.124885189114768,0.099173072305105,0.208766623827958
26,1,31435,0.111472940558875,0.0958049689359349,0.245396235657655
27,1,35128,0.0332627208395495,0.132289091055231,0.80162053661899
28,1,35129,-0.114659698270968,0.132499269643257,0.387428405971257
29,1,36146,0.037387659963627,0.0954728156146589,0.695586164076884
30,1,37255,0.0425789416936473,0.192734066948669,0.825281918510949
31,1,37409,0.0782249109757678,0.0959195538702951,0.415321077894415
32,1,37478,0.0765296699855383,0.0960060360689802,0.425909076770502
