SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.110242291638835,0.0794277431332975,0.166025527560256
2,1,1035,0.151129673906651,0.0801126665684817,0.0600529990477864
3,1,1074,0.109892723059508,0.135939719455152,0.419408816136008
4,1,1470,-0.0882495235667751,0.135494111016048,0.515266099467439
5,1,1475,-0.157784239637135,0.0997160410784273,0.114468491852532
6,1,1491,-0.164709875308983,0.0870947435472152,0.0594218633799461
7,1,21249,-0.531639554365509,0.501736624938674,0.29005161115538
8,1,27243,-0.15971984679707,0.0680268940213808,0.0194314200756651
9,1,27272,-0.152833560260896,0.0670347007906501,0.0232085514355705
10,1,27498,0.638092773183361,0.615701122701949,0.300740029319531
11,1,27561,-0.286572101371676,0.465601358598682,0.53862902393232
12,1,27816,0.125131739982587,0.0685816863815472,0.0689118342599126
13,1,27822,0.133128828221625,0.0684509752479995,0.052583410800937
14,1,27823,0.127244793274286,0.0699069207148106,0.0695747781487231
15,1,27825,0.127451357797963,0.0684815818310032,0.0635605935699495
16,1,27843,0.157115320220527,0.065396255167126,0.0167986320836392
17,1,27848,0.157115320220527,0.065396255167126,0.0167986320836392
18,1,28495,0.147574002131301,0.0654602663276136,0.0247831900526366
19,1,28975,0.114279789316854,0.065206036792656,0.0805396570070314
20,1,29283,-0.268811504532555,0.146065346000513,0.0665559824400626
21,1,29752,-0.239463794962383,0.152480443165396,0.117204996717244
22,1,29787,-0.391692452300024,0.413508906626657,0.344164133289385
23,1,30057,0.341548034802809,0.133008170055281,0.0106433989192837
24,1,30479,0.635739080843221,0.39189474715492,0.105649221715988
25,1,30706,0.133242929287818,0.0672611127871517,0.0483692198774024
26,1,31435,0.128682188232676,0.0649555096112297,0.0483577507545509
27,1,35128,0.00371420261120381,0.0900242604846642,0.967113703212409
28,1,35129,0.0123187575956116,0.0902526327766871,0.891510198612963
29,1,36146,0.111849519391155,0.0647055284931081,0.0847563673521301
30,1,37255,0.103592421787482,0.131039459686756,0.42974107357958
31,1,37409,0.080834200756865,0.0651883165695243,0.215795128415139
32,1,37478,0.0768434555216626,0.0652582583791891,0.239777937564271
33,1,39144,0.0311967576900658,0.0650667418096196,0.631909875960145
34,1,41499,0.00282194082598886,0.0649072114395371,0.965346248930207
35,1,45359,0.0119670394942961,0.109271561182804,0.912855061707829
36,1,45634,-0.126566797405639,0.100144587336136,0.207121193031956
37,1,51248,0.0142004896032472,0.0651792791205875,0.827657720490594
38,1,51462,0.0127542023957754,0.065268520652115,0.845183449143081
39,1,52124,0.0329561159595084,0.0651600559994962,0.613332565090612
40,1,52667,0.00350938390706557,0.0650789275253762,0.957025389958373
41,1,55470,0.0236568995440964,0.0668384135009542,0.72359391031705
42,1,59265,0.0459907872668397,0.0650002893406061,0.479693214208054
43,1,60165,0.0288265591072103,0.06497909999236,0.657583225026776
44,1,62308,0.0963980412179702,0.0647226823741844,0.137274629621681
45,1,62869,0.0516220698989707,0.0648594040417282,0.426620837111466
46,1,65431,0.0551669483090894,0.0677363269753397,0.415943922355634
47,1,65451,0.0736745995478756,0.0667234631956359,0.270267894849893
48,1,65719,-0.000109664189096526,0.0697002627092324,0.998745522937638
49,1,66841,0.0610986647389907,0.0648667052745512,0.346882343096886
50,1,66948,0.045716453225034,0.0653014460202124,0.484336391404173
51,1,68621,0.0489925057584387,0.0651175482944589,0.452329830531097
52,1,69417,-0.0203014940246499,0.0649882288906358,0.754930690534651
53,1,69820,0.19988584666658,0.254113457464059,0.432043340278
54,1,69821,0.165301200194159,0.157560225230024,0.294835911825215
55,1,70906,-0.112918163578135,0.104237311668296,0.279423662165294
56,1,74327,-0.0944273584788369,0.0651610263847728,0.148186634782914
57,1,74572,-0.0741213384330731,0.0650610679371031,0.255368076855928
58,1,75211,-0.0943896908893313,0.0648674950303241,0.146525983891758
59,1,76030,-0.0245742306980782,0.0650485995192628,0.705819132549742
60,1,80108,-0.015602565125144,0.0650410633061263,0.810556386538646
61,1,81262,-0.0503310881584123,0.0649665670296967,0.439022018331404
62,1,81999,-0.0141143618135567,0.0651762370389023,0.828678796183109
63,1,82431,-0.0298602098585631,0.0654698263607371,0.648604881381041
64,1,83284,-0.0203249205127552,0.0650035587483245,0.754713010249661
65,1,83613,-0.00639466445368504,0.0650045046585427,0.921692237704519
66,1,84112,0.0382499737637479,0.0649806760835995,0.556481841960029
67,1,84701,0.0472275840181222,0.0695717665864704,0.497688733286508
68,1,84858,0.0662677198335206,0.0651005686282067,0.309409114075613
69,1,85751,0.0313857172758108,0.065442700766973,0.631815385097974
70,1,87445,0.0706606498201674,0.0654945124941177,0.281378339656171
71,1,87467,0.057201013832103,0.0658755209520834,0.38580927050614
72,1,89070,0.0959321115512179,0.0653338858997226,0.142903412944441
73,1,89616,0.080792678472002,0.0650385642860167,0.214977348105822
74,1,89679,0.0983946926034269,0.064978118616189,0.130851132684538
75,1,89880,0.0684049397169482,0.0651036130272104,0.294111111862735
76,1,91472,0.0949383186617402,0.0654947047799554,0.148069867887019
77,1,93789,0.0893373856096821,0.0648384405208006,0.16912365940367
78,1,94351,0.082728336665126,0.0650347725868722,0.204188033660808
79,1,99148,0.0466639897683334,0.064965100457011,0.473051657595747
80,1,101281,0.212279296700323,0.710935006096524,0.765427284614277
81,1,106011,0.0146439934355394,0.0677508006508536,0.828999608890985
82,1,106800,0.0214286520293155,0.0650902624491053,0.74218887651125
83,1,107970,0.0166491001749063,0.0649013359488297,0.797691529734217
84,1,109000,-0.00157833025275789,0.0650217196859226,0.980647853236796
85,1,112549,-0.00539463047580233,0.064947534323862,0.933849830625711
86,1,112742,-0.015314765490657,0.0651961117196691,0.814420182393402
87,1,113050,-0.0414813437634371,0.0650540657316888,0.524118729448656
88,1,113135,-0.0396777749555016,0.0648913735643862,0.54129583765572
89,1,114076,0.0180020402465102,0.0649186579852893,0.781710938848378
90,1,114628,0.0314429662763962,0.0650684611721735,0.629232734891897
91,1,116283,0.0315087263574986,0.0654305144161091,0.63041685414527
92,1,126880,-3.21330332978588,1.21609946628933,0.00860103897662082
93,1,127853,0.0885258589667777,0.0651600058546678,0.175143450287258
94,1,128302,0.0902034887717168,0.0649018616214618,0.165451982725545
95,1,128704,0.0751417599232851,0.0650210936048509,0.248605104181925
96,1,128911,0.0966633556267088,0.064947728724217,0.137557867313333
97,1,130267,0.0311025629973448,0.0650992596529565,0.633108643050237
98,1,130271,0.0317634611386229,0.0651756709348484,0.626311761337838
