SNP,Chr,Pos,Effect,SE,SSH1_ERG11_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0951945504103308,0.0662282062991718,0.151498204260586
2,1,1035,0.127887977077555,0.0668024910344189,0.0563747683812301
3,1,1074,0.110759340932921,0.113322808112766,0.329050846542869
4,1,1470,-0.0969660990942929,0.112949546579373,0.391204284814137
5,1,1475,-0.0111006529836004,0.0834536000915394,0.894256624539114
6,1,1491,-0.056601105564285,0.0729402086466514,0.438272591774831
7,1,21249,0.500976905204199,0.418254657451775,0.231806452977646
8,1,27243,-0.0921924507974674,0.0569634540493377,0.106458951925909
9,1,27272,-0.111189908967724,0.056003960333844,0.047874123497602
10,1,27498,-0.213251033437935,0.514138367713304,0.678559585571686
11,1,27561,-0.724082933196899,0.386594797850727,0.0618979096663982
12,1,27816,-0.0138762583019517,0.0574601443102679,0.809312777724323
13,1,27822,-0.0225431106030648,0.0573793113476793,0.694646199773821
14,1,27823,-0.0144277590733848,0.0585689695421846,0.805563826221195
15,1,27825,-0.0223652700304253,0.0573795084979867,0.696935775616361
16,1,27843,0.00758917983553261,0.0549818423313169,0.890294890096738
17,1,27848,0.00758917983553261,0.0549818423313169,0.890294890096738
18,1,28495,0.00654691154937814,0.0549831121937007,0.905286586954494
19,1,28975,-0.00635449864805643,0.0546156311275391,0.90744175901765
20,1,29283,0.000572376905425109,0.122398714467803,0.996271482838986
21,1,29752,-0.475382251669065,0.12507569881911,0.000169875423065469
22,1,29787,-0.625217267280183,0.343689363669662,0.0697379506665611
23,1,30057,0.136353026176765,0.111722070857008,0.223102792314604
24,1,30479,-0.516891877186783,0.326893142425916,0.114721966850582
25,1,30706,0.0208279009789618,0.0563945352983644,0.712107074767421
26,1,31435,0.0186737150983704,0.0544629046508298,0.731900083581108
27,1,35128,0.0134834127711025,0.0750752761588025,0.857570768388253
28,1,35129,-0.0283011229827617,0.0752558957824153,0.707094338692217
29,1,36146,0.0124133540227781,0.0541870646493898,0.818936803075773
30,1,37255,0.0871717402351848,0.109282673647141,0.42559704008999
31,1,37409,0.0537765789737669,0.054408862389232,0.323644032364148
32,1,37478,0.0370145187519768,0.0544953336532486,0.497441277482459
33,1,39144,-0.0530700476827076,0.0542085527605412,0.328251580690164
34,1,41499,1.71789279724277e-05,0.0541315276909849,0.999746966364387
35,1,45359,-0.139538473136136,0.0908288222756679,0.125365609406696
36,1,45634,-0.011210129522818,0.0837053031816126,0.893539175154996
37,1,51248,0.0468221648736249,0.0543047845679079,0.389156944328458
38,1,51462,0.0556807685735152,0.0543549200600013,0.30635143072087
39,1,52124,0.0494846124647327,0.0542980961736163,0.362732495382826
40,1,52667,0.0152189994329366,0.0542687693174454,0.779306127375453
41,1,55470,0.0261875049268757,0.0557344330130879,0.638743575858285
42,1,59265,0.0535487235786883,0.0541725110044785,0.323592150760855
43,1,60165,0.024359403332749,0.054190933408479,0.653339180261089
44,1,62308,-0.0291214546158358,0.0541246365882324,0.590885498610957
45,1,62869,-0.0233395476291475,0.0541257715034313,0.666579245464022
46,1,65431,0.00390038658127156,0.0565434801730303,0.945044352912867
47,1,65451,0.0191451629778687,0.0557328014923009,0.731414082786908
48,1,65719,-0.00968169509427408,0.0581264126836704,0.867809470411807
49,1,66841,0.00449647578001916,0.0541650118883351,0.933887145554969
50,1,66948,0.000882352626531246,0.0544979407134922,0.987091506772115
51,1,68621,-0.0143129924752388,0.0543449855216403,0.792416898167182
52,1,69417,-0.0654448265174045,0.0540944083263809,0.227155189552732
53,1,69820,-0.3915073298842,0.211085416969721,0.0644678733595122
54,1,69821,-0.0786769757657186,0.131540300694581,0.550142951857212
55,1,70906,0.104284781284662,0.0868992323800144,0.23091862406684
56,1,74327,-0.0860052223964403,0.0543118972909357,0.114193223471286
57,1,74572,-0.0629673861341417,0.0542559448063606,0.246604343329452
58,1,75211,-0.0448002099151978,0.0542078449254105,0.409105695062401
