SNP,Chr,Pos,Effect,SE,SRO9_SGN1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0191177175860734,0.0719042989477394,0.790488959510357
2,1,1035,-0.0526131154138273,0.0726442504713942,0.46938762713454
3,1,1074,0.144782162089509,0.122612933404162,0.238474550876527
4,1,1470,-0.148664012103649,0.12215643185959,0.224418356976851
5,1,1475,0.0293447588850366,0.0903398144935496,0.745504860541815
6,1,1491,0.00693281202784934,0.0790351903676555,0.930150519679644
7,1,21249,0.0250577007714288,0.453740755122214,0.955990687119486
8,1,27243,-0.13804053164341,0.0614623001981219,0.025325984486221
9,1,27272,-0.167326248981449,0.0603163395238616,0.00582896473933486
10,1,27498,0.203648409900496,0.556662073293302,0.714704735060891
11,1,27561,-0.475185878212363,0.419860411863972,0.258498924959238
12,1,27816,0.109017312774286,0.0619432001263855,0.079281334687131
13,1,27822,0.10457081470624,0.0618855223022208,0.0919594502653435
14,1,27823,0.0932800872989906,0.0632205054075101,0.140977061597597
15,1,27825,0.104828733786155,0.0618842861561629,0.091157326313339
16,1,27843,0.125645111504749,0.059150875993763,0.0343526540517405
17,1,27848,0.125645111504749,0.059150875993763,0.0343526540517405
18,1,28495,0.166719192426107,0.0588635897824883,0.00488666516025239
19,1,28975,0.112199697344155,0.0588284266390755,0.0573014487984182
20,1,29283,-0.0529295586734815,0.132485039043066,0.689756504660992
21,1,29752,-0.234769247643897,0.137589946930131,0.088832404613289
22,1,29787,-0.371685058397366,0.373311590758824,0.320105646327865
23,1,30057,0.379216025055934,0.119518572007688,0.00164189925066505
24,1,30479,-0.100020172786132,0.355122153805942,0.778376893840053
25,1,30706,0.104513533511548,0.0608134617877685,0.0865654488601619
26,1,31435,0.137170871073174,0.0585204271269002,0.0196330763621302
27,1,35128,-0.0701860874781826,0.0811980846271788,0.387965567232108
28,1,35129,-0.0301158870391705,0.0814763587682357,0.71188184138174
29,1,36146,0.0981512736045372,0.0584369507681515,0.0939180428900997
30,1,37255,0.279317494145041,0.117484606621153,0.0179634009733479
31,1,37409,0.134171207766118,0.0585533467441444,0.0225266752530017
32,1,37478,0.117855363074761,0.0587037307702787,0.0454443289598839
33,1,39144,0.0674591092793334,0.0586587323916172,0.250911371894786
34,1,41499,0.107083133367418,0.058327706937482,0.0672151785155001
35,1,45359,-0.0874937382953886,0.0985540650009043,0.375266805897701
36,1,45634,0.0258741605824961,0.0906153950820149,0.775399281945161
37,1,51248,0.0552209248564651,0.0587815245597501,0.348154143776471
38,1,51462,0.0531315647968518,0.0588668794148449,0.367368836988133
39,1,52124,0.00800580297352791,0.0588534149403178,0.891875468509325
40,1,52667,-0.0187809601072825,0.0587521313804146,0.749411913128785
41,1,55470,0.0528706995151323,0.0602941251064999,0.381148292751563
42,1,59265,-0.00325349641013387,0.0587307357596189,0.955853663689467
43,1,60165,0.0495918021042049,0.0586272223283976,0.398190734987146
44,1,62308,0.0850930179625788,0.0584468523625117,0.146307887403855
45,1,62869,0.077559087193343,0.0584691609635922,0.185533103494571
46,1,65431,0.0868295725109849,0.0610425247943731,0.155780433440732
47,1,65451,0.108486146112675,0.060072342985491,0.0717817389614709
48,1,65719,0.0919333073732206,0.0627425297723671,0.143743617429771
49,1,66841,0.0469035487320156,0.0585891683844323,0.42393075623665
50,1,66948,0.0469660118243286,0.0589492469873552,0.426149496649769
51,1,68621,0.0201816317672414,0.0588325806943075,0.731776353421029
52,1,69417,0.00772521761679604,0.0586851695407509,0.895345362270143
53,1,69820,-0.086419019487745,0.229596422516493,0.706849151006011
54,1,69821,0.178243736100691,0.142168085175047,0.210761287521435
55,1,70906,-0.0549103316266448,0.0942278719650251,0.560440525673492
56,1,74327,-0.0645304578732023,0.0589092247148674,0.27407863106074
57,1,74572,-0.0576384872527041,0.0587721513894358,0.327406999054405
58,1,75211,-0.0679432197811306,0.0586334694292089,0.247329669556353
59,1,76030,-0.0219320174122787,0.0587332816787675,0.709062112766384
60,1,80108,-0.0849067068895266,0.0585568680115304,0.1479499862005
61,1,81262,-0.117421824320598,0.0583751883445243,0.0450320367398434
62,1,81999,-0.130498592075969,0.0584408573141819,0.0261751399108665
63,1,82431,-0.116837951738795,0.0588028429038093,0.0477012394786158
64,1,83284,-0.126775178049916,0.0583113657749554,0.0303609292515255
65,1,83613,-0.106403589674511,0.0584201398564935,0.0693997782403984
66,1,84112,-0.0888133532511846,0.0585098273300024,0.129929116028588
67,1,84701,-0.0281288935015602,0.0628401761254817,0.654697736053939
68,1,84858,-0.043965806130993,0.0588196091538224,0.455278416376604
69,1,85751,-0.0911733160542829,0.0589085599159271,0.122588367442066
70,1,87445,-0.119053688450083,0.058893133864824,0.0439800583432818
71,1,87467,-0.131491405215636,0.0591304021649453,0.0267973952266593
72,1,89070,-0.111340157388903,0.0588729703485312,0.0594170891891663
73,1,89616,-0.119512963269019,0.0585073871713973,0.0418247048631667
74,1,89679,-0.104079896223189,0.0585983534923229,0.0765682898519165
75,1,89880,-0.107301663549217,0.0585968739743921,0.0679157696772212
76,1,91472,-0.0816325372065964,0.0591521868479333,0.16844691988643
77,1,93789,-0.0387913645615119,0.0586641471892032,0.508886658012768
78,1,94351,-0.0368461991120096,0.0588222747259882,0.531458281168223
79,1,99148,-0.0189579122858242,0.0586917952761468,0.746880522814729
80,1,101281,0.142818907464809,0.641946139877829,0.824070446923118
81,1,106011,-0.0477335505905354,0.061124123631767,0.435368121065297
82,1,106800,-0.0192428897023657,0.0587707247261772,0.743542024767472
83,1,107970,-0.0664123498224675,0.0584988087391666,0.257029531790375
84,1,109000,-0.0524128995427087,0.0586424725867133,0.372053749669512
85,1,112549,0.0200580836364306,0.0586326107984785,0.732480919914141
86,1,112742,0.043265821051901,0.0588257439625811,0.462528741379548
87,1,113050,0.0420674870833277,0.0587290967522871,0.47428145752196
88,1,113135,0.0173737406311512,0.0586147737657784,0.767094743803955
89,1,114076,0.0286210966337845,0.0586022713474004,0.625572844142903
90,1,114628,0.0404859727710577,0.058730853241883,0.491057421376359
91,1,116283,-0.0118783184712961,0.0590938639473066,0.840808363347224
92,1,126880,-2.32843768675943,1.10188601580044,0.0352903144220045
93,1,127853,0.00795095523500286,0.0589856952878311,0.892851072091615
94,1,128302,0.0194760838204724,0.0587514902482636,0.740464008605518
95,1,128704,0.0113500058198314,0.0588160240417488,0.847089744569363
96,1,128911,0.00750168416703156,0.0588242811631165,0.898595918839987
97,1,130267,-0.011923544571217,0.0587943269256658,0.839407465297175
98,1,130271,-0.00686509694439952,0.0588664031177424,0.907226201803459
99,1,130613,-0.023536031232081,0.0594044444388615,0.692196987685239
100,1,132012,-0.00792072607598621,0.0592900325548559,0.893800643504193
101,1,133231,0.0381509592309623,0.058835770215565,0.517127560502001
102,1,137074,0.0227230460588048,0.0587746313672319,0.699275554991001
103,1,137304,0.0287951651528446,0.0587875324195809,0.62456727126449
104,1,139686,0.0230354595464671,0.0588720236963562,0.695826173063857
105,1,149562,0.0219437904362777,0.059007567575887,0.710204619151837
106,1,150447,0.00297158504460238,0.0596735709730111,0.960312051184493
107,1,151446,-0.0429365344446957,0.119860460206847,0.720392047917445
108,1,154084,0.0279767469086612,0.0598396175356099,0.640410046125372
109,1,156633,-0.00943514632949065,0.0606767098895108,0.876517099325338
110,1,157269,-0.00574395035110692,0.0587709671539649,0.922198598882896
111,1,160054,-0.0107636271106288,0.0593273757816868,0.856136035795868
112,1,166222,-0.0217894253679812,0.0588799004642588,0.711555546075425
113,1,166416,-0.0133264235053095,0.0587674820511188,0.820737536496649
114,1,167326,-0.00859209464179694,0.0591039661537875,0.884499702099483
115,1,168836,0.0314334518455488,0.0588018403808765,0.593286674783757
116,1,171200,0.0433659767559615,0.0588684999336847,0.461819377677195
117,1,171431,0.0416121708980795,0.0592401461156037,0.482872757212394
118,1,173339,0.0244166300475546,0.0588061632109745,0.678243875570422
119,1,173845,0.00344671015256054,0.0587714759962211,0.953267280125541
120,1,175121,0.0256272313183564,0.0586393723931214,0.66235599276137
121,1,175281,0.00846085656248954,0.0587033625892948,0.885480856988149
122,1,175315,0.0110437156339611,0.0586836662130826,0.850835359641227
123,1,175523,0.0102239965764537,0.0590166164681013,0.862562636833851
124,1,175541,0.0097800974128493,0.0587759514607857,0.867940398115436
125,1,175653,0.00844557094256182,0.0589625366188556,0.886185351497975
126,1,175805,-0.0152106061515726,0.0622940087449909,0.807237560132137
127,1,175818,-0.00887589667273948,0.0608661813075389,0.884141662050837
128,1,175856,0.000838786666555236,0.0599376614666912,0.988842420337556
129,1,175876,0.0136552573549966,0.0590146499298313,0.817147772161451
130,1,175989,0.0193256325737912,0.0591785779249115,0.744190705485598
131,1,176001,0.00737461399071104,0.0594946288345677,0.901422023537421
132,1,176451,0.0214186389335658,0.060200298631348,0.722210675824608
133,1,177692,0.00803214022045415,0.0586850528115143,0.891212696626849
134,1,178191,0.0116331082731812,0.0587416177173745,0.843128851560077
135,1,178224,0.00803214022045415,0.0586850528115143,0.891212696626849
136,1,178960,0.0013355065011065,0.0591552880825311,0.982001018733079
137,1,179139,0.00107802832357962,0.117244120892431,0.992668962382343
138,1,179139,-0.164794465844709,0.235969924391284,0.485405239661456
139,1,180955,-0.000301777928496838,0.0679345857682017,0.996458170939549
140,1,183802,-0.00834500574143332,0.0586923192166392,0.887017169441798
141,1,183954,-0.0186750877421761,0.059112952858079,0.752248350620489
142,1,184450,-0.0123174346180093,0.0585999987203986,0.833636646083811
143,1,184641,-0.00978389486781389,0.0603068289330319,0.871213407876952
144,1,184718,-0.00490017439043831,0.0589360589064016,0.933784238573809
145,1,185296,0.0221002686078201,0.0586748204494927,0.706654991817975
146,1,185438,0.00724340470070229,0.0586881145425033,0.901843176197875
147,1,185469,0.00878090254823814,0.0587722231954324,0.881318870205377
148,1,185503,0.00503049932048751,0.0586214560183385,0.931663501882651
149,1,185705,-0.014869061958521,0.0592719671379768,0.802067049692859
150,1,185749,-0.0121788896347498,0.0592737059557419,0.83732440795246
151,1,185806,0.00740960171827412,0.0593550915849432,0.900725118768595
152,1,185879,-0.0182633224911191,0.0596352972779323,0.75959468754724
153,1,185916,-0.00399193252631241,0.0596157140300595,0.946650597219104
154,1,185941,0.0115959660734273,0.0598726078831396,0.846539950560388
155,1,185954,0.00969034619809506,0.060048437313497,0.8718899871693
156,1,186055,0.00341989324285183,0.0588518815733815,0.953693748323175
157,1,186896,-0.0112106401711493,0.0598140486813595,0.851435207663098
158,1,187697,0.0229150351160472,0.121985247231952,0.851101489274439
159,1,189392,0.156648989705183,0.122347171843369,0.201257611144147
160,1,189416,0.2287671144894,0.117996525596917,0.0533271493803014
161,1,190132,0.0310310310571432,0.0589036661198369,0.598656526783593
162,1,190148,0.0319308240887761,0.0589200832003883,0.588205558156824
163,1,190165,0.0427242019026316,0.0593539882156668,0.472111993307458
164,1,190169,0.034357494129945,0.0592952716620909,0.562668257643645
165,1,190933,0.00999078562337219,0.0588399830568228,0.865267946980747
166,1,192149,-0.0421752201048888,0.0592809776177288,0.47727770486256
167,1,192302,0.0140358254148127,0.0783258272491099,0.857885105724238
168,1,192303,-0.0247010305688171,0.0707102605710047,0.727051832654894
169,1,192305,-0.00277610873146417,0.0734930143927098,0.969889405020762
170,1,192315,0.132470767506692,0.083072814546673,0.111688918902232
171,1,192795,-0.0894554212942754,0.0585376800235853,0.127366314592535
172,1,194020,-0.0974217141261999,0.0616437464421184,0.114911109234122
173,1,194187,-0.0888776882719056,0.0585889887381586,0.130169470031501
174,1,194867,-0.0757880689789699,0.0586090101560345,0.196817624024546
175,1,197325,-0.101512724582905,0.059938165085537,0.0912188605446405
176,1,197392,-0.123542906080546,0.0605990481084078,0.0422252659687264
177,1,198857,-0.283328475132649,0.281291086603189,0.314507943322555
178,1,206666,0.00675039688750712,0.0660699073980438,0.918679337926534
179,1,206675,0.0415267575125036,0.0859901051975711,0.629448466173933
180,1,223051,0.00247335113271063,0.068080336230996,0.971039852124588
181,1,223059,-0.0100731803512009,0.070692180316311,0.886771461983782
182,2,7366,0.0442679333976344,0.0851731181930446,0.603570090056792
183,2,8180,-0.111787807099846,0.117159485626649,0.340660274400971
184,2,8187,-0.0396440858018909,0.121973094566763,0.745356053711691
185,2,8250,-0.0198175948586474,0.12018186049181,0.869119658250664
186,2,8253,-0.0501037812189589,0.12015689983351,0.676941890859413
187,2,8285,-0.00842161279588662,0.0651581187885111,0.897234344150868
188,2,8302,-0.00691501820767126,0.0609924879427281,0.909797775365178
189,2,8306,-0.00691501820767126,0.0609924879427281,0.909797775365178
190,2,8314,-0.0130754298831408,0.0597382971554002,0.826871175403384
191,2,8317,-0.012225393345268,0.0611013762816604,0.841530287091163
192,2,8328,-0.00844618393611429,0.0608298065173515,0.889648310239709
193,2,8331,-0.013825889723901,0.0607126462729921,0.819990567709991
194,2,8498,-0.0142318559864796,0.0596500466087385,0.811562597641548
195,2,8651,-0.0178750575297286,0.0597031310906166,0.764811828813172
196,2,9418,0.230475023451254,0.151363667802588,0.12873970927348
197,2,9812,-0.00701614661857897,0.0600643389110362,0.907076636127892
198,2,9932,-0.000504015589023799,0.0598287577257572,0.993283216958736
199,2,10135,0.00491920728893858,0.0595990659868815,0.93426542215384
200,2,11616,-0.0328076335781002,0.0595107685519548,0.581784331355441
201,2,12133,-0.0138532791246748,0.0597685170711482,0.816841476208936
202,2,12194,-0.0192460591849302,0.0599954569672247,0.748557891412409
203,2,12359,-0.015733537510935,0.0598229029068575,0.792702546144147
204,2,13061,-0.0237797186654147,0.059810970847063,0.691179214066311
