SNP,Chr,Pos,Effect,SE,RET2_SNA3_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.197102617937681,0.120671684336383,0.103280830242197
2,1,1035,0.0710603510624961,0.122393530388337,0.561887862749151
3,1,1074,0.125127044570831,0.206827986780218,0.545580182076517
4,1,1470,0.247812668095737,0.205767680146988,0.229268033860171
5,1,1475,0.330230861895939,0.151171646865096,0.0295846165492472
6,1,1491,0.292748510534276,0.132212364151149,0.0274514272013683
7,1,21249,-0.850436932014487,0.762937048244533,0.265742386374106
8,1,27243,-0.0328344865104611,0.104248742141253,0.752975914874813
9,1,27272,0.0359434737783533,0.102679769585752,0.726506868478993
10,1,27498,-1.73729073454941,0.933242770805627,0.0634955751373413
11,1,27561,0.526372659367226,0.707935470116237,0.457654252695056
12,1,27816,0.00748374222940096,0.104792358347474,0.943107945343403
13,1,27822,0.0142296884926144,0.104657186850043,0.891926648303993
14,1,27823,0.0113298346693012,0.106813994076964,0.915586511902641
15,1,27825,0.0278372724546685,0.104649439298423,0.790390665914203
16,1,27843,0.0187452119901981,0.100262764261611,0.851798732057697
17,1,27848,0.0187452119901981,0.100262764261611,0.851798732057697
18,1,28495,0.0140047941774434,0.100266581030254,0.888995968248089
19,1,28975,0.00763203686243452,0.0995982801218171,0.938962736762189
20,1,29283,0.0328804649065688,0.223199741858599,0.882968220161506
21,1,29752,0.14516095077045,0.232580271061053,0.532943580220108
22,1,29787,2.08049537132916,0.619870664855629,0.000875778578075409
23,1,30057,-0.0851118492254592,0.20411577621279,0.676947738340671
24,1,30479,0.540047272718007,0.597539619227683,0.366725829659162
25,1,30706,-0.0558171959279812,0.102818168806464,0.587559922065095
26,1,31435,-0.0219629624555094,0.0993283447211354,0.825130926001385
27,1,35128,0.23962246655491,0.136318394996748,0.0796457496700066
28,1,35129,0.00201902544899912,0.137264282279349,0.988272619050457
29,1,36146,-0.0218413061788678,0.0988161712109721,0.825197118943655
30,1,37255,-0.00125664169425121,0.199467667383938,0.994976937718193
31,1,37409,-0.00585125315092055,0.0993568428930844,0.953072015182213
32,1,37478,-0.0102872049804343,0.0994412351450727,0.917664503482893
33,1,39144,0.0410381637970709,0.0989648588434447,0.678632381858517
34,1,41499,-0.0017229074212031,0.0987143439850752,0.98608471663785
35,1,45359,-0.045269415729126,0.166170992467679,0.785453224680084
36,1,45634,-0.186763258307817,0.152325073747871,0.220984537470202
37,1,51248,-0.142571917945832,0.0988437063414956,0.150076921324828
38,1,51462,-0.137879845555167,0.0989973580051082,0.164568062371597
39,1,52124,-0.124754646883432,0.0989119370237082,0.208044506346287
40,1,52667,-0.140723501241258,0.0986918773006041,0.154784556961927
41,1,55470,-0.0369046573943025,0.101650250149416,0.716780908423385
42,1,59265,-0.0356541511472036,0.0989075502198122,0.718704135235005
43,1,60165,-0.0505973779152141,0.0988143080960049,0.608939669514998
44,1,62308,0.000631070204875711,0.0987422781065952,0.99490429760008
45,1,62869,0.00325842872981696,0.0987297298038437,0.973690432613948
46,1,65431,-0.0214272437092325,0.103107216935937,0.835493129672384
47,1,65451,0.00269576979852959,0.101651358337892,0.978857757159201
48,1,65719,-0.0135000768262579,0.106001198629457,0.898729751627878
49,1,66841,0.00501560086492103,0.098776051854178,0.95953154075326
50,1,66948,-0.0213192817606899,0.0993761371028512,0.830256715689607
51,1,68621,-0.11682404021276,0.0989181513793365,0.238390984351496
52,1,69417,-0.0559194552987564,0.0988061817995772,0.571786690065061
53,1,69820,-0.194632255554308,0.386668223483331,0.615027061755589
54,1,69821,-0.204577316487267,0.23975160619388,0.394077889388548
55,1,70906,-0.110705434655118,0.158683225185197,0.485855028828864
56,1,74327,0.101862768430999,0.0992464990746668,0.305424086338202
57,1,74572,0.0911305493287833,0.09901111892591,0.357988546069077
58,1,75211,0.106961557180165,0.0987852417042677,0.279650201721369
59,1,76030,0.0721154161739116,0.0988746753883087,0.46626400945013
60,1,80108,0.0199017828738088,0.0989200820543366,0.840665479853225
61,1,81262,0.0355814992403284,0.0988702187927813,0.719151441169391
62,1,81999,-0.00635251648402929,0.0991292773764728,0.948940290475327
63,1,82431,-0.0435307465341547,0.0995721564980006,0.662249657835738
64,1,83284,0.0197945518370207,0.0988687278272562,0.841431291453683
