SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0492133984924163,0.0828856106798764,0.553059068512717
2,1,1035,0.0829176359611044,0.0837179599771736,0.322637395195605
3,1,1074,-0.151570101404356,0.141444031096117,0.284636013738718
4,1,1470,0.0427134934996238,0.141145406911343,0.762357331304375
5,1,1475,-0.0236027927908427,0.104186172171648,0.82090916480621
6,1,1491,0.0734242709671181,0.0910590696723072,0.420591611526407
7,1,21249,0.069534552055786,0.523234488352563,0.894353194052438
8,1,27243,-0.029827269805114,0.0713641222860811,0.676231296598018
9,1,27272,-0.0929923354350567,0.0701353591277167,0.185730797194444
10,1,27498,-0.255819107991833,0.64190953809079,0.690481757353108
11,1,27561,-0.01244066322531,0.485052339618481,0.979552525737928
12,1,27816,0.0596822753822761,0.071674086569387,0.405582742651555
13,1,27822,0.0556093848625826,0.071592103369293,0.437824652296092
14,1,27823,0.0586156912194872,0.0730625845016387,0.42293836716751
15,1,27825,0.052432797875994,0.0715988932740842,0.464463503459312
16,1,27843,0.0402815432932158,0.0686127426001912,0.557521607963603
17,1,27848,0.0402815432932158,0.0686127426001912,0.557521607963603
18,1,28495,0.035511748689443,0.068621317254127,0.605129095757809
19,1,28975,0.0344241993032252,0.068163854362842,0.613859003679051
20,1,29283,-0.16536920868882,0.152560105214392,0.279121867908996
21,1,29752,-0.169927928539034,0.159062191006466,0.286110147109072
22,1,29787,-0.333261289157959,0.430734891134994,0.439623706704893
23,1,30057,0.272412244439361,0.139024046400687,0.0508454158942222
24,1,30479,0.0788712535288321,0.409544695404294,0.847396482296097
25,1,30706,0.0577629741098759,0.0703545739106931,0.412185251869395
26,1,31435,0.0913075293026357,0.0678339486388029,0.179151875823346
27,1,35128,0.0329204648253749,0.093718770096834,0.72559638151833
28,1,35129,-0.0417210967131085,0.0939489479341657,0.657254941323927
29,1,36146,0.043795780427922,0.0676169663956164,0.517597430818923
30,1,37255,-0.0204202915142204,0.136557105216752,0.881215592483399
31,1,37409,0.0640761026728689,0.0679373994288964,0.346242123212721
32,1,37478,0.0510285645418742,0.0680272258821921,0.453682256432383
33,1,39144,0.0161550427990801,0.0677652940023546,0.81171152208709
34,1,41499,0.0487117092613198,0.0675330187166847,0.471201107659439
35,1,45359,-0.00880435035991978,0.113776534862863,0.93836284048109
36,1,45634,0.0467201375414412,0.104478450673936,0.655023055127238
37,1,51248,0.0374711455552528,0.0678411224293389,0.581067192696048
38,1,51462,0.0365259079642285,0.067934653348069,0.591148935305798
39,1,52124,0.0394415305318532,0.0678379582476551,0.561336577879616
40,1,52667,0.0074154249583408,0.067760510572613,0.912919032465566
41,1,55470,0.0859219581192179,0.0694553448219947,0.216878956857551
42,1,59265,0.0235902065051475,0.0677158363808976,0.727769547510127
43,1,60165,0.0414167624313968,0.0676403854410327,0.540728077185935
44,1,62308,0.12023852058108,0.0672982682941062,0.0748519428365098
45,1,62869,0.0946711015714921,0.0674053017920425,0.161047715512265
46,1,65431,0.108950916509619,0.070355974043209,0.122381956339748
47,1,65451,0.10023921254961,0.0693887691497837,0.149456502557692
48,1,65719,0.0912490223597943,0.0724105100658035,0.208443093064961
49,1,66841,0.0593802893380993,0.0675513388437468,0.379977876300254
50,1,66948,0.0545156886672087,0.0679783597529932,0.423117640153094
51,1,68621,-0.0244466841857477,0.0678434578281045,0.718808703032792
52,1,69417,0.0285194671855673,0.0676592709832159,0.673634867022656
53,1,69820,-0.139217312028588,0.264715722417759,0.599279218862985
54,1,69821,0.0409733133287,0.164295709617599,0.803206022900377
55,1,70906,-0.102479093847156,0.108577150058187,0.345898659684732
56,1,74327,0.0261774927346838,0.0680341103088441,0.700639449215173
57,1,74572,0.0125535899267048,0.0678639199523093,0.85334954499481
58,1,75211,0.0231498038519583,0.067732287008714,0.732716919370779
59,1,76030,0.0448001434469456,0.0677015152682861,0.508575806443022
60,1,80108,-0.0272505298430464,0.0677119436998752,0.687598012020088
61,1,81262,-0.0284013813253513,0.0676849932983545,0.67502475965728
62,1,81999,-0.0219298855280506,0.0678571712501776,0.746752459801236
63,1,82431,-0.0416804570577466,0.068152378069231,0.541211025710468
64,1,83284,0.000536177736141154,0.0676922714379763,0.993684647107752
65,1,83613,-0.0118527418314049,0.0676818781653038,0.861082365825127
66,1,84112,0.00528656157254398,0.0676916926569767,0.937794632084969
67,1,84701,0.0545463694734783,0.0724285119475409,0.451887994594646
68,1,84858,0.0293304916064502,0.0678653732249933,0.665869821414676
69,1,85751,0.0119250856027047,0.0681593888810903,0.861212305726226
70,1,87445,0.0199188074314033,0.0682982066449535,0.770729631249548
71,1,87467,-0.00290167274296976,0.0686638481191987,0.96631603822338
72,1,89070,0.0130231306087442,0.0682307544276276,0.848738014968169
73,1,89616,-0.0110159268155555,0.0678646763774423,0.871145202842853
74,1,89679,-0.00372042849962298,0.0678755144265022,0.956318828438093
75,1,89880,-0.00906907084946096,0.0678912855064981,0.893809039753056
76,1,91472,-0.0108924164322207,0.0683944993569297,0.873556167922338
77,1,93789,0.0500559764854661,0.0676398285598306,0.45976942719756
78,1,94351,0.0285046354208519,0.0678534725365882,0.674674535645947
79,1,99148,0.0145126756957289,0.0676878702279691,0.830354375769249
80,1,101281,0.53075795517025,0.739792966756803,0.473576382610133
81,1,106011,0.0290930582861377,0.0705310567187148,0.680233795244815
82,1,106800,0.0484770924126006,0.0677344616443775,0.474653953427028
83,1,107970,0.042127854159487,0.0675455615054988,0.533230466704827
84,1,109000,0.0687185375981473,0.0676030026665173,0.310086932639409
85,1,112549,0.0715885990809829,0.0675178042670745,0.289736621362121
86,1,112742,0.0819283704527954,0.0677485113086906,0.227356370523807
87,1,113050,0.0204770836116062,0.0677657286300472,0.762696905470199
88,1,113135,0.0230332528711971,0.0675907502896369,0.733475528066966
89,1,114076,0.0421523231946905,0.0675646280603455,0.533108339146647
90,1,114628,0.047653512253928,0.0677254112118849,0.482128163092694
91,1,116283,0.0708819335185358,0.0680453294256608,0.298269726256955
92,1,126880,-2.4008143995249,1.27228500336639,0.0599793240195117
93,1,127853,0.00628655972121293,0.0680221235720271,0.926417301242209
94,1,128302,0.0589476395463529,0.067688986351639,0.384422374751546
95,1,128704,0.0750583366787849,0.0677113635657315,0.268398761220722
96,1,128911,0.0644623238274695,0.0677497985622144,0.342013680299358
97,1,130267,-0.0237790763539345,0.0677926500393501,0.725976239055795
98,1,130271,-0.0212505772385435,0.0678755150803392,0.754403535003927
