SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.151385110204895,0.163547555459975,0.355268796388639
2,1,1035,0.139403909618118,0.165370915178897,0.399812014458928
3,1,1074,0.255909675018641,0.279414565225118,0.360356085116124
4,1,1470,-0.1327159806746,0.278649428685713,0.634167443697245
5,1,1475,0.221662382952211,0.205400264335016,0.281247514307595
6,1,1491,0.0250795116842752,0.17996391362717,0.889246290706796
7,1,21249,-1.32317970634986,1.030790815107,0.200104697654613
8,1,27243,0.045164002353077,0.140928481135376,0.748798184121864
9,1,27272,-0.0234216685838242,0.138826650131786,0.866120108530496
10,1,27498,-0.749764870414759,1.26715817865652,0.55443690221017
11,1,27561,1.23917220114032,0.955501614825245,0.195519063170579
12,1,27816,0.130080348048284,0.141495809906166,0.358554427279747
13,1,27822,0.115610851153027,0.14135117137209,0.413967115152166
14,1,27823,0.118525947082396,0.144261461482138,0.411856263249591
15,1,27825,0.122195124251757,0.141335480373197,0.387859220081013
16,1,27843,0.0852088078038035,0.135471534816016,0.529769330490876
17,1,27848,0.0852088078038035,0.135471534816016,0.529769330490876
18,1,28495,0.119241387867078,0.135400963004668,0.379104345456448
19,1,28975,0.122685429434531,0.134485114635571,0.362254300206031
20,1,29283,-0.427420123359172,0.30088416564221,0.156331129555224
21,1,29752,-0.361135294986118,0.314000470280659,0.250876837086124
22,1,29787,2.48973433374072,0.8408632742798,0.00327464889600026
23,1,30057,0.114526401358687,0.275935553819699,0.678359167525548
24,1,30479,0.229706803356026,0.808628535051473,0.776523576270614
25,1,30706,0.0660741033307552,0.139008784042858,0.634850585812661
26,1,31435,0.0765468596300292,0.134224996746945,0.568845404332408
27,1,35128,0.223363084035854,0.184705283393497,0.227359020603205
28,1,35129,-0.0701117225354628,0.185523932875093,0.705723096348617
29,1,36146,0.0149088585445099,0.13359201894666,0.91120406447698
30,1,37255,0.186685226749576,0.269468242198032,0.488896112078137
31,1,37409,0.0566697841147372,0.1342828309509,0.673268712938647
32,1,37478,0.056721488835469,0.134398262278093,0.673252486494527
33,1,39144,0.0919631605116382,0.133729170286419,0.492104569617053
34,1,41499,0.05836722304164,0.133411369560659,0.662017686057187
35,1,45359,-0.345339708872425,0.223909537427725,0.123892283791885
36,1,45634,-0.064565247182693,0.206330793651736,0.754525440936613
37,1,51248,0.0818744627813748,0.133944680355939,0.541423664272498
38,1,51462,0.0757006243319033,0.13413677576964,0.572871649769762
39,1,52124,0.0798135796886321,0.133948204027131,0.551654582521824
40,1,52667,-0.0478379668630813,0.133776542447028,0.720859321913048
41,1,55470,0.0220826514773559,0.137437023207215,0.872441531958818
42,1,59265,-0.0752769598432668,0.133673239955715,0.573695985612669
43,1,60165,0.0201871761775474,0.133627893726127,0.880006728918659
44,1,62308,0.108881997872988,0.13335938955339,0.414790328738448
45,1,62869,0.142864142192842,0.133251703386944,0.284390720885426
46,1,65431,0.133725142150133,0.139212702462738,0.337420141679608
47,1,65451,0.146661844467236,0.137196141312916,0.285802841272172
48,1,65719,0.158863840734077,0.14305186539146,0.267525221681395
49,1,66841,0.169244575571841,0.133227200136655,0.204798228041086
50,1,66948,0.164658290770576,0.134064738064308,0.220190217934427
51,1,68621,-0.0893507000735301,0.133902498514024,0.505028112021575
52,1,69417,-0.0451321789857342,0.133610621365839,0.735723092480824
53,1,69820,-0.677609020893286,0.521661696840819,0.194811161328018
54,1,69821,-0.585504519448185,0.322943377761553,0.0706771498429833
55,1,70906,-0.159547248504181,0.214496514509585,0.45747891337171
56,1,74327,0.00903266131079383,0.134366053150495,0.946441214088323
57,1,74572,0.0131492815710807,0.134007358132534,0.921889856831229
58,1,75211,0.0632002887245167,0.133722596953066,0.636774700621952
59,1,76030,0.0535194660761067,0.133734565121511,0.689257377614846
60,1,80108,-0.0234417468911647,0.133727450917692,0.860948384481415
61,1,81262,0.0685370584383375,0.133632933967226,0.608359200897424
62,1,81999,-0.0851787820155402,0.133932476397417,0.52519959619926
63,1,82431,-0.103666417724796,0.134530448201116,0.44147158396525
64,1,83284,-0.108849231212799,0.133538155757765,0.415554899019773
65,1,83613,-0.0834811212585248,0.133575160530339,0.532391310325695
66,1,84112,-0.114276214673041,0.133525311221661,0.392667194311008
67,1,84701,-0.0611294084945107,0.143093701884806,0.669495237580589
68,1,84858,0.0236461414574562,0.134035100887366,0.860067101176258
69,1,85751,-0.0859254570973152,0.134514230831848,0.523378090393569
70,1,87445,-0.0830930008603515,0.134803943230798,0.538028579735407
71,1,87467,-0.13718436648437,0.135385805017851,0.31161820538899
72,1,89070,-0.112628089760398,0.134600565010176,0.403294744986365
73,1,89616,-0.0569124551562275,0.133974945905018,0.671241837812245
74,1,89679,-0.080546007053464,0.133957574406128,0.548039441905087
75,1,89880,-0.0326448289339191,0.134048854615853,0.807736821682033
76,1,91472,-0.0534854245806713,0.135025208119504,0.69225998040586
77,1,93789,-0.00410530156403682,0.13366359069811,0.975515233917683
78,1,94351,-0.0197545651901545,0.134011424034993,0.882892916648165
79,1,99148,0.0183898343409428,0.133660185500432,0.890645685655438
80,1,101281,1.02285784055253,1.46083040494266,0.484270285414167
81,1,106011,0.08160367770286,0.139234996751494,0.558192293324684
82,1,106800,0.0846902699932627,0.133768140964639,0.527070174297395
83,1,107970,0.143549076130359,0.133228635945473,0.282008725367472
84,1,109000,0.124225716658559,0.133519103969897,0.352801617747237
85,1,112549,0.0233214007658037,0.133525614765624,0.86144800746249
86,1,112742,0.0806736327326332,0.133982836863811,0.547481370997297
87,1,113050,0.0931841662602603,0.133734172833516,0.486395001718192
88,1,113135,0.098822618112433,0.133381579329611,0.459245694871318
89,1,114076,0.0261813710312445,0.133477973263984,0.844607585019715
90,1,114628,0.0369863569053641,0.133808461107097,0.782392874635334
91,1,116283,0.055122724736786,0.134535264040847,0.682254773487995
92,1,126880,-3.30843340085092,2.51871863184036,0.189854707646536
93,1,127853,0.0740285609828605,0.134258897642919,0.581717507104137
94,1,128302,0.0446897667424921,0.133779626661946,0.738536346320056
95,1,128704,0.028623317044122,0.133925294631884,0.830884128207243
96,1,128911,0.0577503227761467,0.133913511362144,0.666549182047785
97,1,130267,0.0496826079324382,0.133859172461337,0.710744144996465
98,1,130271,0.0484471531889102,0.134019389032311,0.717946749012444
99,1,130613,0.124611942275833,0.13513416628201,0.357087984379235
100,1,132012,-0.249490072475831,0.134355025317421,0.0641515823349187
101,1,133231,-0.31172142164097,0.133020929501075,0.0196632194831115
102,1,137074,-0.266346100779269,0.13310821295142,0.0461604151711012
103,1,137304,-0.313099478732971,0.132866511690027,0.0189940615663319
104,1,139686,-0.283541227829703,0.133231486704918,0.0340140447316506
105,1,149562,-0.2676555628247,0.13363217070977,0.0459492658320484
106,1,150447,-0.204701193575823,0.135442545940409,0.131593766233266
107,1,151446,-0.219222309611796,0.272728114088094,0.422046130954806
108,1,154084,-0.243223179640415,0.135683687869738,0.0738970455221215
109,1,156633,-0.20865998642012,0.137721435796811,0.130645206870087
110,1,157269,-0.2818938122571,0.132982392480961,0.0347217342343806
111,1,160054,-0.295717449515192,0.134177576345497,0.0281745551556231
112,1,166222,-0.249677253411436,0.133438264401007,0.0621573105563769
113,1,166416,-0.266824433455904,0.133070436967274,0.0457114476030676
114,1,167326,-0.290909620890726,0.133692959720835,0.0302214695704551
115,1,168836,-0.216374877833386,0.133452790365299,0.105833503900711
116,1,171200,-0.271891960646343,0.133366548804236,0.0422264714132232
117,1,171431,-0.277971272625135,0.134173652070757,0.0390167102213544
118,1,173339,-0.331190623216109,0.132772088772082,0.0130725930315249
119,1,173845,-0.331148934545709,0.132660382415997,0.0130081092724363
120,1,175121,-0.323758817986875,0.132444475817707,0.0149943688910765
121,1,175281,-0.338051294874846,0.132457845961878,0.0111268346883188
122,1,175315,-0.343271709539496,0.132377327798851,0.00990629859885785
123,1,175523,-0.322901288283708,0.13328590642364,0.0159116603508242
124,1,175541,-0.341619572985386,0.132600074012802,0.0103917466307717
125,1,175653,-0.365801973762166,0.132845264911295,0.00619944135987787
126,1,175805,-0.285441625116074,0.141042532438694,0.0437438363880316
127,1,175818,-0.358999297038312,0.137275950041612,0.00930093169928257
128,1,175856,-0.338455027369967,0.135286886946839,0.0128098263308947
129,1,175876,-0.33027161876939,0.133234737113737,0.0136464266410858
130,1,175989,-0.340048541644874,0.133551996285849,0.0113148725379753
131,1,176001,-0.334945326025035,0.134296975294181,0.0130858051967998
132,1,176451,-0.289723672541038,0.136233580151731,0.0341408360438898
133,1,177692,-0.326910378374671,0.132494601548415,0.014085632330588
134,1,178191,-0.337434606011969,0.132553734782849,0.0113322087414846
135,1,178224,-0.326910378374671,0.132494601548415,0.014085632330588
136,1,178960,-0.350288487716803,0.13340300228208,0.00902101203336781
137,1,179139,-0.439833222613395,0.265942133636559,0.0990432302169203
138,1,179139,-0.663405012641733,0.536525219526211,0.217100648307798
139,1,180955,-0.271009255897356,0.154016319304497,0.0793394750399816
140,1,183802,-0.32651380427578,0.132514342934941,0.0142160650998998
141,1,183954,-0.333259796207917,0.133448384080298,0.0129693334768292
142,1,184450,-0.271428465501727,0.132659036419714,0.0414909203976887
143,1,184641,-0.268200611816235,0.136582708625531,0.0503552542811814
144,1,184718,-0.285726045371044,0.133337087364705,0.0328056134151362
145,1,185296,-0.258563548159925,0.132921695720225,0.0525406837102014
146,1,185438,-0.274429409641075,0.132837900191723,0.0395674501456483
147,1,185469,-0.288525726337198,0.132947408737981,0.0306561426724272
148,1,185503,-0.284013082879427,0.132626554157323,0.0329219611530537
149,1,185705,-0.304661036250022,0.133999567261691,0.0235902822399429
150,1,185749,-0.289886276613037,0.134092388713357,0.0313020577911597
151,1,185806,-0.277782270794458,0.13434626996623,0.0394003233627461
152,1,185879,-0.289155663781163,0.134935622198316,0.0328031291202494
153,1,185916,-0.242661839117667,0.135132876882161,0.0733929466487069
154,1,185941,-0.233012512807329,0.135774792352941,0.0870084142101376
155,1,185954,-0.237168771377365,0.136154289058503,0.0823948862860249
156,1,186055,-0.255950480459085,0.133314962671833,0.0556770481780181
157,1,186896,-0.276799400422885,0.135407115620314,0.0416752521962451
158,1,187697,-0.713544733722554,0.275171678890743,0.00990746800765323
159,1,189392,-0.334832769915772,0.27866721608509,0.230343181880305
160,1,189416,-0.367092062815638,0.269402851460472,0.173872905101841
161,1,190132,-0.0275391436128519,0.134171169201566,0.83749213741325
162,1,190148,-0.0263188468211429,0.134212332931774,0.84464585278407
163,1,190165,-0.0453734141880611,0.135229456427901,0.737425337602472
164,1,190169,-0.026573225709644,0.135074953515749,0.844152451989872
165,1,190933,-0.150797257761019,0.133746314554446,0.260302333502088
166,1,192149,-0.0630653117747722,0.135040647595053,0.640780952138359
167,1,192302,0.0691159619205521,0.178321820626724,0.698552206209094
168,1,192303,0.0501507926595841,0.161016344328549,0.755631778063138
169,1,192305,0.0566520584990187,0.167320274451047,0.735124029437624
170,1,192315,-0.136019609080813,0.189702767797194,0.473839384127112
171,1,192795,-0.0971437500611668,0.133633283201566,0.467742808240444
172,1,194020,-0.0722558052779032,0.140808951373123,0.608168916993308
173,1,194187,-0.031823491708848,0.13383334835766,0.81218621972439
174,1,194867,-0.129127042729527,0.133594560716598,0.334426195126218
175,1,197325,-0.137665979451255,0.136839414892067,0.315085244201847
176,1,197392,-0.159157357603157,0.138538141878714,0.251402191370895
177,1,198857,-0.405247780837585,0.641070258246755,0.527702940151654
178,1,206666,-0.118523975074927,0.150314241381391,0.430928856780291
179,1,206675,-0.169382760410826,0.195660659042334,0.387244553765371
180,1,223051,-0.120920459730494,0.15488881077143,0.435506853012317
181,1,223059,-0.227431986179992,0.160518317245607,0.157405770162485
182,2,7366,-0.152308583734205,0.193848018952174,0.432563687944776
183,2,8180,0.163362871213575,0.26697998872327,0.54100322992829
184,2,8187,-0.109744313680949,0.27771869688414,0.692960850167726
185,2,8250,-0.030475881421073,0.273665567862052,0.911392767854024
186,2,8253,-0.0327869057747776,0.2736648111536,0.904704349650626
187,2,8285,-0.00389738558115113,0.148371513617324,0.979058622185627
188,2,8302,0.0251142749462742,0.138878903548767,0.856600255211848
189,2,8306,0.0251142749462742,0.138878903548767,0.856600255211848
190,2,8314,0.0538305491612077,0.136006010582226,0.692495097588187
191,2,8317,0.0189567802837934,0.139134982404649,0.891703367456402
192,2,8328,-0.00542622313955188,0.138515855568536,0.96877379067756
193,2,8331,-0.00396599661175367,0.138255588150444,0.977131251157862
194,2,8498,0.0372671084577159,0.135822473050775,0.783952327485046
195,2,8651,0.0262478801399306,0.135956962932853,0.847022841928287
196,2,9418,-0.336216228964702,0.345328960249847,0.330916186648076
197,2,9812,-0.0508354363035178,0.136745245862135,0.71029991093063
198,2,9932,-0.0390960976788521,0.136217059080394,0.774270589241876
199,2,10135,-0.035711290392592,0.13569791780161,0.792574969327189
200,2,11616,0.00333576936282387,0.135567067010104,0.980383100980994
201,2,12133,0.00559220775027869,0.136105797865698,0.967249598087637
202,2,12194,0.0101561001674643,0.13663136257083,0.940788215607811
203,2,12359,-0.0237010371471927,0.136227111462562,0.861979501683115
204,2,13061,-0.0239425003169125,0.136216965719732,0.860577474986215
205,2,14298,-0.0216060271255581,0.136647828111327,0.874456845818334
206,2,15222,-0.0168559116556175,0.137982310763689,0.902841860913657
207,2,17986,0.0318249046960011,0.135556600682882,0.814521761831514
208,2,19770,0.0150299386606589,0.13650214113858,0.912386521127885
209,2,19836,0.00412592170206227,0.136129282763055,0.975837868864113
210,2,19851,0.00825393774383798,0.136527320503838,0.951826425657552
211,2,21595,-0.0216687962218867,0.13595924882372,0.873462897477982
212,2,22385,-0.0188643627397589,0.136089089694665,0.889831262739945
213,2,23441,-0.008750315033351,0.137413811389911,0.949262211615115
214,2,24209,-0.0553164625421236,0.136251307455818,0.684997044707987
215,2,24341,-0.0367548604090178,0.136591457729953,0.78802064576976
216,2,26815,-0.0316586740829958,0.136431360506384,0.816634913958229
217,2,28209,0.0243344183586835,0.136481531393668,0.858591030354772
218,2,28695,-0.126459244884199,0.142432157146176,0.375222762421459
219,2,35849,-1.75456523742303,1.45885858075665,0.229899559723805
220,2,35850,-1.37190508951184,1.7863713645345,0.443009960084676
221,2,41245,-0.106634426929016,0.135845630363998,0.432999017922949
222,2,43214,-0.192325085229684,0.137788784974441,0.163653101998951
223,2,47104,-0.0684387807918994,0.134267298984941,0.610565879536108
224,2,50915,0.0104974599209153,0.135635249041901,0.938353343797587
225,2,55834,-0.0446967086987949,0.134988687059254,0.740754482457693
226,2,56422,-0.000112331377732588,0.135251018457106,0.999337794201535
227,2,57715,-0.0123194542442608,0.134803577764616,0.927235986677011
228,2,59046,-0.0119577963225304,0.135485617487403,0.929721041873374
229,2,59191,-0.0212697828226467,0.134706603509997,0.874628161201423
230,2,59383,0.00763954322270616,0.134749541947263,0.954820718602781
231,2,59477,-0.0396824464651501,0.136761340351841,0.771865461748348
232,2,59755,-0.312289141212609,0.306867152593918,0.309532328733616
233,2,60471,-0.05458627657091,0.13490036071506,0.685986165931543
234,2,60478,-0.0488205073098329,0.135060622728848,0.717963586271569
235,2,60786,-0.0628463586219276,0.134822010756179,0.641400536699785
236,2,61035,-0.0437252343224507,0.134833689867422,0.745910465372082
237,2,61071,-0.0311428258582302,0.134231788641229,0.816666373085597
238,2,61675,-0.0591129545626408,0.134591725460334,0.660783901270104
239,2,62776,-0.0506866618495447,0.140493212146069,0.718482263651274
240,2,62939,-0.0305847100422972,0.134385924662934,0.820097809841417
241,2,63527,-0.0439197602581785,0.134880007307381,0.744904063185792
242,2,63857,-0.0464810401680525,0.134908961632284,0.730648138176967
