SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0370310418766887,0.168247529071447,0.825921612021719
2,1,1035,-0.0886732770216736,0.170034325837262,0.602343993593635
3,1,1074,0.0376381023921848,0.28744973041685,0.895898916407963
4,1,1470,-0.0795746312977439,0.286390222272588,0.78128720111036
5,1,1475,-0.000584344874500431,0.211409374370428,0.997796175882854
6,1,1491,0.158560105535924,0.184736492422248,0.391306920115448
7,1,21249,1.22986571243604,1.05965075294151,0.246575451332834
8,1,27243,0.113489924640715,0.144707793616362,0.433407881122366
9,1,27272,0.135477223605886,0.142476384759974,0.34231844311401
10,1,27498,-0.237546429082568,1.3026677097806,0.855409743031389
11,1,27561,-0.0986854604648784,0.984159339405672,0.920183830334966
12,1,27816,0.191850258163851,0.14521108213332,0.187296441584606
13,1,27822,0.20867895916179,0.144959764399531,0.150876775748694
14,1,27823,0.21952653520533,0.147918501770183,0.138673503896146
15,1,27825,0.226351510366976,0.14488462299228,0.119116176602672
16,1,27843,0.21524929722059,0.138811407109769,0.121879233648703
17,1,27848,0.21524929722059,0.138811407109769,0.121879233648703
18,1,28495,0.228450046563218,0.138753891678328,0.10056301878964
19,1,28975,0.221300389328901,0.137852298588844,0.10931227017985
20,1,29283,0.196025584937283,0.309883991308474,0.527419230449647
21,1,29752,0.414102184942092,0.322506639582085,0.199980099564001
22,1,29787,1.17149308475455,0.872477726631166,0.180225491790446
23,1,30057,0.0627318006329229,0.283590398574655,0.825060202110747
24,1,30479,1.07860786286525,0.829025547395396,0.194088207547584
25,1,30706,0.216447114279361,0.142420666118836,0.129463130191086
26,1,31435,0.16770529001895,0.137699019202735,0.22407084770456
27,1,35128,0.417400743990083,0.188886871238045,0.0277608487298108
28,1,35129,0.070059364211323,0.190639430918841,0.713468773457739
29,1,36146,0.105048795291181,0.137162588024788,0.444265089567302
30,1,37255,0.324302193968316,0.276545337958953,0.241710539264292
31,1,37409,0.160456571847489,0.137754255180631,0.244885287321829
32,1,37478,0.181861309211082,0.1377978328866,0.187767401237402
33,1,39144,0.259484154702872,0.136811692073878,0.0586900324557376
34,1,41499,0.224517216230905,0.136603930573474,0.101156749157812
35,1,45359,0.00356373483927186,0.230854760573492,0.987692162937491
36,1,45634,-0.208667901349639,0.211756024684458,0.325094407941932
37,1,51248,-0.0149119615129356,0.137706992086836,0.913829072057358
38,1,51462,0.00909490057072716,0.137895164538289,0.947450844944811
39,1,52124,0.140311532846392,0.137506633079427,0.308238409370024
40,1,52667,0.111954234171638,0.137359396112251,0.415595494621762
41,1,55470,-0.0148225709116252,0.141228016964449,0.916471213824872
42,1,59265,0.176781143548915,0.137096721844255,0.198081416564409
43,1,60165,0.175429097442275,0.136997557739792,0.201200532270857
44,1,62308,0.115417780552124,0.137026730169363,0.400189675934248
45,1,62869,0.193024452934236,0.136761794442067,0.159009938902594
46,1,65431,0.239222914526161,0.142669483627898,0.0944741128366914
47,1,65451,0.244029689315166,0.140606921560445,0.0835169156245689
48,1,65719,0.256055258487053,0.146619181174838,0.0816118687696823
49,1,66841,0.164426165402632,0.136932394914391,0.230640303948335
50,1,66948,0.154987858470724,0.137807177286804,0.261492256754289
51,1,68621,-0.051645903852634,0.137652420599362,0.707743996496504
52,1,69417,-0.0196946666718781,0.137311377398476,0.886031880647395
53,1,69820,-0.775530180464075,0.53573143165944,0.14861366374717
54,1,69821,-0.640550638352778,0.331637967232173,0.0542244939827707
55,1,70906,-0.297743020123574,0.220011122207301,0.176822927068339
56,1,74327,-0.0461856375138463,0.138048443344592,0.738154895498754
57,1,74572,-0.0166775813803495,0.137699879922671,0.903668511712922
58,1,75211,-0.0333521587890914,0.137440257779676,0.808404624918586
59,1,76030,0.0143540611444966,0.137449597883477,0.916886273124029
60,1,80108,-0.0526154941796914,0.137390683973369,0.701977994077857
61,1,81262,0.0418857750801538,0.137349179225192,0.760577619987549
62,1,81999,0.00514897660497898,0.137702468253296,0.970193553562926
63,1,82431,0.0444027903048794,0.138334403128505,0.748414324359673
64,1,83284,0.0577789347409135,0.137313371843042,0.674170653640797
65,1,83613,0.0494635892972973,0.137307432661709,0.718883328728144
66,1,84112,0.0286527798798424,0.137339337402297,0.834859271682734
67,1,84701,-0.0201571494696691,0.14707173492861,0.891064206338272
68,1,84858,0.0352591426327199,0.13772265657191,0.79808794908103
69,1,85751,0.0337411131494301,0.138289910384541,0.807381662867364
70,1,87445,0.0749583150004152,0.138536494899155,0.588798754157105
71,1,87467,-0.00202789978854892,0.139319434192569,0.988394819571535
72,1,89070,0.0630373027404205,0.138406858822064,0.64906607160522
73,1,89616,0.0953953092958078,0.137609102461478,0.488618567290176
74,1,89679,0.0341383229571801,0.137708191846002,0.804353322539029
75,1,89880,0.0549086332396284,0.137724069708046,0.690365771165967
76,1,91472,0.0276906226744585,0.138769773387649,0.841952420415904
77,1,93789,-0.0929517857091708,0.137258672976419,0.498721641691559
78,1,94351,-0.0433546024477571,0.137689944790293,0.753045461691789
79,1,99148,-0.0195982565630541,0.137343843136885,0.886612611007917
80,1,101281,0.129066994482359,1.5021200779318,0.931576166399178
81,1,106011,-0.0213555073072305,0.143137666236719,0.881484505183902
82,1,106800,-0.0676937357524297,0.137485868595296,0.622764815477356
83,1,107970,-0.0455509833910699,0.137104174911415,0.739908028829282
84,1,109000,-0.0463890849941102,0.137345079597003,0.735748050843189
85,1,112549,-0.0549614357128771,0.137180583603512,0.688920017423006
86,1,112742,-0.131404499482746,0.137568676729261,0.340134269942168
87,1,113050,-0.0428518508028093,0.137495703262448,0.755483248942499
88,1,113135,-0.0742528748879617,0.137107414542975,0.588458351162152
89,1,114076,0.026297679810522,0.137157219850025,0.848060941573947
90,1,114628,0.0621310665704968,0.13747159491096,0.651578497042183
91,1,116283,0.0277042610194973,0.138268324979496,0.841309790375223
92,1,126880,-1.64217531080551,2.59298415993159,0.526938162189244
93,1,127853,0.00343249922770245,0.138018611679139,0.980172845650845
94,1,128302,0.114439433599565,0.137353594194362,0.405310014043919
95,1,128704,0.00329483163452821,0.137625329604665,0.980913524424586
96,1,128911,0.059335465150081,0.137604437699029,0.666583877795416
97,1,130267,0.0612546881023369,0.137536793151373,0.656325770887037
98,1,130271,0.0555726653336461,0.137706951030537,0.686782525439586
99,1,130613,0.138541461019135,0.138830185962954,0.319001565196847
100,1,132012,-0.0820389420865086,0.138662044434345,0.554465890651208
101,1,133231,-0.0592791058364461,0.137710208500952,0.667121801314149
102,1,137074,-0.0526688675861117,0.137521875323864,0.701961122582948
103,1,137304,-0.0657440924909725,0.137553753505559,0.63298020071201
104,1,139686,-0.0438043295534089,0.137759351777095,0.750690272758655
105,1,149562,-0.0617183681862641,0.138054324001602,0.655106943543013
106,1,150447,-0.0257596395465753,0.139618436238896,0.853726960642101
107,1,151446,0.28806737080958,0.280082044219698,0.304413889736037
108,1,154084,0.00548904022556757,0.1400562322669,0.968759715485002
109,1,156633,-0.0692110882218978,0.141928894664393,0.626103170184774
110,1,157269,-0.0625253510673943,0.137474344887679,0.649522135543376
111,1,160054,0.0532588165012813,0.138792174519134,0.701409081075869
112,1,166222,0.0154821628976175,0.137791898517026,0.910602610834809
113,1,166416,0.0502748066268136,0.137488581813852,0.714833845708709
114,1,167326,0.0136170399944823,0.138294152159284,0.921619488196329
115,1,168836,0.0397111135495297,0.137624443967122,0.773097456865453
116,1,171200,0.0216351292095599,0.137841990008402,0.875369246425952
117,1,171431,-0.0466832148961595,0.138685129000912,0.736608690506092
118,1,173339,-0.00745198378304968,0.137628133360533,0.956849642105825
119,1,173845,-0.00276546693796675,0.137514539885672,0.983966697625663
120,1,175121,-0.028623772603995,0.13723350892741,0.834898657352547
121,1,175281,0.00879651672302989,0.137357819981614,0.948973918840849
122,1,175315,-0.0004104225827119,0.137315376763792,0.997616890951956
123,1,175523,0.0209155715580633,0.138088913102475,0.87969581571176
124,1,175541,0.00420337594679637,0.137529631796202,0.975634987358758
125,1,175653,-0.0534709120357438,0.137935646256901,0.698507847188665
126,1,175805,0.0388722463911969,0.145753622636603,0.789857172231715
127,1,175818,-0.046754288966133,0.142397703724053,0.742852320709591
128,1,175856,-0.0303152451762009,0.140233355110847,0.828974540230675
129,1,175876,-0.0130528999264188,0.138091652647294,0.924746983133382
130,1,175989,-0.0183668225530077,0.138483953047817,0.894563310250679
131,1,176001,-0.0247966984426469,0.139202760378232,0.85872018175095
132,1,176451,0.0343441169904606,0.140870513002959,0.807527974249307
133,1,177692,-0.0138227548946712,0.137313407583819,0.919872963026667
134,1,178191,-0.0367902314335065,0.137437772467917,0.789097007247384
135,1,178224,-0.0138227548946712,0.137313407583819,0.919872963026667
136,1,178960,0.0170561239455952,0.138409118073345,0.901995282733817
137,1,179139,0.0357502230096429,0.274322123922564,0.896385863594247
138,1,179139,-0.134385339690701,0.552459221594514,0.807953539010058
139,1,180955,-0.0285923617895953,0.158946582396552,0.857344804637588
140,1,183802,0.0386835679818936,0.137317234638219,0.778331351175102
141,1,183954,0.0370489376615865,0.138318435302824,0.788969304204168
142,1,184450,0.049154780279302,0.137096344287798,0.720152165667996
143,1,184641,0.0380165119541773,0.141097132027874,0.787752344914949
144,1,184718,0.0393145072772118,0.137884514646099,0.775714562365307
145,1,185296,0.0511445811684495,0.137288393772961,0.709718939180828
146,1,185438,0.0796813482410427,0.137256357094417,0.561928083995538
147,1,185469,0.0820790193440739,0.137450637912854,0.550788258921064
148,1,185503,0.0629929162829608,0.137123378660039,0.646237906421603
149,1,185705,0.0667598701145769,0.1386518404879,0.630464603086433
150,1,185749,0.0699785224430723,0.138647344333262,0.61406823242047
151,1,185806,0.00917922652299967,0.138881703139992,0.94734052263512
152,1,185879,-0.00367529180668075,0.139553522721067,0.979004164229327
153,1,185916,0.0652152345427552,0.139446995882254,0.640308882164175
154,1,185941,0.0648875488121264,0.140055253781796,0.643435113834377
155,1,185954,0.0607782104128339,0.14046973163327,0.665512687140905
156,1,186055,0.0627905011168191,0.137662180340615,0.64858402956862
157,1,186896,0.0434424224799497,0.139941231057322,0.756414656133843
158,1,187697,-0.304991908280581,0.284974309116072,0.285240940593457
159,1,189392,-0.385516960815199,0.286198182134483,0.178835305613112
160,1,189416,-0.598904745224445,0.275718658165844,0.0305087665612016
161,1,190132,0.0240299702390038,0.137871483658128,0.861735480569016
162,1,190148,0.03268498430873,0.137908026974702,0.812789871902958
163,1,190165,0.0209349681321986,0.1389743343978,0.880346459601265
164,1,190169,0.0306575469819061,0.138795900730051,0.825311842863136
165,1,190933,-0.0258888809676558,0.137672968680995,0.8509484713793
166,1,192149,0.0326453717980554,0.138794616560463,0.81418498114217
167,1,192302,0.3697249201761,0.18221619504624,0.0432037043912087
168,1,192303,0.202386798971788,0.165126022479645,0.221147287865955
169,1,192305,0.325988724110373,0.171082291946831,0.0575338503690523
170,1,192315,-0.00903032421744943,0.195072652498518,0.963103606930696
171,1,192795,0.174979768330033,0.137103268351959,0.202701763166752
172,1,194020,0.15124293310475,0.144519859968216,0.296037034324343
173,1,194187,0.133763311461992,0.137348673697365,0.33077511124679
174,1,194867,-0.0241948288553616,0.137452191510722,0.86037634107128
175,1,197325,0.00296090827949608,0.140812323393006,0.983235728549312
176,1,197392,0.0553344359493563,0.142591989830649,0.698204566394711
177,1,198857,0.342574292077151,0.658859908687777,0.603424241785529
178,1,206666,-0.0399195715645302,0.154578558575573,0.796366175301773
179,1,206675,0.0941643830576062,0.201204346493445,0.640070744110237
180,1,223051,0.0644651470372841,0.159258232196095,0.685881633754772
181,1,223059,-0.0243409882987069,0.165405787229959,0.883090351281445
182,2,7366,-0.174714199309555,0.199147960611256,0.380915771426176
183,2,8180,0.401586586273833,0.273650447449087,0.14312595696983
184,2,8187,0.559684891297088,0.283877586315469,0.0494391094071742
185,2,8250,0.725132844584163,0.278552207811284,0.00962484881227432
186,2,8253,0.713351444016547,0.278638371359476,0.0108788489048622
187,2,8285,0.244235139927959,0.151905878603559,0.108771745274855
188,2,8302,0.289822956284737,0.141877164032406,0.0418172216881004
189,2,8306,0.289822956284737,0.141877164032406,0.0418172216881004
190,2,8314,0.250360227799091,0.139149028119102,0.0728372458353177
191,2,8317,0.288797009463839,0.142144896751577,0.0429317231460255
192,2,8328,0.258482687573488,0.141667482660424,0.0689105875858027
193,2,8331,0.263711172873247,0.1413712840997,0.0629575450893774
194,2,8498,0.296619737015797,0.138685182762917,0.0331377383136948
195,2,8651,0.304839237414948,0.138766263413485,0.0286855655485843
196,2,9418,-0.0122389336648627,0.355322424723649,0.972542098752519
197,2,9812,0.281287886076044,0.139742011046764,0.0448831003698487
198,2,9932,0.273342624494417,0.139229749648333,0.0504020238762738
199,2,10135,0.268455890218233,0.138717753766083,0.0537559684791692
200,2,11616,0.311898816896899,0.138310997607238,0.0247420343219076
201,2,12133,0.282992715177181,0.13904403539345,0.0425698865266948
202,2,12194,0.250021220118123,0.139766217864077,0.0744958223188135
203,2,12359,0.276858969243488,0.139210065924772,0.0474965453841762
204,2,13061,0.295788764548579,0.139089358818207,0.0341457757469667
205,2,14298,0.287694211612458,0.139581690626898,0.0400238513078425
206,2,15222,0.290467573964644,0.140943000527574,0.0400459527144358
207,2,17986,0.311781787703144,0.138311745077964,0.0247965113955168
208,2,19770,0.268130826133001,0.13953893183375,0.0554674742304573
209,2,19836,0.2617623052264,0.139185900687195,0.0608402941369913
210,2,19851,0.272648636288562,0.139538451309378,0.0514986410699043
211,2,21595,0.261231618365029,0.139018002598884,0.0610516945251246
212,2,22385,0.214829902026477,0.139375536258904,0.12412158606864
213,2,23441,0.163959659835863,0.140932090433341,0.24545515496974
214,2,24209,0.217425295321376,0.139560372478683,0.120145891899302
215,2,24341,0.228309499228254,0.139843613017457,0.103443569251272
216,2,26815,0.285272510894787,0.139377776206632,0.0414220459267889
