SNP,Chr,Pos,Effect,SE,DHH1_LSM3_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.111089731442664,0.0757526940475877,0.143408107431725
2,1,1035,-0.00154065955614613,0.0768143004766265,0.984009284731129
3,1,1074,-0.0113093878659427,0.129809438794338,0.930623141820786
4,1,1470,-0.161040681720637,0.129059051869905,0.212929140234953
5,1,1475,-0.0515063346034763,0.0954297115058988,0.589723136602581
6,1,1491,-0.0125405311240987,0.0835083705764145,0.880715514049305
7,1,21249,0.719799468897889,0.477900275562354,0.132917619470093
8,1,27243,0.0217719451992564,0.0653943566500919,0.739382432372435
9,1,27272,-0.0201279236965126,0.0644134858193351,0.754860297883906
10,1,27498,-0.337863463570019,0.588016617701739,0.565940357345292
11,1,27561,0.834026419144373,0.442214432498652,0.0601126619921089
12,1,27816,0.0674867064772615,0.065638713113434,0.304581363521847
13,1,27822,0.0640181612430939,0.065564893537728,0.329530401979904
14,1,27823,0.0805624121736327,0.0668683510097434,0.229090953402009
15,1,27825,0.0681119534992506,0.0655532068817932,0.299500489915247
16,1,27843,0.0740722606030856,0.0627744581452294,0.238804913256679
17,1,27848,0.0740722606030856,0.0627744581452294,0.238804913256679
18,1,28495,0.101157544417161,0.0626682976523732,0.107383150073102
19,1,28975,0.0794342737477335,0.0623354994682667,0.203394535814367
20,1,29283,0.0237384974059101,0.14001222683223,0.865464399252565
21,1,29752,-0.178698950959984,0.145668347235806,0.220733369728993
22,1,29787,0.187512287669101,0.394875687191613,0.635177494203353
23,1,30057,0.224458282652313,0.127515334170151,0.0792322059189425
24,1,30479,0.459227988304693,0.374474337076922,0.220893040099937
25,1,30706,0.0557808958261634,0.0644566126785466,0.387405810089849
26,1,31435,0.0710942919368848,0.0621981781199358,0.253801357987196
27,1,35128,-0.110632215917239,0.0856841423120878,0.197491953605929
28,1,35129,-0.112050004059913,0.0858993934014396,0.192935814698054
29,1,36146,0.0443299035491707,0.0619469448780157,0.474704763960332
30,1,37255,0.00397956758374463,0.12512627594225,0.974646002995097
31,1,37409,0.00138341490776214,0.0623269997257224,0.982304087687593
32,1,37478,-0.00626546310360071,0.0623797306779983,0.920051488393233
33,1,39144,-0.0468603364312521,0.0620458541205768,0.450600627000491
34,1,41499,-0.0169241374140709,0.0619171709663909,0.784755467858592
35,1,45359,0.0615476568342954,0.104198856668368,0.555116194422673
36,1,45634,-0.0904732021238295,0.0956359007458991,0.34478693791689
37,1,51248,0.0737664884768885,0.0620632352287932,0.235407973458218
38,1,51462,0.0778960075032233,0.0621334543429035,0.210784837595506
39,1,52124,0.0517449447115721,0.0621262832413518,0.405464622783263
40,1,52667,0.00909355451246599,0.0620857490203282,0.8836358249204
41,1,55470,-0.0157632395442502,0.0637717808530199,0.804911033644116
42,1,59265,-0.022860207385256,0.0620443845493921,0.712759134786903
43,1,60165,-0.00697619630560135,0.0620083081280394,0.910487573153759
44,1,62308,0.0264247615226942,0.0619252533779704,0.669843200256677
45,1,62869,0.00165449516208434,0.0619333807557616,0.978702854256983
46,1,65431,0.0470478814615324,0.0646348209403446,0.467155491065141
47,1,65451,0.0649263505495173,0.063672448723144,0.308572410964784
48,1,65719,0.0420369903971075,0.0664586300755518,0.527450957997388
49,1,66841,0.0291111598856456,0.0619432565313545,0.638670251219081
50,1,66948,0.0411635163325801,0.0623043945763911,0.50924590937454
51,1,68621,0.0401040364262306,0.062137364259273,0.519081215776937
52,1,69417,0.0503717922174411,0.0619514348221714,0.416717283247551
53,1,69820,-0.400324709279875,0.241707425239893,0.0985624735811012
54,1,69821,-0.0625404603648549,0.150514861619129,0.678020905989779
55,1,70906,-0.150332231638244,0.0992890098976437,0.130898520084172
56,1,74327,0.0357203322776074,0.062321350271984,0.566898827621892
57,1,74572,0.0108915341928059,0.0621816443679746,0.861056897976619
58,1,75211,0.0811474028445296,0.0619205432942407,0.190875859579913
