SNP,Chr,Pos,Effect,SE,MID2_PIN2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.116290681753656,0.0610985911857977,0.0578108883301679
2,1,1035,0.141291769416445,0.0616259888758563,0.0224511207596921
3,1,1074,0.100796865927775,0.104778875800487,0.336710076580056
4,1,1470,-0.142320881428906,0.104263506432669,0.173118792788538
5,1,1475,-0.0450577015788376,0.0771230504539425,0.559437856174445
6,1,1491,-0.0343455222991103,0.0674708014080417,0.611040288915535
7,1,21249,0.209572009024043,0.3873286521169,0.588800442149022
8,1,27243,-0.019817903672712,0.0528510107880069,0.707902895605327
9,1,27272,-0.0424784213706768,0.0520185654110858,0.414707121954723
10,1,27498,-0.814925652635605,0.473488373930022,0.0861070215178215
11,1,27561,0.415215240308973,0.358523737835874,0.247596043744452
12,1,27816,-0.0145812187037615,0.0531244382123413,0.783881781635841
13,1,27822,-0.00423193422139267,0.0530621022367895,0.936477814458947
14,1,27823,-0.0164653324369404,0.0541484639158308,0.761247972107962
15,1,27825,0.00178373581760005,0.053062495370109,0.973202558447973
16,1,27843,0.02550713717426,0.0508176042816413,0.616026125965983
17,1,27848,0.02550713717426,0.0508176042816413,0.616026125965983
18,1,28495,0.0456879113950717,0.0507783656739002,0.368865871950755
19,1,28975,0.0105496382063097,0.0504936234211207,0.834623310054964
20,1,29283,0.0575020881370829,0.11312434852118,0.611554385979847
21,1,29752,-0.138297658920294,0.117753394433826,0.240999083316792
22,1,29787,-0.384210511000806,0.318594006311548,0.228641937497528
23,1,30057,0.104244656327115,0.103363369092316,0.31389275670927
24,1,30479,-0.0113913007151343,0.303302272134838,0.970061656922176
25,1,30706,-0.00829221504710179,0.052148697207773,0.873751163804738
26,1,31435,0.00879289968023522,0.0503607809781917,0.861495488973405
27,1,35128,-0.0420371744265093,0.0693791806981596,0.544967402713839
28,1,35129,-0.0711217584512878,0.0694899805291745,0.306780776189397
29,1,36146,0.00541681542768274,0.0501024333537207,0.913966039354761
30,1,37255,-0.0670863598620928,0.101067052820576,0.507263960268652
31,1,37409,0.0149377751852101,0.0503678895359995,0.76696665272656
32,1,37478,-0.00496332746439998,0.0504167756986793,0.92163406457136
33,1,39144,-0.0564153553391651,0.0500974949273498,0.260883400868084
34,1,41499,-0.0301582545610254,0.0500224440863915,0.546966029020368
35,1,45359,-0.0559162992712139,0.0842049673002476,0.507091871509444
36,1,45634,-0.0302720010143407,0.0773763028959586,0.695862602848408
37,1,51248,-0.0190938993812843,0.0502509443451064,0.70419548215631
38,1,51462,-0.0137925129183317,0.0503240202340136,0.784187948796156
39,1,52124,0.0180487977484314,0.0502520384987387,0.719686034692843
40,1,52667,-0.0229344496070118,0.050165820215262,0.647828050756262
41,1,55470,0.00149762620455296,0.0515462333872422,0.976837911732157
42,1,59265,0.0243010226821144,0.0501386741698757,0.628206646611234
43,1,60165,0.0166189228426054,0.0501096472077943,0.740349493669678
44,1,62308,0.0538599972344482,0.0499801917307159,0.281936167852302
45,1,62869,0.0500957312152873,0.049984983766181,0.31692596709206
46,1,65431,0.0710277217747504,0.052141687640406,0.174001425805552
47,1,65451,0.0756223110647679,0.0513798754571061,0.141958417203428
48,1,65719,0.0631505024675614,0.0536386323451977,0.239856023785314
49,1,66841,0.0476196381557436,0.0500154607575893,0.341698552921442
50,1,66948,0.0348337810298771,0.050352861941094,0.489521788648684
51,1,68621,0.0462760803634088,0.0501900847798047,0.357149757855757
52,1,69417,0.0320089777121207,0.0500884883930293,0.523205764951283
53,1,69820,-0.371840530510592,0.195109931160155,0.0574882132610213
54,1,69821,0.0528081691702003,0.121646885935517,0.664473535155768
