SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0220093154851824,0.149335114115842,0.882914612874681
2,1,1035,0.173183648924571,0.1506918201707,0.25122804714695
3,1,1074,0.252674592883334,0.254779849291561,0.322005160365322
4,1,1470,0.165067610896886,0.254063904012459,0.516302743262079
5,1,1475,0.336619156253135,0.18678078686841,0.0723645090829806
6,1,1491,0.436929796640602,0.162479559943876,0.00750364042494563
7,1,21249,-1.04353003635139,0.940656127849368,0.268028372513968
8,1,27243,0.0345282622918068,0.128535289119985,0.788372378849208
9,1,27272,0.0912680218405539,0.126524703081043,0.471174470900966
10,1,27498,0.276776892047586,1.1561539267866,0.810938630283153
11,1,27561,-0.451846568904837,0.87317993999423,0.605150502729139
12,1,27816,0.0220253535010485,0.129196217674698,0.864730437409451
13,1,27822,-0.0115662490726279,0.129035857299095,0.928627366330552
14,1,27823,0.0345753251625777,0.131682358549883,0.793038187883887
15,1,27825,-0.0149136621874004,0.129034884300161,0.908052298510598
16,1,27843,-0.01598298624431,0.123619168401587,0.897200130519779
17,1,27848,-0.01598298624431,0.123619168401587,0.897200130519779
18,1,28495,0.00495746461134428,0.123623815468624,0.968035107253236
19,1,28975,0.0643212377889607,0.12275000999263,0.600606062971511
20,1,29283,0.0086086433128667,0.275195520719874,0.975062390809469
21,1,29752,-0.2686152869481,0.286554626837258,0.349195563957517
22,1,29787,0.720202558920904,0.775402767795544,0.353621757527777
23,1,30057,0.13585783130808,0.251616527863632,0.589578852079101
24,1,30479,0.816877748370222,0.736287892360027,0.267989496696363
25,1,30706,0.0396867389777187,0.1268018983241,0.754479004566526
26,1,31435,-0.0228021707586363,0.122466377788016,0.852401717202966
27,1,35128,0.232539396492768,0.168349314346688,0.168063207060373
28,1,35129,0.113624760360247,0.169127851184916,0.502132888161484
29,1,36146,-0.091160268967814,0.121744225543621,0.454485340018343
30,1,37255,-0.0853170622496418,0.245885778823833,0.72881428092252
31,1,37409,-0.0342919832185298,0.122486050543546,0.779667237856135
32,1,37478,-0.0221944198940203,0.122599263030156,0.856446160104448
33,1,39144,0.018875930605029,0.122041341150846,0.87717119121186
34,1,41499,0.0220614006811987,0.121701284890729,0.856255764210075
35,1,45359,-0.0092818042593823,0.204896493484675,0.96389382920536
36,1,45634,0.17040816711485,0.187985433105441,0.365291380073889
37,1,51248,-0.0743701013496536,0.122160877605128,0.543056392378884
38,1,51462,-0.100418657729191,0.122273971693082,0.412052778446852
39,1,52124,-0.0648674046382853,0.122176218086634,0.595798981225934
40,1,52667,0.0092789721666735,0.122028109183906,0.939430646287533
41,1,55470,-0.241520258864466,0.124689147905877,0.0535455230564835
42,1,59265,-0.196604244250044,0.121517831819013,0.106576338987494
43,1,60165,-0.162706293909917,0.121567319362022,0.181625890315993
44,1,62308,-0.023998087210142,0.121734643655081,0.843835812285393
45,1,62869,-0.0189820428258354,0.121721861282992,0.876164691745867
46,1,65431,-0.0334360740021621,0.127118277635163,0.792679980557361
47,1,65451,0.0104214735989958,0.125326898164521,0.93377596354247
48,1,65719,-0.0485888832895495,0.130668419584241,0.710228604799895
49,1,66841,-0.0604053852749352,0.121740976693228,0.620076526362213
50,1,66948,-0.0459434653824182,0.12250641888749,0.707864085429685
51,1,68621,-0.155461461161509,0.121918422081362,0.203102911209781
52,1,69417,-0.0493946268410684,0.121847021841571,0.685442090594236
53,1,69820,-0.725073366764724,0.475338053253087,0.128058604058566
54,1,69821,-0.108910298792193,0.295842475829713,0.712992398135712
55,1,70906,-0.264352595167312,0.1952723216848,0.176677864102028
56,1,74327,-0.164626233454662,0.122231787350976,0.178896921943038
57,1,74572,-0.150169957292405,0.121957557692337,0.219019298936436
58,1,75211,-0.209868986061205,0.121483935124103,0.0849444471160333
59,1,76030,-0.130578639795015,0.1217982649445,0.28441223192108
60,1,80108,-0.110826032778438,0.121824826372037,0.363592852197702
61,1,81262,-0.0782225806859763,0.121850332082497,0.521318247744693
62,1,81999,-0.103593279557206,0.122094753103384,0.39675332261606
63,1,82431,-0.0974778380278031,0.122688090221317,0.427428033241203
64,1,83284,-0.133378794852182,0.121697280205326,0.273831049250609
65,1,83613,-0.148593659041127,0.12163387534702,0.22265635068441
66,1,84112,-0.159009007449012,0.121610026956833,0.191883027293843
67,1,84701,-0.156429830801959,0.130272396931056,0.230637682334251
68,1,84858,-0.147795498569391,0.121994858800791,0.226518192797903
69,1,85751,-0.142451366679589,0.12251630411952,0.24573116888763
70,1,87445,-0.10033379938021,0.122894197791075,0.414808150226889
71,1,87467,-0.120799526529343,0.123486866500441,0.328626628085991
72,1,89070,-0.0599155307509927,0.122838834100318,0.62602459615537
73,1,89616,-0.10873450207453,0.122082088429134,0.373714414966442
74,1,89679,-0.0952496207186432,0.122129488905762,0.435968325203797
75,1,89880,-0.0908509049818508,0.122169978230975,0.457586874319629
76,1,91472,-0.0391572166779856,0.123155553682327,0.750711433123798
77,1,93789,-0.0436008342857075,0.121882069940049,0.720759412662566
78,1,94351,-0.0832675827650518,0.122144613910888,0.495867399365362
79,1,99148,-0.0481183510260651,0.121877254633257,0.693221603192276
80,1,101281,-0.819548003568559,1.33251906742315,0.538926812458624
81,1,106011,-0.0550372135730511,0.12701322952815,0.665047881247525
82,1,106800,-0.0771537961590062,0.121999502872814,0.527527919329482
83,1,107970,-0.137184251249687,0.121487729538828,0.259579178516147
84,1,109000,-0.0363905290852899,0.121906052294571,0.765487373244534
85,1,112549,0.0870561454785955,0.121695243825859,0.474858302080591
86,1,112742,0.0986981332381354,0.12214497956462,0.419611255060449
87,1,113050,0.0740602767445108,0.121988548142792,0.544169247521234
88,1,113135,0.0711483668323755,0.121682433963153,0.559119391741754
89,1,114076,0.0690004670238419,0.121685937968332,0.571049221628085
90,1,114628,0.119375108870765,0.121883834657819,0.328044693930069
91,1,116283,0.0400157743590337,0.122709672554016,0.744541007167378
92,1,126880,-1.24300358559616,2.30178069764791,0.589524953170646
93,1,127853,-0.114178243897533,0.122348815982097,0.351344760139682
94,1,128302,-0.0853381539352824,0.121944547816678,0.484506163209459
95,1,128704,-0.069339857773127,0.122094814123411,0.570451605941408
96,1,128911,-0.0377487358464642,0.122147575811731,0.75747186811344
97,1,130267,0.136926850036809,0.121888509146034,0.262040466662173
98,1,130271,0.139730708962666,0.122024687808149,0.252942694051556
99,1,130613,0.167241378159034,0.123072063352634,0.17504910110289
100,1,132012,-0.0339137184741432,0.123118399032065,0.783126989657946
101,1,133231,-0.126036671063778,0.122073711983733,0.302561798692244
102,1,137074,-0.15829072297573,0.121792966279324,0.194562010788349
103,1,137304,-0.19840530320456,0.12166903873939,0.103846187744848
104,1,139686,-0.257383375695529,0.121517200308459,0.0348665486177491
105,1,149562,-0.308397471921767,0.121461822025907,0.0115440876945597
106,1,150447,-0.31565312068642,0.122781352153717,0.0105538685696764
107,1,151446,-0.543929230949336,0.247272312559075,0.0284746301811453
108,1,154084,-0.261366051150053,0.123527482627638,0.035057030157556
109,1,156633,-0.293600369650145,0.125039878269224,0.0194231461994006
110,1,157269,-0.322466192869709,0.120839440614264,0.007969460457111
111,1,160054,-0.292192294231676,0.122226394753996,0.0173451960711798
112,1,166222,-0.301259607826344,0.1212448390482,0.0134280739233105
113,1,166416,-0.277314278864527,0.121156459963173,0.0226756067682278
114,1,167326,-0.295182855938559,0.121736158277539,0.0158191424733858
115,1,168836,-0.239376250834909,0.121497906407358,0.0495956700318108
116,1,171200,-0.23415332149807,0.121710643225207,0.0551768879322249
117,1,171431,-0.256980324643668,0.122348709563641,0.0364033435155339
118,1,173339,-0.263948697391657,0.121342941123158,0.0302761147868062
119,1,173845,-0.290569034833429,0.121068428611929,0.016910658642128
120,1,175121,-0.215499458895158,0.121269007117496,0.0764232605154836
121,1,175281,-0.234631992401652,0.121272458876966,0.0538195514822471
122,1,175315,-0.24252052112784,0.121189893513084,0.0461401593990898
123,1,175523,-0.232704735356764,0.121938513772864,0.0571533321424538
124,1,175541,-0.239247892842131,0.121399689051788,0.0495339498977511
125,1,175653,-0.224233845982051,0.121868962364144,0.0666137231190009
126,1,175805,-0.295844085537037,0.128416059543324,0.0218145849261966
127,1,175818,-0.287479988683998,0.1254760485145,0.0225454317981968
128,1,175856,-0.263903302327276,0.123678437903494,0.033549177077286
129,1,175876,-0.232013884881629,0.121942243027897,0.0578991979298634
130,1,175989,-0.218156363185065,0.122365958400029,0.075475005999398
131,1,176001,-0.223057238213559,0.122984392830565,0.0705723636164184
132,1,176451,-0.209529088026035,0.124542988473346,0.0933787454488152
133,1,177692,-0.280528344707633,0.120957319554002,0.0209525833869916
