SNP,Chr,Pos,Effect,SE,ERG11_ACF2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.101808026922316,0.0744400960942065,0.172291612236087
2,1,1035,0.0916632387023812,0.0752956873077561,0.224273989613791
3,1,1074,0.0599616716708908,0.12747129267636,0.63836438274069
4,1,1470,-0.109146899623118,0.126919170193759,0.390388281439074
5,1,1475,-0.206436367856643,0.0931319458215005,0.0272872767266647
6,1,1491,-0.127889316861679,0.0817487420168035,0.118615107216459
7,1,21249,-1.0224117567979,0.467785716586371,0.0294984678442093
8,1,27243,-0.0312872934763053,0.0642243958837671,0.626450219948687
9,1,27272,-0.0919190781180168,0.0630917511594796,0.14602982835058
10,1,27498,-0.175523817086924,0.577794430173773,0.761472603234666
11,1,27561,-0.139129841305569,0.436500882222502,0.75011297142228
12,1,27816,0.0287634028857345,0.0645542421254072,0.6561813647262
13,1,27822,0.0227687656249583,0.0644789363631069,0.724209675170369
14,1,27823,0.00585254783023714,0.0658179482119802,0.929195723089756
15,1,27825,0.0158709400582123,0.0644847910508174,0.805733068637291
16,1,27843,0.00202434705234939,0.0617838037434322,0.973880497844231
17,1,27848,0.00202434705234939,0.0617838037434322,0.973880497844231
18,1,28495,0.021921491732699,0.0617738803658664,0.722901389906736
19,1,28975,0.0352206314525536,0.061343264818008,0.566227600612436
20,1,29283,-0.120836434962209,0.137387056979982,0.379710748814329
21,1,29752,-0.0842492096450602,0.143322388362315,0.557022207135197
22,1,29787,-0.415342502419072,0.387374073381103,0.284362648677087
23,1,30057,0.0818073394197594,0.125729548932687,0.515688487832632
24,1,30479,0.483596142006219,0.367723526642577,0.189327252534378
25,1,30706,0.0116050977869265,0.0633788834487975,0.854819425821492
26,1,31435,0.0394963789562059,0.0611731886674697,0.518926462366009
27,1,35128,-0.0418979333671814,0.0843352819791401,0.619637959633226
28,1,35129,0.0196155200875348,0.0845743593007437,0.816725042075951
29,1,36146,-0.0305285313938313,0.0608719945314325,0.616317730514452
30,1,37255,0.0388097641235809,0.122892483313052,0.752338985892148
31,1,37409,-0.00203540931153368,0.0612228248547014,0.973497267307365
32,1,37478,-0.00940649564401358,0.0612735050096317,0.878078679439866
33,1,39144,-0.070942136198793,0.0608789522909042,0.244685104612697
34,1,41499,-0.0392596866280408,0.0607908429417541,0.518818241810295
35,1,45359,-0.140185181146692,0.102131361161908,0.170749148393656
36,1,45634,0.154535855613498,0.0937004090523282,0.0999850004689013
37,1,51248,-0.00634694219645938,0.0610847180356754,0.917304595878306
