SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0309713477782918,0.0914662953611845,0.735105313580891
2,1,1035,0.0507274144360206,0.0924425247832654,0.583527055780356
3,1,1074,0.0306352428087617,0.156279470375073,0.844700592677664
4,1,1470,-0.104413329780028,0.155625966620029,0.502707147699091
5,1,1475,0.152077062589847,0.114656278093272,0.185573457358694
6,1,1491,0.101457398494752,0.100399427013593,0.312929942746544
7,1,21249,-0.035950803358431,0.577218910173541,0.950372884459541
8,1,27243,-0.0443742230910988,0.0787095887608466,0.573267621545854
9,1,27272,-0.0749175750692369,0.077459879224797,0.334116676057636
10,1,27498,0.694846214685762,0.707317464601951,0.326591273829178
11,1,27561,-0.283719033031004,0.534874268610407,0.596139995902404
12,1,27816,-0.0160510903330843,0.0791404805853703,0.839394371550892
13,1,27822,-0.0175416189514027,0.0790389869712386,0.824491824512663
14,1,27823,-0.0101815760182703,0.0806708274254407,0.899636461974061
15,1,27825,-0.0129634919910312,0.0790414896637774,0.869818159249788
16,1,27843,0.00648376478748877,0.0757265026459203,0.931816393276952
17,1,27848,0.00648376478748877,0.0757265026459203,0.931816393276952
18,1,28495,0.0110957324572223,0.0757262123410052,0.883591126843233
19,1,28975,0.00979939787998585,0.0752205051281058,0.896422574208521
20,1,29283,0.0510148975245381,0.16855511232636,0.762327217401769
21,1,29752,-0.405531284609759,0.174422929829482,0.0206390509170245
22,1,29787,0.301123638102982,0.475299023711026,0.526787630934722
23,1,30057,0.170104436445877,0.153930550940157,0.269880750857178
24,1,30479,0.0526608584715831,0.451805457460345,0.907277800364813
25,1,30706,0.00470159436166448,0.0776855171587719,0.951775050894729
26,1,31435,-0.0164786654453056,0.0750178867608178,0.826260471282565
27,1,35128,0.00124164153548545,0.103404179364615,0.990426292337719
28,1,35129,-0.0409578186545416,0.103646077585619,0.692956127627361
29,1,36146,0.0010897974339954,0.0746361409276542,0.988358374691375
30,1,37255,0.151688055321633,0.150431643530035,0.313976164142417
31,1,37409,0.102792100466882,0.0748399997029627,0.170471280358713
32,1,37478,0.0980270776608218,0.0749227715622308,0.191597415703117
33,1,39144,0.0632486840863642,0.074685668231028,0.397644090877234
34,1,41499,0.134625735995004,0.0742089935913877,0.0705045345671208
35,1,45359,-0.0279708813689714,0.125505149498458,0.823768385591108
36,1,45634,-0.107594974376609,0.115146027147946,0.350725025345464
37,1,51248,0.00807496237103741,0.0748702297563576,0.914173749378145
38,1,51462,0.0131232394084886,0.0749697359023173,0.861142935811409
39,1,52124,0.0539993668849164,0.0748162789171112,0.470920101711503
40,1,52667,0.0731341452790052,0.0746500547471358,0.327908564779143
41,1,55470,0.0612803488042824,0.0767164684910279,0.424949284194039
42,1,59265,-0.000235673132689018,0.0747137602481348,0.997484981141285
43,1,60165,0.0025629298749387,0.0746571779086076,0.972633950733794
44,1,62308,0.0170568190399901,0.0745696697495913,0.819206035047985
45,1,62869,0.0332069743279857,0.0745448798199775,0.656258365193583
46,1,65431,-0.0322859643211625,0.0778576173781486,0.678628371269861
47,1,65451,-0.0300779754417262,0.0767556602994797,0.695393286239352
48,1,65719,0.00230199096286654,0.080059243011242,0.977077361093091
49,1,66841,-0.027699030343086,0.0745864028082577,0.710585977887949
50,1,66948,-0.030405884568921,0.075041358020751,0.685584507675386
51,1,68621,-0.0524700769460889,0.0748033574945422,0.483490547867235
52,1,69417,-0.0836582900036624,0.0745244017005978,0.262386334671057
53,1,69820,-0.0489652156525353,0.292124672393557,0.866980164671248
54,1,69821,-0.00809103513189058,0.181258742564281,0.964421060661035
55,1,70906,-0.257703064155712,0.119141299542878,0.0312117137082942
56,1,74327,0.0488587716803918,0.0750227063135982,0.515306829374667
57,1,74572,0.0998452830850426,0.074679064666229,0.182086327441577
58,1,75211,0.0607889104000787,0.0746613589742004,0.416082106148755
59,1,76030,0.0851111111078933,0.0745940064981264,0.254647019129449
60,1,80108,0.0020703587769893,0.0747136800393553,0.977908651023449
61,1,81262,-0.0160874290543201,0.0746806074372193,0.829567077413449
62,1,81999,0.0230925755691372,0.0748578188924981,0.757894654713651
63,1,82431,0.0388143918892864,0.0751939396452871,0.6060445999526
64,1,83284,0.0348300130684854,0.0746519180101614,0.64109854500665
65,1,83613,0.0346992764035175,0.0746438592572542,0.642315141090698
66,1,84112,0.0413440549635671,0.0746425025958002,0.580001889463041
67,1,84701,0.0220314599219055,0.0799552868202946,0.783057050331004
68,1,84858,0.0472789718032073,0.0748433960506184,0.527988316243505
69,1,85751,0.0741254188911124,0.0750899139937062,0.324242565079162
70,1,87445,0.0739700622928355,0.075249519644263,0.326282094106232
71,1,87467,0.0827618326466216,0.0756187235492159,0.274498554225939
72,1,89070,0.0922765835528113,0.0751124390104825,0.220072979785921
73,1,89616,0.0822078668704257,0.0747399415786489,0.272117032891042
74,1,89679,0.0716820719135043,0.0747801261400184,0.338430893460977
75,1,89880,0.0714989363126078,0.0747996195635382,0.339790548856971
76,1,91472,0.103590788936378,0.0752505821488942,0.169505001804055
77,1,93789,0.129987815430553,0.0743537430854632,0.081292681424928
78,1,94351,0.160538196558337,0.0743822967510023,0.0315794309828009
79,1,99148,0.200502470371411,0.0739084633626755,0.00699759080979344
80,1,101281,0.33417011916625,0.816505839686998,0.682590841794411
81,1,106011,0.174107837700138,0.0772716086874429,0.0248603146138227
82,1,106800,0.170546809756056,0.0742226523267712,0.0221589951313005
83,1,107970,0.153252560081557,0.0741065732320289,0.039367834649123
84,1,109000,0.148272694303859,0.0742673981182681,0.0466503292495604
85,1,112549,0.138416867592938,0.0742363086425796,0.0630750752631534
86,1,112742,0.0870659745625084,0.0747481092538329,0.244889877235801
87,1,113050,0.106582689855757,0.0745501051259267,0.153693701499116
88,1,113135,0.100113042760907,0.0743845893331389,0.179203604429688
89,1,114076,0.0697920706895582,0.074482623126881,0.349386386106654
90,1,114628,0.0500663455745832,0.0747163535482763,0.503241390448119
91,1,116283,0.0492537923930454,0.0751339668235601,0.512543098503625
92,1,126880,0.914007685471272,1.40974687462246,0.51718089477108
93,1,127853,0.0385419446268076,0.0750116658637902,0.607704433832768
94,1,128302,0.0321852472568647,0.0747318405450625,0.666966452869996
95,1,128704,0.0264902618737037,0.0748125964947252,0.723484149527562
96,1,128911,0.0408703024152639,0.0748025397469308,0.585152759265387
97,1,130267,-0.00867118831616437,0.0747972662932771,0.907774562822822
98,1,130271,-0.00299717756958068,0.0748872964702888,0.968097806029046
99,1,130613,0.0295152287460572,0.0755709595615058,0.696355788941995
100,1,132012,0.00735843348534027,0.0754258275169681,0.922338217471496
101,1,133231,-0.00989897988017321,0.0748897636809629,0.894916691008197
102,1,137074,-0.0374186989772148,0.0747585819507565,0.617015866547329
103,1,137304,-0.0188449207229,0.0748043756573151,0.801247415150237
104,1,139686,-0.0556071320255035,0.0748509221020684,0.458033235857618
105,1,149562,-0.0443429399061107,0.0750432024810964,0.554966357432453
106,1,150447,-0.0520421767113986,0.0758625655491628,0.49315961863554
107,1,151446,-0.13978381901503,0.152324838156718,0.359418604925009
108,1,154084,-0.0653703747474119,0.0760681196791672,0.390721688345271
109,1,156633,-0.0429006579769776,0.0771578432422252,0.578555152382485
110,1,157269,-0.032806322657211,0.0747452354868823,0.660996323798786
111,1,160054,-0.011680759587542,0.0754734014368703,0.877093796915023
112,1,166222,-0.0246561080923836,0.074906227802818,0.742230221628085
113,1,166416,-0.0193251814867134,0.074758552290719,0.796170717360427
114,1,167326,-0.00298326689985901,0.0751903190359498,0.968373697924125
115,1,168836,0.0113292726738851,0.0748317332905406,0.879749325864303
116,1,171200,-0.0157366727840884,0.07494155172776,0.833799784156024
117,1,171431,-0.0102145864933164,0.0754121660678624,0.892333207970174
118,1,173339,-0.0282010657379077,0.0748125997045902,0.706432731202848
119,1,173845,-0.0235308787776898,0.0747551372607042,0.753120190135305
120,1,175121,0.0114770200483683,0.0746148877889181,0.877842117252905
121,1,175281,0.00610331466609471,0.0746801049468818,0.934910831180687
122,1,175315,0.00453927033238866,0.0746569116042186,0.951551510949796
123,1,175523,0.000388589141317064,0.0750803040435979,0.995873373323072
124,1,175541,0.00533599823660683,0.0747733499551506,0.943149826125135
125,1,175653,0.00518142498515131,0.0750099913514206,0.94496786724778
126,1,175805,-0.0304018919441312,0.0792365729741172,0.701442846954491
127,1,175818,-0.00996452102497481,0.0774305279107288,0.897676375201473
128,1,175856,-0.00307945042250654,0.0762486542123307,0.967807467934968
129,1,175876,-0.0147527816541143,0.0750762007985454,0.844328700336796
130,1,175989,-0.0135535552157547,0.0752910675277304,0.857243733905826
131,1,176001,-0.0167091552978163,0.0756816337804675,0.825389689939634
