SNP,Chr,Pos,Effect,SE,ERG11_TPO4_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0994236172194882,0.109756028017242,0.3656277327457
2,1,1035,0.112944116799952,0.110922866716323,0.309269751685232
3,1,1074,-0.0417264681666349,0.187713774224383,0.824218457203405
4,1,1470,0.177636214805054,0.186811781860285,0.342314173674912
5,1,1475,-0.089941676854957,0.137980307727462,0.51492579718134
6,1,1491,-0.12559770451834,0.120584960145592,0.298323798684783
7,1,21249,-1.38995646374804,0.689378067946097,0.0445311923371832
8,1,27243,0.0200163595789324,0.0945793859073099,0.8325135132442
9,1,27272,-0.0763072550082236,0.0930763592275808,0.412863392772251
10,1,27498,0.693418680601186,0.849961292448333,0.415151041067231
11,1,27561,0.451284858798315,0.642276754856711,0.482747557297471
12,1,27816,-0.0665468226345239,0.0949999365761296,0.48408070009377
13,1,27822,-0.0762338593205983,0.0948583766662244,0.422134339382822
14,1,27823,-0.10516003931368,0.0967389982851178,0.277756811729416
15,1,27825,-0.084821131925031,0.0948377230391289,0.37172704854546
16,1,27843,-0.0505595191983831,0.0909207980010365,0.578506346501428
17,1,27848,-0.0505595191983831,0.0909207980010365,0.578506346501428
18,1,28495,-0.0449135305422552,0.0909306684973283,0.621661682366778
19,1,28975,-0.0272299332686597,0.0903424316394607,0.7632808535049
20,1,29283,0.0417658822142664,0.202475773190059,0.836694283869868
21,1,29752,-0.30354525941744,0.210488819744479,0.150161670526827
22,1,29787,0.0202348302357995,0.571233785349577,0.97176244479236
23,1,30057,-0.0115589206338651,0.185213785728106,0.950272821292736
24,1,30479,0.146422389842626,0.542645259458434,0.787448116019649
25,1,30706,-0.0433008835234655,0.0932847776696006,0.642805259760531
26,1,31435,-0.0560003288991585,0.0900653591778773,0.534491615989797
27,1,35128,-0.069672186285656,0.124149650150061,0.575020552236873
28,1,35129,-0.0361611716938288,0.124508211982415,0.771656294137209
29,1,36146,-0.102214386726651,0.0894847734175009,0.254122417949898
30,1,37255,-0.0617357056795651,0.180922725560444,0.733135769248523
31,1,37409,-0.0138140469523658,0.0901317220736204,0.878276799396392
32,1,37478,-0.0354733741052858,0.090192444522513,0.694329735090913
33,1,39144,-0.0829246255153946,0.0896920140452198,0.355832336273405
34,1,41499,-0.0243962382582936,0.0895420419389474,0.785430962402373
35,1,45359,-0.0167652393493851,0.15075976699012,0.91151699099614
36,1,45634,0.0298494966638283,0.138470669605815,0.829450961894127
37,1,51248,-0.0911539436190898,0.0898016668786485,0.310773165761966
38,1,51462,-0.101705258733726,0.0898917352170159,0.258646624818966
39,1,52124,-0.151960118211098,0.0895681955358645,0.0906565628009681
40,1,52667,-0.114029195634202,0.0895831454985365,0.203895924859423
41,1,55470,-0.0718825968719995,0.0921526332647753,0.435890945328023
42,1,59265,-0.15780665816087,0.08934929205552,0.0782304578960313
43,1,60165,-0.120909055518956,0.0894441809903254,0.177310507496047
44,1,62308,-0.151200968873055,0.0892145310031572,0.0909948835131494
45,1,62869,-0.150272061667131,0.0892076813474009,0.0929652343640468
46,1,65431,-0.0505643488607133,0.0935035313940887,0.589003908626672
47,1,65451,-0.0480403544332606,0.0921804468049277,0.602585170974106
48,1,65719,-0.0202846435644647,0.0961580356403353,0.833047150945521
49,1,66841,-0.0622887720692782,0.0895463744034273,0.48713484625798
50,1,66948,-0.0868567394025239,0.0900390579265702,0.335377396239441
51,1,68621,-0.0738691716104074,0.0898274176599487,0.411435415762041
52,1,69417,0.0468605654980866,0.0896406960839719,0.601469255872455
53,1,69820,-0.11826914879959,0.350846054808582,0.736244122783711
54,1,69821,0.213721380337406,0.217424056019633,0.32629530431134
55,1,70906,-0.126405520654097,0.143895840185942,0.380296263040276
56,1,74327,-0.132203386733661,0.0898934438366351,0.142271792046097
57,1,74572,-0.138447591027389,0.0896259460577799,0.12330837237556
58,1,75211,-0.0708338467563252,0.0896852203997179,0.430171791045692
59,1,76030,-0.0436606506667921,0.0897343429422219,0.626875994796694
60,1,80108,-0.0449073396915169,0.0897113684162842,0.616981648170513
61,1,81262,-0.0634128080832608,0.089645762770128,0.4798027126817
62,1,81999,-0.0477741547487732,0.089892402925424,0.595434789778619
63,1,82431,0.039500623926726,0.0903295927298042,0.662165269458169
64,1,83284,0.0220834332096659,0.0896888619891946,0.805652958886239
65,1,83613,0.0267427756206321,0.0896753838647703,0.765712561854909
66,1,84112,0.0589785695959026,0.089641616795018,0.511007199104246
67,1,84701,0.029905855996932,0.0960362537581502,0.755679057770563
68,1,84858,0.054722939611006,0.0899025466032292,0.543120254478641
69,1,85751,0.0526245856348413,0.0902759908855153,0.560312601094328
70,1,87445,0.0754635906164607,0.0904211972240745,0.404519487779083
71,1,87467,0.0615094884102693,0.0909252675020596,0.499176408595305
72,1,89070,0.0585944960592932,0.0903609427311562,0.517115939356441
73,1,89616,0.00232368391271738,0.0899282738890609,0.979400113883584
74,1,89679,0.00424603664481962,0.0899394628454793,0.96237260266676
75,1,89880,2.48897780839724e-05,0.089962535433575,0.999779406952731
