SNP,Chr,Pos,Effect,SE,ERG11_ACF2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0927346851368759,0.174909186189353,0.596315189156408
2,1,1035,-0.00390849948088301,0.176892945150158,0.98238443417233
3,1,1074,-0.00915318626246098,0.298936434617362,0.975590555911959
4,1,1470,0.126196973611066,0.297784575346594,0.671979903789094
5,1,1475,0.262908178551484,0.219406633035406,0.231616164375692
6,1,1491,0.298646748911403,0.191656624718518,0.120072754884914
7,1,21249,-1.24767238166937,1.10207156599074,0.258354287802551
8,1,27243,0.0726224315779826,0.150568413647208,0.629876280078983
9,1,27272,0.0655160100805292,0.148315091550461,0.658951245327549
10,1,27498,-1.11022621766354,1.35346665386353,0.412608119474903
11,1,27561,0.914934763080896,1.02231899817914,0.3714182131911
12,1,27816,-0.0042185935538086,0.151383090597481,0.977783970732718
13,1,27822,-0.0159457410082641,0.151188472546792,0.916063341503205
14,1,27823,-0.01962267558669,0.154301526005076,0.898877486074018
15,1,27825,-0.000959434244837465,0.151190846037336,0.994940363893553
16,1,27843,-0.0734056002275488,0.14479321877731,0.612493461590495
17,1,27848,-0.0734056002275488,0.14479321877731,0.612493461590495
18,1,28495,-0.0384281865806594,0.144833824814219,0.790913173692061
19,1,28975,0.000841354067863426,0.143880031302057,0.995337613409423
20,1,29283,-0.46626706485044,0.321485950499064,0.147848958419789
21,1,29752,0.282006599903005,0.335833589847162,0.401633044046612
22,1,29787,2.73741455609988,0.897891662279902,0.00247168342044499
23,1,30057,-0.28595270136689,0.294543593896354,0.33229607887678
24,1,30479,1.44024686806459,0.860792328674452,0.0951808871856097
25,1,30706,-0.1216432341664,0.148451137400256,0.413102006385606
26,1,31435,-0.0750042795248506,0.143443292070593,0.601382635457829
27,1,35128,0.268533847901471,0.197267308881917,0.174297023587726
28,1,35129,-0.0489598467352499,0.198273770306949,0.805105533434296
29,1,36146,-0.14625272660507,0.142546506596196,0.305594093868844
30,1,37255,-0.220955683056555,0.28790925135395,0.443327583129772
31,1,37409,-0.111202455423362,0.143408683086035,0.438608634084758
32,1,37478,-0.0950220752271666,0.143565097794589,0.508483493655625
33,1,39144,-0.00634267226992406,0.142998224341574,0.964646588489468
34,1,41499,-0.0370277229924208,0.14258835743011,0.795259959803236
35,1,45359,-0.000208533780902798,0.240074457453559,0.999307431245163
36,1,45634,-0.216096314632297,0.220215418521562,0.327119291083458
37,1,51248,-0.243686216538689,0.142620410651778,0.0883976049413029
38,1,51462,-0.258628847658411,0.142740941077141,0.070855033163131
39,1,52124,-0.178502372430915,0.142893462134529,0.212419993558805
40,1,52667,-0.282600310315221,0.142186079030234,0.0476350696171722
41,1,55470,-0.165757048921321,0.146605298830348,0.258976437004297
42,1,59265,-0.0693076488435274,0.142859696596886,0.627874522413119
43,1,60165,-0.140230809807392,0.14260413672556,0.326105145679842
44,1,62308,-0.170174304866146,0.142354421754325,0.23272273439046
45,1,62869,-0.16608540575608,0.142350151822626,0.244103566647982
46,1,65431,-0.19708487003471,0.14858712181322,0.185567155003597
47,1,65451,-0.185523216305868,0.14651247515411,0.206254170256342
48,1,65719,-0.131605862452621,0.152971671787421,0.390192011723667
49,1,66841,-0.149406096461463,0.142469824802865,0.295040159346654
50,1,66948,-0.155969248502567,0.143327089271721,0.277247041674625
51,1,68621,-0.26429782953155,0.142485647921802,0.0644429075991671
52,1,69417,-0.132623600463834,0.142624751952728,0.353069771168786
53,1,69820,-0.261869213835549,0.558604247162315,0.639507674871177
54,1,69821,-0.56190512779536,0.345407822705974,0.104674518048751
55,1,70906,0.240525976321371,0.229032931638173,0.29435343894169
56,1,74327,-0.0180875724398524,0.143581197246488,0.899823811072216
57,1,74572,-0.0555437694358388,0.143171638682305,0.698285157088811
58,1,75211,0.0106924513419563,0.142939979455806,0.940413203418195
59,1,76030,0.00905975073266652,0.142940299023721,0.949498703054262
60,1,80108,-0.0547962068540576,0.142877551367771,0.701566112211796
61,1,81262,-0.0299423154483418,0.142844399504121,0.834089165463009
62,1,81999,-0.00413858948983631,0.143201987735478,0.976960387618956
63,1,82431,-0.0334264426006583,0.143869038296356,0.816409072768849
64,1,83284,0.0802708404042563,0.142769133798446,0.574307815116053
65,1,83613,0.0683458143680994,0.142770971097023,0.632441707722626
66,1,84112,0.018204535090339,0.142829758875991,0.898651929574586
67,1,84701,0.0311193371900138,0.152940420224752,0.838882123566276
68,1,84858,0.0828257796913422,0.143168309932389,0.563281778064547
69,1,85751,0.00254791946667687,0.143824838201374,0.985875876362151
70,1,87445,-0.0125407965593159,0.144127392349066,0.930711398084171
71,1,87467,-0.0747817726305211,0.144828776824488,0.605936008391322
72,1,89070,-0.0314002458278357,0.143966979009107,0.827471556000484
73,1,89616,0.0124724021834646,0.143200618470701,0.930643472956484
74,1,89679,-0.0138316689723711,0.14321839908389,0.923116764971645
75,1,89880,0.016628225090094,0.143253846050455,0.907658913690885
76,1,91472,0.0126384159319516,0.144318374638732,0.930265592655229
77,1,93789,-0.05772113883929,0.14280000181013,0.686303340326385
78,1,94351,-0.116806630590754,0.143073946934333,0.414817747008234
79,1,99148,-0.104515690978389,0.142724679023523,0.464478201333182
80,1,101281,3.40723764826801,1.55156417694424,0.0287418638125984
81,1,106011,0.0167279750467694,0.148856166803575,0.91058854989251
82,1,106800,-0.0772332186995736,0.14296662533649,0.589386995698165
83,1,107970,-0.0211286164692256,0.14259754217351,0.882293546818292
84,1,109000,0.0465237505978278,0.142831826413613,0.744826194518409
85,1,112549,-0.185109638365749,0.14235103440061,0.19432102494973
86,1,112742,-0.144665549203361,0.143040418301199,0.31253623478638
87,1,113050,-0.104307020506422,0.142898718980532,0.465912977882714
88,1,113135,-0.169500609540505,0.142356698674853,0.234581120618102
