SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0617694425981687,0.223279644422045,0.782213774201844
2,1,1035,0.122058914449474,0.225653275079453,0.588908331600563
3,1,1074,0.0487317742480009,0.38148733785736,0.898426266232505
4,1,1470,0.174470113879716,0.380008889455894,0.646429760304342
5,1,1475,0.375580782007449,0.279857432256013,0.180444515459379
6,1,1491,0.490115741800338,0.244037156367263,0.0453657895545715
7,1,21249,0.142078735633832,1.40896848497927,0.919735649278652
8,1,27243,0.0708377623631347,0.192178193534816,0.712643443662055
9,1,27272,0.0831437015211676,0.189276814162728,0.660734390831644
10,1,27498,1.01783449486448,1.72805877491467,0.556234942231827
11,1,27561,0.610170310509885,1.30573494923116,0.640573375731945
12,1,27816,-0.0373137963484371,0.193181544645856,0.84694941485427
13,1,27822,-0.0447215290489617,0.192931530748113,0.816827669932985
14,1,27823,-0.0600124595803143,0.196894582982135,0.760702005966783
15,1,27825,-0.0317418573756024,0.192938816948704,0.869417748904669
16,1,27843,-0.0530309554962722,0.184827407262612,0.774340772750245
17,1,27848,-0.0530309554962722,0.184827407262612,0.774340772750245
18,1,28495,0.00497154328458832,0.184851761675167,0.97855887261571
19,1,28975,0.0223079198221895,0.183612482680457,0.903368444242045
20,1,29283,-0.227205175133403,0.411315664513277,0.581033230729152
21,1,29752,-0.509116925224748,0.428154137401234,0.235200637297894
22,1,29787,2.36169053386541,1.15403021916144,0.0414502622258668
23,1,30057,-0.0255899098712327,0.376388626083544,0.945833679888678
24,1,30479,1.28437786601355,1.10074958739531,0.244070245988216
25,1,30706,-0.120843901329907,0.189520832255064,0.524128841046446
26,1,31435,-0.146939145334582,0.182962760541628,0.42245181492812
27,1,35128,0.273098778698141,0.251988921216904,0.279205151254347
28,1,35129,-0.101222736520427,0.252996818818832,0.689328623592228
29,1,36146,-0.281013102106258,0.18157055003773,0.122595393007251
30,1,37255,-0.25703786242198,0.367474837672527,0.484718600161888
31,1,37409,-0.1090909180545,0.183078541268822,0.551644273978162
32,1,37478,-0.0906484230408796,0.1832645541902,0.621167951304188
33,1,39144,0.0414061173074921,0.182478172377651,0.820625094115168
34,1,41499,0.0225612200042105,0.181981327315491,0.901405261998724
35,1,45359,-0.259875477993417,0.306064992350518,0.396408921288527
36,1,45634,-0.377078235725769,0.280700215611307,0.180022082664256
37,1,51248,-0.114832498519355,0.182657675965884,0.529967761483654
38,1,51462,-0.130165184183129,0.182876545755613,0.477080215527079
39,1,52124,-0.0979550387054087,0.182685522909679,0.592161597964984
40,1,52667,-0.119838921210257,0.182355488982818,0.511498566613598
41,1,55470,-0.258782391470101,0.18692592999116,0.167107017832699
42,1,59265,-0.0636741098660777,0.182343463612067,0.727148311958549
43,1,60165,-0.0667913553996936,0.182202463368291,0.714153686365012
44,1,62308,-0.0842122332522892,0.181981530151295,0.643827596971495
45,1,62869,-0.0835627877828217,0.181959508214127,0.646345664668632
46,1,65431,-0.0663954105923618,0.190062485683037,0.727046390698756
47,1,65451,-0.0437704765475208,0.187385460188674,0.815442390927096
48,1,65719,-0.07052517767803,0.195387355741683,0.718352310952152
49,1,66841,-0.0853461574473139,0.182042971480856,0.639484666811465
50,1,66948,-0.102917566535677,0.183135300445968,0.574489303560737
51,1,68621,-0.287821563897107,0.182077556730747,0.114827683886025
52,1,69417,-0.228627199862471,0.181830416913403,0.209452724735599
53,1,69820,-1.50691753527167,0.708574626970985,0.0341391635884297
54,1,69821,-0.357150829194753,0.44204205778164,0.419659650796652
55,1,70906,-0.226982905989929,0.292493290774377,0.438252224562107
56,1,74327,-0.167003970621877,0.183023348354827,0.362142212033326
57,1,74572,-0.124288013016985,0.182631459004174,0.496608717924032
58,1,75211,-0.20838363263749,0.182080599812693,0.253209080496214
59,1,76030,-0.00301209486363724,0.18241801596744,0.986835219721654
60,1,80108,-0.0361607854204815,0.182364799225209,0.84293373784271
61,1,81262,-0.0196274305635545,0.182303015497513,0.914323572643191
62,1,81999,-0.0689649289530407,0.182714358836607,0.706068505962103
63,1,82431,-0.0780571251776825,0.183569314343629,0.670936267565168
64,1,83284,-0.0849869989013768,0.182224039615204,0.641225897029306
65,1,83613,-0.025054520732075,0.18225520926419,0.890738126134358
66,1,84112,-0.101813190440339,0.182199606328424,0.576652335473157
67,1,84701,-0.184301989877304,0.194943768952943,0.34509573511697
68,1,84858,-0.0454777242593267,0.182778597653378,0.80364999236549
69,1,85751,-0.0631726573773877,0.183515158530591,0.730873237790269
70,1,87445,-0.0856099119501134,0.183877513551658,0.641802420892873
71,1,87467,-0.143815084264956,0.184738352670311,0.436807684637086
72,1,89070,-0.0821232163316025,0.183687654667198,0.65509093488743
73,1,89616,-0.0743821211908418,0.182708338888396,0.68417503303691
74,1,89679,-0.0605802636297235,0.182745924806751,0.740463599674756
75,1,89880,-0.0482075968450283,0.182802672472195,0.792154298067205
76,1,91472,-0.00522599084692318,0.184177506739884,0.977379296659027
77,1,93789,-0.086654311915861,0.182221815120837,0.634694111591827
78,1,94351,-0.120022387509506,0.182648223910086,0.511529896356175
79,1,99148,-0.0850388622492687,0.182223971072162,0.64102229891821
80,1,101281,-0.227522870023108,1.99351217837251,0.909198304359874
81,1,106011,-0.097195058386625,0.18989968813691,0.609094812944621
