SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.010676629486999,0.103009964828231,0.917508688444145
2,1,1035,-0.0167835309750228,0.104134638497981,0.872050564931426
3,1,1074,-0.0267857381929977,0.175980908584308,0.879109679382312
4,1,1470,-0.0604759934823322,0.175323384932548,0.730345144712871
5,1,1475,-0.0908466072338916,0.129338650381979,0.482896791321071
6,1,1491,-0.0378734515065537,0.113199340973738,0.738145860811358
7,1,21249,-0.456641415382757,0.649521212398346,0.482492278238918
8,1,27243,-0.0704683119190763,0.0885907634160657,0.4268942613243
9,1,27272,-0.0668833091720866,0.0872659209770806,0.443932106602759
10,1,27498,1.3255586799632,0.794429813579601,0.0960900650381175
11,1,27561,0.307055279669995,0.602308710427773,0.610512137290798
12,1,27816,0.00598303743880485,0.0891200562598726,0.946512573743958
13,1,27822,-0.00617644734501038,0.0890067491330223,0.94471607502709
14,1,27823,0.00158711645206355,0.0908406767402062,0.986070396211367
15,1,27825,-0.00306191447619752,0.0890072070208805,0.972577030756437
16,1,27843,-0.00901841667440957,0.085270688040793,0.915831091629788
17,1,27848,-0.00901841667440957,0.085270688040793,0.915831091629788
18,1,28495,-0.0108126408813109,0.0852714777396476,0.899168872867341
19,1,28975,0.0145772846886075,0.0846998622390967,0.863453468661602
20,1,29283,0.0148250087010986,0.189822967334772,0.937793448803101
21,1,29752,-0.564491262392812,0.195611579708273,0.00414457033100581
22,1,29787,0.493667763078552,0.534865425420092,0.35665032219568
23,1,30057,0.0858476152361876,0.173571552435716,0.621193728894921
24,1,30479,0.157089194410962,0.508692592274706,0.757648480091204
25,1,30706,-0.0194991635866208,0.0874713816045641,0.82372631977301
26,1,31435,-0.0342032269354528,0.0844593792289972,0.68574736322663
27,1,35128,-0.0459441699846286,0.116411697671514,0.693325012810312
28,1,35129,-0.137570720744331,0.116505689710269,0.238474440620666
29,1,36146,-0.00816055885849509,0.0840422645183937,0.922701567593502
30,1,37255,0.136546751666403,0.169480239283185,0.420970063378761
31,1,37409,0.0489650512155554,0.0844575976625701,0.562446991350954
32,1,37478,0.0445292065031618,0.0845372189651498,0.598704393597489
33,1,39144,-0.00809609126397954,0.0841834160389434,0.92343850723037
34,1,41499,0.018818796539758,0.0839450343127115,0.822746952110201
35,1,45359,0.125184113789397,0.141176756855978,0.375833901220266
36,1,45634,0.190692036641912,0.129422053031145,0.141531044704096
37,1,51248,-0.00545354001954561,0.0843078445248669,0.948460599100437
38,1,51462,0.00917882982984693,0.0844212534308842,0.913481176107571
39,1,52124,0.00376080108874056,0.084308106572901,0.964445129866526
40,1,52667,0.0204962693600952,0.0841661592068736,0.807742888432736
41,1,55470,0.0233326596367609,0.086455015129692,0.78740867169825
42,1,59265,-0.0349996529305621,0.0841101389419435,0.677577311185209
43,1,60165,-0.0179097124037031,0.084061785784819,0.831407712489623
44,1,62308,-0.0193317375977607,0.0839684309279135,0.818049317639196
45,1,62869,-0.0132070441944703,0.0839612452974006,0.875098913134734
46,1,65431,-0.032004067539069,0.0876756818833593,0.715309201031608
47,1,65451,-0.00732039710006166,0.0864479464071615,0.932563938364463
48,1,65719,-0.0123871518160162,0.0901476919661857,0.890785441176818
49,1,66841,-0.0127429785895631,0.0840010212755698,0.879509995022605
50,1,66948,-0.0112342100127271,0.0845171852943698,0.894330649874775
51,1,68621,-0.0238541115518244,0.0842807732093099,0.777318610068701
52,1,69417,0.000650887387824567,0.0840671832022549,0.993826840518254
53,1,69820,-0.0609325387640807,0.328941487938801,0.853148569916053
54,1,69821,0.081584056271339,0.204059172547296,0.689541309285846
55,1,70906,-0.270802462736357,0.134272745266314,0.0444721972061816
56,1,74327,0.00148754251271943,0.0845293483836954,0.985969541156111
57,1,74572,0.0114295531800634,0.0843021464239616,0.892231831947477
58,1,75211,-0.00790241382109325,0.0841496108487601,0.925234647785609
59,1,76030,0.0528942267084399,0.0841035560252777,0.529809602843958
60,1,80108,-0.0237643071281388,0.084121256662286,0.777725239785726
61,1,81262,-0.000808314071028063,0.0840989487604152,0.992336708351959
62,1,81999,0.0320298783472978,0.0842871027630784,0.704167085056712
63,1,82431,0.0306363686948123,0.0846877190125174,0.717750128771354
64,1,83284,0.08290965952554,0.0839711707266323,0.324143135917998
65,1,83613,0.0822579410458719,0.0839637079832043,0.327912829694509
66,1,84112,0.117865156409826,0.0838527040326736,0.160716093465283
67,1,84701,0.0925529017008889,0.0899077698493617,0.303986937412674
68,1,84858,0.115964847817335,0.0840981691774499,0.168791784488145
69,1,85751,0.156526603347047,0.0842600982710916,0.0640498392277356
70,1,87445,0.118114928760158,0.0846167333008174,0.16362749294252
71,1,87467,0.115700264248836,0.0850715452728148,0.174686839462086
72,1,89070,0.128245967977097,0.0844850155745939,0.129916270896497
73,1,89616,0.0919581184821526,0.0841621438068231,0.275301211961001
74,1,89679,0.122711955003846,0.0840616691852051,0.145238544278512
75,1,89880,0.116468458869239,0.0841082491945376,0.167005108228622
76,1,91472,0.12818153857699,0.0846880307093942,0.131028904227454
77,1,93789,0.129910115980242,0.083802275986103,0.121990059650782
78,1,94351,0.0998906429074134,0.0841405384683867,0.235951727325698
79,1,99148,0.125160402601673,0.0838227505246581,0.136289715899116
80,1,101281,-0.688328480943799,0.918907201878233,0.454312122958837
81,1,106011,0.10554173417316,0.0874542476886997,0.228308690722957
82,1,106800,0.0979269253508976,0.0840389920419575,0.244702245147879
83,1,107970,0.0859235359154172,0.0838263528653806,0.306056499495709
84,1,109000,0.086905320932471,0.0839716604031625,0.301407119079462
85,1,112549,0.163127805119529,0.0835538582021508,0.0516847791705706
86,1,112742,0.116028494771041,0.0841046150276706,0.168591280675542
87,1,113050,0.112006178298267,0.0839778355472454,0.183142826485116
88,1,113135,0.12038795223754,0.083729915127219,0.151373027176267
89,1,114076,0.0651004058116561,0.083903219452773,0.438328266997644
90,1,114628,0.067771315592287,0.0841098651761819,0.420930874566024
91,1,116283,0.0700918651447905,0.0845731758199067,0.407793554332394
92,1,126880,0.823003836584306,1.58777366612353,0.604547022057834
93,1,127853,0.0207517509170334,0.0844905786102441,0.806126699881978
94,1,128302,-0.0216933689897633,0.0841653092520797,0.796752242432596
95,1,128704,-0.0494441592767303,0.0842159090491209,0.557503893463852
96,1,128911,-0.0275847344623523,0.0842535509807899,0.743558345331636
97,1,130267,0.00428231630145354,0.0842260902015824,0.959479296049598
98,1,130271,0.00327780949003248,0.084326183820847,0.969015528950577
99,1,130613,0.0504520247869746,0.0850720197800847,0.553526942753371
100,1,132012,-0.0488439539497316,0.0848939301148108,0.565419326215274
101,1,133231,-0.0287315810208235,0.0843171716867364,0.733489996814147
102,1,137074,-0.0167281478448468,0.0842063950489574,0.842645816546397
103,1,137304,-0.0278838804785864,0.0842272981918021,0.740799259883037
104,1,139686,-0.0710118691698398,0.0842663575106714,0.399962809247541
105,1,149562,-0.0146184600605262,0.0845399302661548,0.862815131604165
106,1,150447,-0.0138560081755609,0.0854781077545774,0.871319787418956
107,1,151446,-0.125254599889978,0.171599048246598,0.465919540166126
108,1,154084,0.00989337098929496,0.0857437648910366,0.908207176046188
109,1,156633,0.00994785716078226,0.0869193259553493,0.908946692894934
110,1,157269,-0.000487032435599333,0.0841891651146072,0.995387549255203
111,1,160054,0.0161183442741854,0.0849847045811569,0.849683237498887
112,1,166222,0.02740837890523,0.0843478197111602,0.74541539993763
113,1,166416,0.0288806037040868,0.0841751349001394,0.731726438378307
114,1,167326,0.019103047296198,0.084661472423683,0.821611706467539
115,1,168836,0.074472888397755,0.084173064459765,0.376888788843763
116,1,171200,0.0486313991925931,0.0843528336289249,0.564628749707481
117,1,171431,0.057722621292289,0.0848638110815029,0.496836673426483
118,1,173339,0.00962620851057189,0.084257457211551,0.909106507160548
119,1,173845,0.0013306393526642,0.0841891393156644,0.987398604312122
120,1,175121,-0.00909738203284921,0.0840208500204058,0.91383883886746
121,1,175281,-0.00808420004464752,0.0840925615578755,0.923468269253983
122,1,175315,-0.0140709614525083,0.0840638543488631,0.86716359932041
123,1,175523,-0.0172947407330363,0.0845384992673761,0.83801952964367
124,1,175541,-0.0111096534440631,0.0841963955137613,0.895099587296312
125,1,175653,-0.00278862967379553,0.0844647728937876,0.973681047614273
126,1,175805,-0.0918496931279412,0.0891082393815589,0.30335654142608
127,1,175818,-0.0515030831680158,0.0871488998060109,0.554913357601206
