SNP,Chr,Pos,Effect,SE,PMC1_GTR2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0258796755176603,0.0916027158818903,0.777709756060719
2,1,1035,0.00162379421506698,0.0926152707268034,0.986021564571429
3,1,1074,-0.121885896622285,0.156378851296325,0.436250462217293
4,1,1470,-0.228249414814457,0.15547582492363,0.142975637429153
5,1,1475,-0.243782182199649,0.114373748894716,0.0337421933115737
6,1,1491,-0.00565775797757828,0.100689086734771,0.955221935648884
7,1,21249,-0.358877816287026,0.577738808024411,0.534884348117563
8,1,27243,0.11176682089524,0.0786338781383344,0.156095790288773
9,1,27272,-0.00783476458144827,0.0776731758792789,0.919712238514378
10,1,27498,1.71092120584308,0.703435258529616,0.0155023436891923
11,1,27561,0.837472003766556,0.534001917881373,0.117708466632597
12,1,27816,-0.0473168217826271,0.0792192042092819,0.550696845578578
13,1,27822,-0.0427961260495658,0.0791257104772655,0.588943515119781
14,1,27823,-0.0583266665589274,0.0807293164067344,0.470467511538929
15,1,27825,-0.0400116619472689,0.0791298379019417,0.613420983053648
16,1,27843,-0.0142644332321043,0.0758326932494949,0.850903206773306
17,1,27848,-0.0142644332321043,0.0758326932494949,0.850903206773306
18,1,28495,0.011146508552309,0.0758354010812751,0.883229411870569
19,1,28975,-0.0234315614374094,0.0753204657229662,0.755914639239655
20,1,29283,0.30157764940975,0.16805527078654,0.0735865560607174
21,1,29752,-0.452249823510284,0.174353053523402,0.00988532036680956
22,1,29787,0.584615480911505,0.475237414384023,0.219458389091815
23,1,30057,0.152605433723481,0.154205177764591,0.323034863454936
24,1,30479,-0.107455696563238,0.452429555045706,0.812400400893136
25,1,30706,-0.0402798121720002,0.0777684044131951,0.604820595799308
26,1,31435,-0.0253847914274271,0.0751190533796029,0.735618722457077
27,1,35128,-0.0820983867851508,0.10346108290776,0.428008270380901
28,1,35129,-0.140623567029179,0.103548351051937,0.175316013026687
29,1,36146,-0.0332038810441224,0.074722898948365,0.657054491887274
30,1,37255,0.0589076321412403,0.150832801032578,0.696366049221575
31,1,37409,0.0448818775970754,0.0751099460594928,0.550523982480884
32,1,37478,0.0135805625026064,0.0752090506838485,0.856808056375686
33,1,39144,0.0660364699692721,0.0747867636575662,0.377838947608098
34,1,41499,0.0720325153265356,0.0745631381199848,0.334675192650866
35,1,45359,-0.00180221708093775,0.125694943390474,0.988568404193674
36,1,45634,0.0170575869609833,0.115451031136701,0.882626495074973
37,1,51248,0.05369769000686,0.0749249432325377,0.474041498353013
38,1,51462,0.0323745480253754,0.0750613310453263,0.666507754712159
39,1,52124,0.0229760385854956,0.0749694607579612,0.759426000866353
40,1,52667,0.0245299159271938,0.0748478831669754,0.743309909104317
41,1,55470,-0.00398770594441031,0.0768962099058474,0.958670942029887
42,1,59265,-0.0918165653375003,0.0746617419600489,0.219603259508847
43,1,60165,-0.0604933687851274,0.074695603457969,0.418563248086626
44,1,62308,-0.0905439512546553,0.0745270899704562,0.225211176427606
45,1,62869,-0.0502426392512497,0.0746254616153041,0.501219869859398
46,1,65431,-0.0266190724386805,0.0779760127365177,0.733024297975579
47,1,65451,-0.0180219455775362,0.0768770812261886,0.814790600112557
48,1,65719,0.00649080906462002,0.0801740443561347,0.935520453125573
49,1,66841,-0.0105593376271893,0.0747064380744757,0.887678492322186
