SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.233509595495376,0.16276636822084,0.15227773843504
2,1,1035,0.107408119376032,0.164926968564583,0.515311065454211
3,1,1074,0.134300372725476,0.27879072955713,0.630300055915354
4,1,1470,0.0982351924695406,0.277828862077812,0.723863489990595
5,1,1475,0.223677230531004,0.204757578056799,0.275402181321306
6,1,1491,0.12188515245359,0.179295702911155,0.497076887811138
7,1,21249,-0.771232593171396,1.02918451243273,0.45413764041085
8,1,27243,0.0237457225795077,0.140507972999289,0.865894137014807
9,1,27272,-0.0366239066835634,0.138389732973439,0.791438762263141
10,1,27498,-0.787335466839351,1.26317589169863,0.533490976627048
11,1,27561,0.669621803636712,0.954151684457961,0.483267546021449
12,1,27816,-0.0740870023693359,0.141172496998121,0.600053245710205
13,1,27822,-0.0842571589432278,0.140976752929397,0.550445328453045
14,1,27823,-0.101110894305365,0.143852720817994,0.482595131550465
15,1,27825,-0.0809589334640052,0.140982227777208,0.566164906890034
16,1,27843,-0.097033444106307,0.135030055502761,0.472858926379184
17,1,27848,-0.097033444106307,0.135030055502761,0.472858926379184
18,1,28495,-0.120583629856764,0.134978476132246,0.372275988601106
19,1,28975,-0.107638985027281,0.134105382277592,0.422720134509037
20,1,29283,-0.223958024563789,0.300574747016811,0.456707501801734
21,1,29752,-0.0912356943829389,0.313579019055323,0.771260726210425
22,1,29787,1.88283364810636,0.842674081761374,0.0260851788319498
23,1,30057,-0.199608955572566,0.274945247665353,0.468322723932886
24,1,30479,-0.36744097737422,0.805985968747255,0.648749373459693
25,1,30706,-0.147349832720278,0.138401766720619,0.287760759267805
26,1,31435,-0.174811750719303,0.133548345488171,0.191393512594185
27,1,35128,0.240334737230764,0.184071902821753,0.192519556576639
28,1,35129,-0.119005238058958,0.184879878219654,0.520194761553662
29,1,36146,-0.189624157416732,0.132798798357704,0.154203095171902
30,1,37255,0.00121498972505485,0.26881854068374,0.996396335171152
31,1,37409,-0.0565302243462159,0.13386805316861,0.673075431689119
32,1,37478,-0.07351967034919,0.133959829659939,0.583476776321814
33,1,39144,0.00166970786355376,0.133405385845924,0.990020971882792
34,1,41499,0.087281952532292,0.132954243220814,0.511942313048973
35,1,45359,-0.0919063430400842,0.223915393941492,0.681724005894544
36,1,45634,-0.00061929585122833,0.20572206093504,0.997599790588988
37,1,51248,-0.021466676967831,0.133596753136745,0.87243528887281
38,1,51462,-0.0139468217897685,0.133780744237726,0.917029098892737
39,1,52124,-0.00029207167139348,0.133601637868223,0.998256950203024
40,1,52667,-0.0433579983489509,0.133367559987684,0.745296820750088
41,1,55470,0.0820185081395536,0.136947997148545,0.549621988178337
42,1,59265,0.03736441120048,0.133305399809078,0.77941782381157
43,1,60165,0.0759118811958711,0.133158203413239,0.568980727036128
44,1,62308,0.145819863731879,0.132846453935923,0.273102379434324
45,1,62869,0.208621754635089,0.132592134011343,0.116519784889672
46,1,65431,0.133197684914869,0.138783052372913,0.337835597717503
47,1,65451,0.131218737934436,0.136815469090613,0.338168407627671
48,1,65719,0.212188437827754,0.142411842455264,0.137126783799149
49,1,66841,0.176606251793754,0.132786685320268,0.184377056573186
50,1,66948,0.151087073565818,0.133694309978137,0.259204101228239
51,1,68621,-0.0383800936983,0.13355747983533,0.773999478805287
52,1,69417,0.0422846088328213,0.133200475594979,0.751089187209645
53,1,69820,-0.250112087377918,0.521121907257848,0.631560704614245
54,1,69821,0.0838655500811578,0.323410630469886,0.795542596780945
55,1,70906,0.00656901486379446,0.214001261666699,0.975529209033366
56,1,74327,0.0553011516378547,0.133919576145936,0.67989908373744
