SNP,Chr,Pos,Effect,SE,HUG1_ALO1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0433825112367353,0.214346021280146,0.839724722293331
2,1,1035,-0.0594799901727733,0.216680395936478,0.783856648422967
3,1,1074,-0.0544729276097797,0.366202219594183,0.881835096346282
4,1,1470,0.021285132676903,0.364893149885265,0.953516780114896
5,1,1475,0.23310143469778,0.269045110595122,0.386857814256676
6,1,1491,0.233434350070752,0.235267950606172,0.32177651198396
7,1,21249,0.059069734747526,1.35254205831267,0.965189657314854
8,1,27243,-0.0209994453022484,0.18451178927959,0.909452430836155
9,1,27272,0.0361408799612069,0.181733995282831,0.842481335981081
10,1,27498,-0.316213094868766,1.65956360374021,0.848995605613593
11,1,27561,0.907968140668782,1.25288411440921,0.469114686111881
12,1,27816,0.0867355132306374,0.185395164247951,0.640186790995814
13,1,27822,0.0674339502080261,0.185182149913644,0.715964544759488
14,1,27823,0.107553898989623,0.18894529972848,0.569560046557683
15,1,27825,0.0878014871525206,0.185157964477667,0.635652091422489
16,1,27843,0.0439649525905841,0.177428613191589,0.804441326367452
17,1,27848,0.0439649525905841,0.177428613191589,0.804441326367452
18,1,28495,0.0418051721069694,0.177432965383878,0.813871108082623
19,1,28975,0.0470084649268677,0.176243026473469,0.789836454848485
20,1,29283,-0.561288716191481,0.393877955583386,0.155031469233156
21,1,29752,-0.134404586079677,0.411762777127266,0.744305591583942
22,1,29787,2.7932718456221,1.10439083658029,0.0118656583499245
23,1,30057,-0.129758949918574,0.361247124591598,0.719662342824735
24,1,30479,0.699194782534694,1.05803581231954,0.509144515449082
25,1,30706,-0.0655817237354143,0.182000034734974,0.718809094034263
26,1,31435,0.00026852546814532,0.175793786155488,0.998782092566807
27,1,35128,0.465846151428754,0.241024567723957,0.054063589586173
28,1,35129,0.244491561225666,0.242568209219888,0.314178882461643
29,1,36146,-0.0433249340300204,0.174872116860529,0.804470265791064
30,1,37255,-0.157881808454384,0.352898403297475,0.654870772560617
31,1,37409,-0.000884914618567628,0.175832904711874,0.995987344567237
32,1,37478,-0.00589505524610728,0.175983784331424,0.973296617852468
33,1,39144,-0.0270522760855391,0.175175086648638,0.877359011789768
34,1,41499,-0.128923674277609,0.174560272851619,0.460663445636077
35,1,45359,-0.40098224614012,0.293328737859611,0.172493217026447
36,1,45634,-0.490981405980423,0.268876514463313,0.0686876264774361
37,1,51248,-0.166769400120228,0.175213985614037,0.34184755470357
38,1,51462,-0.171663878824226,0.17543881341744,0.328505642893832
39,1,52124,-0.103832946081683,0.175351608237514,0.554134979616384
40,1,52667,-0.17599471066486,0.174906854882809,0.314999160550211
41,1,55470,-0.121489606472584,0.17980804629411,0.499697141605918
42,1,59265,0.037990848906834,0.175057469322411,0.828318679559465
43,1,60165,0.000534403237540029,0.174936850648369,0.997564323604688
44,1,62308,-0.0108050204555954,0.174743514234265,0.95073034092067
45,1,62869,0.000541673045071966,0.174722510882002,0.997528161156269
46,1,65431,0.0221965581786124,0.182476430608386,0.903252804088967
47,1,65451,0.0397916887559028,0.17988036849206,0.825055299478267
48,1,65719,0.0917348039291195,0.187531339483788,0.625024774861777
49,1,66841,0.0398693577411643,0.174791977729085,0.819703645876294
50,1,66948,0.0185359900011943,0.175874889422127,0.916123796666093
51,1,68621,-0.185371897316728,0.175123487955254,0.290541749966744
52,1,69417,-0.078067243417441,0.174887500030505,0.65559250994368
53,1,69820,-0.909146846710121,0.68282080253125,0.183897700585545
54,1,69821,-0.393468890949452,0.42420972856289,0.354283160801138
55,1,70906,-0.0531705080069225,0.28100137265138,0.850030733363232
56,1,74327,0.0273895199137215,0.175892601686084,0.876344872228454
57,1,74572,0.0432542488792847,0.175415237837639,0.805375027911357
58,1,75211,0.0969001516843132,0.175034583339352,0.580199165090508
59,1,76030,0.0707131177985264,0.175070099178714,0.686521157290703
60,1,80108,0.0388468369844351,0.175056937143935,0.824512482062969
61,1,81262,0.110205281851733,0.174904634604791,0.529044763480029
62,1,81999,0.108958997445538,0.175334462795777,0.534714449290759
63,1,82431,0.0402250122134071,0.176247782140977,0.819599671981018
64,1,83284,0.0787180540278753,0.174927995146348,0.652984777305863
65,1,83613,0.0684207225571596,0.174920977443809,0.695920732811652
66,1,84112,0.0652092847397975,0.174943737712194,0.709562450468755
67,1,84701,0.0777334881682917,0.187325543651535,0.678419829211804
68,1,84858,0.154434609468343,0.175279378674251,0.378875698383982
69,1,85751,0.0547901052167404,0.176169105943888,0.755977663242385
70,1,87445,0.0458504178749388,0.176548835378473,0.795243596672418
71,1,87467,-0.0229883487287233,0.177485812905966,0.897018248011376
72,1,89070,0.0187341230135789,0.176376357206373,0.915470717895649
73,1,89616,0.115760493859568,0.175322115026217,0.509509131278947
74,1,89679,0.0493752914762951,0.175432877145228,0.778531458221342
75,1,89880,0.0737542854686506,0.175453106164654,0.674474850272561
76,1,91472,0.11102139446487,0.17670091605808,0.530212946576057
77,1,93789,0.0948122867176716,0.174905379461125,0.58810706902795
78,1,94351,0.0151531880942292,0.175436820263216,0.93121804888408
79,1,99148,0.0487402208094841,0.174958931267575,0.780729571307152
80,1,101281,1.81732532182133,1.91124277853801,0.342325747907919
81,1,106011,0.0593902037913372,0.182332673664575,0.744825862325994
82,1,106800,-0.0486858480508228,0.17519502528947,0.781255535819798
83,1,107970,0.059329637336551,0.174666548156142,0.734304256625989
84,1,109000,0.00861862235833928,0.175002361289849,0.96074902904473
85,1,112549,-0.163336290216013,0.174588548650141,0.350144564363442
86,1,112742,-0.140384580552709,0.175326754687581,0.423842430415683
87,1,113050,-0.150887937326812,0.175006509472889,0.389171207497025
88,1,113135,-0.155034737945066,0.17454952448869,0.375038440811009
89,1,114076,-0.0253267170765059,0.174739261132983,0.884840924558342
90,1,114628,0.0404636309469823,0.175173294739788,0.817454834645504
91,1,116283,0.0463241219048014,0.176143647607724,0.792711260984951
92,1,126880,-2.6437233814259,3.30228598202181,0.423916937285029
