SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.151831669767863,0.179184711024632,0.397375729904737
2,1,1035,0.0624223567919818,0.181298666672631,0.730820618588227
3,1,1074,0.0280411336325237,0.306429790985026,0.927139931963725
4,1,1470,0.0217766382938507,0.305327714889267,0.943181732973805
5,1,1475,0.188343250035986,0.225142697417649,0.403411181082558
6,1,1491,0.0893691752446659,0.197080029743484,0.650491550435169
7,1,21249,-0.803028868744808,1.13095047775642,0.478143297158719
8,1,27243,0.0325839205489806,0.154385405001736,0.832965589622735
9,1,27272,0.113133319176777,0.151957223544658,0.457064735200382
10,1,27498,-0.242543270653596,1.38866989972755,0.861447956398656
11,1,27561,1.75023029595011,1.04500055277911,0.0948471893455536
12,1,27816,0.0559588778224777,0.155150988527726,0.718559134127065
13,1,27822,0.0600975133733764,0.154949334098171,0.698358835442919
14,1,27823,0.0618038907146397,0.158140439869845,0.696168648066508
15,1,27825,0.0697164883878296,0.154937919203282,0.65301257741071
16,1,27843,0.074012424561788,0.148426031119491,0.618337566976166
17,1,27848,0.074012424561788,0.148426031119491,0.618337566976166
18,1,28495,0.103883393687713,0.14837771748121,0.484308529481425
19,1,28975,0.0989569789905681,0.147394118650343,0.502419670291601
20,1,29283,-0.171587373700954,0.330402250050903,0.603856991563892
21,1,29752,-0.291633962538477,0.344249357362913,0.397480451335738
22,1,29787,2.34648845088897,0.924045486460189,0.0115338548001791
23,1,30057,0.0259779046661119,0.302329665574264,0.93157415324015
24,1,30479,1.45349847840127,0.882486400663033,0.100437809739591
25,1,30706,-0.0605515130552533,0.152284481135598,0.691149886075548
26,1,31435,0.0720621996832294,0.147047413777518,0.624395183205623
27,1,35128,-0.041223715469628,0.202732472019549,0.83898609047143
28,1,35129,-0.304754830743648,0.202615305925001,0.133448309143147
29,1,36146,-0.0654754089337004,0.146297429551786,0.6547525341299
30,1,37255,-0.218165478154805,0.295147080035217,0.460291686537908
31,1,37409,-0.0187874138306948,0.147126765949706,0.898462728932113
32,1,37478,-0.0349092811300331,0.14724492052458,0.812729856026142
33,1,39144,-0.099152401355147,0.146489644922059,0.49894058702369
34,1,41499,-0.117599904579588,0.146044011801113,0.421225513087528
35,1,45359,-0.454917655141597,0.244900905356591,0.0640643458389665
36,1,45634,-0.185368368756559,0.225830141715009,0.412296534625328
37,1,51248,-0.111781784764824,0.14667967032067,0.446520559893996
38,1,51462,-0.0909058593664536,0.146919695067126,0.536483277702859
39,1,52124,-0.134980761075025,0.146624379211901,0.357893837479255
40,1,52667,-0.231205181530994,0.146047494181642,0.114298219633526
41,1,55470,-0.197858970032608,0.150184897916384,0.188547012747211
42,1,59265,-0.0341309269180311,0.146479811820406,0.815890458937982
43,1,60165,-0.0655789331029366,0.146338757295798,0.654333574177049
44,1,62308,-0.0719566932428491,0.146169225134826,0.622824983676204
45,1,62869,-0.103097527691626,0.14609801265685,0.480856489180205
46,1,65431,0.0135593410963009,0.152690698214039,0.929289097566242
47,1,65451,0.0275857762300892,0.150520191119818,0.854691699184009
48,1,65719,0.0689682410977953,0.156929204745297,0.660578100689952
49,1,66841,0.0588620738805871,0.146236374081149,0.687549996093683
50,1,66948,0.0057166791830936,0.14716729075846,0.969036111398569
51,1,68621,-0.0968230410139078,0.146678424019152,0.509617452402908
52,1,69417,-0.111484015005425,0.146260063375161,0.446430893023308
53,1,69820,-0.898943854266249,0.57078905771759,0.116171993687469
54,1,69821,-0.541223188482864,0.354225173191883,0.127431106109948
55,1,70906,-0.255867744394203,0.234748287306614,0.276471430547014
56,1,74327,-0.0708536356090159,0.147136845745401,0.630424579926411
57,1,74572,-0.0366352157772357,0.146780360841184,0.803047998209865
58,1,75211,-0.0704923841439065,0.146477677006213,0.630636990577108
59,1,76030,-0.00205696039814957,0.146525679870533,0.9888074158445
60,1,80108,-0.118977429608247,0.146354140347196,0.416799243555121
61,1,81262,-0.0689009419208618,0.146389768409892,0.638168714944406
62,1,81999,-0.0965457824187727,0.146703343771173,0.510901458339909
63,1,82431,-0.141831106615334,0.147294877528388,0.336253887634461
64,1,83284,-0.0779642126065241,0.146356128761791,0.594575000160753
65,1,83613,-0.0482133644102047,0.146376317814303,0.742064176962672
66,1,84112,-0.0485654193794192,0.146392124635996,0.740275784887927
67,1,84701,0.0207741123393891,0.156781081002445,0.894661195891896
68,1,84858,0.0975591606425069,0.146736326181741,0.506573948329638
69,1,85751,0.0141886329203851,0.147429739655423,0.923384604250624
70,1,87445,-0.0486824728706636,0.147720611053273,0.741929610110887
71,1,87467,-0.106479798668288,0.148408605791625,0.473554173569787
72,1,89070,-0.0360793339689029,0.147574763701937,0.806999791989129
73,1,89616,0.00967864967772183,0.146792408014616,0.947467484758407
74,1,89679,0.00371968610257445,0.146811767208875,0.979800932558514
75,1,89880,-0.0106219701047265,0.14684801119648,0.942377798745377
76,1,91472,0.0382676897623416,0.147925106765785,0.796020288989499
77,1,93789,0.0226878074857554,0.146409964020101,0.876940773291935
78,1,94351,0.0131575985600962,0.146798611466373,0.928631864379595
79,1,99148,-0.0345147111989469,0.146403418856097,0.813762827186977
80,1,101281,1.05860473028183,1.60030906525653,0.508723143950522
81,1,106011,0.085524505887079,0.152523928244501,0.575338394200266
82,1,106800,0.00132935895626414,0.146612423447641,0.992770670599164
83,1,107970,-0.0154771677751498,0.146175758997424,0.915737278292194
84,1,109000,-0.0152024374140471,0.146433459754661,0.917372693098296
85,1,112549,-0.000465327935949278,0.146269927289255,0.997463494350564
86,1,112742,0.00798479537939939,0.14683918211495,0.956664907497281
87,1,113050,0.0151391611246367,0.146590555978176,0.917803246294954
88,1,113135,-0.000223659117380398,0.146219390390996,0.998780409716005
89,1,114076,0.0233379317978714,0.146214114655984,0.873275834250224
90,1,114628,0.10166530819541,0.146489395341711,0.488131522540297
91,1,116283,0.078179539461306,0.147345871767491,0.596039875750513
92,1,126880,-6.94119393018133,2.74094640846682,0.0117609914883339
93,1,127853,0.117783225623739,0.14699654825271,0.423517104246241
94,1,128302,0.161640040964345,0.146312295898703,0.270015831329856
95,1,128704,0.122640245570925,0.146565626549191,0.403293612163087
96,1,128911,0.20130730615279,0.146335419240422,0.169800172449384
97,1,130267,0.188661806078965,0.146313429179405,0.198090762818525
98,1,130271,0.179891373219981,0.146519152796041,0.220352527427853
99,1,130613,0.233824293362731,0.147680333839006,0.114245454783334
100,1,132012,-0.027802328863871,0.147881812554545,0.850981770566738
101,1,133231,-0.0818663164706903,0.146775133852207,0.577357084194029
102,1,137074,-0.0943892434066686,0.146544872764897,0.519930236224902
103,1,137304,-0.134114314139236,0.146508136676755,0.360603828102873
104,1,139686,-0.0756885674578829,0.146819432602652,0.606511382920305
105,1,149562,-0.0308748646935083,0.147200588527847,0.833986231869243
106,1,150447,-0.0174950081253972,0.14883973686419,0.906496946596421
107,1,151446,0.0277890411194637,0.2990152857853,0.926007774262322
108,1,154084,0.00478066163672303,0.149302279079981,0.97447418368184
109,1,156633,-0.00237828538549273,0.15134935864666,0.987471532616745
110,1,157269,-0.0327342466739393,0.146582416677479,0.823418495312631
111,1,160054,-0.040746599481331,0.147969628723798,0.783192052770166
112,1,166222,-0.0260649839349413,0.146884430633409,0.859254887387605
113,1,166416,-0.0159516880245762,0.146590311882121,0.913408548697854
114,1,167326,-0.0797256886686922,0.147364708843039,0.588842354435389
115,1,168836,-0.0781662795349947,0.146668152272392,0.594405954504065
116,1,171200,-0.198666515969886,0.146565948828143,0.176132802744488
117,1,171431,-0.235826845289692,0.147330571585634,0.11034572833979
118,1,173339,-0.22233849939635,0.146236352902983,0.129304369767485
119,1,173845,-0.212177597127506,0.146157130708295,0.147470736489959
120,1,175121,-0.190550228972922,0.145950163204853,0.192544237396661
121,1,175281,-0.193277045310028,0.146064667455198,0.186615568426899
122,1,175315,-0.198739349208391,0.145997686383649,0.174302984377757
123,1,175523,-0.20759775838856,0.146794503893261,0.158182610781917
124,1,175541,-0.196559835596636,0.146235221318737,0.179768029651009
125,1,175653,-0.200189306922112,0.146686417742557,0.17320301331934
126,1,175805,-0.116439942545123,0.155267696709145,0.453796229590675
127,1,175818,-0.198383613092501,0.151453773580568,0.191094150800164
128,1,175856,-0.206743121448835,0.149095370427103,0.166423523523853
129,1,175876,-0.200442331692644,0.146822673593074,0.173059558737951
130,1,175989,-0.199347171669657,0.147248003098487,0.17666019709761
131,1,176001,-0.200120515653785,0.148016282345987,0.177235499001982
132,1,176451,-0.202272052704892,0.14979647749378,0.177780852284584
133,1,177692,-0.244785811417718,0.145799415541705,0.0940521936263098
134,1,178191,-0.243768284047295,0.145950162056224,0.0957630488732797
135,1,178224,-0.244785811417718,0.145799415541705,0.0940521936263098
136,1,178960,-0.248249330895141,0.146956696315006,0.0920509564918771
137,1,179139,-0.161980368214651,0.292311671818013,0.579836761639522
138,1,179139,-1.20145961774584,0.585497912440222,0.0409038553811713
139,1,180955,0.0312450914968316,0.169439189924922,0.853803222133888
140,1,183802,-0.211721511895874,0.145964467085716,0.147807006038598
141,1,183954,-0.201427772026082,0.147074404783079,0.171693728695359
142,1,184450,-0.122755367985357,0.146027400774951,0.401122923803455
143,1,184641,-0.125562522357509,0.150278725966125,0.403984006139249
144,1,184718,-0.160991690494966,0.146754066560348,0.273381783090169
145,1,185296,-0.145061780026819,0.146176616489249,0.321695171839694
146,1,185438,-0.180468034026422,0.146071816752107,0.217475481010789
147,1,185469,-0.182166012869434,0.146277576455721,0.213831061163694
148,1,185503,-0.155943301097575,0.145983628748155,0.286149175977056
149,1,185705,-0.171949628192799,0.147570075968415,0.244722135824649
150,1,185749,-0.132913912150357,0.147684257707315,0.368740712242886
151,1,185806,-0.202991465685601,0.147656273429909,0.170078859380778
152,1,185879,-0.185994812207539,0.14843667934905,0.211026112908925
153,1,185916,-0.12545950155283,0.14854875229475,0.398924181183094
154,1,185941,-0.073294525536078,0.149295554823667,0.623776947196832
155,1,185954,-0.103829445704969,0.149680688369467,0.488343522663568
156,1,186055,-0.158564153685699,0.146550506491056,0.280001684853077
157,1,186896,-0.173407029716895,0.148914196206708,0.245017477586772
158,1,187697,-0.665535873601916,0.302210690614004,0.0282955240235041
159,1,189392,-0.574565889032439,0.304342352109145,0.0598602252870649
160,1,189416,-0.357264851077346,0.295266594058682,0.227098564264151
161,1,190132,-0.0342525917293696,0.146968211303666,0.815848941956882
162,1,190148,-0.0167644635754168,0.147021138737315,0.909280761792561
163,1,190165,-0.0306006822974058,0.148144659651814,0.836473005321549
164,1,190169,-0.0156055980420733,0.14796653086397,0.916065094074978
165,1,190933,-0.126823049169713,0.146613619141332,0.387617753409172
166,1,192149,0.073891628483047,0.147916587342499,0.617703673820629
167,1,192302,0.312732851618219,0.194664480050016,0.109053280105353
168,1,192303,0.190303927324004,0.176110080038841,0.280614368509043
169,1,192305,0.278850859283362,0.182710136709678,0.127857357030233
170,1,192315,0.144552888844912,0.207808805445332,0.487133777436912
171,1,192795,0.0451207396042624,0.14647138955995,0.758224790999429
172,1,194020,0.00119764862009458,0.15429926199382,0.993811381883112
173,1,194187,0.0682152160855002,0.146567477695234,0.641918784671025
174,1,194867,0.0290108475381439,0.146524517010598,0.843164408176957
