SNP,Chr,Pos,Effect,SE,ERG11_HYR1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0823370523372046,0.130174099933636,0.527459984640411
2,1,1035,0.0963972364007884,0.131572748111391,0.464255981093901
3,1,1074,-0.15056030427904,0.22237333067054,0.498810715180345
4,1,1470,-0.221364006743549,0.221403084794389,0.318080794885947
5,1,1475,0.0297297414214786,0.163642460224257,0.855942073245109
6,1,1491,-0.140942755400297,0.142955319806481,0.324846803858138
7,1,21249,-0.600494359208684,0.821208065322142,0.465122008457059
8,1,27243,-0.114819543201034,0.111947877579249,0.305758050779796
9,1,27272,-0.0604503939530652,0.110383972127282,0.584286976933747
10,1,27498,-0.8096000614292,1.00750987296702,0.422188781285735
11,1,27561,0.519123277292865,0.761338599963159,0.495777145847122
12,1,27816,-0.0141937364055352,0.11268164195716,0.899832792052804
13,1,27822,-0.0132053241303511,0.112538762221977,0.906657180826044
14,1,27823,-0.0143589927685954,0.114856515633336,0.900581422779295
15,1,27825,-0.0121194906089065,0.11253910832231,0.914301697953818
16,1,27843,-0.0117931338902626,0.107816192476386,0.91296178714863
17,1,27848,-0.0117931338902626,0.107816192476386,0.91296178714863
18,1,28495,-0.00553329080894782,0.107819363144246,0.959099550716417
19,1,28975,-0.0258293634380562,0.10709022816246,0.809545931348774
20,1,29283,0.0138836972667891,0.240013214887213,0.953904382353173
21,1,29752,-0.120329999899377,0.250149850667468,0.630792009107352
22,1,29787,1.52794816518045,0.67219815098702,0.0236228483652934
23,1,30057,0.0567359320045711,0.219519240135176,0.796206097179693
24,1,30479,0.958746821941507,0.641250940426536,0.135776653550585
25,1,30706,-0.0345942704045761,0.110591327384369,0.754608383571561
26,1,31435,-0.00712948737434801,0.10681462166157,0.9468214121634
27,1,35128,0.182978274755046,0.146901021711539,0.213741496097114
28,1,35129,0.0231729638185292,0.14759535473134,0.875331974405415
29,1,36146,-0.104502645148692,0.106118844648121,0.325411582270242
30,1,37255,0.00583201038711145,0.214487631722652,0.978323215498123
31,1,37409,-0.00992106035099161,0.106837763352845,0.926066677458026
32,1,37478,-0.0339422415533264,0.106915649675025,0.751076609738121
33,1,39144,-0.06751662223135,0.10638228151523,0.52606102963005
34,1,41499,-0.0529186971917594,0.106110334472723,0.618291575721635
35,1,45359,-0.383527073482038,0.177532953898038,0.0314207946517676
36,1,45634,-0.0363304072270463,0.164132359191765,0.824949282937201
37,1,51248,-0.0823390336708621,0.106509400329311,0.439999338765479
38,1,51462,-0.0769802382703728,0.106665410128502,0.470957784289232
39,1,52124,-0.0427747116750441,0.106575208825268,0.68840011869023
40,1,52667,-0.185775327023418,0.105968370524796,0.0804493205509676
41,1,55470,-0.159823034112824,0.108993606066121,0.143442551031729
42,1,59265,-0.0287495421599558,0.10636398601912,0.787092074216394
43,1,60165,-0.0303426080447991,0.106282338987974,0.775435751345784
44,1,62308,-0.0531727629705612,0.106139983274055,0.616705688995001
45,1,62869,-0.00499170813780385,0.106164039260823,0.962524814754688
46,1,65431,0.00233698391754611,0.110878037763397,0.983196086603838
47,1,65451,0.00990340207619456,0.10930467685763,0.927858924262287
48,1,65719,-0.00936113131768512,0.113984757614209,0.934592931057656
49,1,66841,0.0186824214694067,0.106209751312742,0.860472434656317
50,1,66948,-0.0168628466580209,0.106862487397869,0.874705021128936
51,1,68621,-0.140394833640989,0.106314470431065,0.187503021541813
52,1,69417,-0.128809632856636,0.106073281798639,0.225427480016419
53,1,69820,-0.31614039599871,0.415593544021479,0.447346403979816
54,1,69821,-0.127095359681093,0.257982282649305,0.622565130868806
55,1,70906,-0.324020380195464,0.169876718330135,0.0572820498230459
56,1,74327,-0.0443298157494259,0.106852961556801,0.678490957617302
57,1,74572,-0.0278160931684361,0.106584180058187,0.794261896702626
58,1,75211,-0.0493324084040916,0.106367746857364,0.643083315941161
59,1,76030,0.0464897578066011,0.106371374023103,0.662341309355645
60,1,80108,-0.0381030636177712,0.106355658585442,0.72036229324293
61,1,81262,-0.0221829186086459,0.106328222461289,0.834859902575174
62,1,81999,-0.0938986106998105,0.106477237613816,0.378449584834293
63,1,82431,-0.113653865159669,0.106928079991608,0.288553847604138
64,1,83284,-0.050627246077421,0.106285556320466,0.634132330637153
65,1,83613,0.0316428863852568,0.106294651225842,0.766114669788548
66,1,84112,0.000584194149135464,0.106319704067765,0.995618995085715
67,1,84701,0.00721901239980438,0.113849297243025,0.949477113714586
68,1,84858,0.0876888790956309,0.106517574596124,0.410930789228204
69,1,85751,0.0152351973606322,0.107054939629752,0.886914796345524
70,1,87445,0.00235668827451457,0.107284250462013,0.982486875606205
71,1,87467,-0.0281307667060521,0.107835568301275,0.794347008588744
72,1,89070,0.0301573102912461,0.107158967349402,0.778548640514652
73,1,89616,0.0340095896051487,0.106579091231647,0.749837991799567
