SNP,Chr,Pos,Effect,SE,ERG27_ACF2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.176312463963092,0.0626717331946862,0.00517854998078979
2,1,1035,0.179299418211816,0.0633488984796958,0.00491586818697815
3,1,1074,0.173874782530755,0.107866839289489,0.107868856018151
4,1,1470,-0.0445695648749398,0.107847145151377,0.679662620993379
5,1,1475,-0.104002581958246,0.0794291959762317,0.191259056852249
6,1,1491,-0.0727822043700481,0.0695409507191916,0.29599592594624
7,1,21249,-0.0847116236758385,0.399825256657312,0.832329470265921
8,1,27243,-0.0250025371685263,0.0545316571969155,0.646878405993281
9,1,27272,-0.0713113160185385,0.053594476832962,0.184188720046232
10,1,27498,-0.424188429014644,0.490119324896396,0.387363244724962
11,1,27561,0.143461862612905,0.370584670112013,0.698898407895164
12,1,27816,-0.0343374725703978,0.0547945608945538,0.531288215337584
13,1,27822,-0.0404280576508903,0.0547130541375724,0.460452284450302
14,1,27823,-0.0339446317355224,0.0558539801172834,0.543751484515528
15,1,27825,-0.0438082950026106,0.054705682222042,0.423786243387861
16,1,27843,-0.0405225910105364,0.0524131087839153,0.439957824152218
17,1,27848,-0.0405225910105364,0.0524131087839153,0.439957824152218
18,1,28495,-0.0286108820939819,0.0524362083022769,0.585663424266971
19,1,28975,-0.0463500470354981,0.0520492315160161,0.373801854850576
20,1,29283,-0.176743372109138,0.116396366072825,0.129793238253869
21,1,29752,-0.0727444780639308,0.121685483974002,0.55035179136446
22,1,29787,0.0258302913271402,0.329431260661588,0.937547344833916
23,1,30057,0.107373126116123,0.1066613668922,0.31478144268484
24,1,30479,-0.113433988428906,0.312920423722217,0.717194557995115
25,1,30706,-0.045734230459768,0.0537591592046878,0.395499125520321
26,1,31435,-0.0397571300014338,0.0519265059107619,0.44440078160851
27,1,35128,-0.0374732753410667,0.0716019180952432,0.601055085582434
28,1,35129,-0.0230640152970425,0.0718026297080232,0.748238262687517
29,1,36146,-0.0517999218828854,0.0516280638231171,0.316389517318769
30,1,37255,-0.129067607590452,0.104129947819163,0.21598899165996
31,1,37409,-0.0491784749737804,0.0519152261039878,0.344141971651148
32,1,37478,-0.0398030858830636,0.0519827042608583,0.444367300943718
33,1,39144,-0.100089688084475,0.0515137252462965,0.0528143582651347
34,1,41499,-0.0702997256453778,0.051509077285922,0.17318436991484
35,1,45359,-0.0121122466063426,0.0869430875224032,0.889282770215261
36,1,45634,-0.0293622536147451,0.0798467307539778,0.713292944017558
37,1,51248,-0.0625939497265768,0.0517575106625005,0.227330293720217
