SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0847183701380265,0.198032586034092,0.669057492080705
2,1,1035,-0.0760379795823541,0.200210035841218,0.704328914791555
3,1,1074,-0.139885632565311,0.338328072680142,0.679519585269935
4,1,1470,0.0927708211255025,0.337155167687729,0.783356110202686
5,1,1475,0.230132667630945,0.248581252931942,0.355190463953233
6,1,1491,0.164945108547805,0.217531780685863,0.448802764470525
7,1,21249,-1.09590648914933,1.24849579149853,0.380659344803634
8,1,27243,0.0144057885331468,0.170504671775175,0.932715453204511
9,1,27272,0.0107188867894099,0.16794480754945,0.949146600730948
10,1,27498,-0.742828446302295,1.53313521149771,0.628320245246335
11,1,27561,1.27459244236926,1.15663568641388,0.271219993394241
12,1,27816,0.0639589993636937,0.171338865194675,0.709157055915564
13,1,27822,0.0605465351738758,0.171124530667757,0.72368828084695
14,1,27823,0.0596377938587025,0.17465145050944,0.732954840771309
15,1,27825,0.0752824842641643,0.171107962490531,0.660227607594754
16,1,27843,0.0383204143461607,0.163959434228828,0.81533871408318
17,1,27848,0.0383204143461607,0.163959434228828,0.81533871408318
18,1,28495,0.0666002397470654,0.163936455023641,0.684800360355871
19,1,28975,0.0485403369660773,0.162858206045371,0.76583824950124
20,1,29283,-0.428929002714468,0.364304716962969,0.239832796171958
21,1,29752,0.0208301436473128,0.380556687788299,0.956379768676177
22,1,29787,3.12401742021716,1.01623585340706,0.0022757338765581
23,1,30057,-0.0790177527659885,0.33385499726323,0.813040123073937
24,1,30479,1.0816171116326,0.976616832781816,0.268825714030955
25,1,30706,-0.0657978282014045,0.168176680076065,0.695854201347444
26,1,31435,-0.0394030638482334,0.162433615840503,0.808472051611286
27,1,35128,0.358871088972032,0.223084647662545,0.108580980445858
28,1,35129,0.06347007427726,0.224448820302618,0.777509738722699
29,1,36146,-0.186033715190453,0.161305895475055,0.249568526415874
30,1,37255,-0.342016418771097,0.325689725589083,0.294376923266161
31,1,37409,-0.0631590622692698,0.162448529955747,0.697662721453287
32,1,37478,-0.064498170069087,0.162586747738735,0.691828380626609
33,1,39144,0.0172737642146504,0.161878284190718,0.915080976791739
34,1,41499,-0.0654147430706606,0.161394323552803,0.685495139731517
35,1,45359,-0.266864833807136,0.27140370154884,0.326144899826831
36,1,45634,-0.248377559463116,0.249283297228634,0.319754530867792
37,1,51248,-0.186491008277725,0.1618148544978,0.249897086278703
38,1,51462,-0.184968746905148,0.162040044703702,0.254435574034824
39,1,52124,-0.159736240811702,0.161895918971418,0.324485095596957
40,1,52667,-0.212217800105995,0.161464590082562,0.189588444343293
41,1,55470,-0.224583181357698,0.165833806761512,0.17651760422775
42,1,59265,-0.0565923582023587,0.161749487146076,0.726639971584557
43,1,60165,-0.0836053176434495,0.161594023515263,0.605215818408723
44,1,62308,-0.040660902136064,0.161462991958766,0.801320562915662
45,1,62869,-0.0462612565189294,0.161438438124304,0.774619928382362
46,1,65431,0.0213708620235502,0.168622135209815,0.899219787356034
47,1,65451,0.0224854939770303,0.166230686870605,0.892478026995093
48,1,65719,0.069158055720105,0.173313208316661,0.690108618717552
49,1,66841,0.0512791594559235,0.161510247872157,0.751053572000214
50,1,66948,0.00257973329566397,0.162524598236362,0.987344773927653
51,1,68621,-0.171100103832982,0.161828339057382,0.291100511980477
52,1,69417,-0.12455698328571,0.161519285063491,0.441128806391375
53,1,69820,-0.835597675978557,0.630996637016708,0.186276603378135
54,1,69821,-0.352633576201107,0.392031206087836,0.368997536520077
55,1,70906,-0.0188100464430692,0.259678397845694,0.942296015274672
56,1,74327,-0.0498579308970386,0.162522385967796,0.759194926653155
57,1,74572,-0.0184310719371735,0.162108336897599,0.909543406170824
58,1,75211,-0.00442140772498417,0.161815619458861,0.978216963290052
59,1,76030,0.0380365918672748,0.161803125886169,0.814283366102214
60,1,80108,0.0249493008225064,0.161772080465289,0.877520457271955
61,1,81262,-0.0416096240856432,0.161701205609106,0.797078487329262
62,1,81999,-0.105724799241554,0.162013611344094,0.514459942342822
63,1,82431,-0.157303385047091,0.162663372152301,0.334181810584141
64,1,83284,-0.0836115684830982,0.161632202185358,0.605274061335141
65,1,83613,-0.0527361273855381,0.161651269365962,0.744440700269154
66,1,84112,-0.0779279378982502,0.161640247836113,0.630028528830402
67,1,84701,-0.0734680146660388,0.173101450465117,0.671516833144158
68,1,84858,0.0625964086008061,0.162115571153216,0.699638839573689
69,1,85751,-0.0379195855498993,0.162803770947375,0.815961709419691
70,1,87445,-0.0483248304717794,0.163140188348015,0.767238869146435
71,1,87467,-0.11969720080548,0.163890836892315,0.465662453502283
72,1,89070,-0.0596126934544078,0.162957213322548,0.714719955721844
73,1,89616,-0.00790958828400506,0.162110758430489,0.961113240406417
74,1,89679,-0.0242799254449583,0.162126683342222,0.881040306895445
75,1,89880,-0.015360700913137,0.162170853252318,0.924591573411991
76,1,91472,0.0267967291987823,0.163370462772819,0.869805871577331
77,1,93789,-0.000944034715109551,0.161693446038849,0.995344937013722
78,1,94351,-0.0557221980027752,0.162091872069988,0.731224511437747
79,1,99148,-0.0134737563970543,0.161691863533913,0.933636510747175
80,1,101281,1.52383933046811,1.76653667398652,0.38893536114403
81,1,106011,0.0372145277156174,0.168503272209,0.825334235139727
82,1,106800,-0.0536865650699812,0.161886343230713,0.740364544640414
83,1,107970,-0.00887913952469785,0.161431181618797,0.956167485051834
84,1,109000,-0.0182883567061861,0.161713441340985,0.910022589322014
85,1,112549,-0.224783285808877,0.161089639200832,0.163774671886157
86,1,112742,-0.207157201158535,0.161787367990015,0.201235084184652
87,1,113050,-0.167826253875098,0.161643218103934,0.299863800706109
88,1,113135,-0.211442510953318,0.161084853390664,0.190165229734995
89,1,114076,-0.0680754052014581,0.161436839505822,0.673512027311509
90,1,114628,0.0224499796507183,0.161881594716612,0.889780930585018
91,1,116283,0.0555145984405186,0.162759579893339,0.733243685151036
92,1,126880,-3.2765182110502,3.04935589903283,0.283334706659131
93,1,127853,0.00753213739622591,0.162482813371815,0.963052306798742
94,1,128302,0.0507474570731878,0.16183664673173,0.754031259569688
95,1,128704,0.0163584245687304,0.162017964208761,0.919634189991876
96,1,128911,0.0876717228323008,0.161971032724163,0.588655853932361
97,1,130267,0.118249170044779,0.161839093641663,0.465472202492047
98,1,130271,0.122073888996894,0.162023430461104,0.451691640773757
99,1,130613,0.209387972606849,0.163289099536646,0.20057380813783
100,1,132012,-0.126589229309654,0.163182530598615,0.438414634501567
101,1,133231,-0.186111023319902,0.161859814180889,0.250992918444894
102,1,137074,-0.103177094032405,0.161838868507054,0.524193122105649
103,1,137304,-0.174998674308878,0.161720293787445,0.279943594739389
104,1,139686,-0.0909935440285784,0.162128854888438,0.574988589445778
105,1,149562,-0.129445542430514,0.162425154292247,0.426012847607619
106,1,150447,-0.108762859362824,0.164272526335987,0.508346853156005
107,1,151446,0.00734252691973758,0.330221565544942,0.982272939897848
108,1,154084,-0.109954129012815,0.164778432527523,0.505026253324927
109,1,156633,-0.0574063325766622,0.167114907654836,0.731416213393982
110,1,157269,-0.154112974750593,0.161681899404573,0.341147905207108
111,1,160054,-0.114218297234419,0.16331481458151,0.484778287627322
112,1,166222,-0.0912901952233483,0.162146382482248,0.573784811613842
113,1,166416,-0.0887528513217108,0.16182090315502,0.5837204121404
114,1,167326,-0.140471360609619,0.162638023875514,0.388336147095141
115,1,168836,-0.0798490369959595,0.161982492262137,0.62235542504365
116,1,171200,-0.193964661777892,0.161952188894579,0.23185056855239
117,1,171431,-0.24927754626069,0.162754132357194,0.126511801405748
118,1,173339,-0.188746446105224,0.16171240668853,0.243928102433282
119,1,173845,-0.188556931821876,0.161578465756586,0.244010919087471
120,1,175121,-0.234356450617863,0.161086639928328,0.146600188946641
121,1,175281,-0.231753096161165,0.161235041145566,0.151501005405132
122,1,175315,-0.237450173780073,0.16116049662178,0.141540528324706
123,1,175523,-0.221174829051785,0.162144441230043,0.173417601282634
124,1,175541,-0.235261756553313,0.161422793098413,0.145887862783663
125,1,175653,-0.25377531589831,0.161857444746122,0.11780181195661
126,1,175805,-0.138676310303077,0.171447729886791,0.419143512917059
127,1,175818,-0.257695804424506,0.167102120759372,0.123934152450162
128,1,175856,-0.238197337842673,0.164613928421819,0.148782666103098
129,1,175876,-0.228146996385301,0.162117072465021,0.160218995305781
130,1,175989,-0.231778189491646,0.162567659937413,0.154828899698128
131,1,176001,-0.227935378560833,0.163434924144127,0.163996826097106
132,1,176451,-0.195377797833872,0.16552822195079,0.23866404424388
133,1,177692,-0.222492574573628,0.161220950048425,0.168445399296389
134,1,178191,-0.231804492379896,0.161344758314555,0.151688098218765
135,1,178224,-0.222492574573628,0.161220950048425,0.168445399296389
136,1,178960,-0.236405465015014,0.162459860758496,0.146513008501681
137,1,179139,-0.155957131200243,0.32284829694889,0.629348124306404
138,1,179139,-0.621988894576896,0.649597133647367,0.338970528735038
139,1,180955,-0.0496081043297893,0.187110681387697,0.791066335985831
140,1,183802,-0.297976933256543,0.160895869724062,0.0648625595317997
141,1,183954,-0.284795101881099,0.162145698184595,0.0798846949942858
142,1,184450,-0.209132797522027,0.161042585700512,0.19492275220161
143,1,184641,-0.168422919767157,0.165882413447041,0.310651034629581
144,1,184718,-0.2829602730593,0.161643910445833,0.0808980101003894
145,1,185296,-0.248775959345112,0.161112089577603,0.12345590349316
146,1,185438,-0.215460512745027,0.161255656842261,0.182363430164594
147,1,185469,-0.216554802992277,0.161485410798829,0.180776914822334
148,1,185503,-0.212513744014159,0.161080859915472,0.187924411976064
149,1,185705,-0.238887722754596,0.162786432680429,0.143132761113374
150,1,185749,-0.233636848345571,0.162808020278559,0.152159644789993
151,1,185806,-0.280873827132964,0.162815383538486,0.0853835732767626
152,1,185879,-0.281124976740565,0.163607521827845,0.0866207896998395
153,1,185916,-0.16825118432473,0.16397123378476,0.305546197552188
154,1,185941,-0.163984053372423,0.16469983461609,0.320100276992671
155,1,185954,-0.189876677697927,0.165103592788517,0.250903561149334
156,1,186055,-0.201576547970104,0.161755887935796,0.213525615386671
157,1,186896,-0.208825822101387,0.164393762354882,0.20482214682242
158,1,187697,-0.622868852466826,0.334392080738573,0.0633363511552857
159,1,189392,-0.551966977732897,0.336513248778937,0.101843245537506
160,1,189416,-0.559878140966561,0.325391718487429,0.0861946265012361
161,1,190132,0.112281169717098,0.16220689143658,0.489260771534959
162,1,190148,0.146223318649306,0.162179265118872,0.367875968758596
163,1,190165,0.111360341862784,0.163506160055926,0.496269075658438
164,1,190169,0.145834524555109,0.163225072624233,0.372221390587005
165,1,190933,-0.170938409622073,0.161828823128655,0.291557419288906
166,1,192149,0.102359706446323,0.163318680711912,0.531229347589118
167,1,192302,0.21639414373595,0.215454701977443,0.315892952926037
168,1,192303,0.156231859936056,0.194631155405011,0.422684005164849
169,1,192305,0.196926959112782,0.202169172615667,0.33068871096672
170,1,192315,-0.0493435844535144,0.22963602664293,0.829987015670204
171,1,192795,0.153551873600693,0.161570961739521,0.342575507421002
172,1,194020,0.0177449844199604,0.170397903794346,0.917118568868621
173,1,194187,0.0213821992508537,0.161907559895484,0.895008719806278
174,1,194867,-0.104486742761437,0.161727857593018,0.518656897721583
175,1,197325,-0.136191492609943,0.165613622639623,0.411435836799877
176,1,197392,-0.186820455427687,0.167608311646048,0.265769341428031
177,1,198857,-0.780827432180576,0.774829643926286,0.314269183596636
178,1,206666,-0.144893381127936,0.181832177706242,0.42607245675844
179,1,206675,-0.122725587649817,0.236852337220733,0.604676602947678
180,1,223051,-0.167285110176045,0.187319646568429,0.372440801290013
181,1,223059,-0.289703083110181,0.19411940733061,0.1364884507587
182,2,7366,-0.299646869663178,0.234160981265597,0.201504494716884
183,2,8180,0.249038030330379,0.322865737882973,0.441023686764227
184,2,8187,0.0737434045205738,0.336008498432995,0.826411678794188
185,2,8250,0.0713369677891329,0.33103808176505,0.829506061803619
186,2,8253,0.0569045581682062,0.331046000935144,0.863619988644697
187,2,8285,0.0141125520739348,0.179484058985309,0.937372715149505
188,2,8302,0.0971094648435915,0.167930476876647,0.563449333119594
189,2,8306,0.0971094648435915,0.167930476876647,0.563449333119594
190,2,8314,0.113864477581428,0.164451741441609,0.489148657546156
191,2,8317,0.0864246968203141,0.16825355446224,0.607812840492196
192,2,8328,0.0477161466310482,0.167544153682643,0.775966337860128
193,2,8331,0.0437668562091852,0.167232162003076,0.793695239752299
194,2,8498,0.0580792732020559,0.164293284977594,0.723917370996883
195,2,8651,0.0380680064982405,0.164463739101153,0.817085762014733
196,2,9418,-0.209044934723399,0.418157972630641,0.617443894973553
197,2,9812,0.0239033737669652,0.165448611744717,0.885206959489821
198,2,9932,0.0239160722166429,0.164796485673726,0.884695091663509
199,2,10135,0.0132778314182679,0.16416875056596,0.935583884920788
200,2,11616,0.0629769962169463,0.163961760588922,0.701138827333492
201,2,12133,0.0710001908473943,0.164604604103061,0.666486052827288
202,2,12194,0.0964287277450924,0.16520494962084,0.559800636690692
203,2,12359,0.0561458077749522,0.164774305798516,0.733499233893931
204,2,13061,0.0693379325002456,0.164747943934423,0.674104067788525
205,2,14298,0.0509907616573279,0.165286852251101,0.757884942918967
206,2,15222,0.0801153232939034,0.166866660715767,0.63144240951665
207,2,17986,0.0506421388590236,0.163973867192296,0.757623346121984
208,2,19770,0.0592811877072611,0.165099729265055,0.719762705894994
209,2,19836,0.0544554090213738,0.164650698775351,0.741042442122671
210,2,19851,0.0544305335330257,0.165132944656128,0.741885298203106
211,2,21595,0.0252319296077639,0.164470736739677,0.878160347563616
212,2,22385,0.0458796964280358,0.164613740410284,0.780629650408162
213,2,23441,0.0919116422554009,0.166158847791671,0.580507236440329
214,2,24209,0.114844505675275,0.164748726544919,0.486205989734021
215,2,24341,0.110421658180902,0.165147489899247,0.50417202750011
216,2,26815,0.178444316158009,0.164780518542284,0.279582549913914
217,2,28209,0.131387470437188,0.164961384812312,0.426291848860472
218,2,28695,0.0723830694270939,0.172449846159511,0.674935099305121
219,2,35849,-1.29611332608015,1.76705150393399,0.463746909668273
220,2,35850,-0.965393735092923,2.16217277778365,0.655515369957904
221,2,41245,-0.0017670830400115,0.164476192622942,0.991434000910515
222,2,43214,-0.134117509646373,0.166990334777534,0.422431172538806
