SNP,Chr,Pos,Effect,SE,RET2_EMP47_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.174461037102447,0.113981332945509,0.126761284632148
2,1,1035,0.18987440035546,0.1151674646178,0.100102669908454
3,1,1074,0.196528941940188,0.195092572493723,0.314450610116108
4,1,1470,-0.214127374241865,0.194335325997742,0.271279826766672
5,1,1475,-0.00736232994622998,0.143685934840895,0.959164021496955
6,1,1491,0.0123085043641642,0.125687219904505,0.922043743792515
7,1,21249,-1.60455376703813,0.716503276198737,0.0257506524371773
8,1,27243,-0.104797155107395,0.0982795740996542,0.287009235932998
9,1,27272,-0.0587339252284548,0.0969090096983562,0.544855858167341
10,1,27498,-0.724576413393998,0.88457238480666,0.413267081078361
11,1,27561,1.44418546834349,0.664471958705839,0.0304120123388831
12,1,27816,0.0768121475182898,0.0988533523615185,0.437660698868609
13,1,27822,0.0783141720811437,0.0987241554917045,0.428157750764751
14,1,27823,0.0726287246636889,0.10077331168862,0.471562568427742
15,1,27825,0.093385393493186,0.0986870215370148,0.344653910358953
16,1,27843,0.058214713872643,0.0946146021074138,0.538764589434158
17,1,27848,0.058214713872643,0.0946146021074138,0.538764589434158
18,1,28495,0.0945587897492268,0.0945329780001622,0.317863558853471
19,1,28975,0.0854217615534115,0.0939240851638121,0.363719123159926
20,1,29283,-0.139915618444944,0.210603432580828,0.506896320159925
21,1,29752,0.133652285340428,0.219590906955591,0.543153098228896
22,1,29787,2.28667272803235,0.58190904657223,0.000102381617859336
23,1,30057,0.0305902925340495,0.192751495154784,0.873993416371212
24,1,30479,0.495914362217014,0.564187661637931,0.380005543933764
25,1,30706,-0.00565352138863809,0.0971133064465142,0.953609736544386
26,1,31435,0.0148324853618771,0.0937815983469269,0.874421261427901
27,1,35128,0.135271610727765,0.129063068736926,0.295307441470117
28,1,35129,0.0529984239501697,0.129564050903335,0.682749622675194
29,1,36146,-0.0135064669077941,0.0932985570762198,0.884978177355538
30,1,37255,0.0504002454592678,0.188303423115602,0.789121647633151
31,1,37409,0.0365245674804858,0.0937856479631223,0.697180127504546
32,1,37478,0.0186591056664892,0.0938811801406289,0.842570888564702
33,1,39144,0.0437871879416429,0.0934289421880219,0.639595998956776
34,1,41499,0.0651949009347073,0.0931341540371305,0.484381709689369
35,1,45359,-0.260937770202089,0.156286895356546,0.0958835466695127
36,1,45634,-0.210869554585119,0.143682206719825,0.143100384054805
37,1,51248,0.019648220094257,0.0935896281530082,0.833835505529148
38,1,51462,0.017767312529864,0.0937176159240653,0.84974448987791
39,1,52124,0.00385218558429636,0.0935952461043822,0.967193269439471
