SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0811441352171978,0.0717184564938281,0.258643826329202
2,1,1035,0.025898272606044,0.0726213138828496,0.721588755551472
3,1,1074,-0.15133520413929,0.12248244874497,0.21744139881044
4,1,1470,-0.357511588372978,0.120815679179591,0.00329313103225773
5,1,1475,-0.105713857256825,0.0900984920952463,0.241460829467734
6,1,1491,-0.160015199448241,0.0785060597864973,0.0422695727064057
7,1,21249,-0.341526044360314,0.452979874151774,0.451379384848742
8,1,27243,-0.0853262236718422,0.0616785777564649,0.167416104410107
9,1,27272,-0.114023229920987,0.0606137092865293,0.0607749115547038
10,1,27498,0.450215500728078,0.555762547483466,0.418436461311346
11,1,27561,0.196174344894968,0.420122559437279,0.640826931935148
12,1,27816,0.0531154092188505,0.0620954426722223,0.392919145481434
13,1,27822,0.0559532366935407,0.062009288323715,0.367493485678727
14,1,27823,0.0591804666202718,0.0632811461450108,0.350325041500076
15,1,27825,0.0542205135819016,0.0620136487664097,0.382531961270672
16,1,27843,0.0494974459485799,0.0594170792736011,0.405379350681723
17,1,27848,0.0494974459485799,0.0594170792736011,0.405379350681723
18,1,28495,0.0802702807390578,0.0593227725150978,0.176886170617548
19,1,28975,0.0780888617036409,0.0589324733988637,0.186009429568862
20,1,29283,0.0173452813145474,0.132395456412677,0.895841116474311
21,1,29752,-0.249719368094194,0.137393531859256,0.0699808544281575
22,1,29787,0.0378244663658611,0.373501843093182,0.919393764572774
23,1,30057,0.27416245042763,0.120222110603502,0.0231756452248535
24,1,30479,-0.293267054909898,0.354506848201369,0.408652218362256
25,1,30706,0.09388629065141,0.0608087693508421,0.123494064686895
26,1,31435,0.0881077110888003,0.0587354147584827,0.134487998468551
27,1,35128,0.030826209049085,0.0811960499879108,0.704432358468602
28,1,35129,0.0793789274485919,0.0813109070433266,0.329614271854469
29,1,36146,0.0933045907078371,0.0584077559726679,0.111055891574484
30,1,37255,0.196394691227946,0.117854887864537,0.0965185835316127
31,1,37409,0.0815838738092675,0.0587752548346531,0.165992667861214
32,1,37478,0.0820459593357898,0.0588242354437502,0.163963879896532
33,1,39144,0.0131104135232924,0.0587127866036329,0.823433200096147
34,1,41499,0.0278059796918918,0.0585353592250701,0.635060236349527
35,1,45359,-0.0618544178130582,0.0985224343900598,0.530527368893051
36,1,45634,-0.118718003578217,0.0903255708066905,0.189587065319105
37,1,51248,0.0947600312095146,0.058586605609433,0.106677595171824
38,1,51462,0.0903482974860039,0.0586863515011752,0.124575424679371
39,1,52124,0.0929456900962442,0.0585948387001382,0.113579392812709
40,1,52667,0.0467086353303844,0.0586563986101187,0.4263874837612
41,1,55470,0.0226752216096604,0.0602946997881008,0.70708838032462
42,1,59265,-0.0372032831010189,0.0586460218816621,0.526250203104555
43,1,60165,-0.0497797660639906,0.0585752073888613,0.395988051028541
44,1,62308,-0.0334260693363417,0.0585435867806676,0.568389786645265
45,1,62869,-0.052945248346967,0.058495418385929,0.366020279067571
46,1,65431,0.0404806342746044,0.0611255256626516,0.508240461769327
47,1,65451,0.0513646989013151,0.0602342291697814,0.394376536409632
48,1,65719,-0.0328789679346199,0.0628534458619221,0.601229198032618
49,1,66841,-0.0024232519980478,0.0585907151496383,0.967033099506874
50,1,66948,0.00121850677345298,0.0589504004743508,0.983520551873668
51,1,68621,0.00465311693476667,0.0587902164078005,0.936959902904027
52,1,69417,-0.0170486001498831,0.0586280772110033,0.771380858406185
53,1,69820,0.0906363539539923,0.229390207070623,0.69299395841371
54,1,69821,0.0773070138851475,0.142299730211724,0.587287579066455
55,1,70906,-0.0829385812051449,0.0940869381456096,0.378641634822718
56,1,74327,-0.0218295580433055,0.058946020722422,0.711357740541137
57,1,74572,-0.0241761574825808,0.0587864254628374,0.681135795141788
58,1,75211,-0.00448534782869159,0.0586928330975423,0.939127689054495
59,1,76030,0.00447585119788219,0.0586928351512798,0.939256322846742
60,1,80108,-0.0941304675467241,0.0584651700360188,0.108285925568921
61,1,81262,-0.0977886403716261,0.058425887030417,0.09507123072542
62,1,81999,-0.107947880800282,0.0585191334467496,0.0659246819603189
63,1,82431,-0.0895032199708145,0.0588864779208178,0.12942417154656
64,1,83284,-0.0614501363131358,0.0585576769471649,0.294714248579694
65,1,83613,-0.052977700033796,0.0585746524917806,0.366374979912364
66,1,84112,-0.049779501826109,0.0585890682997594,0.396102208471712
67,1,84701,0.00999838548375775,0.0628005810996839,0.873595667989721
68,1,84858,0.00597291108810677,0.0588136111746648,0.919166279976463
69,1,85751,-0.0402761349943389,0.0590172935845949,0.495404349159718
70,1,87445,-0.0382658161659535,0.0591459978355003,0.518070402801325
71,1,87467,-0.0755475934630898,0.0593548242605734,0.203922048036394
72,1,89070,-0.02523251313192,0.0591032784053057,0.669696115869352
73,1,89616,-0.0187160348262531,0.0587920680484713,0.750413136120672
74,1,89679,-0.0290366507638897,0.0587876419352534,0.621666762072049
75,1,89880,-0.0283687874107776,0.0588034711673502,0.629796762096018
76,1,91472,-0.000416995934989034,0.0592594784102665,0.99438948289944
77,1,93789,-0.0683334003849925,0.0585360644130135,0.243847837213336
78,1,94351,-0.0803998591857062,0.0586473863585348,0.171276264081499
79,1,99148,-0.0592828264693915,0.058564005943451,0.312100349430883
80,1,101281,-0.291364204937516,0.641240156289512,0.649837413253382
81,1,106011,-0.0576096247200705,0.0610462457097377,0.345966044661246
82,1,106800,-0.0311001042865954,0.0587047232375156,0.596603223214316
83,1,107970,-0.0273079766949876,0.0585360233779981,0.641134148077355
84,1,109000,-0.0750639983935122,0.0585210371983607,0.200444399860211
85,1,112549,-0.0134176956554972,0.0585865046231082,0.818983156367331
86,1,112742,0.014445083450314,0.0588141021337592,0.80613014629753
87,1,113050,0.00562960701643428,0.0587194120348281,0.923675830639482
88,1,113135,-0.0111037688093728,0.0585676313423008,0.849740305365355
89,1,114076,-0.00232295521044182,0.0585704825710153,0.968385934040358
90,1,114628,0.0190551819915621,0.0587100269598798,0.745703056423938
91,1,116283,0.00572268047311919,0.0590445886731093,0.922843867636501
92,1,126880,-0.929336770233287,1.10675536283675,0.401647830655142
93,1,127853,0.01259171281126,0.0589316277452226,0.830930516264865
94,1,128302,0.0190145432741396,0.0587003348597979,0.746186172153635
95,1,128704,-0.00199019964826441,0.0587674034869155,0.97300338039264
96,1,128911,-0.00463805903138781,0.0587734847002836,0.937145630369804
