SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0821025944872845,0.198157016905512,0.678883368982764
2,1,1035,0.00189850151392479,0.200373517711239,0.992445658791838
3,1,1074,-0.0068599349044014,0.338616985795436,0.983848459420376
4,1,1470,-0.156262682310338,0.337295248617865,0.643448031375156
5,1,1475,0.224550567456143,0.248748273372105,0.367288960543098
6,1,1491,0.0779330614559779,0.217802664339304,0.720695612235231
7,1,21249,-0.660975888506751,1.25012794436773,0.59732739955356
8,1,27243,0.0334349962604861,0.170601510037338,0.844736239535501
9,1,27272,0.133823421124949,0.167897589331221,0.425955523137372
10,1,27498,-0.356815325646583,1.53446639882681,0.816258185912265
11,1,27561,2.0280175589416,1.15429697989783,0.0797968940051439
12,1,27816,0.0598476587545971,0.171448017040525,0.727243572696247
13,1,27822,0.062765914928068,0.171227077837335,0.714162867866335
14,1,27823,0.0725460440244664,0.174744589234827,0.678280845590902
15,1,27825,0.0818231275545905,0.171204282473686,0.632998071354096
16,1,27843,0.0798404837662453,0.16401747429812,0.626716095289076
17,1,27848,0.0798404837662453,0.16401747429812,0.626716095289076
18,1,28495,0.116435646732651,0.163958091873474,0.478076936489409
19,1,28975,0.108000616776547,0.162877018895825,0.507711585467581
20,1,29283,-0.121202583380112,0.365185853722168,0.740167118947741
21,1,29752,-0.211393016543813,0.380625047398776,0.578983898355616
22,1,29787,2.81571380129085,1.01942230338384,0.00604417286654339
23,1,30057,-0.0599284717423547,0.334070684208896,0.857735505908739
24,1,30479,1.43358081264952,0.975932875744499,0.142741313506576
25,1,30706,-0.0785632286848596,0.168264181760795,0.640856567019976
26,1,31435,0.0686809459627545,0.162505505360932,0.672816972958221
27,1,35128,0.100444648406491,0.223974162368779,0.654092544020595
28,1,35129,-0.217583079235624,0.224312933426314,0.332711674785962
29,1,36146,-0.0990496472732541,0.161622498792659,0.540373009678685
30,1,37255,-0.259875927364652,0.326104569010266,0.426039077217265
31,1,37409,-0.0415775001664003,0.16256773000065,0.798289032692999
32,1,37478,-0.0670181076042977,0.162683453155761,0.680623138023419
33,1,39144,-0.0927656436864535,0.161904741587328,0.567033620294214
34,1,41499,-0.0956739223934301,0.161450427641615,0.553834923667814
35,1,45359,-0.467176807036388,0.270802338923411,0.085374236884061
36,1,45634,-0.144211032734318,0.249668467271271,0.563895608266002
37,1,51248,-0.08899641124547,0.162149090039059,0.583451638272457
38,1,51462,-0.0815278108621764,0.162380262723992,0.615924583882961
39,1,52124,-0.103087376560911,0.162125444789245,0.525286557661026
40,1,52667,-0.202572070617321,0.161599005705693,0.210836019329311
41,1,55470,-0.231292410252395,0.165909758648326,0.164168620162328
42,1,59265,-0.0507277847344521,0.161854063414701,0.754149119801291
43,1,60165,-0.0778727100051206,0.161701146073083,0.630399792549617
44,1,62308,-0.0552757240450152,0.161549575398581,0.732434474065543
45,1,62869,-0.0592534158704576,0.161525283780805,0.713960560885768
46,1,65431,0.0153846208357459,0.168727228796273,0.927400944886559
47,1,65451,0.0406492926180531,0.166322703967728,0.807062925383138
48,1,65719,0.0866918608615077,0.173397049423932,0.617413646409207
49,1,66841,0.0688838865980037,0.161590621614601,0.670158982264879
50,1,66948,0.00975080942804935,0.162623336627739,0.952221843292508
51,1,68621,-0.0984295033773285,0.162098976679879,0.544096270935774
52,1,69417,-0.111476573587355,0.161645400556682,0.490875880747134
53,1,69820,-0.873809974400755,0.631238339314493,0.167147512154838
54,1,69821,-0.470995339888043,0.391919618886235,0.230260140980045
55,1,70906,-0.151035868841041,0.259714940342095,0.561244506389273
56,1,74327,-0.0630392931944099,0.162608957457616,0.698490822976847
57,1,74572,-0.0173508378565934,0.162207931667382,0.914876208361316
58,1,75211,-0.0356476808170467,0.16190374811239,0.825859627679742
59,1,76030,0.0174326018369375,0.161912206573114,0.914321013548179
60,1,80108,-0.0963008565829355,0.161795414412067,0.552090217781065
61,1,81262,-0.0362587233506183,0.161803876045736,0.822816468658247
62,1,81999,-0.0832088862374498,0.162150090962446,0.608160635286545
63,1,82431,-0.126533010695824,0.162839216220874,0.437654022782632
64,1,83284,-0.0783768155790158,0.161738665554272,0.628268296016188
65,1,83613,-0.054731069033402,0.16174839555276,0.735284309108153
66,1,84112,-0.0730977290172224,0.161745668333829,0.651596930664179
67,1,84701,-0.0115924991276116,0.173250523836751,0.946689824238245
68,1,84858,0.0678455550765735,0.162208892239739,0.676011076807423
69,1,85751,-0.00379791540270387,0.162915842142052,0.981414467430657
