SNP,Chr,Pos,Effect,SE,ERG11_TPO4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.115348052338708,0.0727328971886658,0.113654385999046
2,1,1035,0.147053949723394,0.0733737969856113,0.0458148280307238
3,1,1074,-0.00344224175996999,0.124699887993758,0.977993423530254
4,1,1470,-0.143052174504923,0.12401745675991,0.249492114089165
5,1,1475,-0.0283026522414112,0.0916979721239169,0.757769245628147
6,1,1491,-0.0541040668968078,0.0801714053542531,0.500209705130663
7,1,21249,-0.311168449146745,0.460259663397099,0.499437928913769
8,1,27243,-0.000788740281025824,0.0628295487046557,0.989990989859464
9,1,27272,-0.0439265272548222,0.0618418266854634,0.477984318612095
10,1,27498,0.0824611908281394,0.56511272281952,0.884067912861084
11,1,27561,-0.171230449268203,0.426841573438967,0.688547317758798
12,1,27816,0.0198972319697915,0.0631398972070083,0.75284967956642
13,1,27822,0.0247454572020822,0.0630547644106418,0.694967111005001
14,1,27823,0.00186479304166204,0.064367517246704,0.976904070289647
15,1,27825,0.0130154535246625,0.0630647135093252,0.836611119036013
16,1,27843,0.010662876646669,0.0604190949084609,0.860016573077695
17,1,27848,0.010662876646669,0.0604190949084609,0.860016573077695
18,1,28495,0.036182062060866,0.0603920419244347,0.549477362193117
19,1,28975,0.0202032289374606,0.0600092137133956,0.736566657072106
20,1,29283,0.0155200835038158,0.13450271333608,0.908202701932268
21,1,29752,-0.251878775901698,0.139588884565841,0.07201566045721
22,1,29787,-0.333815635421898,0.379033894372947,0.379078736728982
23,1,30057,0.0260741686168853,0.123023497718108,0.832272558560794
24,1,30479,-0.123063089567184,0.360436775638293,0.732984791427719
25,1,30706,-0.0077501623662545,0.0619831525787013,0.900565754013176
26,1,31435,0.0224894410242089,0.0598478597055848,0.707308506442178
27,1,35128,-0.0798591048457329,0.0823952262219215,0.333099010962063
28,1,35129,-0.0621710839757688,0.0826498518307856,0.452418504171233
29,1,36146,0.0169136846182051,0.059544361636843,0.776537204238871
30,1,37255,0.094281727055483,0.120095279495876,0.432946282244243
31,1,37409,0.0926351048950191,0.0596697971456092,0.121447727773856
32,1,37478,0.0713731751345281,0.0598040898947945,0.233494745775355
33,1,39144,0.0018748181536439,0.0596510856498631,0.974944585802218
34,1,41499,0.0233534141090575,0.0594727223625571,0.694797004729601
35,1,45359,-0.240480673374061,0.0993245640938659,0.0159746926427012
36,1,45634,0.0327994787230699,0.0919704154891842,0.721581324428976
37,1,51248,0.0374436169151182,0.0597056570626243,0.530974950095743
38,1,51462,0.0423643243521697,0.059777403951693,0.4789776027385
39,1,52124,0.0554368068554471,0.05966599672229,0.353462354214692
40,1,52667,0.0058891960212778,0.0596423454969322,0.921399279640545
41,1,55470,0.0716030669860195,0.0611476618249965,0.242394177351035
42,1,59265,0.0897699368279181,0.0594212954942409,0.131750143113373
43,1,60165,0.073544151367075,0.059439282661801,0.216798603861031
44,1,62308,0.0716282825330007,0.059380263547115,0.2285234822001
45,1,62869,0.0576248816379424,0.0594159391564772,0.332782517977303
46,1,65431,0.101072994184963,0.0619033387001525,0.103412136318862
47,1,65451,0.0971621468016717,0.0610369174337793,0.112311520669486
48,1,65719,0.0995735762156837,0.0636580098229673,0.118667649542933
49,1,66841,0.071774685142635,0.0594003713950062,0.22773284019305
50,1,66948,0.0569346738110342,0.0598116716428418,0.34179948783969
51,1,68621,0.0804473670325184,0.0595724697238044,0.177749033308606
52,1,69417,0.0770014784380093,0.059426878265324,0.195913453837258
53,1,69820,-0.467484431540305,0.231759705629818,0.044440780891925
54,1,69821,0.103564331590695,0.144519178023458,0.474086719049915
55,1,70906,-0.0491276593089136,0.0956533548922399,0.607852291159181
56,1,74327,-0.00741573551243091,0.059894232941357,0.901533135096316
57,1,74572,-0.0189529232237676,0.0597275543661669,0.751186175186875
58,1,75211,-0.014626535799083,0.0596220966990326,0.806350665785507
59,1,76030,-0.00451511467540683,0.0596266946346781,0.939682340081033
60,1,80108,-0.0715621815457457,0.0594912756281496,0.229820371392976
61,1,81262,-0.0964798544348306,0.0593688776023134,0.105035533713641
62,1,81999,-0.0962334696904926,0.0595160781858953,0.106786136060746
63,1,82431,-0.0672236706572646,0.0599121044448154,0.262608823515302
64,1,83284,-0.0868589630712164,0.059402475476857,0.144573034075288
65,1,83613,-0.0600567409524386,0.0594897186053578,0.313411312090888
66,1,84112,-0.0643822658082828,0.059483477793074,0.279833416767015
67,1,84701,-0.0304190739468301,0.0637815361965917,0.63370991587751
68,1,84858,-0.0233702282563222,0.0597373095162584,0.695873152146915
69,1,85751,-0.0397601439764475,0.0599585133913959,0.507681633477388
70,1,87445,-0.0592235128626238,0.0600399861779503,0.324611900177503
71,1,87467,-0.0840471281596369,0.0602716397957493,0.164052012360966
72,1,89070,-0.0366580265174646,0.0600274598345651,0.541799393204747
73,1,89616,-0.0562933124768042,0.0596608849519696,0.346042545045442
74,1,89679,-0.0393748158204682,0.0597068686029363,0.510024779050545
75,1,89880,-0.0499383306965785,0.0596996352825228,0.403443471220707
76,1,91472,-0.0383416920208005,0.060167753155832,0.5243773442612
77,1,93789,-0.00771207189902565,0.0595806853628992,0.897083910467344
78,1,94351,-0.0256526913764745,0.0597233039245293,0.667802776609465
79,1,99148,-0.0420955021159005,0.059539958323485,0.48002508341062
80,1,101281,0.622119140009422,0.650791483532254,0.33975555521303
81,1,106011,-0.0226612477998144,0.0620840103570497,0.715322971942601
82,1,106800,0.0230163371881865,0.059649890624777,0.699834898723929
83,1,107970,0.0220683608566901,0.0594741124996475,0.710816723608798
84,1,109000,-0.00831012093723257,0.05958890244158,0.889168147262235
85,1,112549,0.0103590701172823,0.059520533514112,0.861932254990909
86,1,112742,0.000150667457189502,0.0597549886071706,0.997989623878411
87,1,113050,0.0419636317154867,0.0596126377217796,0.481935149311803
88,1,113135,-0.00261571953450596,0.0595023581457223,0.964961199457527
89,1,114076,0.0215067930908509,0.0594915093920348,0.717934292041258
90,1,114628,0.0328339139300825,0.0596274483156271,0.582221243640782
91,1,116283,0.0725091043848559,0.059860559591461,0.226590664258119
92,1,126880,-2.01906237794509,1.12034494465745,0.0723701658172313
93,1,127853,0.0549433537259862,0.0598016927413466,0.35884889965453
94,1,128302,0.0078646843131121,0.0596417002263788,0.895165781051992
95,1,128704,0.0395806279403497,0.0596653600620671,0.507522105320126
96,1,128911,0.039094705338926,0.0596728792960734,0.512797679752534
97,1,130267,-0.018718252556422,0.0596725279593672,0.753947155015476
98,1,130271,-0.0134174016160823,0.0597474096898479,0.822444701766049
99,1,130613,-0.0430528475549593,0.0602665058916913,0.475467828770769
100,1,132012,-0.0373858523524447,0.0601491346794013,0.534637267365689
101,1,133231,-0.011487637058481,0.0597518609484438,0.847652452542902
102,1,137074,0.00292384933052797,0.0596698023036763,0.960946620610059
103,1,137304,0.00715592408304191,0.059689530458247,0.90464185492591
104,1,139686,0.00736370808868997,0.0597679034235366,0.902014836514929
105,1,149562,0.0255054668504083,0.0598901588758751,0.670461570575032
106,1,150447,0.0105830315477067,0.060567410769819,0.861390826725404
107,1,151446,-0.157914813488286,0.121392149670315,0.194153146969311
108,1,154084,0.0125082983384907,0.0607535122189529,0.836998637940075
109,1,156633,0.0324413723051733,0.0615659232108218,0.598568204201991
110,1,157269,0.0391233429077006,0.059618109778974,0.512102044416899
111,1,160054,0.0251277971140894,0.0602063771856444,0.676668055094004
112,1,166222,0.0297540007878668,0.0597548367643036,0.618840195353758
113,1,166416,0.0327217532456135,0.0596290358046873,0.583520255372115
114,1,167326,0.0199172540190428,0.0599840865088592,0.740054384579126
115,1,168836,0.0120113584838782,0.0597057246211024,0.840676830239587
116,1,171200,0.0281351777740907,0.0597798127714117,0.638183656171919
117,1,171431,0.018751256518479,0.0601636143292561,0.755474529701067
118,1,173339,-0.00103444088623666,0.0597039298780849,0.986186190676785
119,1,173845,0.0133152144895962,0.0596502543236639,0.823492297311033
120,1,175121,0.0196879155514316,0.0595269633402431,0.74103752001091
121,1,175281,0.0140210773946194,0.0595821169990335,0.814094046642995
122,1,175315,0.0134628550009257,0.059563722915921,0.82131325085271
123,1,175523,0.00796219823420979,0.0599040432217205,0.894335647770272
124,1,175541,0.0137804925102659,0.0596565471628913,0.817450840597358
125,1,175653,0.0126932619701463,0.0598460296844525,0.83215248710971
126,1,175805,-0.0246293524102106,0.063221362094422,0.697087049927509
127,1,175818,0.00335813301312096,0.0617819418482588,0.956683394426743
128,1,175856,0.0260530128231046,0.0608220860330048,0.668659091198991
129,1,175876,0.0287206015218132,0.059886035414356,0.631817641268214
130,1,175989,0.0174845646248538,0.0600692543576326,0.771166099510726
131,1,176001,0.00105795985885232,0.0603894754757601,0.986032517277579
132,1,176451,0.00950689491042966,0.0611133162189308,0.876467386761968
133,1,177692,0.0113949055669902,0.0595649453091136,0.848398815258146
134,1,178191,0.0205059028483142,0.0596171893742924,0.731081483875715
135,1,178224,0.0113949055669902,0.0595649453091136,0.848398815258146
136,1,178960,-0.0223395285730892,0.0600320196728184,0.710021673743408
137,1,179139,0.0156254998944974,0.119002135983945,0.895609340106356
138,1,179139,-0.0834466128146343,0.239638241930796,0.727883214030533
139,1,180955,0.0202668433407602,0.068946469550897,0.768968553647253
140,1,183802,0.0181022693334015,0.0595677422043996,0.761387826703026
141,1,183954,0.0156117052068615,0.0600035077077724,0.794876718750378
142,1,184450,0.0189195523018081,0.0594753188990047,0.750591407443648
143,1,184641,0.0344829459449714,0.061187348416182,0.573409166565573
144,1,184718,0.0229175368943569,0.0598093770567718,0.701819681147849
145,1,185296,0.0373467723677427,0.0595348580001687,0.53086202180547
146,1,185438,0.0349569001022498,0.0595417828283365,0.557512759635218
147,1,185469,0.0348432607403915,0.0596279858775277,0.559362086932956
148,1,185503,0.0360835154293521,0.0594715189408911,0.544416099225313
149,1,185705,0.0213539934744781,0.0601568084474596,0.722822418788401
150,1,185749,0.0261844219673221,0.0601514013974167,0.66360448111856
151,1,185806,0.0544965725411303,0.0601780219258332,0.365770955413436
152,1,185879,0.0186294249220234,0.0605308888365684,0.758440955333341
153,1,185916,0.0411329626537146,0.060471858779058,0.49682364084862
154,1,185941,0.0338893284936974,0.060748299652599,0.577290428741318
