SNP,Chr,Pos,Effect,SE,MID2_RSN1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.14065023111418,0.174625124512414,0.421107451248944
2,1,1035,0.210004155365667,0.176343771446628,0.234501112280606
3,1,1074,0.400416929390976,0.297845082680084,0.179688857374663
4,1,1470,0.340358653716441,0.296979265915356,0.252543018211408
5,1,1475,0.150423219604584,0.219463542293605,0.493533037750856
6,1,1491,0.428304449594459,0.190744804564336,0.0253587753531976
7,1,21249,-0.573008856173879,1.10242901248612,0.603550089395719
8,1,27243,0.0926120818163574,0.150370859226578,0.538363271573388
9,1,27272,0.0501216149761725,0.14816817367057,0.735356928788018
10,1,27498,0.359450927326308,1.35312412014771,0.790667544032599
11,1,27561,0.644310519224291,1.02177218493526,0.528722290138444
12,1,27816,0.0514969977268483,0.151191179078195,0.733600958452403
13,1,27822,0.028916622539532,0.151015989242311,0.848259218655888
14,1,27823,0.00969155670066291,0.154133734229667,0.949899573350955
15,1,27825,0.0409057383059308,0.151008137512613,0.786638320066877
16,1,27843,-0.0134646327193102,0.144684132308872,0.925906891780092
17,1,27848,-0.0134646327193102,0.144684132308872,0.925906891780092
18,1,28495,0.030162962049821,0.144679343052595,0.83497329107195
19,1,28975,0.0398578078168456,0.143705434152264,0.781667817441682
20,1,29283,-0.206126438300554,0.321899279131748,0.522364069993309
21,1,29752,0.0683134119878197,0.335777786822839,0.838901896234297
22,1,29787,1.71933877511972,0.904010983407914,0.0579980011145552
23,1,30057,0.0410798805772252,0.294602615888605,0.88918066768729
24,1,30479,1.1077477397144,0.861228349923358,0.199201737292449
25,1,30706,-0.0255383994162411,0.14842187878207,0.863484030062576
26,1,31435,-0.0603621457522279,0.143304297337289,0.673853292480572
27,1,35128,0.30277210942645,0.196907584013414,0.125033582105026
28,1,35129,-0.102749696836399,0.197996326644384,0.604122537725077
29,1,36146,-0.171070111210572,0.142310202921464,0.230133236309843
30,1,37255,-0.24773055441184,0.287528849987467,0.389500784712399
31,1,37409,-0.103666521787693,0.143265997128104,0.469793790372004
32,1,37478,-0.0765755376315765,0.143437563479607,0.593774601549213
33,1,39144,0.0794393402959746,0.14277805930703,0.578301313070309
34,1,41499,0.142636201423535,0.142241991660193,0.3166580485969
35,1,45359,-0.133405472899357,0.239704102775581,0.578192822411791
36,1,45634,-0.000779333630213319,0.22027196321306,0.997179047494616
37,1,51248,0.0183482319402418,0.143047417955687,0.898010895118252
38,1,51462,0.018787374537052,0.143241239187875,0.895724263340308
39,1,52124,0.0425105120663458,0.143032856718345,0.766482515714553
40,1,52667,0.0139242294158785,0.142819570484205,0.92238844016535
41,1,55470,-0.0327828290479191,0.146697886571953,0.823297657791002
42,1,59265,0.0528783038584267,0.142721696011198,0.711232634212989
43,1,60165,0.0010011118521943,0.142641562061418,0.99440415818363
44,1,62308,-0.0615099335468137,0.142447081187096,0.666143849656199
45,1,62869,-0.0769467254124776,0.142407923984717,0.589312859007153
46,1,65431,-0.0744868509230179,0.148739552030809,0.616833055504091
47,1,65451,-0.033289775214157,0.146671923984395,0.820580315425032
48,1,65719,-0.0858912787309489,0.152894465909612,0.574630320734637
49,1,66841,-0.0795152579971546,0.14247109962873,0.57711965380689
50,1,66948,-0.0903235433858766,0.143328091159405,0.528979762553488
51,1,68621,-0.234112194657007,0.142476353619465,0.101239119796733
52,1,69417,-0.172795902023814,0.142344769123109,0.225587823951736
53,1,69820,-0.885767618945877,0.55616622987102,0.112137995364098
54,1,69821,-0.0280589417851225,0.346313939465065,0.935470616864699
55,1,70906,-0.268668591473245,0.228690386108115,0.240861134940959
56,1,74327,-0.170893598901664,0.143137097966697,0.233312719456435
57,1,74572,-0.171046999604903,0.14275396006381,0.231645171023885
58,1,75211,-0.248566018406602,0.142168964867753,0.081266761616735
59,1,76030,-0.0829386514165278,0.142714947864013,0.561510893428834
60,1,80108,-0.0747182243160398,0.142694036958898,0.600867668722139
61,1,81262,-0.0752318414786894,0.142639285063311,0.598228273607301
62,1,81999,-0.12555244341433,0.142887783871829,0.380173245164142
63,1,82431,-0.125140561367259,0.143566671464662,0.383989232623317
64,1,83284,-0.108845070230675,0.14255759155588,0.445665421936415
65,1,83613,-0.0686336735319036,0.142612755710657,0.630630604706235
66,1,84112,-0.122395033835592,0.142526456211902,0.391059498839154
67,1,84701,-0.238849838234973,0.15225059971808,0.117591851267586
68,1,84858,-0.142694473537067,0.142876211556838,0.318610583468905
69,1,85751,-0.134937107672535,0.143486387868514,0.347646529567629
70,1,87445,-0.131821181902707,0.143798654826334,0.359922231006131
71,1,87467,-0.167262171408599,0.144449333311038,0.247675567275941
72,1,89070,-0.0695744903172877,0.143769943916655,0.628736108788132
73,1,89616,-0.124929530617573,0.142889330556061,0.382544039634573
74,1,89679,-0.0654650776385506,0.143019635527364,0.647424528445245
75,1,89880,-0.0716057951043746,0.14304756067726,0.616983376145913
76,1,91472,-0.0467417885156236,0.14413904181101,0.745916130406091
77,1,93789,-0.113026612365532,0.142548373117375,0.428368639589435
78,1,94351,-0.158684926052456,0.14280120264704,0.267225814042407
79,1,99148,-0.0994212915297158,0.142577090875807,0.486064028972674
80,1,101281,0.495770254360065,1.56017755265204,0.750850877049323
81,1,106011,-0.0809160132392578,0.148632000555924,0.586506482434371
82,1,106800,-0.0609296251214394,0.142830897162445,0.669941111202087
83,1,107970,-0.0809379939236474,0.142379285848596,0.570079028962729
84,1,109000,0.0412550354402268,0.142678581745365,0.772638884522449
85,1,112549,0.0409174476639606,0.142517306356802,0.774200289956894
86,1,112742,-0.020200307984948,0.143085218056797,0.887810831756306
87,1,113050,0.00202487010619551,0.142848499650408,0.988698414143593
88,1,113135,-0.00502738066080569,0.142484446134279,0.971873451608743
89,1,114076,0.205806492887734,0.142063012201419,0.148309444770383
90,1,114628,0.231895842050635,0.142310928226317,0.104098931573281
91,1,116283,0.24844593505654,0.143029679615289,0.0832552813365668
92,1,126880,-5.81789740480852,2.6772425269673,0.0304378102711575
93,1,127853,0.0821612629883477,0.143305501723588,0.566786709186864
94,1,128302,0.124067901522921,0.142668753304366,0.385097871724707
95,1,128704,0.0714990529765199,0.142913003674517,0.617177193097568
96,1,128911,0.147772408019903,0.142762994589425,0.301335907134133
97,1,130267,0.196118975403997,0.14252998776423,0.169698931306633
98,1,130271,0.200087614346265,0.142684450562005,0.16170192962809
99,1,130613,0.226595910200012,0.143913943770959,0.116262214560703
100,1,132012,0.0646440992624456,0.144070793728591,0.653925726223573
101,1,133231,-0.00639395767595563,0.143088852700636,0.96438347676981
102,1,137074,0.0641677531640245,0.142844932251131,0.653553917188819
103,1,137304,0.00936814847119785,0.142934550139307,0.947779946657116
104,1,139686,0.0767328146674855,0.143064976895423,0.592054920912271
105,1,149562,-0.0245384693588202,0.143443826030519,0.864269292258657
106,1,150447,0.00701023948782309,0.145040473667242,0.961478198394928
107,1,151446,0.0655863559382315,0.291360577176869,0.822028824876109
108,1,154084,-0.00275511005885526,0.145488980736044,0.984902142942234
109,1,156633,-0.0154316457160404,0.147481401516498,0.916725247714813
110,1,157269,-0.0949279033904479,0.142759159727322,0.506515757245725
111,1,160054,-0.0395902912101662,0.144190321189502,0.783807474869611
112,1,166222,-0.0822377363013289,0.143072195582005,0.565793475697531
113,1,166416,-0.0586629869863443,0.142814413178903,0.68149498733284
114,1,167326,-0.051703047498777,0.143633924058611,0.719089289856478
115,1,168836,-0.115421320544926,0.142847447696757,0.419632394506435
116,1,171200,-0.05783505841275,0.143160515519665,0.686466545290292
117,1,171431,-0.103325052711182,0.143982584302133,0.473465080724973
118,1,173339,-0.068896470265732,0.142920016319284,0.630059850055481
119,1,173845,-0.0943662443058593,0.142760214598816,0.509035656429457
120,1,175121,-0.117681990682349,0.142427650004025,0.40921583577892
121,1,175281,-0.11813893048608,0.142547873817108,0.407796452108592
122,1,175315,-0.131673985949684,0.14246930128968,0.355999439520916
123,1,175523,-0.109756748231103,0.143330774116702,0.444331764190595
124,1,175541,-0.12525957759548,0.142708681643501,0.380687683201222
125,1,175653,-0.127994402718328,0.143154389721853,0.371877338860542
126,1,175805,-0.146679274583066,0.151220985118183,0.332727364886286
127,1,175818,-0.190698553159865,0.147595033419645,0.197188819626599
128,1,175856,-0.131957286156258,0.145512975716519,0.365108928327687
129,1,175876,-0.11174015367233,0.143326432599582,0.436136956828832
130,1,175989,-0.0906685113470765,0.143778093164878,0.528700834309773
131,1,176001,-0.102753135603377,0.144505206987549,0.47751121109459
132,1,176451,-0.0479484508695326,0.146324669291742,0.743343834901378
133,1,177692,-0.146440000213121,0.142428467248694,0.304576088722734
134,1,178191,-0.138861233200808,0.142591790099995,0.330804072666068
135,1,178224,-0.146440000213121,0.142428467248694,0.304576088722734
136,1,178960,-0.148177129948601,0.143564365098952,0.302717699052829
137,1,179139,-0.0582628972719874,0.284952521705865,0.838107756129044
138,1,179139,-0.668616835891419,0.572831780269009,0.243912106223571
139,1,180955,-0.146827486413803,0.164934339778606,0.373955246191413
140,1,183802,-0.139281906966383,0.142466791098431,0.328919580260618
141,1,183954,-0.130358508895724,0.143530535175456,0.36437718294716
142,1,184450,-0.0578496683866426,0.14240668854988,0.684820798274664
143,1,184641,-0.022953703010948,0.146579991593429,0.87565351430187
144,1,184718,-0.115200040855355,0.143117993761463,0.421401583935491
145,1,185296,-0.0491310339843703,0.142617600387968,0.730679282570931
146,1,185438,-0.00793474505106291,0.142647681629566,0.955672197685174
147,1,185469,-0.0110356597057165,0.142852969486225,0.938466941912486
148,1,185503,-0.00193602720277197,0.142484660126513,0.989166658562584
149,1,185705,-0.0313533851895914,0.144067496719243,0.827843279413172
150,1,185749,-0.0664836757813152,0.144033700713792,0.644663858508435
151,1,185806,-0.0906626767934526,0.144188820608863,0.529901424658845
152,1,185879,-0.0566871656405062,0.144935270852247,0.695944079773442
153,1,185916,-0.0101498816284134,0.144899732344534,0.944195420798757
154,1,185941,-0.0140327475869192,0.145530031289603,0.923237678648727
155,1,185954,-0.0183870809897449,0.145953683470342,0.899820365681929
156,1,186055,-0.0170473061328649,0.143041081825473,0.905202372174445
157,1,186896,-0.0739934892435963,0.145335768279653,0.610985510724188
158,1,187697,-0.334254605665644,0.295973589880977,0.25952157918859
159,1,189392,0.170705158448317,0.297923843244964,0.567021316301694
