SNP,Chr,Pos,Effect,SE,RET2_EMP47_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.12805728910661,0.116593181737667,0.272810857767726
2,1,1035,0.171601899078431,0.117716133491417,0.145795695027041
3,1,1074,0.161770712663908,0.199344005582456,0.417616651684357
4,1,1470,-0.128047279525004,0.198694483097858,0.519706713918889
5,1,1475,-0.0141377067705619,0.146741852424074,0.923301986820235
6,1,1491,-0.028858296601268,0.128354104170275,0.822238930253464
7,1,21249,-1.23482749869925,0.73399175320301,0.0933862056675775
8,1,27243,-0.0367408654653447,0.100513232819039,0.714932793626019
9,1,27272,0.00702574134830014,0.0990217812441865,0.943476555192062
10,1,27498,-0.58671978643037,0.903712796491195,0.516610245026653
11,1,27561,1.59627309628846,0.677831973061632,0.0190710889584834
12,1,27816,0.0856985291755903,0.100940018362881,0.396454171351511
13,1,27822,0.089203168222645,0.100802852509937,0.376798356427122
14,1,27823,0.0609132839129458,0.102942183681733,0.554414680291953
15,1,27825,0.098603117817008,0.100778043377769,0.328537357620982
16,1,27843,0.0723725315868201,0.0966028118899347,0.454249920363336
17,1,27848,0.0723725315868201,0.0966028118899347,0.454249920363336
18,1,28495,0.118966141158315,0.096473574344556,0.218341296487052
19,1,28975,0.109993020867155,0.0958562793862505,0.251961000941867
20,1,29283,-0.167567195363002,0.215034128395858,0.436349492612772
21,1,29752,0.149003655720455,0.224240733966406,0.50681647260508
22,1,29787,2.23889588100309,0.595341102923978,0.0001982823170097
23,1,30057,0.121842192773061,0.196752975183542,0.536141382538386
24,1,30479,0.955869258070429,0.574574471931455,0.0970773603039982
25,1,30706,0.0302886346060307,0.0991670242969786,0.760218312690899
26,1,31435,0.0870900092614582,0.0956682150446411,0.363267672193184
27,1,35128,0.177809758798545,0.131674502493938,0.177761305815629
28,1,35129,0.0593464878745995,0.132314530170059,0.654048919963003
29,1,36146,-0.000609719640793899,0.0952865553830026,0.994898145444741
30,1,37255,0.0475548648669726,0.192312937743332,0.804836412765373
31,1,37409,0.064105839119936,0.0957409827366732,0.503566001614507
32,1,37478,0.0388054376314063,0.095861869287062,0.68586547462363
33,1,39144,0.0561841750293529,0.095399716828461,0.556281953888589
34,1,41499,0.0721925267216335,0.0951042362352804,0.448306223298643
35,1,45359,-0.311146224788699,0.159383240464566,0.0517059901615535
36,1,45634,-0.11856673900081,0.147051075473946,0.420614873288257
37,1,51248,0.0174861891338107,0.0955824327005649,0.85494734031461
38,1,51462,0.0149823746993372,0.0957132586037793,0.87570164348984
39,1,52124,0.0105970658869168,0.0955852996636709,0.911786392632549
40,1,52667,-0.0647863650330759,0.0953714563627663,0.49738941260158
41,1,55470,-0.0589389286857497,0.0979807194142922,0.54786916010672
42,1,59265,-0.0498295088422483,0.0953487503943713,0.601578627807522
43,1,60165,-0.0688822184578967,0.0952430119664941,0.470020008167825
44,1,62308,-0.00967797191772254,0.0952073311810485,0.919090982050555
45,1,62869,0.0318284679385503,0.0951816923747674,0.738278625923931
46,1,65431,0.0227686080890623,0.0994161512493255,0.818983489398871
47,1,65451,0.0452918659972159,0.0979841443077446,0.644196363972604
48,1,65719,0.0369866565470426,0.102191262730461,0.717616713353159
49,1,66841,0.0427484073971193,0.0952144507701014,0.653728982676306
50,1,66948,0.0161482488772386,0.0958222867465004,0.866268452594452
51,1,68621,-0.102479645598305,0.0954107635063012,0.283516469830679
