SNP,Chr,Pos,Effect,SE,MID2_TPO2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0112784698689385,0.115628877195997,0.922352727791624
2,1,1035,-0.0398618822206978,0.116876167594726,0.733260699310497
3,1,1074,-0.143038896037862,0.197398278722133,0.469164711620397
4,1,1470,0.0922608570122581,0.196772384668661,0.6394513009061
5,1,1475,0.309110913935888,0.14434948644511,0.0329254693091037
6,1,1491,0.257787310618659,0.126343563371721,0.0420574655541971
7,1,21249,0.106512460822672,0.729575730294712,0.884010774876871
8,1,27243,0.113312156225516,0.0993493175855709,0.254833417377639
9,1,27272,0.109977900704361,0.0978625523496181,0.261861689685729
10,1,27498,-0.249507843529936,0.895158593087151,0.780615001301506
11,1,27561,0.328137407610098,0.676114774198205,0.627744788071558
12,1,27816,-0.0927582947098915,0.0999159943135943,0.353853743706827
13,1,27822,-0.114443793931213,0.0997248952141772,0.251912939964117
14,1,27823,-0.107645714357298,0.101807606618832,0.291077419114595
15,1,27825,-0.124606003133087,0.0996903853403632,0.212153140864378
16,1,27843,-0.113526777485081,0.0955269443462548,0.235464228287797
17,1,27848,-0.113526777485081,0.0955269443462548,0.235464228287797
18,1,28495,-0.104696996433506,0.0955570632914132,0.273979376812466
19,1,28975,-0.0676630664676718,0.0950113476133571,0.476837513467843
20,1,29283,0.136727432077852,0.212953797457774,0.521256080260592
21,1,29752,-0.265622146138115,0.221698573841896,0.231672962573517
22,1,29787,0.0992528146313871,0.601087187843845,0.868942349689024
23,1,30057,0.0520425573878862,0.194881864272039,0.789589151434239
24,1,30479,0.451222811281834,0.570579305030397,0.429582795597955
25,1,30706,-0.106997674154286,0.0980282461671819,0.275798054093082
26,1,31435,-0.050846335552162,0.0947890404255496,0.592009113781877
27,1,35128,-0.158536831593378,0.130428281291157,0.224984072267855
28,1,35129,-0.210426159163645,0.13055613555448,0.10790619575403
29,1,36146,-0.117514873995794,0.0941311218177606,0.212705819708098
30,1,37255,-0.0683124921837219,0.190381670786321,0.719945278345894
31,1,37409,-0.103225442447472,0.0946895118010552,0.276392197111551
32,1,37478,-0.124563217572582,0.0946985126783528,0.189240603302159
33,1,39144,-0.174584478221835,0.0940391397677585,0.0642140563946101
34,1,41499,-0.0571478463415039,0.0941858990287147,0.544402974623751
35,1,45359,0.0495679129177136,0.158625349183652,0.754857092992404
36,1,45634,0.161302257964991,0.145469160311046,0.268253388813376
37,1,51248,-0.00113511637117607,0.094636089278431,0.990436746965673
38,1,51462,-0.00782507133937343,0.0947635206660092,0.934236504220545
39,1,52124,-0.0194493857550306,0.0946304466503438,0.837276616263037
40,1,52667,-0.0430056923496195,0.0944567114020899,0.649176748212126
41,1,55470,-0.028725887104034,0.09704371458764,0.767396683765335
42,1,59265,-0.0833739259472672,0.0943324593191226,0.377389144738163
43,1,60165,-0.0546519173969021,0.0943205701980615,0.562670444189845
44,1,62308,-0.12472975618381,0.0940275650871692,0.185523956653036
45,1,62869,-0.0991989808834296,0.0941017900935382,0.292527560713535
46,1,65431,-0.0753396674269904,0.0983528073033385,0.444179636273855
47,1,65451,-0.0899849686536675,0.0969205328910149,0.35381341286006
48,1,65719,-0.0438801550852668,0.101166527274356,0.664740877143977
49,1,66841,-0.0684688098258534,0.0942237658238092,0.467914750532496
50,1,66948,-0.0772363496344172,0.0947838021828053,0.415696907327931
51,1,68621,-0.126656812278196,0.0943754352565111,0.180441443559961
52,1,69417,-0.0993179047144881,0.0942172371146531,0.292541031947686
53,1,69820,-0.189025232053425,0.369117650276017,0.608901099093143
54,1,69821,0.0291429407051087,0.229103006065999,0.898850946836792
55,1,70906,-0.276695331320868,0.150869938980627,0.0674957818049726
56,1,74327,-0.172091105394598,0.0944410950350471,0.0692697513607425
57,1,74572,-0.141657129664856,0.0943307814069381,0.13406693715125
58,1,75211,-0.195564981777097,0.0938838583939779,0.0379657307044128
59,1,76030,-0.0627982893663132,0.0943999564414493,0.50633368536992
60,1,80108,-0.124154626039486,0.0942052966913708,0.188386528418417
61,1,81262,-0.195502353047498,0.0938258365747365,0.037908835892047
62,1,81999,-0.146746862012297,0.0943087374871121,0.12059793562071
63,1,82431,-0.104689880136958,0.094916161745321,0.270790639621824
64,1,83284,-0.070873524569671,0.0943122881756818,0.452866285970091
65,1,83613,-0.0750763973825604,0.0942926649695086,0.426447357490555
66,1,84112,-0.0385759339655466,0.0943653630011457,0.682939200732584
67,1,84701,0.0403206756916706,0.101050047164512,0.690122032855248
68,1,84858,-0.0407109182018965,0.0946292832335645,0.667301921098934
69,1,85751,-0.116706650796509,0.0948399379247578,0.219305181041949
70,1,87445,-0.142915328509243,0.0949398205211804,0.133134663726185
71,1,87467,-0.187211982138284,0.095222740913513,0.0500770056313745
72,1,89070,-0.146745247503065,0.0948223112402362,0.122619129833078
73,1,89616,-0.205103541461948,0.0939998475217139,0.0297717025999307
74,1,89679,-0.168655719348317,0.0942169345128708,0.0742982126584788
75,1,89880,-0.173948301161558,0.0942137665913174,0.0656834347522244
76,1,91472,-0.145627912503729,0.0950547825620223,0.126407763915491
77,1,93789,-0.180987942525564,0.0938948471520572,0.0547119650503259
78,1,94351,-0.194689862457754,0.0940670817538263,0.0392082673099517
79,1,99148,-0.142327999314185,0.0940832148621465,0.131228155350898
80,1,101281,-0.281431363975976,1.03218402873887,0.785276940003417
81,1,106011,-0.0298270315587668,0.0983568767635976,0.761875597698401
82,1,106800,-0.00921379723333289,0.0945137427018717,0.922395522388913
83,1,107970,-0.0996562258398422,0.0940856055748886,0.290229291315439
84,1,109000,-0.0470894520818143,0.0943677977124629,0.618090792489634
85,1,112549,-0.000831396102149842,0.0942942017234465,0.992970088773197
86,1,112742,-0.00360785635532529,0.0946613876464787,0.969618904658046
87,1,113050,-0.035007887486648,0.0944839637909301,0.711219755724167
88,1,113135,-0.0374429905061081,0.0942405627139399,0.691376867861712
89,1,114076,-0.0108056477068665,0.0942598774549791,0.908798211484174
90,1,114628,-0.000968547399843773,0.0945000832842938,0.991828278608692
91,1,116283,0.00498404758601245,0.0950253269426914,0.958200061102494
92,1,126880,1.0813149967474,1.78202480311043,0.544380279821814
93,1,127853,-0.160302720026293,0.0944642432260426,0.0905843336519488
94,1,128302,-0.193246806692075,0.0939229385074603,0.0403718354175003
95,1,128704,-0.21249432339555,0.0938998238606014,0.0242432966486948
96,1,128911,-0.171615290452027,0.0941468996847797,0.0691724796797283
97,1,130267,-0.203629581683761,0.0939208544222025,0.0308188917011732
98,1,130271,-0.205580102627564,0.0940217860324755,0.0294339571684105
99,1,130613,-0.188269236002878,0.0950139511070335,0.0483117569220879
100,1,132012,-0.150820313792892,0.0949995516041967,0.113274416128542
101,1,133231,-0.226971210554423,0.0938875801449674,0.016134476351031
102,1,137074,-0.16593053556039,0.0941134849733361,0.0787505120961739
103,1,137304,-0.183108468432307,0.0940562359683254,0.0523518581111446
104,1,139686,-0.110443418447416,0.0945014275108146,0.243314856863371
105,1,149562,-0.0765186074748971,0.0948126523756685,0.420180765600808
106,1,150447,-0.0777318602839591,0.09586350351514,0.41799254064631
107,1,151446,-0.300885641291432,0.192098845750697,0.118172883269093
108,1,154084,-0.0702484676628669,0.0961765330622164,0.465623022884052
109,1,156633,-0.0975022806628372,0.0974306366411661,0.31764026734249
110,1,157269,-0.0845641601567543,0.0943950908004446,0.37094156564918
111,1,160054,-0.109724167516118,0.0952212637358902,0.249974534892959
112,1,166222,-0.101669179009484,0.0945398387038736,0.282925250720207
113,1,166416,-0.0997987761863677,0.0943529359058855,0.290907408838425
114,1,167326,-0.0917498253588593,0.0949138059745382,0.33437347832769
115,1,168836,-0.084710666051911,0.0944814441248765,0.370551315690884
116,1,171200,-0.0790386447270351,0.0946371608739906,0.404183754466387
117,1,171431,-0.0958399173169677,0.0951854375985041,0.314684119174693
118,1,173339,-0.141646356479728,0.0942797860879178,0.133886743638273
119,1,173845,-0.136258173725357,0.0942236462399652,0.149032383471154
120,1,175121,-0.142872566410886,0.0940079048404386,0.129458129597281
121,1,175281,-0.141988729899752,0.0940921223380892,0.132183190008354
122,1,175315,-0.158679173382926,0.0939867139783692,0.0922339576758314
123,1,175523,-0.167098237509911,0.094482416805227,0.0778301833537308
124,1,175541,-0.150759019487957,0.0941715398780549,0.110294046234188
125,1,175653,-0.137970252203981,0.0945270353785371,0.145293452320902
126,1,175805,-0.244444381058516,0.0993259256681758,0.0143316660193105
127,1,175818,-0.206308230442192,0.0972550843925719,0.0345921404784872
128,1,175856,-0.117044975014924,0.096175524993316,0.224419744460574
129,1,175876,-0.119079367396873,0.0946882043979163,0.209369755576543
130,1,175989,-0.133347971061846,0.0949058340936045,0.160884148032047
131,1,176001,-0.145379649245517,0.0953533137696888,0.128243846384431
132,1,176451,-0.119562536006806,0.0966073454730348,0.216682040747772
133,1,177692,-0.129913350573752,0.094111740441319,0.168332086867124
134,1,178191,-0.123863352298065,0.0942287715828257,0.189532732592465
135,1,178224,-0.129913350573752,0.094111740441319,0.168332086867124
136,1,178960,-0.156736400034353,0.0947525692296804,0.0989828379476276
137,1,179139,-0.299673364363137,0.187847327509282,0.111539407088684
138,1,179139,-0.641088574647339,0.378154673354406,0.0908988436800796
139,1,180955,-0.20972901303779,0.108663888254042,0.0543989410657164
140,1,183802,-0.197764422506036,0.0937884780654103,0.0356813529356551
141,1,183954,-0.217795638449515,0.0943549766392209,0.021562211920912
142,1,184450,-0.141339586200421,0.093931284498076,0.133292179701133
143,1,184641,-0.171819353058003,0.0965421001478702,0.0759795468666618
144,1,184718,-0.191954251519818,0.0942151134299718,0.042354963607502
145,1,185296,-0.176984583940357,0.0938940679382691,0.0602593022717796
146,1,185438,-0.180411312607073,0.0938800697196265,0.0554456593566778
147,1,185469,-0.17741563700812,0.0940331220064087,0.0600163476900156
148,1,185503,-0.15088979718118,0.0939188875954608,0.109036916384667
149,1,185705,-0.193330806628202,0.0947580705282323,0.0420685448388994
150,1,185749,-0.19731462846335,0.0947348048846836,0.0379879279374269
151,1,185806,-0.180065847473421,0.0949599991171223,0.0587461706977364
152,1,185879,-0.212080092186606,0.0952369869942581,0.0265864944713909
153,1,185916,-0.152236270225887,0.0955169179627689,0.111872488822003
154,1,185941,-0.141042347511436,0.0959844492255574,0.142607063759273
155,1,185954,-0.173508664986711,0.096116099892219,0.0718955149802222
156,1,186055,-0.163880096607911,0.0942287713650191,0.0828761399993892
157,1,186896,-0.192436053999848,0.095636171649454,0.0449614671229832
158,1,187697,-0.314307688164435,0.195441910308911,0.108687594003698
159,1,189392,0.00506252394187623,0.197184807756253,0.979531864544301
160,1,189416,0.134568499326988,0.190606030494154,0.480651717079277
161,1,190132,0.0360698717690593,0.0947322038147854,0.703613210594032
162,1,190148,0.0413757558082132,0.0947546438957881,0.662623432395425
163,1,190165,0.0514909037508654,0.0954692170070834,0.589988413385885
164,1,190169,0.0506495958592446,0.0953513434505985,0.595621798785541
165,1,190933,0.103727680837754,0.0944546844540174,0.272876983895423
166,1,192149,0.174931425578828,0.0949339647972644,0.066216418802758
167,1,192302,0.258832669053111,0.125194431432263,0.0394205349957878
168,1,192303,0.154976293442946,0.113419001998012,0.172681608625803
169,1,192305,0.213213540582272,0.117627534553088,0.0707404581295004
170,1,192315,0.328741040304994,0.132910818225546,0.0138535805639178
171,1,192795,0.129673895558027,0.0941842302801065,0.169443198499551
172,1,194020,0.163432401006374,0.0990893263485712,0.0999667054419158
173,1,194187,0.117931104413957,0.0943063589608557,0.211941347816732
174,1,194867,0.0720486233987949,0.0943857106117331,0.44576901683104
175,1,197325,0.0126089156039021,0.0967663055816079,0.896401126589805
176,1,197392,-0.0305342153357634,0.0979990134885854,0.755546130534579
177,1,198857,-0.694339049722224,0.45144272864286,0.124933563314113
178,1,206666,-0.0120124255901344,0.106237068549826,0.910037840081266
179,1,206675,0.19720080503099,0.137915048741404,0.15363833976775
180,1,223051,-0.0617379144034215,0.109420976053872,0.572960167737404
181,1,223059,-0.119583991850799,0.113494766370137,0.29276291733998
182,2,7366,0.0392710241810708,0.136990966929985,0.774534176417226
183,2,8180,0.0564693070181512,0.18860597875779,0.764808327669005
184,2,8187,0.0985826505909078,0.196086372478414,0.615452745920177
185,2,8250,0.0497698558166775,0.19323628042116,0.796896901270323
186,2,8253,0.037988455249061,0.193243858921813,0.844267011715102
187,2,8285,0.116599373757477,0.104589828764998,0.265683759283144
188,2,8302,0.0782417915809859,0.0979864938278377,0.425119777284102
189,2,8306,0.0782417915809859,0.0979864938278377,0.425119777284102
190,2,8314,0.0537501477361923,0.0960203884666941,0.575985563128493
191,2,8317,0.0693892122550662,0.0981843836095756,0.480204543920334
192,2,8328,0.0630710692562458,0.09775662637554,0.519226673603669
193,2,8331,0.0643946423041405,0.0975701799826954,0.509695239952729
194,2,8498,0.0503960035533597,0.0958847987435662,0.599503735470108
195,2,8651,0.0734664854218116,0.0959324638592674,0.444298353970954
196,2,9418,0.331522962627804,0.243545522465117,0.17430736157545
197,2,9812,0.109297411451032,0.0964072538754037,0.257687545517517
198,2,9932,0.072595988718365,0.0961243181679135,0.450614466143106
199,2,10135,0.0830350860020257,0.0957315656009571,0.386326267043078
200,2,11616,0.0722025197586421,0.0956546425493572,0.450857252100358
201,2,12133,0.105458768302056,0.0959483430361027,0.2724646599302
202,2,12194,0.142551029823343,0.0961852593925476,0.139220037315343
203,2,12359,0.0767822030315424,0.0961151032494086,0.424910608004175
204,2,13061,0.11386159978876,0.0960037790045226,0.236415377895908
205,2,14298,0.0791761503044968,0.096406269751191,0.41204341129323
206,2,15222,0.0785108655250192,0.0973496838277996,0.420507400076751
207,2,17986,0.0856655566236754,0.095623165206927,0.370934749720912
208,2,19770,0.09946212164283,0.0962482146817518,0.302128001332845
209,2,19836,0.0755068286432222,0.0960448197827642,0.43229974241643
210,2,19851,0.0966000501036053,0.0962731205086097,0.31635720787654
211,2,21595,0.103230940428887,0.0958547794738436,0.282237408946648
212,2,22385,0.185585269164305,0.0955939952766741,0.0530064280631877
213,2,23441,0.129664658770521,0.0967906474737475,0.181224085898423
214,2,24209,0.162752756240544,0.0958467145476482,0.0903790942086503
215,2,24341,0.184262180824402,0.0959651658945684,0.0556515270403418
216,2,26815,0.194619033138627,0.0957909593423586,0.0429320239965078
217,2,28209,0.221886441855828,0.0956555458953587,0.0209303267125777
218,2,28695,-0.0111991582534301,0.100690037017575,0.911501857389674
219,2,35849,0.0696962201905293,1.03228604621845,0.946208844723649
220,2,35850,0.231192086770516,1.26245328336619,0.85480176340132
221,2,41245,0.129905797502348,0.0957628398606268,0.175795421364252
222,2,43214,0.138452943296801,0.0972900630616283,0.155591953828368
223,2,47104,0.0572312226378925,0.0947998438014346,0.546426946199645
224,2,50915,0.114609119463011,0.0955862400738929,0.2313272372276
225,2,55834,0.113195932753188,0.0951475427109079,0.234968420159826
226,2,56422,0.0993664168898787,0.0953620019696482,0.298128612451464
227,2,57715,0.096109801925219,0.095056165180965,0.312668585464532
228,2,59046,0.13454502964937,0.09540689055517,0.159354250085558
229,2,59191,0.0904722203439383,0.0950055067476365,0.341604574199134
230,2,59383,0.125129806103444,0.094921500918636,0.188276328063209
231,2,59477,0.0872514489497763,0.0964748809335609,0.366402518322001
232,2,59755,0.375637130560505,0.216091311260093,0.0830253486499301
233,2,60471,0.0932020007975163,0.0951537970996151,0.328009723276119
234,2,60478,0.102028443485885,0.0952370490853886,0.284761777396104
235,2,60786,0.0848064522807938,0.0951278665115334,0.373268475171849
236,2,61035,0.0864378286198753,0.0951168303632016,0.364099844101392
237,2,61071,0.085351890718216,0.0946871215075699,0.367985115833818
238,2,61675,0.0823439548869054,0.094967868345584,0.386491706243704
239,2,62776,0.0284974612031347,0.0992170563410006,0.774109791558378
240,2,62939,0.0679978164838846,0.0948355816088869,0.473843657233878
241,2,63527,0.0331331045636974,0.0952445314176868,0.728142089472387
242,2,63857,-0.0028383700204842,0.0952828958873426,0.976252267821362
243,2,65527,0.00106110493592249,0.094968865213748,0.991091583528456
244,2,67007,0.0575339091885607,0.104515148983206,0.582335680089693
245,2,67023,-0.0801277575617236,0.216181791467637,0.71112063281858
246,2,67024,-0.0457039319650194,0.217000606711893,0.833307973138039
247,2,67976,0.066240409141931,0.0962722224145389,0.491871168558785
248,2,69628,0.016092623374855,0.0979289696726953,0.869565774379753
249,2,71825,0.161948210483253,0.18917938641592,0.392547332753314
250,2,72389,-0.0852576168074147,0.095635065511661,0.373274092281448
251,2,72392,-0.0163054825745399,0.0963897834042037,0.865766159703477
252,2,73646,-0.0283189908027872,0.094405401102262,0.764374965332944
253,2,74564,-0.0710474744932717,0.0941561382735314,0.451009628446909
254,2,74739,-0.0472051697909209,0.0945084936711552,0.61775193459592
255,2,79931,0.0156460453890367,0.10655824483642,0.883349296695729
256,2,80748,-0.016497279324452,0.098320378411293,0.866843751646942
257,2,80873,0.00155741425271718,0.0947674077000338,0.986897383561443
258,2,81501,0.0009979620167756,0.0947516399420378,0.991602467131858
259,2,83526,-0.00308337218663257,0.094604526895746,0.974018188983215
260,2,83845,0.0134570791628223,0.0946918703272148,0.88707071184123
261,2,84412,0.0541532217259428,0.238623192146396,0.820601521222476
262,2,84412,0.0302570691340258,0.119488481901204,0.800244351232228
263,2,84447,-0.0116635190840087,0.0959015883536566,0.903269440304274
264,2,87391,0.00291781090043707,0.0942763090446712,0.975327251394622
265,2,87562,0.00327696586347664,0.0945148540278568,0.972361333446594
266,2,87849,-0.00494176486619074,0.0945056975261786,0.958326676885714
267,2,87878,0.00761449476215318,0.0949113033049859,0.936101797525901
268,2,88125,-0.0835243256340038,0.10544973595408,0.428847646888777
269,2,89785,0.0889736756436196,0.0948045470880119,0.348631325671504
270,2,93441,0.0302819760429526,0.0977431250785225,0.756886867519238
271,2,93588,0.0520507059491388,0.101150972965316,0.60716554031119
272,2,93721,0.00871508690956355,0.094634971762331,0.926677493563956
273,2,93952,0.0311897256503617,0.094350810482265,0.741163999306146
274,2,95085,0.0327270960534376,0.0944810589938517,0.729257588393706
275,2,103188,0.157415381734002,0.0964277562776266,0.103472257636808
276,2,107124,0.203865955472551,0.0939194017795084,0.0306238317836316
277,2,111645,0.140357627171428,0.0943092536804051,0.137572486971356
278,2,111916,0.168644522092013,0.0944018897491837,0.0748840678284959
