SNP,Chr,Pos,Effect,SE,HUG1_ALO1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0316648221576198,0.181244767185197,0.861409624368677
2,1,1035,-0.0554339907486897,0.183211735761291,0.762397385496475
3,1,1074,-0.097410406122318,0.309611674655567,0.753235133943052
4,1,1470,-0.0430172935814888,0.30853147387707,0.889193080199903
5,1,1475,0.131088426714349,0.227628212779676,0.565057631533887
6,1,1491,0.153347782232752,0.199042736003894,0.441562291043629
7,1,21249,-0.0508469488826542,1.1436532386261,0.964562787160292
8,1,27243,0.00419447679484541,0.156018203097224,0.978567020419232
9,1,27272,0.0511220362160988,0.153651230751112,0.739547088159381
10,1,27498,-0.637940561421928,1.402919341621,0.649587594369331
11,1,27561,1.54593594735409,1.0569766830619,0.144466119558776
12,1,27816,0.0423944449529968,0.156794802617113,0.787024629955023
13,1,27822,0.0319893559498536,0.156602481520021,0.838259397563047
14,1,27823,0.0460349697902664,0.159818820370879,0.77348153971291
15,1,27825,0.0388181138278266,0.156598108076585,0.804368542225493
16,1,27843,0.0233886793202208,0.150034143831027,0.876209588579577
17,1,27848,0.0233886793202208,0.150034143831027,0.876209588579577
18,1,28495,0.0560915195733507,0.150012033127517,0.708693175660149
19,1,28975,0.0268156845108893,0.149031960246636,0.857308849873124
20,1,29283,-0.458159361872859,0.333112052092732,0.169882389123248
21,1,29752,-0.228800623360583,0.348009027276181,0.511316208691285
22,1,29787,2.40955781348507,0.933481828886164,0.0102468783710233
23,1,30057,-0.0857094938174487,0.305477311588787,0.779200262287057
24,1,30479,0.469484687053116,0.89483550583015,0.600148661450648
25,1,30706,-0.0726157301413106,0.153871433408705,0.637272114738903
26,1,31435,0.0671622947994538,0.148600930368302,0.651572384871422
27,1,35128,0.230891480737143,0.204506974024448,0.259658087779882
28,1,35129,0.0651381945075675,0.205371265935549,0.751299939635169
29,1,36146,-0.0155078750392967,0.14787514561472,0.916537407252258
30,1,37255,-0.0322406456375672,0.298475874831183,0.914043105415166
31,1,37409,0.028165903936797,0.148669443645336,0.849846506151731
32,1,37478,0.0282837363166225,0.148797195526532,0.849353777021511
33,1,39144,-0.0709574209107451,0.14807762233146,0.632099675901944
34,1,41499,-0.155881877078438,0.147481720729031,0.29125387504941
35,1,45359,-0.284305132534774,0.248221412176158,0.252832216266029
36,1,45634,-0.303135596039659,0.227851540103778,0.184242579487815
37,1,51248,-0.216117348853208,0.147897009035684,0.14483112156769
38,1,51462,-0.207557891357078,0.148133450340517,0.16204631209505
39,1,52124,-0.153596637887002,0.148118217139457,0.300451819078134
40,1,52667,-0.210361833136466,0.147682093437534,0.155207356680412
41,1,55470,-0.166165461673556,0.151879208626189,0.274673219359942
42,1,59265,-0.0112881072635408,0.148029975393021,0.939258987746611
43,1,60165,-0.0558297844267265,0.147889482124537,0.706021372921521
44,1,62308,-0.0380034034969137,0.147742807575652,0.797153599020167
45,1,62869,-0.0295023344320061,0.147729750473938,0.841826480113905
46,1,65431,0.0010284986585562,0.15429770973145,0.994685364152362
47,1,65451,0.00532588412368207,0.152109641430956,0.972088801983301
48,1,65719,0.0251914910659995,0.158616775007005,0.873901638669339
49,1,66841,-0.00175773457798969,0.147807693466927,0.990518468789663
50,1,66948,-0.00116867505201954,0.148714823598552,0.993734329995343
51,1,68621,-0.190930278505094,0.147963403215318,0.197760375236637
52,1,69417,-0.112673053922522,0.147797716707814,0.44636238276423
53,1,69820,-1.03705028006783,0.576175015594014,0.072732105079556
54,1,69821,-0.353485406370265,0.358637792689508,0.324988093646166
55,1,70906,0.0118108290367314,0.237614299647121,0.960384878889235
56,1,74327,-0.0412813876719833,0.148716351556855,0.781493654536694
57,1,74572,-0.0241713604547088,0.14833102911816,0.870646700441323
58,1,75211,-0.0112766875319038,0.148064987219131,0.939334638527031
59,1,76030,0.00979591510086833,0.148065285722326,0.947288348271762
60,1,80108,-0.0674145116234332,0.147987702297372,0.648999935323015
61,1,81262,-0.00333304236700965,0.147975125385603,0.982042421248527
62,1,81999,-0.0721652566697779,0.148286871530992,0.626801463704076
63,1,82431,-0.139416817727828,0.148853954497315,0.349603964924041
64,1,83284,-0.0776644430410761,0.147896505999672,0.599824590682646
65,1,83613,-0.0855409227734463,0.147867882832136,0.563298444936816
66,1,84112,-0.0789827320523596,0.147894528239842,0.593644682782566
67,1,84701,-0.0406440394278994,0.158418553077808,0.797667062242872
68,1,84858,0.00925863122695789,0.148371016041988,0.950278110640936
69,1,85751,-0.0696630163066085,0.148935535347017,0.640259599651265
70,1,87445,-0.0614390108700026,0.14926080152715,0.680866406139219
71,1,87467,-0.139787505130552,0.149893656702286,0.351675377326139
72,1,89070,-0.100547090288056,0.149042853538411,0.500359650741557
73,1,89616,-0.00315220335560411,0.148336513250324,0.983057953451279
74,1,89679,-0.0526243701078938,0.148328949726352,0.722965135893634
75,1,89880,-0.0352984801295899,0.148381088652001,0.812103893099124
76,1,91472,-0.0104436359980107,0.149493437580197,0.944344518548782
77,1,93789,0.0133816162740837,0.147952547690168,0.927984637777387
78,1,94351,-0.0746170532893067,0.148290479697953,0.615150358091506
79,1,99148,-0.0334285329321554,0.147943563609944,0.82136747825501
80,1,101281,1.17440550400411,1.61692799133162,0.46812455807124
81,1,106011,0.0128454473508285,0.154194582205978,0.933654864480308
82,1,106800,-0.0465966305812655,0.148133075427287,0.75328215268452
83,1,107970,0.0162139122590275,0.147712387299794,0.912656716449949
84,1,109000,-0.00915868193614741,0.147974428801715,0.950682529350957
85,1,112549,-0.116156648399469,0.147678370108333,0.432072147270337
86,1,112742,-0.0615184479190202,0.148347451631855,0.678619552541566
87,1,113050,-0.100683205345849,0.148036997438658,0.496873066581001
88,1,113135,-0.102007877323833,0.147656868903421,0.49011753662998
89,1,114076,-0.0165433255962919,0.147754029632806,0.910914551643709
90,1,114628,0.0626341957862324,0.148092934486808,0.672597701543409
91,1,116283,0.0306154512351233,0.14894542471285,0.837262393774825
92,1,126880,-2.51856716097272,2.79159287969456,0.367567321290504
93,1,127853,0.125044117928374,0.148527964125707,0.400419856074318
94,1,128302,0.172821578268055,0.147819994831921,0.24313797520882
95,1,128704,0.127612342571283,0.148097669411018,0.389450278807146
96,1,128911,0.173701265692657,0.147981230260553,0.241264048411459
97,1,130267,0.0877284989590802,0.148125888772243,0.554058094143899
98,1,130271,0.0875632732249074,0.14830214599646,0.555274608881793
99,1,130613,0.16858019716319,0.149492890396366,0.260220828577004
100,1,132012,-0.0986666011980493,0.149351736093187,0.509278942802425
101,1,133231,-0.146603870668412,0.148178276419523,0.323157410747727
102,1,137074,-0.115462913343959,0.14804505317367,0.435962100972564
103,1,137304,-0.159733844833107,0.147980030945815,0.281133786357602
104,1,139686,-0.0805238090611995,0.14835694824345,0.587630189640196
105,1,149562,-0.0944440544251678,0.148672480239602,0.525677541713759
106,1,150447,-0.0712764537514046,0.150359640743899,0.635764597946818
107,1,151446,0.0541723076174616,0.302148891521419,0.857812777307886
108,1,154084,-0.0243659064971364,0.150866598262926,0.871787044352147
109,1,156633,-0.0494174914540929,0.152917989264277,0.746762873998743
110,1,157269,-0.114407549477468,0.148008749952062,0.440052501013435
111,1,160054,-0.112719112977121,0.149420957475539,0.451128310278572
112,1,166222,-0.107493033985724,0.148325003782205,0.46910829897772
113,1,166416,-0.0969753130731602,0.148044009688329,0.512866158885269
114,1,167326,-0.167736295431708,0.148707989063499,0.260103912460709
115,1,168836,-0.162306400477588,0.148017873450787,0.273593316427352
116,1,171200,-0.2446654120142,0.147919687073504,0.0990078270656061
117,1,171431,-0.346307890671017,0.148277595853319,0.0200749139020125
118,1,173339,-0.290293139326307,0.147449548869709,0.0497623362261959
119,1,173845,-0.288069786279808,0.147338341600117,0.0513531531896167
120,1,175121,-0.375654021706485,0.146482004134723,0.0107452490885025
121,1,175281,-0.35718360609043,0.146739544593133,0.015422727193043
122,1,175315,-0.353249084045126,0.146719564162237,0.0165680580185711
123,1,175523,-0.341998437706456,0.147639543636684,0.0211062163415934
124,1,175541,-0.356213869207926,0.146932169272082,0.015837711643814
125,1,175653,-0.390372525776203,0.147159579951608,0.00834529955292942
126,1,175805,-0.296834413537176,0.156228207071993,0.0582470856705457
127,1,175818,-0.352116204837745,0.152268548557298,0.021326555392694
128,1,175856,-0.410884179598555,0.149481382204516,0.00629016722233267
129,1,175876,-0.362292396937845,0.147502356546385,0.0145232830494044
130,1,175989,-0.381479270323476,0.147793682533719,0.0102497190530598
131,1,176001,-0.3754908460424,0.148621492698909,0.0119572982410876
132,1,176451,-0.348727411434698,0.150622480853283,0.021172575871593
133,1,177692,-0.325758898621037,0.146899655723621,0.0272210977112661
134,1,178191,-0.340577088865461,0.146952404906095,0.0210423064162508
135,1,178224,-0.325758898621037,0.146899655723621,0.0272210977112661
136,1,178960,-0.358986424527718,0.147871419133884,0.0156945920109948
137,1,179139,-0.410556837800793,0.294704285599536,0.164461784229833
138,1,179139,-0.491235943914187,0.594597279768133,0.409268073528896
139,1,180955,-0.173516649427374,0.170979578318862,0.310877910443115
140,1,183802,-0.270141474949294,0.147237588499574,0.0673868282393734
141,1,183954,-0.24807816892104,0.148428854649625,0.0955366407563613
142,1,184450,-0.202108916487309,0.147318049484992,0.170958873573592
143,1,184641,-0.158020485800915,0.151775898147518,0.298521507693839
144,1,184718,-0.253666243882524,0.147934700225443,0.0872746631802623
145,1,185296,-0.227592196427104,0.147422493938236,0.123530543607458
146,1,185438,-0.196634344328507,0.147555624311666,0.183518820504358
147,1,185469,-0.203853609374741,0.14774193115003,0.168523031334874
148,1,185503,-0.217515494246009,0.147302401341169,0.14065844395824
149,1,185705,-0.222303159720672,0.148938798460615,0.13644018772992
150,1,185749,-0.208610405078464,0.148994901534418,0.162356343545922
151,1,185806,-0.241269229048614,0.149055401169509,0.106414658338312
152,1,185879,-0.25718479417498,0.149705947534583,0.0866857542124395
153,1,185916,-0.167953858712977,0.149995948872569,0.263593259612985
154,1,185941,-0.177651635667972,0.150620153342847,0.239006209764646
155,1,185954,-0.201105862971597,0.150978441885203,0.183713924327289
156,1,186055,-0.199468304430306,0.147956198082815,0.178472060025396
157,1,186896,-0.215711249944928,0.150330752318238,0.152197829778688
158,1,187697,-0.634789424115099,0.305616724672563,0.0385172270878594
159,1,189392,-0.458751673310534,0.308124780961867,0.137419617534543
160,1,189416,-0.359621624289532,0.298375635693812,0.228908461064747
161,1,190132,-0.0346195581440806,0.148513341781128,0.815813121263855
162,1,190148,-0.0130194025997416,0.148567950262836,0.930218344414998
163,1,190165,-0.0460528101814017,0.149691143041352,0.75852842713221
164,1,190169,-0.00661088458040487,0.149524103355872,0.964759749844337
165,1,190933,-0.234594361852923,0.147785431366009,0.113317720865154
166,1,192149,0.0161805744040868,0.149522037228752,0.913886378991094
167,1,192302,0.225280850067757,0.197064422177281,0.253736995205975
168,1,192303,0.118909887237347,0.178143302368976,0.504891684656071
169,1,192305,0.216364594767287,0.184880874588854,0.242672987520245
170,1,192315,0.0247444408522188,0.210133327193018,0.906328039645835
171,1,192795,0.0971488696618139,0.147940860864065,0.511818619408616
