SNP,Chr,Pos,Effect,SE,HNM1_TPO2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0480466180712795,0.124645058127339,0.700123262143147
2,1,1035,-0.0481625914618743,0.126009110238412,0.702531786265743
3,1,1074,-0.000162608117295626,0.212990584894303,0.999391284639599
4,1,1470,-0.0173452887418879,0.212221567399134,0.93490616923219
5,1,1475,0.00637908768300033,0.156643067802617,0.967539178050229
6,1,1491,-0.0886648554046607,0.136941671161822,0.517752274735966
7,1,21249,2.15841798826042,0.778209374602537,0.00583904962575898
8,1,27243,0.0606527967707022,0.107265811161584,0.57213109325892
9,1,27272,0.0580986408909938,0.105657518083886,0.582751461809433
10,1,27498,1.37749017281471,0.96246657490395,0.153255217702708
11,1,27561,-0.178993751016218,0.729159422056577,0.806227769711634
12,1,27816,0.00486777422172008,0.107859293585676,0.964028585328695
13,1,27822,-0.00393870257366391,0.107722315253,0.970853731379689
14,1,27823,-0.0176791397979771,0.109937344238924,0.872334210797719
15,1,27825,0.000492267584317918,0.10772251605042,0.996356441708006
16,1,27843,-0.00563389175619311,0.103201358633176,0.956494988289765
17,1,27848,-0.00563389175619311,0.103201358633176,0.956494988289765
18,1,28495,0.00306396645468793,0.103203336453783,0.976332151513012
19,1,28975,0.0274687980190865,0.102503183267772,0.788871271366536
20,1,29283,0.238221371529753,0.229387994559208,0.299744217160026
21,1,29752,-0.5242378405573,0.237887378701214,0.0281889806997425
22,1,29787,-1.03965323747159,0.645743151515364,0.108289404692134
23,1,30057,0.179844795488914,0.209922284526513,0.392180393905491
24,1,30479,-0.649862813204038,0.614763902689788,0.291191874368722
25,1,30706,-0.0316147829019859,0.10585766067791,0.76538001095551
26,1,31435,0.0615078649640517,0.102189576944479,0.5476273563196
27,1,35128,0.0858192944031142,0.140846078177424,0.542709190712847
28,1,35129,0.0424690492332651,0.141262912982432,0.763867268845849
29,1,36146,-0.00813297311843997,0.101713878038111,0.936314916119986
30,1,37255,0.0579179574670787,0.205281420614292,0.778002037537309
31,1,37409,0.00689737649292926,0.10226409779514,0.946264273315313
32,1,37478,0.0103082116196656,0.102351197103089,0.91983457238239
33,1,39144,-0.00170341115047591,0.101885565985169,0.986670341532901
34,1,41499,0.0189760249968532,0.101597978211084,0.851943862009723
35,1,45359,-0.0222927116951821,0.171047403986237,0.89637910434381
36,1,45634,0.102052482359495,0.157022020806318,0.516163606083676
37,1,51248,0.0196200208558751,0.102030123947988,0.847620649236454
38,1,51462,0.00504457961916287,0.102173475938538,0.960650212990883
39,1,52124,0.0272218886158232,0.102025180473392,0.789767099744928
40,1,52667,0.0936910963809912,0.101749819137611,0.357784396588701
41,1,55470,-0.00602649679970613,0.104643811889058,0.954107346219336
42,1,59265,0.0966178400427915,0.101690607488407,0.342703514790861
43,1,60165,0.064278298926201,0.101686071637641,0.527714445153432
44,1,62308,-0.0332837049812212,0.101616271326832,0.743451340307064
