SNP,Chr,Pos,Effect,SE,ERG11_HYR1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.11093277723864,0.109694752049921,0.312572186856053
2,1,1035,0.0941552160237418,0.110942200830694,0.396630558854761
3,1,1074,-0.204154863413791,0.187360859694076,0.276617443416926
4,1,1470,-0.152177198327809,0.186824347140095,0.415880864801182
5,1,1475,0.077395678427024,0.137964167062826,0.575164416643817
6,1,1491,-0.136774733544745,0.120517493742347,0.25718922501348
7,1,21249,0.144007067642625,0.693104673959598,0.835527573755664
8,1,27243,-0.0466890371787099,0.0945269178640024,0.621667612970824
9,1,27272,0.0148792456154088,0.0931361390527095,0.873163062815158
10,1,27498,-0.687459770277418,0.849742640509316,0.419047918944252
11,1,27561,0.295598248037316,0.64235770395951,0.64567249255703
12,1,27816,-0.0526757471277406,0.0949986382564749,0.579595016962875
13,1,27822,-0.0473905095736513,0.0948856885461602,0.617774638534731
14,1,27823,-0.060013226376574,0.0968216652267401,0.535767875809909
15,1,27825,-0.0462613865449872,0.0948872670615192,0.626177982416507
16,1,27843,-0.0548580296877554,0.0908889049851652,0.546515640833881
17,1,27848,-0.0548580296877554,0.0908889049851652,0.546515640833881
18,1,28495,-0.0524396419836413,0.0908944219112076,0.564355042204137
19,1,28975,-0.0783036035053018,0.0902332040060505,0.386098051642062
20,1,29283,-0.0497852933308636,0.202415379017815,0.805859177215309
21,1,29752,0.0732835996130845,0.211014288179526,0.728578833908608
22,1,29787,1.26248886844741,0.567111897960471,0.0266334033469164
23,1,30057,-0.0857276522639285,0.1851080404097,0.643562128303649
24,1,30479,1.16896700360501,0.538973877383407,0.0307593162782736
25,1,30706,-0.0593047412912521,0.0932343638314651,0.525134880713073
26,1,31435,-0.0456702971089639,0.0900572760604182,0.612383756894358
27,1,35128,0.23200004409438,0.123555627065776,0.0612469039384218
28,1,35129,0.0500995209848734,0.124460546584155,0.687535197158823
29,1,36146,-0.118884989734518,0.0894018877254141,0.18444883877387
30,1,37255,-0.0812546390457172,0.180851482532006,0.65349868411137
31,1,37409,-0.0259803211543939,0.0900995151402454,0.773247004056804
32,1,37478,-0.0460355149262954,0.0901542978550391,0.609929137512547
33,1,39144,-0.0792837828382914,0.0896768088443779,0.377240878807231
34,1,41499,-0.048340730103714,0.0894900410276427,0.589413531202188
35,1,45359,-0.343337230647587,0.149609364431694,0.0223255230074961
36,1,45634,0.0532231464708683,0.138413011034965,0.700821539959864
37,1,51248,-0.106223724315321,0.0897301504096022,0.237283616407146
38,1,51462,-0.0912633664195188,0.0898988702223274,0.310716221737807
39,1,52124,-0.0414825401270607,0.089880974812492,0.644704475962319
40,1,52667,-0.151358540654429,0.0894017691776999,0.0913348597744597
41,1,55470,-0.162994883695497,0.0917978326426222,0.076662770329574
42,1,59265,-0.0214666061376875,0.0897114396401716,0.811023428348697
43,1,60165,-0.00625924460497893,0.0896502985154998,0.944377698816285
44,1,62308,-0.0310551939621999,0.0895370656363457,0.728916868330624
45,1,62869,0.02568163513911,0.0895306397554832,0.774397426552966
46,1,65431,0.028663874741128,0.0935042837876187,0.759365540322102
47,1,65451,0.0357232251043471,0.0921711302938987,0.698564164525382
48,1,65719,0.044084418694665,0.0961092184016032,0.646738469894694
49,1,66841,0.0406365219456654,0.089557159968411,0.650287920088046
50,1,66948,0.0165084458835401,0.090128773763365,0.854773633523698
51,1,68621,-0.0939798517464648,0.0897496019508181,0.295754267528895
52,1,69417,-0.0692493323415232,0.0895751199243062,0.439988433244592
53,1,69820,-0.282526961059608,0.3504843308327,0.420725361609473
54,1,69821,-0.266393103415322,0.217199712863378,0.220832103377796
55,1,70906,-0.251730393537025,0.143389123195808,0.0800282841842813
56,1,74327,0.000655096930620547,0.0901438048025652,0.994205735262104
57,1,74572,-0.00103419823649825,0.0899038031380815,0.990828325956293
58,1,75211,0.00837181584445157,0.0897388270818214,0.925725387426855
59,1,76030,0.0779785476034788,0.0896439065704458,0.384962540005203
60,1,80108,-0.00220885904252921,0.089718638008243,0.980372100657387
61,1,81262,-0.00209005420701516,0.0896847280625778,0.981420581315261
62,1,81999,-0.0598194916271551,0.0898474252206643,0.505980340677917
63,1,82431,-0.0657516415884025,0.0902615832825425,0.466817121150914
64,1,83284,-0.0172113379734482,0.0896674084484862,0.847894543242612
65,1,83613,0.0533076796160015,0.0896173035444617,0.552333582822992
66,1,84112,0.0480769032656933,0.0896355703585992,0.592047845531615
67,1,84701,0.0605698611592114,0.0959691024158663,0.528357960453309
68,1,84858,0.127537756083192,0.0896685965430123,0.155815356117547
69,1,85751,0.0551791364724834,0.0902470112088006,0.54131284334875
70,1,87445,0.0643115392823764,0.0904208964636724,0.477401253469056
71,1,87467,0.0382090435016548,0.0909366222288241,0.674615277285473
72,1,89070,0.0759306408446556,0.0902996819799938,0.400987830906745
73,1,89616,0.0737632338076597,0.0898180561435188,0.412057184053176
74,1,89679,0.0857121001001602,0.0897994000206098,0.340491805310157
75,1,89880,0.0959243840747576,0.0897929562939959,0.286122391397085
76,1,91472,0.120717428714741,0.0903774761927278,0.182507043739324
77,1,93789,0.0681920559383768,0.0895986052837508,0.447115065460818
78,1,94351,0.0259090181077705,0.0898975126953659,0.773358069434857
79,1,99148,0.0210624118420956,0.0896650800934575,0.814421816726288
80,1,101281,0.10822163639008,0.980702454078939,0.912193609236664
81,1,106011,0.0108883080284554,0.0934533414583363,0.907314114765517
82,1,106800,-0.010270991454102,0.089791380881906,0.908995832880843
83,1,107970,0.0181445118867861,0.0895218113277386,0.839499906706621
84,1,109000,0.0326374154702219,0.0896679722999927,0.716090296111091
85,1,112549,-0.0717840873267752,0.0895017612948823,0.423068802055656
86,1,112742,-0.0495962908042727,0.0898935399449874,0.581487564563709
87,1,113050,-0.0119943329385027,0.0897787283812194,0.893795941169821
88,1,113135,-0.0436045373140706,0.0895222426463177,0.62650360850074
89,1,114076,0.000159293485045509,0.0895523206475911,0.998581747925216
90,1,114628,0.00604211116470789,0.0897782966887066,0.946380696866507
91,1,116283,0.0733700731151384,0.0901937141760576,0.416495761070184
92,1,126880,-4.19422647284842,1.67910296805239,0.0129476670550559
93,1,127853,-0.0317667660396794,0.0900942618976198,0.724602683986125
94,1,128302,-0.0299918306446129,0.089749803998948,0.738448556918102
95,1,128704,-0.0236069623298414,0.0898445669354032,0.792893964471891
96,1,128911,0.00110363184980122,0.0898632777940896,0.990208178013474
97,1,130267,-0.0145594853232777,0.0898173574814559,0.871319047853545
98,1,130271,-0.00890488837475445,0.0899260567397686,0.921174976780652
99,1,130613,0.0414811769131621,0.0907408163238023,0.647852249639171
100,1,132012,-0.0541216382430441,0.0905291900737247,0.550332485347203
101,1,133231,-0.137529856151431,0.0896338927512481,0.125839066688565
102,1,137074,-0.140897609472537,0.0894907241072243,0.116281973649452
103,1,137304,-0.132226103590575,0.0895595132964277,0.140726717960298
104,1,139686,-0.128524473820621,0.0896931783545265,0.152761493503169
105,1,149562,-0.110945171934281,0.0899652906092374,0.218321816019396
106,1,150447,-0.103639947652959,0.0909918896482798,0.255474652783333
107,1,151446,-0.167329723825166,0.182917989296482,0.360931554997002
108,1,154084,-0.104413866267229,0.0912715400094419,0.253402310414182
109,1,156633,-0.0844060322113782,0.0925852818294321,0.362571382033985
110,1,157269,-0.136303417940954,0.0894874123001106,0.128614636811044
111,1,160054,-0.108742489219427,0.090449001320704,0.230071773485027
112,1,166222,-0.0962007756592941,0.0898178112652446,0.284871644964435
113,1,166416,-0.102611019157614,0.0896147329447208,0.252974945628664
114,1,167326,-0.118793054583663,0.0900695335626131,0.188056210821355
115,1,168836,-0.128789068507007,0.0896014762292533,0.151503142428876
116,1,171200,-0.0898305483108965,0.0898707816828657,0.318211884583744
117,1,171431,-0.130134036982355,0.090294471369043,0.150409506691465
118,1,173339,-0.152981659745177,0.089485804949487,0.0882254418099434
119,1,173845,-0.144908278625955,0.0894491030589107,0.106123477053993
120,1,175121,-0.115540553536976,0.0893917092725159,0.197022591939873
121,1,175281,-0.113343280990933,0.0894760114962097,0.206081683125076
122,1,175315,-0.118819563094165,0.0894275820157998,0.18481578699112
123,1,175523,-0.106037430493798,0.0899820549477723,0.239419522502263
124,1,175541,-0.116408471199804,0.0895769008905913,0.194607832422432
125,1,175653,-0.146672050679552,0.0897361216820827,0.103049173560608
126,1,175805,-0.102416371374227,0.0950134529538943,0.281807986047395
127,1,175818,-0.12898835568192,0.0927294819693169,0.165096178449669
128,1,175856,-0.106724854157005,0.0913857040555935,0.243655191368232
129,1,175876,-0.113716361485167,0.0899554880631618,0.207013738922044
130,1,175989,-0.112427503650609,0.0902178822554711,0.213525579935769
131,1,176001,-0.111309875594725,0.0906939467862612,0.220522757524561
132,1,176451,-0.113192473410703,0.0917822311263385,0.218294821300546
