SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.101746845181419,0.150194760029752,0.498575175208164
2,1,1035,0.0609967857929386,0.151901854760956,0.688255332611172
3,1,1074,0.253576757042602,0.25640710053837,0.323359351794983
4,1,1470,-0.462941831861784,0.254648117973198,0.0699166953284659
5,1,1475,0.124873325178919,0.1887180690361,0.50860002153391
6,1,1491,0.0527468891742209,0.165158550822669,0.749633941065881
7,1,21249,-0.782600480163076,0.947390163285072,0.409328391735615
8,1,27243,0.100280358926553,0.129258296764905,0.43837843692967
9,1,27272,0.123581476818342,0.127255748893369,0.332150047017992
10,1,27498,-0.140169887794068,1.16359965113704,0.904185478089636
11,1,27561,0.375509208082582,0.878856030300766,0.669442857298801
12,1,27816,-0.0867037756534983,0.129943804720228,0.505054424107165
13,1,27822,-0.0893874439098084,0.129773284742741,0.491403498501747
14,1,27823,-0.0721344625366546,0.132479689428029,0.586445014386243
15,1,27825,-0.0724255366629926,0.129803238266836,0.577222638517736
16,1,27843,-0.0972939945566455,0.124302870598904,0.434317960220825
17,1,27848,-0.0972939945566455,0.124302870598904,0.434317960220825
18,1,28495,-0.0673009046919292,0.124361126931777,0.588729583566525
19,1,28975,-0.102269272864195,0.123461142376148,0.408030933382218
20,1,29283,-0.0923591380461266,0.276907767943292,0.738926582951318
21,1,29752,-0.0233092081794339,0.288738623439072,0.935704247172658
22,1,29787,1.53233583564528,0.777033610139511,0.0493861562880092
23,1,30057,-0.15281901403978,0.253195540971082,0.546523020451692
24,1,30479,-0.106073354478348,0.742254017981557,0.886445102492716
25,1,30706,-0.139325510194859,0.127412868709886,0.274921557790849
26,1,31435,-0.154216612174623,0.122980036846596,0.21067283312558
27,1,35128,0.0821926126471615,0.16982414035478,0.628695474747879
28,1,35129,-0.00267243905188863,0.170315451345062,0.98748968122774
29,1,36146,-0.137927113326181,0.122398151364125,0.260561813354407
30,1,37255,-0.0801502089035679,0.247459730046069,0.746211671210335
31,1,37409,-0.0326180723294621,0.123268858396663,0.791464973610525
32,1,37478,-0.0475910685410316,0.12336105748484,0.699886956052374
33,1,39144,-0.0576388745211842,0.122785695149038,0.639054538328651
34,1,41499,-0.163895712760062,0.122172295167299,0.180616358639561
35,1,45359,-0.0794014952887832,0.206160832076634,0.700363093113073
36,1,45634,-0.0125835882868994,0.189403492547392,0.947066732951314
37,1,51248,-0.234232789752983,0.122371257660788,0.0564136312405317
38,1,51462,-0.221451567600029,0.122606218812349,0.0717384202546432
39,1,52124,-0.240836391472606,0.12233493998432,0.0497737018689367
40,1,52667,-0.281218557176051,0.121891995795341,0.0216267205697059
41,1,55470,-0.277212527395025,0.125283827491984,0.0275594080771645
42,1,59265,-0.134530029042808,0.122536563229398,0.273006661243881
43,1,60165,-0.150744785668505,0.122390128576613,0.218890605707316
44,1,62308,-0.127311345535737,0.122330415436571,0.298719164252779
45,1,62869,-0.155354422897275,0.122223175506673,0.204540073389869
46,1,65431,-0.168372026471707,0.127627474346413,0.187941976343118
47,1,65451,-0.164214511409623,0.125824402444796,0.192705939233781
48,1,65719,-0.0952046473461732,0.131430069631544,0.469315406554114
49,1,66841,-0.117448884409092,0.122400764251915,0.337941661738859
50,1,66948,-0.143948168391434,0.123074212161539,0.242949225847453
51,1,68621,-0.228323924691954,0.122376486402244,0.0629055985551348
52,1,69417,-0.149570911073976,0.122394208400888,0.222506986946303
53,1,69820,0.129126263982566,0.479895059508744,0.788031569843453
54,1,69821,-0.263293545593745,0.297456902929246,0.37667904801848
55,1,70906,-0.107394230496335,0.196944519437619,0.585890238663015
56,1,74327,-0.0936630010570464,0.123226371665772,0.447708771638929
57,1,74572,-0.0786370981914462,0.122927601050146,0.522780943015408
58,1,75211,-0.0541735064691007,0.122740754494364,0.659218799481095
59,1,76030,-0.0488658031345643,0.122747065592391,0.690795953036594
60,1,80108,-0.136613031409665,0.122530034488548,0.265636727252019
61,1,81262,-0.159352377469339,0.122405696248555,0.193820675017012
62,1,81999,-0.142374125558533,0.122765181228744,0.246943685604341
63,1,82431,-0.133525247669251,0.123376559868566,0.27987671572368
64,1,83284,-0.0568406848401923,0.122644488654606,0.64332106145091
65,1,83613,-0.0509063045826048,0.12263835098641,0.678326094111472
66,1,84112,-0.0668645800338945,0.122630166863421,0.585923227245996
67,1,84701,-0.0931784611750247,0.13127725599581,0.478306839035271
68,1,84858,0.0100944707500653,0.123026869033976,0.934652706022183
69,1,85751,-0.0902955866838177,0.123440198982576,0.464963653504693
70,1,87445,-0.0970410973889062,0.123687067587719,0.433232217650047
71,1,87467,-0.134264299227104,0.124237578303559,0.280565677023552
72,1,89070,-0.14682431829584,0.123416921489162,0.234979136120973
73,1,89616,-0.08942125377905,0.122906716312858,0.46736901278241
74,1,89679,-0.143759743159986,0.122776212613644,0.242425257089269
75,1,89880,-0.106496168534736,0.122914952233833,0.386847522008421
76,1,91472,-0.0891739421293044,0.123868020567136,0.472056217029778
77,1,93789,-0.0311884050396423,0.122670565392732,0.799454151010083
78,1,94351,-0.0436747883591977,0.122982706035435,0.722704657947347
79,1,99148,-0.0359277302710196,0.122666892529397,0.769779419872372
80,1,101281,0.828845997636461,1.34101220030303,0.536924517129292
81,1,106011,-0.133598985176199,0.127659563117287,0.296034540086542
82,1,106800,-0.10575583947765,0.122718257173045,0.389394960004381
83,1,107970,-0.123983489452471,0.122305433221135,0.311410589556644
84,1,109000,-0.131135907494884,0.122500506831034,0.285128948071673
85,1,112549,-0.171258820502993,0.122220855908075,0.162025574315284
86,1,112742,-0.0936103521627694,0.122936861947661,0.446896342438772
87,1,113050,-0.120893159151067,0.122662147131124,0.325015096072152
88,1,113135,-0.154081405200749,0.122243162912161,0.208339574616916
89,1,114076,-0.0779905551816349,0.122447601477537,0.524583248742997
90,1,114628,-0.0695522844569392,0.122772092478518,0.571403451072989
91,1,116283,-0.0616283755843976,0.123467482800693,0.617987027525186
92,1,126880,-0.4367929385767,2.3173039582674,0.850599408729999
93,1,127853,0.019113073121185,0.123276885787668,0.876876958056776
94,1,128302,0.00990178753997623,0.122806410808702,0.935782504501226
95,1,128704,0.0109639581076924,0.122928402385779,0.928981661310465
96,1,128911,0.0596637690005865,0.122902373990293,0.627653647291811
97,1,130267,0.058142150327078,0.12284614424658,0.636297104025839
98,1,130271,0.0582297216604377,0.122991921620767,0.636189475319171
99,1,130613,0.0646019139478479,0.12413307023544,0.603093856793678
100,1,132012,-0.100380183949296,0.123801867335909,0.418019283412655
101,1,133231,-0.101989326620248,0.122917977444552,0.407249479278796
102,1,137074,-0.0361910147982071,0.122847697224746,0.768472115120064
103,1,137304,-0.0793653144358308,0.122832890416891,0.518618683775037
104,1,139686,-0.0600433238346122,0.12302551936632,0.625813292215661
105,1,149562,-0.0310443421943268,0.123336710216311,0.801416343951643
106,1,150447,0.00508652434567425,0.124715689244667,0.967490387354104
107,1,151446,-0.0652004984051349,0.250525399598073,0.794818788011093
108,1,154084,-0.0429091661562837,0.125080442293157,0.731763120671499
109,1,156633,0.0129425173813826,0.126814540256606,0.918768091303255
110,1,157269,-0.063323672808105,0.122784549485178,0.606365867406957
111,1,160054,-0.0551944450831291,0.123962986417683,0.656412444882857
112,1,166222,-0.0207109191413997,0.123075734758463,0.866461076673949
113,1,166416,-0.0503526517726697,0.122801557970851,0.682030705908753
114,1,167326,-0.0502384231763567,0.123499846213683,0.684409233083718
115,1,168836,-0.0544650295094254,0.122909211787985,0.657941559544128
116,1,171200,-0.0950593511634059,0.123023514041097,0.440221412618149
117,1,171431,-0.107239169025118,0.123764656206764,0.386817450950655
118,1,173339,-0.0528141689582179,0.122900559596189,0.667653589611945
119,1,173845,-0.0573616581699112,0.12279284960524,0.640686724775092
120,1,175121,-0.0791209676810681,0.122514905083868,0.51882401484609
121,1,175281,-0.0716423168554158,0.122632186801123,0.559455650943554
122,1,175315,-0.076411481963041,0.122585387447686,0.533468435835511
123,1,175523,-0.0635346669160853,0.123301415158218,0.606680388378602
124,1,175541,-0.0742356652305187,0.122780811934975,0.545820314582302
125,1,175653,-0.0851029789603326,0.123149817703937,0.489986783163292
126,1,175805,-0.0363896093944149,0.130188750428917,0.780013913556338
127,1,175818,-0.0768879823881419,0.127146046784847,0.545752382851952
128,1,175856,-0.10163540000239,0.125150663524928,0.417279047643408
129,1,175876,-0.0757856873724934,0.123281806468017,0.539125533670187
130,1,175989,-0.072522516143125,0.123639470083562,0.557871177431362
131,1,176001,-0.0627642401959123,0.124299386604732,0.613913190676799
132,1,176451,-0.0706740521185785,0.125782709414141,0.574558342389769
133,1,177692,-0.111443131913249,0.122509324384294,0.363616931575455
134,1,178191,-0.110232972174119,0.122634349336609,0.36933187395864
135,1,178224,-0.111443131913249,0.122509324384294,0.363616931575455
136,1,178960,-0.113735087384475,0.123484152162379,0.357653306498136
137,1,179139,0.00750787669057118,0.245035557752003,0.975573999184601
138,1,179139,0.110558265545103,0.493473861758151,0.822855188258604
139,1,180955,0.107922686845863,0.141864519216774,0.4473173941238
140,1,183802,-0.124775880432063,0.122488372845816,0.309054788435502
141,1,183954,-0.144216908720877,0.123322686324714,0.243020558548375
142,1,184450,-0.05757968914489,0.122441135439342,0.638456640991212
143,1,184641,-0.0890876026973121,0.125954509362627,0.479846844063832
144,1,184718,-0.105090181405325,0.123048315122711,0.393653026811597
145,1,185296,-0.0660397775431975,0.122602457811219,0.590468091372708
146,1,185438,-0.0662069177497331,0.122607995857,0.589545392390134
147,1,185469,-0.07209091767686,0.122775702345802,0.55746102368025
148,1,185503,-0.0702134194358854,0.122460933648884,0.566770359076852
149,1,185705,-0.0932923829172384,0.123787700861498,0.451562849650091
150,1,185749,-0.0920439242549242,0.123790348433808,0.457645259922902
151,1,185806,-0.0847630809575154,0.123970610330937,0.494590900862379
152,1,185879,-0.113822129955139,0.124504809635268,0.361236477331925
153,1,185916,-0.0627334473575299,0.124550669893247,0.614801759010079
154,1,185941,-0.0535945039357404,0.125105656642494,0.668625615771408
155,1,185954,-0.0621133677557,0.125460081283447,0.620848346464549
156,1,186055,-0.0383771813809201,0.122981871294721,0.755182509563301
157,1,186896,-0.0413838952871676,0.124995952428636,0.740779081631438
158,1,187697,-0.419207981350262,0.253979190230078,0.0997177696425139
159,1,189392,-0.298899881442338,0.255799863922048,0.243397220770284
160,1,189416,-0.31075754917455,0.247365485684601,0.20984927466041
161,1,190132,0.0630730739587888,0.12310909337718,0.608737108567279
162,1,190148,0.0759058446455849,0.123125734621284,0.53796820812769
163,1,190165,0.0434999585269144,0.12411704294837,0.72619106253714
164,1,190169,0.0521461179745159,0.123952763193894,0.674234925583413
165,1,190933,-0.0211187567151863,0.122973261958839,0.863744635968331
166,1,192149,0.0821164535836064,0.123906772896137,0.507937431167182
167,1,192302,0.250421524765339,0.163162016202084,0.125728030299994
168,1,192303,0.210495184682575,0.147382142238998,0.154110618247746
169,1,192305,0.249504785159157,0.153022828082749,0.103886277903815
170,1,192315,0.341098515125334,0.173294930526992,0.0498143253971373
171,1,192795,0.0989565580477689,0.12263253593646,0.420246934470812
