SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.130411548376691,0.126709855144977,0.304083838365608
2,1,1035,0.0460848698774232,0.128264650457086,0.719589108603501
3,1,1074,0.144242277634207,0.216661885133395,0.506006796683185
4,1,1470,-0.247348885395384,0.215615598880741,0.252086108960786
5,1,1475,-0.039798064436158,0.15942941683321,0.803020153312691
6,1,1491,-0.0765807532318776,0.139412718844864,0.583140275196535
7,1,21249,-1.29889761493416,0.797714579313778,0.104359001207114
8,1,27243,-0.0723991284035606,0.109164667132877,0.507628744073215
9,1,27272,-0.0208551099438987,0.107586504412984,0.846408717917146
10,1,27498,-0.0118508822995409,0.982509037748862,0.990383078784224
11,1,27561,0.855481465249015,0.740858845104785,0.248987881086697
12,1,27816,0.0279094381056666,0.109777580266626,0.799461091590301
13,1,27822,0.0340044821864818,0.109633156125322,0.756617726973271
14,1,27823,0.0194602571380225,0.111901815364723,0.862040005577987
15,1,27825,0.0362557275975249,0.109631112554406,0.741062353580657
16,1,27843,0.0344559200674047,0.105030550489334,0.743063687850208
17,1,27848,0.0344559200674047,0.105030550489334,0.743063687850208
18,1,28495,0.0863333129606674,0.104947713289895,0.411272820902288
19,1,28975,0.0429550056873446,0.104321023773413,0.680766784251537
20,1,29283,-0.305171240802395,0.233280008631623,0.191664899093638
21,1,29752,-0.200205199273263,0.243566639500459,0.411647105581538
22,1,29787,0.816171972370289,0.658263066940313,0.215840690722836
23,1,30057,0.119456875206135,0.213802221464534,0.576702930770234
24,1,30479,1.26588022344277,0.623110609754206,0.04294790147947
25,1,30706,0.00729511986456591,0.107762813193721,0.946065898014596
26,1,31435,0.0425231000513754,0.104044997500544,0.683008296514845
27,1,35128,0.0541805735498633,0.143410127267131,0.705805058602913
28,1,35129,-0.00294292643504956,0.143806354952901,0.983684386187365
29,1,36146,-0.0232639134332309,0.103525579683369,0.82232979126804
30,1,37255,0.153363177371135,0.208814969477331,0.46316495300745
31,1,37409,0.0735956291420361,0.104019044437529,0.479709782610709
32,1,37478,0.0361484817762675,0.104164487590204,0.728773559007858
