SNP,Chr,Pos,Effect,SE,MID2_TPO4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.140873076847703,0.0728135173204783,0.0538245236781928
2,1,1035,0.0523531378290213,0.0739468500072511,0.479422800655842
3,1,1074,0.0782071069084829,0.124984364631193,0.531893037902491
4,1,1470,0.111371263117602,0.124462247470359,0.371493229079833
5,1,1475,-0.106402241989178,0.0917959010993045,0.247191745777962
6,1,1491,-0.0748678593481795,0.0803518649495615,0.352102487692732
7,1,21249,-0.576493368336886,0.460843294076017,0.211780038021813
8,1,27243,0.00555519042700259,0.0630070482517919,0.929793335763886
9,1,27272,-0.0622123951309654,0.0619731119421467,0.316133200320233
10,1,27498,-0.531978122171165,0.56602468204939,0.347937328608724
11,1,27561,-0.241245596169809,0.427957037251688,0.573306364294592
12,1,27816,0.0200985484890328,0.0633188267455388,0.75111395791934
13,1,27822,0.0147156902274473,0.0632425252072094,0.81613960240482
14,1,27823,0.023403791402297,0.0645381145828275,0.717094442079339
15,1,27825,0.0113050263085279,0.0632445128459355,0.858235688138457
16,1,27843,0.0354691920448284,0.0605636954849572,0.558484255625321
17,1,27848,0.0354691920448284,0.0605636954849572,0.558484255625321
18,1,28495,0.0421319840113135,0.0605525838052716,0.487017121973029
19,1,28975,0.0262370912324819,0.0601728535727714,0.663082435665408
20,1,29283,0.0787480771225155,0.134821560824477,0.559532064965493
21,1,29752,-0.160139086942327,0.140370323506134,0.254712834968234
22,1,29787,-0.117695418119778,0.38047460745199,0.757246607866185
23,1,30057,0.210400859540771,0.122870968579257,0.0877062430376048
24,1,30479,0.0165862209523144,0.361517543900708,0.9634322880407
25,1,30706,0.006335328257596,0.0621593933942394,0.918877496154357
26,1,31435,-0.0113934011558361,0.0600265231332442,0.849570158927675
27,1,35128,-0.157698311494415,0.0823119261333544,0.0561901365911424
28,1,35129,-0.0876737775176109,0.0828192837504527,0.290498773271592
29,1,36146,-0.030336671711396,0.0596982164707469,0.611653535444447
30,1,37255,0.0666191883625658,0.120488788390762,0.580676521697704
31,1,37409,-0.00123774680078059,0.0600429100530689,0.983564923786055
32,1,37478,-0.0154640604301512,0.060088924781133,0.797056289541995
33,1,39144,-0.0435479719122429,0.0597754141445211,0.466774384646342
34,1,41499,0.000437764829190244,0.0596544018609849,0.994149042411031
35,1,45359,-0.0857196866059731,0.100326193801476,0.393457414245489
36,1,45634,0.00531039569296299,0.0922474166292168,0.954126205881362
37,1,51248,0.00633689013435846,0.0599073738195353,0.915818469613511
38,1,51462,0.00562513161972115,0.0599888123069764,0.925345318102205
39,1,52124,0.00419584814895925,0.0599079070065469,0.944202832408027
40,1,52667,-0.0670099409797223,0.059705880699232,0.262483250549286
41,1,55470,-0.00293486578907487,0.0614398564855227,0.961928066148585
42,1,59265,0.014792961960461,0.0597769530899861,0.804688905496606
43,1,60165,0.0184034507661567,0.0597289315258218,0.758175653241544
44,1,62308,-0.0560935821617945,0.0595965293211271,0.347234604450295
45,1,62869,-0.0592728016532393,0.0595803065376214,0.320496105008479
46,1,65431,-0.0129986745899698,0.0623090223246445,0.834868145840852
47,1,65451,0.0188344614731522,0.0614211383639738,0.759294683633394
48,1,65719,-0.0265250044985045,0.0640438359688351,0.679001509195814
49,1,66841,1.56028909023553e-06,0.0596918895474343,0.999979158823431
50,1,66948,-0.0119126652903168,0.0600548787778488,0.842875261028971
51,1,68621,-0.0166472979191326,0.0598889725456772,0.781198633975083
52,1,69417,-0.0160821060991504,0.0597308298951315,0.787900018531456
53,1,69820,-0.309288638547235,0.233172181665923,0.185551887018913
54,1,69821,0.045865683716201,0.145013856881015,0.751973260749806
55,1,70906,-0.0734893611323431,0.0958807033687647,0.443910945661917
56,1,74327,-0.00655988968721755,0.0600643772955233,0.913094564990905
57,1,74572,-0.0166232037993516,0.059898944806556,0.781542683623464
58,1,75211,-0.024297372543171,0.0597822905882474,0.684672276971879
59,1,76030,0.0505935507862424,0.0597356123829242,0.397592399959145
60,1,80108,-0.0105795315526964,0.0597794861839392,0.859628775196231
61,1,81262,-0.0494256226293422,0.0597016077026904,0.40829917029882
62,1,81999,-0.0148217193273164,0.0599002843371007,0.804711667196664
63,1,82431,-0.012471397578757,0.0601853951960547,0.835960386017023
64,1,83284,-0.0114392896505758,0.0597479669092358,0.848276028983647
65,1,83613,0.0098101225640128,0.0597422031623824,0.869661715953593
66,1,84112,0.0204367546807822,0.0597411673380197,0.73248801377058
67,1,84701,0.0366300880795453,0.0639533088949142,0.567169817734862
68,1,84858,0.018053424354418,0.0599119999099111,0.763338491581012
69,1,85751,0.0164985854424391,0.0601595819778367,0.784055219483853
70,1,87445,0.0245305251083701,0.0602790391283323,0.684291713816134
71,1,87467,0.0204715019880941,0.0605990200249024,0.735700374296986
72,1,89070,0.0211702764819799,0.0602189422911958,0.725381689360212
73,1,89616,0.0215025231295472,0.0598945456506777,0.719804961912106
74,1,89679,0.0330546353571276,0.0598872284122061,0.581333242592232
75,1,89880,0.0241325425224097,0.0599144790364357,0.687351576686496
76,1,91472,0.0147059967472897,0.0603680056339969,0.807677638647793
77,1,93789,0.0294343792959729,0.059730527442,0.622470044451778
78,1,94351,0.0311573843586694,0.0598853663466814,0.603191949960741
79,1,99148,0.0159312642223189,0.0597450521443905,0.78989118093313
80,1,101281,0.365971313145818,0.653190910263406,0.575642285991517
81,1,106011,0.0201594186788518,0.0622625788428261,0.746295845391709
82,1,106800,0.0277538975666728,0.0598134282601583,0.642928161422811
83,1,107970,0.00217644921598717,0.0596542939377148,0.970916765637369
84,1,109000,0.0325697682017015,0.0597343893127034,0.585930611811338
85,1,112549,0.03847633352151,0.0596567500803352,0.519370782889616
86,1,112742,0.0354129635750504,0.0598947992855811,0.554729503257545
87,1,113050,0.0215341684697505,0.0598126586998323,0.719042292934876
88,1,113135,0.00471939896428217,0.0596707363862062,0.937005313827135
89,1,114076,0.0124092075507769,0.0596676097113716,0.835370564054805
90,1,114628,0.0263840430542553,0.0598057383987095,0.659365511490026
91,1,116283,0.00723345216648441,0.0601537159358415,0.904353945781601
92,1,126880,-3.3548580333953,1.11446490732971,0.00279784391564408
93,1,127853,-0.0216900114340402,0.060031846959768,0.718085052823879
94,1,128302,-0.0456846835241132,0.0597628667378534,0.445120177164204
95,1,128704,-0.0419280743784875,0.0598302469900159,0.483899540300588
96,1,128911,-0.0498089384251899,0.0598197618098966,0.405604992761814
97,1,130267,-0.0447468602346696,0.0598026884821503,0.454812647031542
98,1,130271,-0.0476943047812746,0.0598673328975854,0.426180157052289
99,1,130613,-0.0651488944748759,0.0603816052457892,0.281345509881743
100,1,132012,-0.0379073336434065,0.0603189768997123,0.530116974827042
101,1,133231,-0.0393703235755555,0.0598878001931747,0.511351266572447
102,1,137074,-0.0371858640713911,0.0598064838749906,0.534494611518191
103,1,137304,-0.0377937942966294,0.0598262152435874,0.527974615945056
104,1,139686,-0.054382440470693,0.0598687595226284,0.364307295170165
105,1,149562,-0.0641991412037018,0.059978174977277,0.285181845952434
106,1,150447,-0.0537477782624805,0.0606743998682862,0.37630708125106
107,1,151446,-0.19612964916082,0.121580533943152,0.107601904361792
108,1,154084,-0.0692504719428141,0.0608178755261967,0.255619958102858
109,1,156633,-0.0962901596736374,0.0615518019667987,0.118625298503551
110,1,157269,-0.0597770072160274,0.0597389752184774,0.317687930789274
111,1,160054,-0.0808140709297696,0.0602386418267962,0.180599385306243
112,1,166222,-0.0895275588626476,0.0597556488662561,0.134967822129143
113,1,166416,-0.0877655370879067,0.0596409830801228,0.142029497633713
114,1,167326,-0.0906583760956465,0.0599697788707475,0.131496131475545
115,1,168836,-0.0690400911859507,0.0597656180807097,0.248797754913148
116,1,171200,-0.0463170755151585,0.0599174573211318,0.440030974858789
117,1,171431,-0.0512108965389259,0.0602809429035383,0.396158285844659
118,1,173339,-0.0887374993640488,0.0596866953941981,0.137980967404659
119,1,173845,-0.0765245452480171,0.0596848267493734,0.200633501983317
120,1,175121,-0.0399158904157565,0.0596672147460067,0.503948517767748
121,1,175281,-0.0425118435532045,0.0597129193887415,0.476973957952162
122,1,175315,-0.0476732556509153,0.0596830491814803,0.42495867729837
123,1,175523,-0.0487919931476947,0.0600192729028865,0.416801108151086
124,1,175541,-0.0452200728541307,0.0597818196925132,0.449902849674083
125,1,175653,-0.0330737012368035,0.0599937516411768,0.581786563802728
126,1,175805,-0.0832350244333197,0.0632593444791355,0.189103650432936
127,1,175818,-0.0647006516698738,0.0618616337682524,0.29632606235125
128,1,175856,-0.0442205921939159,0.060965006771086,0.468721681905652
129,1,175876,-0.025118832797543,0.0600605509901764,0.676036819709274
130,1,175989,-0.0270640639271393,0.0602296112543897,0.653456295776473
131,1,176001,-0.0423526374688786,0.0605187934710528,0.484496771048157
132,1,176451,-0.0297078401586408,0.0612683290872971,0.628061608460172
133,1,177692,-0.0567499031528251,0.0596605509461011,0.342146982281171
134,1,178191,-0.0436333391588473,0.0597511613935852,0.465721184070587
135,1,178224,-0.0567499031528251,0.0596605509461011,0.342146982281171
136,1,178960,-0.0845460878335694,0.0600456919979931,0.160002470817201
137,1,179139,-0.0956454122570953,0.119233906103853,0.422996500927855
138,1,179139,-0.1575150320985,0.240212851853909,0.512424308785507
139,1,180955,-0.0388588464805404,0.0691195206395771,0.57433803034027
140,1,183802,-0.0897825156893581,0.0595530692559068,0.132550010005729
141,1,183954,-0.0795223600042711,0.0600304153186024,0.186127217224573
142,1,184450,-0.0465986257646127,0.0596009518396245,0.434830552199471
143,1,184641,-0.0652812074221296,0.0612900597078492,0.287550072108192
144,1,184718,-0.050525899245168,0.0599311587862486,0.399762629331705
145,1,185296,-0.042371573809338,0.059694377761902,0.478291529415391
146,1,185438,-0.0506965402920672,0.0596788140521438,0.396184582968288
147,1,185469,-0.0521005827795128,0.0597616977935116,0.383906995174517
148,1,185503,-0.0366353351043763,0.0596393977003713,0.539425504175408
149,1,185705,-0.0582062628993369,0.0602585895448952,0.334734819391507
