SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0161682932492066,0.11290977346115,0.886216635999538
2,1,1035,0.0973704485615584,0.114030604795803,0.393740862297237
3,1,1074,-0.193473207517957,0.192627564215057,0.315878630261044
4,1,1470,-0.106645076264673,0.192124112125358,0.57918857130654
5,1,1475,-0.128494511971132,0.141704841968421,0.365143958389861
6,1,1491,-0.190319467017557,0.123685680551372,0.124764910217421
7,1,21249,0.50835208578712,0.71193782732974,0.475674304996758
8,1,27243,0.0204612394135343,0.0971870386948012,0.833371882054574
9,1,27272,-0.0151492123363979,0.0957301241436282,0.874350951279216
10,1,27498,0.79230037908185,0.873200357831456,0.364839487506805
11,1,27561,0.127937599166334,0.660410813056396,0.846503216046465
12,1,27816,-0.13233777891133,0.0974326765592883,0.175252292672035
13,1,27822,-0.120432311796607,0.0973519902593015,0.216879279625456
14,1,27823,-0.164183870283422,0.099188172690499,0.0987571053399534
15,1,27825,-0.128412914790531,0.097323091449935,0.187873986223232
16,1,27843,-0.11982547089502,0.0932505918485765,0.199640548102201
17,1,27848,-0.11982547089502,0.0932505918485765,0.199640548102201
18,1,28495,-0.0860218285580336,0.0933577417582736,0.357459711414893
19,1,28975,-0.127742530377961,0.0925958691238968,0.168592188843369
20,1,29283,0.052399835586141,0.208051952186236,0.801296325527101
21,1,29752,-0.440501291168276,0.215657551490434,0.0418349174763956
22,1,29787,-0.488495659456214,0.586407848674953,0.405390753998041
23,1,30057,-0.068915151196018,0.190285899522673,0.71744443143716
24,1,30479,-0.0272556319654451,0.557661806140034,0.961046680059391
25,1,30706,-0.0771654137333793,0.0957979229831176,0.421072326973555
26,1,31435,-0.0531615194199759,0.0925559201142294,0.566081993226246
27,1,35128,-0.0999570166279802,0.127518465572768,0.433646098201989
28,1,35129,-0.0122163282668417,0.127954582713114,0.923992562524282
29,1,36146,-0.0692448909908857,0.0920479261968245,0.452390039116997
30,1,37255,0.0278565884425008,0.18593557954586,0.880993380080292
31,1,37409,-0.0396745982287586,0.0925956932786962,0.668569341061038
32,1,37478,-0.0542457795702856,0.0926544149231769,0.558610174082501
33,1,39144,-0.0775659030925632,0.0921839791155461,0.400679531348878
34,1,41499,-0.0318206075982865,0.0920048361560545,0.729655471585195
35,1,45359,-0.172578941207942,0.154646431910075,0.26519914001253
36,1,45634,-0.017401146266272,0.142294708347356,0.902739349674837
37,1,51248,0.141999096855602,0.092102530038477,0.124030235521698
38,1,51462,0.135419763335213,0.0922562896476661,0.14303137913322
39,1,52124,0.104165114188607,0.0922456477616838,0.259574176288685
40,1,52667,0.111869709587261,0.0920716747262242,0.22516728152758
41,1,55470,0.0441369788415548,0.094745772254275,0.641612734401747
42,1,59265,0.0421754664401902,0.0921901315420799,0.647604977398519
43,1,60165,0.0831805576785924,0.0920413556645661,0.366754761366017
44,1,62308,0.0986112303600667,0.091896669167152,0.283974319891864
45,1,62869,0.0764846162630855,0.0919447931354424,0.406053894520859
46,1,65431,0.132091308482532,0.0958637908541857,0.169105094520819
47,1,65451,0.150106604856044,0.0944209242438492,0.112784091740942
48,1,65719,0.112409255386111,0.0986340864817609,0.255200982283777
49,1,66841,0.0971733606293273,0.0919328728776259,0.291232844528438
50,1,66948,0.0966288638406249,0.0925004719625835,0.296908348579592
51,1,68621,-0.0633826949454221,0.0923307561482119,0.492864705858243
52,1,69417,0.0320669740781815,0.092131963664266,0.728006475225281
53,1,69820,0.011926914377443,0.360576474868641,0.973631599406956
54,1,69821,0.556715621002837,0.221753170302524,0.0125018361987704
55,1,70906,-0.189546000274744,0.147680444081531,0.200163254358608
56,1,74327,-0.0581068099647142,0.092602762466402,0.530747280419422
57,1,74572,-0.0415527115114641,0.0923812475714435,0.653133647881066
58,1,75211,-0.0535401182168956,0.092195236866587,0.561796074180957
59,1,76030,0.0129784240290407,0.0922366795649667,0.888181007527231
60,1,80108,0.0754683730082847,0.0921299347180591,0.413252673058662
61,1,81262,0.0130625819184322,0.0921799724332193,0.887391987324687
62,1,81999,-0.000736037283996155,0.0924077089055021,0.993649330760214
63,1,82431,0.0312479838049264,0.0928302533397075,0.736607754349359
64,1,83284,-0.0320750559670852,0.0921537192516351,0.728002324707025
65,1,83613,0.0127839439510874,0.0921568626660495,0.889750995322497
66,1,84112,0.0409434324728388,0.0921437655904151,0.657066938417676
67,1,84701,0.0306656058378205,0.0986840660366222,0.756177690242334
68,1,84858,0.0573648946440223,0.0923792194501441,0.53501889172263
69,1,85751,0.0199253433241886,0.0928035124061387,0.830121595890052
70,1,87445,0.0272628805717569,0.0929944445178577,0.769566951806865
71,1,87467,0.017337067055666,0.0934881003206013,0.85298512877464
72,1,89070,0.044253614218847,0.0928776513973356,0.634032833322932
73,1,89616,0.0246801670191658,0.092398380256262,0.789543482211971
74,1,89679,0.0268464098293748,0.0924083723712294,0.771589635810301
75,1,89880,0.0100962395125116,0.0924412741066855,0.913091741743183
76,1,91472,0.0497001853855999,0.0930914427305589,0.593756680202887
77,1,93789,0.10025044463305,0.0920149540075729,0.276675924051078
78,1,94351,0.0901132053230151,0.0922875570641963,0.32951544155393
79,1,99148,0.0712427518287147,0.092091498926834,0.439680190178554
80,1,101281,-1.12653148295717,1.00624842209237,0.263672651614311
