SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0493529479949646,0.117642909457363,0.675095090580286
2,1,1035,0.0647809577754432,0.118909578171268,0.586240751506864
3,1,1074,-0.177032823431478,0.200812336688254,0.378602003548761
4,1,1470,-0.269731865433363,0.199794195963705,0.177865410152836
5,1,1475,-0.0563931764840717,0.147818990495588,0.703060636614655
6,1,1491,-0.0321221668164873,0.129319179254024,0.803973665525381
7,1,21249,-0.248462266639512,0.742363178754382,0.738056977406972
8,1,27243,0.127826571063035,0.101060988949477,0.206760970860143
9,1,27272,0.167166930008873,0.0993710692898553,0.0934047732556149
10,1,27498,1.02174291835298,0.909441012691521,0.261995233693903
11,1,27561,-0.277527346686783,0.688124571313761,0.686964546166811
12,1,27816,-0.0220307348104765,0.101797604718351,0.828787706552694
13,1,27822,-0.040488203839247,0.101652128737706,0.690648685763547
14,1,27823,-0.0291255036175734,0.103757673870196,0.779099598394758
15,1,27825,-0.05457016479279,0.101633474729484,0.591653517163115
16,1,27843,-0.082775349820262,0.0973083533065914,0.395540435146214
17,1,27848,-0.082775349820262,0.0973083533065914,0.395540435146214
18,1,28495,-0.0839567733199975,0.0973070648625639,0.38883188804654
19,1,28975,-0.0191289510627327,0.0967531301242486,0.843386655967945
20,1,29283,0.421507898145467,0.215676948533228,0.0514491976009694
21,1,29752,-0.288910515247562,0.22554801162082,0.201060244846046
22,1,29787,-0.192599027103049,0.611638882228728,0.753031148913251
23,1,30057,0.183194149790557,0.198103302395106,0.355732612579368
24,1,30479,-0.913849502836622,0.57912975192183,0.115468122553338
25,1,30706,-0.0449581616080602,0.0998987708594425,0.652959869822266
26,1,31435,-0.030065512431187,0.0964888590644051,0.755531757574106
27,1,35128,0.1472374573481,0.132777795603174,0.268227712349538
28,1,35129,0.0407932680307961,0.13333179289722,0.759820752502277
29,1,36146,-0.00519988253425344,0.0960041231424405,0.956835846117977
30,1,37255,0.078565375669668,0.193733626726342,0.685331457063596
31,1,37409,0.0389329791769915,0.0965013592284366,0.686865242405043
32,1,37478,0.0468631631342197,0.0965743754726946,0.627796746884952
33,1,39144,-0.0224447892359373,0.096158319792406,0.815574501814024
34,1,41499,-0.0295937167769608,0.0958860614282456,0.757781870703262
35,1,45359,-0.0673041000382582,0.161408926732295,0.676947374889398
36,1,45634,0.0309811023593509,0.148286269896429,0.834625225186
37,1,51248,-0.0342329112549081,0.0962899512978028,0.722413126773151
38,1,51462,-0.0528683814858434,0.0963967203926443,0.583732481534605
39,1,52124,-0.0270531992058774,0.0962964237495614,0.778923543451709
40,1,52667,-0.0265831654021342,0.0961424326479709,0.782327612696591
41,1,55470,-0.120788536313204,0.0985601118830456,0.221191996647998
42,1,59265,-0.142932751646841,0.0958027594976985,0.13660585513577
43,1,60165,-0.16595344818618,0.0956246380583268,0.0835307191480664
44,1,62308,-0.18435892349704,0.0954229146487143,0.0541570811936285
45,1,62869,-0.176922651504613,0.0954506787970859,0.0646376388417947
46,1,65431,-0.17939894053234,0.0997165529054405,0.0728586110841712
47,1,65451,-0.15547848518976,0.098404965146548,0.115005630955784
48,1,65719,-0.150520621557261,0.102668253305588,0.143514711926573
49,1,66841,-0.176324929830668,0.0954992332289845,0.0656784799044939
50,1,66948,-0.193090548556884,0.0959996274384604,0.0450463132241043
51,1,68621,-0.124971377706534,0.0960565947244239,0.19410080272983
52,1,69417,-0.0975564195119213,0.0958912346786121,0.309676426789123
53,1,69820,-0.37063881090713,0.375256851456715,0.323979210366055
54,1,69821,0.0314756657737059,0.233147820531602,0.89268641134493
55,1,70906,-0.0744800889326238,0.154212788543591,0.629416712854776
56,1,74327,-9.75545677372458e-05,0.0965596882886314,0.999194465458859
57,1,74572,0.0490034534951646,0.0962672901048419,0.611045472083543
58,1,75211,-0.0188917676859393,0.0961218056230042,0.844300727067601
59,1,76030,0.0873843593099345,0.0960144820264968,0.363382112717646
60,1,80108,-0.000308073449376195,0.096104334789276,0.997444104836036
61,1,81262,-0.0926582289424569,0.0959413349617252,0.334815416776242
62,1,81999,-0.105481260814309,0.0961388295615626,0.273312134089969
63,1,82431,-0.126645083945122,0.096523409512775,0.190350432246814
64,1,83284,-0.148818945463126,0.0957272494317653,0.120934032443012
65,1,83613,-0.118833880778403,0.0958353190535164,0.215806409985314
66,1,84112,-0.104306679913039,0.0958938198388566,0.277455993247179
67,1,84701,-0.112683693462166,0.102682567046653,0.273215243328814
68,1,84858,-0.0445658159529434,0.0962962757726846,0.64379363876141
69,1,85751,-0.0768044373452948,0.0966349831347218,0.427270188105017
70,1,87445,-0.08593146691786,0.096817900720496,0.375383074568059
71,1,87467,-0.0999410121090654,0.0972879704953132,0.304996741806915
72,1,89070,-0.0378479748540103,0.0968025195197643,0.696046928004824
73,1,89616,-0.0881187831759203,0.096188340573813,0.360236341205077
74,1,89679,-0.0321088243491825,0.0962996477880208,0.739010558799975
75,1,89880,-0.0482996593226316,0.0963049097346059,0.616311838959
76,1,91472,-0.0338410771202213,0.0970376047769378,0.727491007294761
77,1,93789,-0.0316978253825417,0.0960395728832953,0.741558242370426
78,1,94351,-0.0740751688651195,0.0962264529610327,0.441933081913275
79,1,99148,-0.0509089593012136,0.0960161647531823,0.59629804149269
80,1,101281,-0.847651908634347,1.04955165748629,0.41984611426713
81,1,106011,0.05331852215001,0.100066462520674,0.594485771793199
82,1,106800,0.0708231210470075,0.0961100624063042,0.461675061989319
83,1,107970,-0.0221842639932259,0.0958917284937151,0.817179272528704
