SNP,Chr,Pos,Effect,SE,SSH1_ORM2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0294250488382709,0.0928638644331281,0.751535470345606
2,1,1035,-0.0300444112028566,0.0938795191232421,0.749133726225388
3,1,1074,0.152630566314777,0.158464697908348,0.336114830417332
4,1,1470,0.0109782097389584,0.158100309228274,0.944680096531625
5,1,1475,0.113346607452183,0.116539495633308,0.331416866579349
6,1,1491,0.0916539557596892,0.101962134479653,0.369317660447021
7,1,21249,0.832015872130065,0.584354419507655,0.155381707051329
8,1,27243,0.00847375147432672,0.0799453225447523,0.915647051856552
9,1,27272,-0.0194176851164811,0.0787391959136346,0.805355258121072
10,1,27498,-0.53068963382556,0.7185364764066,0.460658780011402
11,1,27561,-0.494553429856201,0.542614273045795,0.362692280364188
12,1,27816,-0.0710710548268011,0.0802636872554132,0.376506178745111
13,1,27822,-0.0820793418584056,0.0801316530499449,0.306392129187089
14,1,27823,-0.0406966692736491,0.0818749932879811,0.619457160509755
15,1,27825,-0.0925194893199842,0.0800994255583765,0.248847909506821
16,1,27843,-0.0391624871938247,0.0768545594148728,0.610673802517892
17,1,27848,-0.0391624871938247,0.0768545594148728,0.610673802517892
18,1,28495,-0.0562062233941153,0.076825842526973,0.464894666409485
19,1,28975,-0.0413383340556808,0.0763384386187804,0.58849494444925
20,1,29283,0.130213275738805,0.171008935133472,0.446901877435853
21,1,29752,-0.310949367737248,0.177666000014524,0.0809542319669836
22,1,29787,-0.342608164041151,0.482481458742373,0.478113416618001
23,1,30057,-0.0139312989359723,0.156547725727847,0.929139730628879
24,1,30479,-0.398700896144659,0.458217317571079,0.384829879275406
25,1,30706,-0.0201132947174367,0.0788640730927751,0.798842670836017
26,1,31435,-0.0441265212005064,0.0761315802987116,0.562548290215063
27,1,35128,-0.148817913446162,0.104682823644545,0.156023021599378
28,1,35129,-0.100713661146265,0.10511430463913,0.338650601228572
29,1,36146,-0.0399608179599454,0.0757451897922206,0.59812990896341
30,1,37255,0.0397559036144273,0.152932257117654,0.795048029410885
31,1,37409,0.017753876961992,0.0761788897710543,0.815853714727786
32,1,37478,0.00932813997359799,0.0762486252759352,0.902700584877635
33,1,39144,-0.0373698514878281,0.075876227411514,0.62266456310482
34,1,41499,-0.000244687723723352,0.0756917551901659,0.997422519821638
35,1,45359,-0.21753256189475,0.126902134196854,0.0873742345198035
36,1,45634,-0.0449311888149433,0.11702311107765,0.701245622415532
37,1,51248,-0.0476446309686146,0.0759716247883239,0.530974721688806
38,1,51462,-0.0377368294784773,0.0760905065434466,0.620240708397502
39,1,52124,-0.0859746170213399,0.0758760760936494,0.257944383553596
40,1,52667,-0.119302085828726,0.0756260056762286,0.115569940120001
41,1,55470,-0.0445889225057418,0.0779213225071074,0.567530367321431
42,1,59265,-0.04126002142947,0.0758220314842577,0.586668524414809
43,1,60165,-0.0166728702296281,0.075791311902747,0.82601083498086
44,1,62308,-0.028958019133998,0.0756974578126849,0.702284100809144
45,1,62869,-0.0580389514147686,0.0756405859609596,0.44341661610924
46,1,65431,0.0414321112042062,0.079034147483488,0.600447231413056
47,1,65451,0.043649754592069,0.0779091997579881,0.575654457367742
48,1,65719,0.0291772068287937,0.0812661347794396,0.719785213806573
49,1,66841,0.00394498565095652,0.0757390252758444,0.95848918025761
50,1,66948,-0.0199731375672291,0.0761967221633969,0.793377241849079
51,1,68621,0.111483102245517,0.0757657049498576,0.142068709999418
52,1,69417,0.0620995090166657,0.0757244078908615,0.412728130648805
53,1,69820,-0.469353258809861,0.295540125395037,0.113154400882532
54,1,69821,-0.263264926839911,0.183490871468379,0.152241518492932
55,1,70906,0.124198015947593,0.121578660378569,0.307696092125859
56,1,74327,0.0225048673422723,0.0762038170195651,0.767919497326625
57,1,74572,0.0258215233966463,0.0759979007403404,0.734234616727711
58,1,75211,0.0112432276707295,0.0758694064557326,0.882275977146277
59,1,76030,0.000158116498654604,0.0758717659447873,0.998338389726107
60,1,80108,-0.0320485803162025,0.0758346452939892,0.67283616581561
61,1,81262,-0.0672991808531535,0.0757404974121513,0.374850304858543
62,1,81999,-0.0865297811507299,0.0758706725732936,0.254855195768203
63,1,82431,-0.0866901412967492,0.0762306283879381,0.256222344756346
64,1,83284,-0.0632161518840873,0.0757397066719795,0.404479250953914
65,1,83613,-0.0458426264741996,0.0757667737981075,0.54553504909643
66,1,84112,-0.0380813603302989,0.0757873069290467,0.615645508192485
67,1,84701,-0.0895137505586657,0.08104414360859,0.270125947423199
68,1,84858,-0.0630873829338857,0.075954191958905,0.406762300992785
69,1,85751,-0.0431225329860651,0.0763063635219984,0.572348615563175
70,1,87445,-0.0485225739807858,0.0764586481749901,0.526084064008813
71,1,87467,-0.0762054043650352,0.0767957102107773,0.321724420015456
72,1,89070,-0.0734656056146601,0.0763213356655487,0.336415838779279
73,1,89616,-0.0746394458864593,0.0759064406230436,0.326129105890665
74,1,89679,-0.0414437403799088,0.0759879424727161,0.585823642110938
75,1,89880,-0.057722499268129,0.0759771230300532,0.447919918444524
76,1,91472,-0.0512817308232718,0.0765549943282314,0.503379964816938
77,1,93789,-0.0683854312054292,0.0757269833864644,0.367113913518681
78,1,94351,-0.092672438502276,0.0758537360609251,0.222626716404543
79,1,99148,-0.121464948690558,0.0755382605002011,0.108730838227405
80,1,101281,1.34147576737271,0.826081800418765,0.105289333316549
81,1,106011,-0.0609539332284043,0.0789462014450198,0.440575007644617
82,1,106800,-0.0983908750900619,0.075735834149018,0.194746378977493
83,1,107970,-0.119296928745551,0.0754249652351241,0.114621902335753
84,1,109000,-0.09846682224675,0.0756438158155181,0.19386206459556
85,1,112549,-0.0287694172711621,0.0757238359889372,0.704229185150188
86,1,112742,-0.0447598221539365,0.0759970658445562,0.556259595265316
87,1,113050,-0.0948581929327379,0.0757383930527739,0.211236767549425
88,1,113135,-0.0364400105297999,0.075688301467861,0.630496167923307
89,1,114076,-0.0615139169086916,0.0756423242889318,0.416639586895292
90,1,114628,0.02477879078112,0.0758932298786024,0.74424305520986
91,1,116283,-0.0188808193387154,0.076320246531616,0.804750708107901
92,1,126880,-2.42722551880456,1.42627146571969,0.0896737683993891
93,1,127853,0.0548612667023367,0.0761287720693345,0.471609364119931
94,1,128302,0.0314903369648558,0.0758736029926742,0.678367102074918
95,1,128704,-0.0141451741004992,0.0759639272374606,0.852387752560499
96,1,128911,-0.0011256609935355,0.075976042163527,0.988187345403392
97,1,130267,-0.00583540809323368,0.0759394167736878,0.938792024085715
98,1,130271,-0.0132881877836453,0.076026893144003,0.861350563601458
99,1,130613,-0.000785994678417556,0.0767406694296092,0.991833820993749
100,1,132012,-0.00423717116817346,0.0765774591043963,0.955905405233115
101,1,133231,-0.0840396110802726,0.0759027138123801,0.268960644281005
102,1,137074,-0.0446069345857767,0.0758891310847187,0.557048526337036
103,1,137304,-0.0990914572354896,0.0757693143039044,0.19179064293711
104,1,139686,-0.0984028120528074,0.0758719080798011,0.195492100900093
