SNP,Chr,Pos,Effect,SE,HNM1_TPO4_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0132700182026519,0.1163667473228,0.909273951333603
2,1,1035,-0.0375061109312765,0.117625018566955,0.750019992805393
3,1,1074,0.222506201856599,0.198453576988208,0.26296477327214
4,1,1470,-0.261951695233659,0.197599433142412,0.18580618661226
5,1,1475,0.0966579491629593,0.146121339179774,0.508729027468342
6,1,1491,0.0596790637768394,0.127858562440669,0.640960649982963
7,1,21249,-0.482962597537013,0.733807116986413,0.510864225161749
8,1,27243,0.0716224542421879,0.100095287321669,0.474746768930627
9,1,27272,0.0499225394321475,0.0986277719189099,0.613052422538888
10,1,27498,-0.246771348694164,0.900878770064639,0.784304066286091
11,1,27561,-1.06021965992759,0.678316471225632,0.118944789876479
12,1,27816,0.0122226639769386,0.10067466773366,0.903437322703143
13,1,27822,0.000292694586804365,0.100548811975222,0.997679029504232
14,1,27823,-0.0184964747136986,0.102615179853555,0.857059061647369
15,1,27825,-0.00141642151099952,0.10054878492002,0.988768603205286
16,1,27843,0.0236415124754222,0.0963209239771527,0.806254336016979
17,1,27848,0.0236415124754222,0.0963209239771527,0.806254336016979
18,1,28495,0.0257144279839285,0.0963209793573011,0.78965121927243
19,1,28975,0.0404653075514036,0.0956625451296431,0.672552445899732
20,1,29283,0.131958083620696,0.214323845143521,0.538492711798803
21,1,29752,-0.441726656288902,0.222327960373811,0.0477145306994298
22,1,29787,-0.502494262798681,0.604357801943494,0.406280617584354
23,1,30057,0.229587771589999,0.195765247569645,0.241678508197871
24,1,30479,-0.787011486376356,0.573203135091189,0.170621940136253
25,1,30706,0.0379183789695908,0.0988000152414599,0.701365746743506
26,1,31435,-0.00977615852202846,0.0954318486184148,0.918464605049123
27,1,35128,0.0869194725509099,0.131454267010839,0.508906063459348
28,1,35129,-0.00898521959245624,0.131871619949554,0.9457158604166
29,1,36146,0.0147473985814412,0.0949379282912536,0.876644220089722
30,1,37255,0.319323155753453,0.190877282662861,0.0952282339260225
31,1,37409,0.0944626147084678,0.0953220052044253,0.322372009176546
32,1,37478,0.0670043857883895,0.0954699769853239,0.483243136579681
33,1,39144,-0.00451437086070662,0.0951003018807838,0.962165823495754
34,1,41499,-0.00921578379064357,0.0948355489735769,0.9226414041721
35,1,45359,0.154939087721758,0.159447349659697,0.331852389085196
36,1,45634,-0.207110982332807,0.146238030088852,0.157581364499651
37,1,51248,0.00574661395569418,0.0952399958379242,0.951920389684479
38,1,51462,0.00783153681689573,0.0953687229195747,0.934599021152764
39,1,52124,0.0443578267107173,0.0952112197861206,0.641582534181708
40,1,52667,0.0578237392851771,0.0950380321002868,0.543295355599511
41,1,55470,0.0915725326141239,0.0975539115576492,0.348533587889148
42,1,59265,0.104903602229091,0.0948757298827327,0.26961163379585
43,1,60165,0.0881182345251109,0.0948521814775917,0.353520853401915
44,1,62308,0.0790533877230634,0.0947702611372294,0.404755976650237
45,1,62869,0.116098884902997,0.0946502076981407,0.22078675887637
46,1,65431,0.0957312053084045,0.0989320310595568,0.333883578038042
47,1,65451,0.135449235234721,0.0973920607596948,0.16517350227729
48,1,65719,0.107068407206554,0.101680171887587,0.293064897051825
49,1,66841,0.153816832755108,0.0945426023368711,0.104638304226543
50,1,66948,0.145491527149359,0.0951642547776235,0.12719808947248
51,1,68621,0.125875093798465,0.0949841581859501,0.185954638008381
52,1,69417,0.0991009367847117,0.0948214716194759,0.296677196343046
