SNP,Chr,Pos,Effect,SE,ERG11_ERG5_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0733388258740986,0.0777328132449868,0.34608418922214
2,1,1035,0.0466652435527894,0.0786430094700774,0.553306404019774
3,1,1074,-0.019562348096164,0.132963338056524,0.883116654988239
4,1,1470,-0.349073183415063,0.131179395336849,0.00814586496777814
5,1,1475,-0.0956207636075055,0.097658054421321,0.328182093225612
6,1,1491,-0.0690055961361984,0.0854628732470375,0.419960434822039
7,1,21249,-0.359974640902256,0.490717811037976,0.463699273910366
8,1,27243,-0.0502864907677634,0.0669415676004665,0.453032926612603
9,1,27272,-0.0735984431763566,0.0658725675760103,0.264632268711349
10,1,27498,0.950550739617634,0.600469292785309,0.114313966712913
11,1,27561,-0.0994535988068947,0.455213376777457,0.827183820905435
12,1,27816,0.0360743734575382,0.0673080504878528,0.592324243389162
13,1,27822,0.0405901577749442,0.0672151397021526,0.546308537199468
14,1,27823,0.0251511320463906,0.0686219961097322,0.714198870200936
15,1,27825,0.0421817933077499,0.06721236341757,0.530678446952887
16,1,27843,0.0557463942076292,0.0643592590174424,0.386982419117636
17,1,27848,0.0557463942076292,0.0643592590174424,0.386982419117636
18,1,28495,0.121534340335747,0.064103113554531,0.0587871529608446
19,1,28975,0.0748489053170982,0.0638738770566083,0.24205824472056
20,1,29283,-0.138608916122791,0.143232845282842,0.333848067251475
21,1,29752,-0.235593901331809,0.149001549358754,0.11473914487769
22,1,29787,-0.702332271459221,0.402876436632458,0.0821528428128739
23,1,30057,0.306890359326825,0.130167238953031,0.0189354867559492
24,1,30479,-0.153551354339019,0.384309663999611,0.689728804182052
25,1,30706,0.0695056727319309,0.0659903770838108,0.292937761694864
26,1,31435,0.0867396468893892,0.0636612496227992,0.173902871692557
27,1,35128,-0.178282797965316,0.0874614634041781,0.0422532313469868
28,1,35129,-0.0765939821119024,0.088105731981186,0.385250997562131
29,1,36146,0.0225789797797122,0.0634879308679766,0.722321051656876
30,1,37255,0.0896236657583422,0.128080327563554,0.484546956176231
31,1,37409,0.0554104059557947,0.0637744804129678,0.385519959064447
32,1,37478,0.0391473091902129,0.0638635367366678,0.540281813916885
33,1,39144,-0.00803472045153825,0.0636044990458807,0.899548053598348
34,1,41499,0.000221317432593057,0.0634295068325095,0.99721800789644
35,1,45359,-0.0318487829828635,0.106771913933142,0.765658844160666
36,1,45634,-0.0115548444502211,0.0980836294209434,0.906288342014043
37,1,51248,0.0565390158934119,0.0636283722737824,0.37483294168246
38,1,51462,0.0503768044583533,0.0637294905159197,0.42977898311968
39,1,52124,0.0123891100445222,0.0636960802339071,0.845893550227875
40,1,52667,-0.0436385528743432,0.0635549794152025,0.492768711577129
41,1,55470,-0.0641855133726062,0.0652387722217245,0.325860495729551
42,1,59265,-0.0633362596244687,0.0634758718132877,0.319059561084349
43,1,60165,-0.0572784073604092,0.0634440845053252,0.36723858365563
44,1,62308,-0.0366412857234494,0.0634174539006236,0.563781559946109
45,1,62869,-0.0488821231784689,0.0633860920465711,0.441115788213978
46,1,65431,-0.0142073264462237,0.0662518841898712,0.830324568236736
47,1,65451,-0.0157597714118842,0.0653113551433129,0.809461033580332
48,1,65719,-0.0527949339422423,0.0680552692286693,0.438406836070657
49,1,66841,-0.0251985050353548,0.0634551911662329,0.691528494072367
50,1,66948,-0.0371793843947841,0.0638282143103999,0.560607615673043
51,1,68621,0.0162195780430144,0.0636800356400241,0.799099822186842
52,1,69417,-0.0127099048564788,0.0635136861613142,0.841507555795498
53,1,69820,-0.359057938810414,0.247809279278167,0.148245259332902
54,1,69821,0.163857800840138,0.153965788091254,0.287943751822593
55,1,70906,-0.134035585658332,0.101783401367755,0.188736196592782
56,1,74327,-0.0980030208995449,0.0636531349784483,0.124543605614476
