SNP,Chr,Pos,Effect,SE,HNM1_MAM33_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.269151985044289,0.153130914759609,0.0796722224402335
2,1,1035,0.0719691160849959,0.155434898233681,0.643636960758658
3,1,1074,0.277579290858455,0.262338103406654,0.290734511922439
4,1,1470,0.131570531004705,0.261713902456321,0.615470020845679
5,1,1475,0.0294223920332115,0.193235323614882,0.879067302642933
6,1,1491,0.108614737965126,0.168938176157717,0.520689534778427
7,1,21249,-1.31950853304616,0.967890163038491,0.173662090903065
8,1,27243,-0.0321706439740064,0.132376277111998,0.808127773311553
9,1,27272,0.0250471750168186,0.130392378286716,0.847781541679423
10,1,27498,-0.564026914019697,1.19039907409749,0.635925959947302
11,1,27561,0.317602572469424,0.899438450012436,0.724215192509896
12,1,27816,0.00713743047850457,0.13305942245285,0.957251593927837
13,1,27822,0.00622365539025627,0.132890437661594,0.962672826186793
14,1,27823,-0.000677988703321086,0.135628110959565,0.996014310901163
15,1,27825,0.0119415198717373,0.132889330587146,0.928448925303769
16,1,27843,0.0154543689711879,0.12731124439366,0.903450852075722
17,1,27848,0.0154543689711879,0.12731124439366,0.903450852075722
18,1,28495,0.067982948038532,0.127264534993483,0.593549020090451
19,1,28975,-0.0145152579186163,0.126462568897087,0.90868548569499
20,1,29283,-0.27407338009764,0.283038594305412,0.333544992601507
21,1,29752,0.0352072309979778,0.295473328664388,0.905220051955598
22,1,29787,1.1382748617316,0.797235642650167,0.15424006178285
23,1,30057,0.120233558474196,0.259158699674576,0.642978153884163
24,1,30479,0.785662605644607,0.758445114864161,0.300964464870618
25,1,30706,-0.0161531645822915,0.130603953278219,0.901638629463062
26,1,31435,0.00462805246829726,0.126129622521818,0.97075066843383
27,1,35128,0.279468499122394,0.173207233846729,0.107531189310833
28,1,35129,0.0858766049481248,0.174229999295616,0.622395223344191
29,1,36146,-0.0743156299223169,0.125417126560094,0.55386326363183
30,1,37255,-0.0725237738140851,0.253242586803245,0.774754601598183
31,1,37409,0.0662253227738833,0.126108683399005,0.599812185855596
32,1,37478,0.040188585479522,0.126248265243481,0.750423027196405
33,1,39144,-0.0209578145852579,0.125685249119018,0.867663491938471
34,1,41499,-0.00639403940638652,0.125341100293623,0.959343926783856
35,1,45359,-0.05916722382453,0.210992562809928,0.779317057024259
36,1,45634,0.0641427581549503,0.193794499928013,0.740853423368577
37,1,51248,-0.0406561237429164,0.125856473025564,0.746859531718613
38,1,51462,-0.0440505916465542,0.126023954173802,0.726891314636047
39,1,52124,-0.0720792045438288,0.12581659833357,0.567083185197056
40,1,52667,-0.120591859293588,0.125509331922817,0.337300409443819
41,1,55470,-0.119855212465682,0.128935725199797,0.353227264795061
42,1,59265,-0.00590241361915061,0.125609550203422,0.96254763797267
43,1,60165,0.0102743606173428,0.125513832419261,0.934805714638107
44,1,62308,-0.110242852682268,0.125239606796408,0.379319792978269
45,1,62869,-0.113935358675017,0.125214479081083,0.363484727714819
46,1,65431,-0.14336487930241,0.13070477509726,0.273450145792817
47,1,65451,-0.120983021586761,0.128910154040683,0.348625855368795
48,1,65719,-0.0767040171491987,0.134535078784125,0.568944491168332
49,1,66841,-0.111017424351581,0.12528105133062,0.376141607151981
50,1,66948,-0.137350504955931,0.125978107023595,0.276336658580533
51,1,68621,-0.315428780996768,0.124723332654926,0.0118727737673114
52,1,69417,-0.255436951404324,0.124776530417984,0.041382748787317
53,1,69820,-1.0503163693818,0.487952275783783,0.0320354847474031
54,1,69821,-0.486546697342579,0.303633572484765,0.109958489155457
55,1,70906,-0.131214975202004,0.201504236714848,0.515355740194991
56,1,74327,-0.175897853485136,0.125857369076588,0.163111884756476
57,1,74572,-0.162609211891062,0.125571190705453,0.196181602468226
58,1,75211,-0.123471568407305,0.12546766086895,0.325744885770127
59,1,76030,-0.0784895651232953,0.125570177116499,0.532332016892653
60,1,80108,-0.19798095230169,0.125167166907884,0.114606226397442
61,1,81262,-0.195202768314816,0.125131877589545,0.119661516870667
62,1,81999,-0.257011632765226,0.125123559618037,0.04070563669377
63,1,82431,-0.251479558782565,0.125754612150685,0.0462916311653224
64,1,83284,-0.198931533259997,0.125097383753757,0.112681862129318
65,1,83613,-0.171563251925476,0.125198269345655,0.171453959617138
66,1,84112,-0.231503577164665,0.124938538007232,0.0647253840526894
67,1,84701,-0.233305930889628,0.133861809848145,0.082224218838677
68,1,84858,-0.105576220322705,0.125773523745739,0.401804412442475
69,1,85751,-0.14335932005814,0.126185982835019,0.256687326242053
70,1,87445,-0.0831035125264598,0.12660646118542,0.51199935536195
71,1,87467,-0.132485680228839,0.127151517677282,0.298147360987159
72,1,89070,-0.131041341333514,0.126357527599947,0.300414062823282
73,1,89616,-0.0723476846898761,0.125810182546869,0.565620917560252
74,1,89679,-0.114518339006713,0.125737389337704,0.363035984354992
75,1,89880,-0.0807024498637768,0.125843648884444,0.521749519388177
76,1,91472,-0.0766177857707022,0.126786022359271,0.546027193810427
77,1,93789,-0.0246845857992442,0.125537788066145,0.844229683838686
78,1,94351,-0.0373219063824563,0.125859399069627,0.766994784465028
79,1,99148,-0.0238882298922788,0.125538224502982,0.849194008915224
80,1,101281,2.07557797008919,1.36859666635537,0.130269275504357
81,1,106011,-0.107059816472842,0.13071695194696,0.413327505329253
