SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0934757064806566,0.0641914327407468,0.146225555004836
2,1,1035,0.0497737180769948,0.0650343677861023,0.444577618455406
3,1,1074,0.102300810973641,0.10985980103739,0.352389514511997
4,1,1470,-0.147460457127673,0.109317159576145,0.178226284419435
5,1,1475,-0.116566542452749,0.0806570476480271,0.149285440141803
6,1,1491,-0.0297333936092472,0.0707450191447165,0.674529647863391
7,1,21249,0.322409922281139,0.405883253599486,0.427530325081698
8,1,27243,0.0095946988561737,0.0554179720821937,0.862645846253489
9,1,27272,-0.0482164882310251,0.0545276802118297,0.377159307365692
10,1,27498,-0.337073101878018,0.498163337632583,0.499082785128953
11,1,27561,-0.0314915257968873,0.376587944046934,0.933403343617083
12,1,27816,0.0429080321082478,0.055655059776583,0.441244151686565
13,1,27822,0.0396810224203785,0.055590996199212,0.475820652511778
14,1,27823,0.0320716653714466,0.0567513158211965,0.572346785015939
15,1,27825,0.0353983704369085,0.0555991882451702,0.524752040001479
16,1,27843,0.0589737640864763,0.053203954345741,0.26842345003067
17,1,27848,0.0589737640864763,0.053203954345741,0.26842345003067
18,1,28495,0.0816463440934943,0.0531198734798796,0.12518407121239
19,1,28975,0.0727333530568724,0.0527993391633437,0.1692172093844
20,1,29283,0.0225623031254738,0.118637508907577,0.849278576826246
21,1,29752,-0.0782199119922842,0.123624192305831,0.527323964699336
22,1,29787,-0.0497553079554858,0.334692585090549,0.881907028165474
23,1,30057,0.233400189824668,0.107809378805259,0.0310623492281414
24,1,30479,-0.20990474135797,0.317788085702365,0.509352283124479
25,1,30706,0.0726777621068125,0.0545379285418712,0.18351952396546
26,1,31435,0.0415942046422663,0.0527543684283872,0.430962446070562
27,1,35128,-0.0841344100333004,0.0726374269006396,0.247533202884836
28,1,35129,-0.0521530249364814,0.0729088713178021,0.474885437699432
29,1,36146,0.0182678613336335,0.0525195372529226,0.728175306182186
30,1,37255,0.123261724722759,0.105822192281541,0.244886372335701
31,1,37409,0.0526743624393787,0.052738084168012,0.318579748018423
32,1,37478,0.0503347420818899,0.0527900148272216,0.340994393888699
33,1,39144,0.00022099119142904,0.0526167452067036,0.996651254130017
34,1,41499,-0.00647275977527268,0.0524696683577613,0.901890706692572
35,1,45359,-0.0238720394512155,0.0883269355614108,0.787111193585718
36,1,45634,-0.0087270871568621,0.0811379977864833,0.91440696641813
37,1,51248,-0.00826715823508562,0.0526923022432208,0.875417304375211
38,1,51462,-0.0149631790708963,0.0527595825204059,0.77687504396163
39,1,52124,-0.026177566955452,0.0526757161270457,0.619528717365374
40,1,52667,-0.0416501725411113,0.052562964243477,0.428667655329994
41,1,55470,-0.0291562873942176,0.0540191339822636,0.589716653628826
42,1,59265,0.00665502920291272,0.052581956542312,0.899356850890461
43,1,60165,0.0237591634576163,0.0525281946320737,0.651321637941551
44,1,62308,-0.0439569684522069,0.0524334572447584,0.402408100037197
45,1,62869,-0.0381884550396829,0.0524396594289512,0.466951842219773
46,1,65431,-0.0215574057727524,0.0547971126169418,0.694258578339044
47,1,65451,-0.0125726363208382,0.0540278317964561,0.816124061321115
48,1,65719,-0.0218862388178152,0.0563332945258874,0.697870366905034
49,1,66841,-0.0191509897203901,0.0524938734743727,0.715461753768736
50,1,66948,-0.0294195867580016,0.0528027784186573,0.577771328559717
51,1,68621,-0.0104347443184524,0.0526799562520578,0.843097997626696
52,1,69417,-0.00454491054617698,0.0525428573563524,0.931118704014295
53,1,69820,-0.477554449530136,0.2040268092418,0.019806640580787
54,1,69821,-0.235618973976699,0.12695139683444,0.06428990179579
55,1,70906,0.0368175816986129,0.0843821073455956,0.662871470894111
56,1,74327,-0.0277776274234758,0.0528116034457769,0.599235267875848
57,1,74572,-0.0329468378855649,0.0526624497489217,0.531966535122148
58,1,75211,-0.0178012363664353,0.0525870508163064,0.735180233292709
59,1,76030,-0.0109303521165023,0.0525923678179951,0.835480366428552
60,1,80108,-0.0584147468147339,0.0524911525545402,0.266530368279292
61,1,81262,-0.109346574328997,0.052240078701532,0.0370486535265728
62,1,81999,-0.116062244633595,0.0523282788555093,0.027193316362407
63,1,82431,-0.0809693437449751,0.0527653685115579,0.125798321785477
64,1,83284,-0.0684634492580928,0.0524293438483985,0.192463048543624
65,1,83613,-0.0743563473376477,0.0524007938399038,0.156783471350191
66,1,84112,-0.082592603040252,0.0523716520376106,0.115680209589503
67,1,84701,-0.0930010549431994,0.0560600499222677,0.0980132003711481
68,1,84858,-0.0598004011365708,0.0526079549087022,0.256427313868587
69,1,85751,-0.0700702972070395,0.0527892021600904,0.185247301955036
70,1,87445,-0.0440010432683099,0.0529809135200703,0.406813279505107
71,1,87467,-0.0471885923638975,0.0532510805155985,0.376138489245793
72,1,89070,-0.0663095392085127,0.0528589334872673,0.210504002253431
73,1,89616,-0.0438380368078808,0.0526399520354611,0.405526133783147
74,1,89679,-0.0515744062095888,0.0526267678688028,0.327755649019931
75,1,89880,-0.0560431483626062,0.0526271965977721,0.287645202176296
76,1,91472,-0.0635600966128277,0.0529950630965178,0.231192867595497
77,1,93789,-0.0676120438574519,0.0524324737031204,0.198066116204905
78,1,94351,-0.0577929234547615,0.0526042822539432,0.272675912732754
79,1,99148,-0.0361682643274308,0.0525205542546493,0.49149606812533
80,1,101281,1.01593500979014,0.572239731508095,0.0766990057464287
81,1,106011,-0.0945357620941041,0.0545414253134884,0.0839184913769381
82,1,106800,-0.0509783937522193,0.0525567212487445,0.3327260386407
83,1,107970,-0.0546100438079281,0.0523902325352065,0.297953185768085
84,1,109000,-0.0742447704377302,0.0524145197223218,0.157513216173732
85,1,112549,-0.0226694174812461,0.052489903022294,0.666091220431095
86,1,112742,0.00170534184273444,0.0527082453212367,0.974207740009697
87,1,113050,-0.017170190464915,0.0526117164609354,0.744347832426651
88,1,113135,-0.039152448411996,0.0524442427969359,0.455829861216323
89,1,114076,-0.0326118572761057,0.0524569184545668,0.534548073114381
90,1,114628,-0.0538754648620139,0.0525402152725528,0.305870107034286
91,1,116283,-0.0794559030700018,0.0527417891018191,0.132831258233626
92,1,126880,-2.90053493799187,0.980686051133126,0.00330869606057465
93,1,127853,-0.08400630308686,0.0526229405978999,0.111298382318425
94,1,128302,-0.0494329196867067,0.052543858450968,0.347454042821544
95,1,128704,-0.0767090507686146,0.0525035533723906,0.144897854303773
96,1,128911,-0.066198744830779,0.052549900066392,0.208598600206997
97,1,130267,-0.100976568334873,0.0523678587625697,0.0546299713208025
98,1,130271,-0.0983966622908072,0.0524445606622729,0.0614522763229701
99,1,130613,-0.0919199814218909,0.0529724859569642,0.0835710252457685
100,1,132012,-0.104325729788209,0.0527938084882218,0.0489219291591103
101,1,133231,-0.111545174927406,0.0523728935684134,0.0338772241368868
102,1,137074,-0.116434990638904,0.0522672490881234,0.0265312937645198
103,1,137304,-0.107257684539722,0.0523412555916311,0.0411813605212323
104,1,139686,-0.121918101057021,0.0523199783334912,0.0203565033856548
105,1,149562,-0.124605613623421,0.0524232737713745,0.0179906186053656
106,1,150447,-0.112718025371667,0.0530893446848873,0.0344344286871894
107,1,151446,-0.209128349358896,0.106754505120774,0.0509037545696809
108,1,154084,-0.126678136299545,0.0531664933041125,0.0177163572677175
109,1,156633,-0.112376509568187,0.053996797874843,0.0381387300103817
110,1,157269,-0.105862672274959,0.0523171126200688,0.0437766946156272
111,1,160054,-0.0858177542131374,0.052922839099084,0.10578961044338
112,1,166222,-0.0881873077955444,0.0525173622576919,0.0939973546162851
113,1,166416,-0.0791964329970448,0.0524505477784704,0.131956932566576
114,1,167326,-0.0823533161685586,0.0527368238771692,0.119280550375995
115,1,168836,-0.102933492117363,0.0523821662923603,0.0501924725907031
116,1,171200,-0.049314140324544,0.0526814164558238,0.349870769625299
117,1,171431,-0.063476019204769,0.0529684266291526,0.231575127554979
118,1,173339,-0.0598998238612913,0.0525667168030626,0.25526690074999
119,1,173845,-0.059002294672677,0.0525258595675607,0.262073495086309
120,1,175121,-0.0585155762508417,0.0524228881291036,0.265086391376598
121,1,175281,-0.0535921136620005,0.0524825023870588,0.307886232157496
122,1,175315,-0.0568580740224972,0.0524561930255575,0.279142084416912
123,1,175523,-0.0560262920514988,0.0527569144525693,0.288975023352602
