SNP,Chr,Pos,Effect,SE,HNM1_MID2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.131715044841267,0.104058214410399,0.206425801053192
2,1,1035,0.0971921691721137,0.105308087125619,0.356673207547304
3,1,1074,-0.00715930094294137,0.178177433378703,0.967971748609961
4,1,1470,-0.388765776794051,0.176326248401537,0.0281119131788998
5,1,1475,-0.0779021962932829,0.130974868892545,0.552366669530646
6,1,1491,-0.0128636237861715,0.1146248775996,0.910709853654736
7,1,21249,-0.504019876615926,0.657521420168419,0.443864294285569
8,1,27243,-0.00157609698517858,0.0897740891179256,0.98600277169564
9,1,27272,-0.000364111492395791,0.0884259224740429,0.9967168853826
10,1,27498,-0.175547906351485,0.807432575417587,0.828010599235639
11,1,27561,-0.172053862433651,0.609963579729216,0.778053331814408
12,1,27816,0.0873391922023395,0.0901104137318904,0.333085893398075
13,1,27822,0.0928315055525515,0.089980005957691,0.302923513307695
14,1,27823,0.0515376058722554,0.0919308312771092,0.575417125030794
15,1,27825,0.0821038295810737,0.0900095426048793,0.36230277504048
16,1,27843,0.120314097653788,0.0860959167748819,0.163158193023557
17,1,27848,0.120314097653788,0.0860959167748819,0.163158193023557
18,1,28495,0.159004056742886,0.0859193463246738,0.0650595408314754
19,1,28975,0.112610332515811,0.0855483278738676,0.188915400274676
20,1,29283,-0.112501818905389,0.192094754169973,0.558479628721025
21,1,29752,-0.390724330510485,0.19928742221362,0.0507109377668598
22,1,29787,0.60695606136836,0.541214620597808,0.262850075914862
23,1,30057,0.359656658592579,0.174748169269753,0.0403101275750665
24,1,30479,0.355477833531523,0.514748135022362,0.490279597457903
25,1,30706,0.124669365107741,0.0883177776385648,0.158948620768167
26,1,31435,0.106164955257087,0.0853439617382932,0.21433761323756
27,1,35128,-0.0288029592424408,0.117877137310808,0.80710382176878
28,1,35129,-0.0536589632295135,0.118154482019626,0.650005420807294
29,1,36146,0.0528710477757205,0.0850432410106699,0.534543036451726
30,1,37255,0.217720564840411,0.171356701461931,0.204718649085424
31,1,37409,0.0652524606485866,0.0854793284913581,0.445751900290185
32,1,37478,0.0431760964368732,0.0855925527125498,0.614268664577075
33,1,39144,-0.0455317699340187,0.0851982158829386,0.593386272993773
34,1,41499,-0.0566698054591975,0.0849427238991379,0.505110179361296
35,1,45359,-0.244233596360039,0.142501926703886,0.0874255260984564
36,1,45634,-0.0938369275872732,0.131340831148088,0.475418925344212
37,1,51248,-0.10496294514834,0.0851750263173723,0.218649480606308
38,1,51462,-0.102452812069631,0.0852996667455068,0.230520498855022
39,1,52124,-0.136416753257162,0.0850486751560517,0.109611772439775
40,1,52667,-0.20164631331182,0.0845427280227668,0.0175996686347442
41,1,55470,-0.149910969436302,0.0871760876498975,0.086375512408608
42,1,59265,-0.0729585872416981,0.085089690669549,0.391788162722104
43,1,60165,-0.0682821487506803,0.085036259757022,0.42252842087992
44,1,62308,-0.101318046023306,0.0848490869160817,0.233241783969752
45,1,62869,-0.0844442147687973,0.084890703794995,0.320543901217848
46,1,65431,-0.0294532039703302,0.0887702165536632,0.740243601224293
47,1,65451,-0.0117593017537124,0.0875229350364797,0.893197007960312
48,1,65719,-0.0379754220478443,0.091250152060235,0.677539748565944
49,1,66841,-0.0136465354259718,0.0850465635049727,0.872610846737261
50,1,66948,-0.0263873009892618,0.0855600987525624,0.757954859240626
51,1,68621,-0.0570999793095071,0.0852856774993907,0.503605141505518
52,1,69417,-0.0570922880585292,0.0850596247243301,0.502530084094549
53,1,69820,-0.326674234243708,0.332599067279851,0.326680776299073
54,1,69821,-0.152421865788465,0.206487318188932,0.460904181001969
55,1,70906,-0.172519590999812,0.136416833456011,0.206831001713601
56,1,74327,-0.114996854876369,0.0853626852713096,0.178794115965341
57,1,74572,-0.112215958698534,0.0851447645486699,0.188377302044882
58,1,75211,-0.0833437640492893,0.085082837453037,0.32797409329553
59,1,76030,-0.10068281493958,0.08502970072066,0.237174143428256
60,1,80108,-0.163383042465285,0.0847331942214064,0.0546312956197417
61,1,81262,-0.126071719717206,0.0848812360953426,0.138364261041486
62,1,81999,-0.201061175780921,0.0846804783222286,0.0181139683101005
63,1,82431,-0.197729103232281,0.0851098370268708,0.0207348193602883
64,1,83284,-0.173642270643604,0.0846308450336694,0.0409302084656807
65,1,83613,-0.149376378567188,0.0847525080066801,0.0788500455781156
66,1,84112,-0.132940794262078,0.0848394333959907,0.118017805119096
67,1,84701,-0.0751653615425948,0.0910758891104288,0.409755988169868
68,1,84858,-0.00897992549266521,0.0853729210043374,0.916288989034902
69,1,85751,-0.0479459127043041,0.0856871778832524,0.576144037917045
70,1,87445,-0.025789248095593,0.0858954197331672,0.764170764619869
71,1,87467,-0.0675405585172026,0.0862812554438265,0.434272165945583
72,1,89070,-0.0794290663334951,0.085711438272889,0.35471378389009
73,1,89616,0.00506337994661086,0.0853535639771934,0.952728872633703
74,1,89679,-0.0367373162262646,0.0853424010894822,0.667116716203502
75,1,89880,-0.0375996868240892,0.0853629725379625,0.659867536695333
76,1,91472,-0.0276510868340942,0.0860076416222428,0.748025048276973
77,1,93789,-0.0671856931517514,0.0850588504225077,0.430132172929328
78,1,94351,-0.0491243320084163,0.0853179881507983,0.565131235494649
79,1,99148,-0.0542170165277496,0.0850850644010211,0.524401394413375
80,1,101281,0.768018728308011,0.930189608080439,0.409555626430661
81,1,106011,-0.124339894744675,0.0884784266213597,0.160807636793794
82,1,106800,-0.0780202113406134,0.0851476208543575,0.360138520993474
83,1,107970,-0.033485437706043,0.0849775709707344,0.693781830424164
84,1,109000,-0.0846630898925469,0.0850267279568663,0.320066679696131
85,1,112549,-0.030489334627297,0.0850341819246465,0.720143201817109
86,1,112742,0.0191851703735693,0.0853749122418716,0.82232967547719
87,1,113050,-0.0197774472395851,0.0852308831324224,0.816637097520069
88,1,113135,-0.0304708710785186,0.0850048093588524,0.720212958042714
89,1,114076,-0.000922244947758749,0.0850202648945294,0.991351360836305
90,1,114628,0.0118906142744662,0.0852330158277363,0.889128973370204
91,1,116283,-0.0442020139751846,0.0856771409847651,0.60623764437483
92,1,126880,-4.01947626327149,1.59386063341615,0.0121133317535939
93,1,127853,0.0476607268629901,0.0855122366748318,0.577637708331012
94,1,128302,0.0615238293911013,0.0851583090727482,0.470487477000125
95,1,128704,0.0227645760921288,0.0852974707411782,0.789713902365283
96,1,128911,0.0424032612658699,0.0852856605134543,0.619363905272189
97,1,130267,-0.00918750115344991,0.0852736742127012,0.914262074579946
98,1,130271,-0.00698378551981116,0.0853754774498418,0.934851451279445
99,1,130613,0.0657050287675392,0.0861031339291088,0.445915308749137
100,1,132012,-0.027444838663805,0.0859788026710741,0.749760094818909
101,1,133231,-0.0171472500644745,0.0853761406513248,0.840936551957336
102,1,137074,0.00486956843220668,0.0852591952318422,0.954486000925707
103,1,137304,0.0284868477434452,0.0852757461071254,0.738535906601212
104,1,139686,0.00887303371060447,0.0854000014927998,0.917307957076064
105,1,149562,0.0109708182956063,0.0855941448910273,0.898085425207751
106,1,150447,0.0311745243708075,0.0865296839824539,0.718856594744492
107,1,151446,-0.000769821608914256,0.17386663416853,0.99646975443868
108,1,154084,0.0636047391114169,0.0867469398110869,0.463909855702187
109,1,156633,0.0683882622881375,0.0879278563384332,0.437221463251299
110,1,157269,0.0598290088663118,0.0851778800521546,0.482892165210219
111,1,160054,0.0437316035343867,0.0860157207713928,0.611480557883647
112,1,166222,0.0404563485297493,0.0853836331213278,0.6359222256988
113,1,166416,0.0613194139184753,0.0851748774456606,0.472048357870413
114,1,167326,0.0366862303527087,0.0856995066535905,0.668854056978932
115,1,168836,-0.00861313583756851,0.0853142855462957,0.919641338977401
116,1,171200,0.0157274429798729,0.0854391826251842,0.854058245479609
117,1,171431,-0.0249242251291141,0.0859664756037093,0.772040331774917
118,1,173339,-0.0198890122561965,0.0853015305078979,0.815771328464318
119,1,173845,-0.0160163940915508,0.085233120361158,0.85105298133152
120,1,175121,0.0253686763281906,0.0850576646355422,0.765685794510215
121,1,175281,0.0201420510323903,0.085133937719705,0.813110168902343
122,1,175315,0.020789386059387,0.0851066930028984,0.807160229022562
123,1,175523,0.0245246018493839,0.0855861832186872,0.774626073104593
124,1,175541,0.0205233286756903,0.0852398029200661,0.80987187396751
125,1,175653,0.00730670476381101,0.0855156662635603,0.931957744432652
126,1,175805,-0.0267003868578826,0.0903421916361204,0.767749625867191
127,1,175818,-0.0122557242585874,0.0882751927752822,0.889659365800646
128,1,175856,-0.00543936512513632,0.0869278426518357,0.950141677375915
129,1,175876,0.0193414425719629,0.0855899459680663,0.821349334908023
130,1,175989,0.0184444274869665,0.0858347427244757,0.829982621834841
131,1,176001,0.0183152395763476,0.0862821363435034,0.832017735145237
132,1,176451,-0.0081157161623201,0.0873237912643054,0.92600537962621
133,1,177692,0.0344916130436974,0.085094085450157,0.685476810573419
134,1,178191,0.029980009853836,0.0851834527526925,0.72508846231552
135,1,178224,0.0344916130436974,0.085094085450157,0.685476810573419
136,1,178960,0.0253689266926905,0.085783051149251,0.767607454474064
137,1,179139,0.106202606244773,0.169946578624227,0.532428875866841
138,1,179139,-0.130143696659964,0.342396256676377,0.704102206291712
139,1,180955,0.0954048816165565,0.0983953973069471,0.332906214832749
140,1,183802,0.0311045236939366,0.085108503293878,0.714980198177817
141,1,183954,0.0164428549534346,0.0857398686376686,0.848027883089048
142,1,184450,0.015687468505053,0.0849894896278,0.853663467900091
143,1,184641,0.0156889234739198,0.0874629831507403,0.857743924142737
144,1,184718,0.0401722502752085,0.0854497549006402,0.638554484541164
145,1,185296,0.0377915597275048,0.085090114903823,0.657216600448826
146,1,185438,0.0177105849908834,0.0851126846113733,0.835283409014715
147,1,185469,0.0178329488269483,0.0852354621337359,0.834397317538187
148,1,185503,0.00728036171869614,0.0850193960224381,0.931807686490009
149,1,185705,0.0274980331683273,0.0859580395643877,0.749232895425838
150,1,185749,0.0273259372112594,0.0859581950354466,0.750750290783597
151,1,185806,0.0239787151757093,0.0860758316531594,0.780732864055443
152,1,185879,0.0258141514876885,0.0864903550234789,0.765525591256085
153,1,185916,0.0423555836413031,0.0864325310968363,0.624408491704741
154,1,185941,0.0306312980481527,0.086823260504819,0.724448500711016
155,1,185954,0.0351813921330366,0.0870720402711897,0.686421180985323
156,1,186055,0.00979496304739372,0.0853523972926113,0.908701326661327
157,1,186896,0.00621809939083912,0.0867527084798373,0.942900235289914
158,1,187697,-0.0643012244886272,0.176892387800219,0.716445455162953
159,1,189392,0.00749555655770351,0.177852648006514,0.966407128802635
160,1,189416,0.111296030884244,0.171938452334427,0.517857498557923
161,1,190132,0.0382518266167656,0.0854380061514603,0.654633945132027
162,1,190148,0.0334740063170413,0.0854694678334772,0.695554113293061
163,1,190165,0.0311869474627273,0.0861289518132119,0.71749697255112
164,1,190169,0.0261998734060551,0.0860262197963679,0.760883167042451
165,1,190933,-0.0324519112323352,0.0853223283048582,0.703918177108089
166,1,192149,0.00605509282625644,0.0860369176505291,0.943932777510545
167,1,192302,0.144599504849848,0.11334104123319,0.202868187007662
168,1,192303,-0.0273997331282212,0.102559285063223,0.789502024966874
169,1,192305,0.0952839746274607,0.106467286833266,0.371418234629357
170,1,192315,-0.0330633321929197,0.120901850203464,0.784649955753466
171,1,192795,-0.0274285267641107,0.0851657408972709,0.747597450636676
172,1,194020,-0.0105296323207934,0.0897166333974907,0.906637216451535
173,1,194187,0.00517820215559059,0.0852483749874892,0.951598633393019
174,1,194867,0.0251855357297351,0.0851918816864293,0.76768415338921
175,1,197325,0.0174429007037426,0.0872765572738175,0.841706876483649
176,1,197392,0.0222028149069933,0.0883955047296301,0.801824312517004
177,1,198857,-0.0673843316498832,0.408529880287955,0.869082898611424
178,1,206666,0.0602345568933278,0.0957697404335964,0.529787351382353
179,1,206675,0.0720454977820619,0.124694712004529,0.563784335086279
180,1,223051,0.0459320298895125,0.0987076331366338,0.641979141447934
181,1,223059,-0.0294840248409876,0.102516645160541,0.773819936367182
182,2,7366,0.140631987746657,0.123347938845192,0.255007482126921
183,2,8180,-0.13082501890001,0.169994214261381,0.442060686721422
184,2,8187,-0.104778728085623,0.176837577864219,0.553885845576579
185,2,8250,-0.0566721521143059,0.174281788652305,0.745240958400426
186,2,8253,-0.0691930174846433,0.174268980126109,0.691572572670015
187,2,8285,-0.0187710316107884,0.0944965464205263,0.842656750027802
188,2,8302,0.0119605753392955,0.0884574478241494,0.892520728001506
189,2,8306,0.0119605753392955,0.0884574478241494,0.892520728001506
190,2,8314,0.0490584296127753,0.0866056862048484,0.57144286126462
191,2,8317,0.0129042981308776,0.0886184132775448,0.884307299350273
192,2,8328,-0.0201314318344064,0.088218091422104,0.819622332850606
193,2,8331,-0.0224233929731367,0.0880506498687963,0.799130369737998
194,2,8498,-0.0191711939631554,0.0865121272145793,0.824752460257233
195,2,8651,-0.0144340197011614,0.086595743992959,0.86771508719904
196,2,9418,0.199223849580282,0.219988851399378,0.365760619260496
197,2,9812,0.00276692495853714,0.0871135815278978,0.974679587586424
198,2,9932,0.00303540570877625,0.0867702145654745,0.97211377406761
199,2,10135,-0.00906789237126704,0.0864367182417326,0.91650849357666
200,2,11616,-0.00801550225965397,0.0863452653060506,0.926090623529971
201,2,12133,0.00231969485140993,0.0866894964725743,0.978667345773924
202,2,12194,0.00229672096639533,0.0870247183524738,0.978959912550298
203,2,12359,-0.000276382175288692,0.0867703637221009,0.997460370493823
204,2,13061,-0.00920023789265167,0.0867625975034604,0.915611469498085
205,2,14298,0.00989299018229994,0.0870360996734443,0.90956768502494
206,2,15222,-0.01440724445145,0.0878830899991275,0.869874970636557
207,2,17986,-0.0156835488501315,0.0863422841833636,0.855966454291596
208,2,19770,-0.0215190724023431,0.0869357671824421,0.804643215593829
209,2,19836,-0.0200793703470987,0.0866978613326334,0.81698159576717
210,2,19851,-0.0203756577541145,0.0869515434199619,0.814861949818184
211,2,21595,-0.0227232929809209,0.0865907058317378,0.793149308729301
212,2,22385,-0.0182667991696914,0.0866756416206269,0.833204789158744
213,2,23441,0.0142558740387522,0.0875196991138244,0.870700138277905
214,2,24209,0.0290005726042699,0.0867885892869352,0.738463362147757
215,2,24341,0.0432102518413757,0.0869772278529171,0.61963962353884
216,2,26815,0.0346268484112435,0.086883818988292,0.690471681617545
217,2,28209,0.0567234488226458,0.0868801651627778,0.514250258292782
218,2,28695,-0.024267949261797,0.0908108530310938,0.789443347702703
219,2,35849,-0.7084613007722,0.930323500522832,0.446854118472523
220,2,35850,1.42795772223236,1.13619807956759,0.209662150669087
221,2,41245,-0.0518106088507113,0.0865552350720619,0.549833992310669
222,2,43214,-0.0572991069959836,0.087950305674486,0.515151480498028
223,2,47104,0.0786107005994675,0.0854474781586429,0.358206994765859
224,2,50915,0.0709981657365483,0.0863077190993078,0.411281361904803
225,2,55834,0.0561822712168883,0.0859392023246823,0.513702124820333
226,2,56422,0.0699836034410379,0.0860643778611416,0.41667780157415
227,2,57715,0.0756691765555062,0.0857664646825082,0.378231212832455
228,2,59046,0.0527082808290124,0.0862497078123755,0.541518366028815
229,2,59191,0.0644283809274706,0.0857326695448547,0.452850564754894
230,2,59383,0.0607017945937907,0.0857651004021849,0.479556365469154
231,2,59477,0.0448477284461168,0.0870845885241789,0.606882035549929
232,2,59755,0.103049438750018,0.195661437739707,0.598752027485901
