SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0778138671889908,0.0729301429438394,0.286717067298581
2,1,1035,0.0390572043863426,0.073817516904245,0.597065281994043
3,1,1074,-0.170782839291736,0.124464380759886,0.170890453222251
4,1,1470,-0.211738801272762,0.12383470610427,0.0881723170293059
5,1,1475,-0.0936620293638239,0.091645345624718,0.307478269160482
6,1,1491,-0.127152071820666,0.079999015473728,0.1128606857485
7,1,21249,0.193573405120522,0.460796349759691,0.674679302595386
8,1,27243,-0.00292392026555779,0.0628776590983359,0.962936646867799
9,1,27272,-0.0556055039649228,0.0618628147111654,0.369344294836338
10,1,27498,-0.194881716904944,0.565468983772723,0.730572277039483
11,1,27561,0.0510916433275113,0.427258336375436,0.904883719338561
12,1,27816,-0.0188672830418105,0.0631893332888619,0.76543365347681
13,1,27822,-0.0195760142150949,0.063108390199433,0.756594436411066
14,1,27823,-0.028574646601223,0.0643991085207557,0.657522784111373
15,1,27825,-0.0307188507038204,0.0630958104819492,0.626659429046451
16,1,27843,-0.0151880552660013,0.0604627949773811,0.801808187304442
17,1,27848,-0.0151880552660013,0.0604627949773811,0.801808187304442
18,1,28495,0.00318293026893916,0.0604689404683936,0.958050559499971
19,1,28975,-0.00963312788408082,0.0600627875887416,0.872670098815312
20,1,29283,-0.10328427219917,0.134496328707712,0.443039920524812
21,1,29752,-0.0241000702504782,0.140333087594594,0.863744457690446
22,1,29787,-0.0412106499017527,0.379735384393475,0.91364118797627
23,1,30057,0.156226846772538,0.122844788207934,0.204302103510738
24,1,30479,-0.0357655424282715,0.360768329763826,0.921085652389849
25,1,30706,0.0162784183338302,0.0620261136934544,0.793131786529595
26,1,31435,0.00768368966165852,0.0599044393346182,0.898011686950174
27,1,35128,-0.0798126241861133,0.0824588487153153,0.333752721523519
28,1,35129,-0.0846718149643919,0.0826568757616878,0.306358633451047
29,1,36146,-0.00404826574976908,0.0595965460712111,0.945881520880582
30,1,37255,-0.023386417640759,0.120286015246995,0.845956199610376
31,1,37409,0.0339733060820891,0.0598918777674636,0.570908985137933
32,1,37478,0.0201945922371694,0.0599610437211152,0.736471425496954
33,1,39144,0.00218674923427606,0.0596969017912641,0.970800037865945
34,1,41499,-0.0159043573145489,0.0595254102841258,0.789481968940721
35,1,45359,-0.0995938296512583,0.100082562712269,0.320361141001432
36,1,45634,-0.105881330410023,0.0918850249776137,0.249967679444505
37,1,51248,0.0438527737731185,0.0597392434579598,0.463393495847976
38,1,51462,0.0353599862542529,0.0598363009218892,0.554935187692527
39,1,52124,0.0462382110176332,0.059734147762869,0.439409489956598
40,1,52667,-0.0324973564980273,0.0596639429680054,0.586322148508345
41,1,55470,0.00880849975195471,0.0613116040669739,0.885844822845253
42,1,59265,0.0565039913484074,0.0595830475924151,0.343613652723439
43,1,60165,0.100423844448294,0.0593737121304559,0.0916457485467117
44,1,62308,0.0625798588144274,0.0594550272364483,0.293263616256991
45,1,62869,0.0580794553123021,0.0594604732395203,0.32934986178528
46,1,65431,0.0352694183295332,0.0621560647453902,0.570780541528754
47,1,65451,0.0287646891895156,0.0612835613359754,0.639094686279771
48,1,65719,0.0260369855034597,0.0639123140152243,0.683971401228019
49,1,66841,0.0141664322338384,0.0595640627011927,0.812146882797793
50,1,66948,0.0219596870809414,0.0599230182841739,0.714237695895961
51,1,68621,0.00629973902930263,0.0597711116712556,0.916120087474409
52,1,69417,-0.0120245202160883,0.0596103795545835,0.840252940746894
53,1,69820,-0.302710007864989,0.232713605987557,0.194181077708181
54,1,69821,0.0528314993230651,0.144708097063688,0.715262762209204
55,1,70906,-0.118483818744814,0.0955547628260948,0.215814830411436
56,1,74327,0.00218454348393773,0.0599414546322075,0.970948437116812
57,1,74572,-0.00307878007205215,0.0597817592578835,0.958955971975234
58,1,75211,-0.022523876997633,0.0596609632534459,0.706005741741857
59,1,76030,0.0211452275829997,0.0596623925684853,0.723239757860468
60,1,80108,-0.0101368639249501,0.0596564577036606,0.865169881659832
61,1,81262,-0.0165851962250611,0.0596298099225815,0.781070809181617
62,1,81999,-0.0250521135877489,0.0597671119000511,0.675352550334203
63,1,82431,-0.0339423898831255,0.0600378017181273,0.572194655021929
64,1,83284,-0.0529238878444615,0.0595613203093855,0.374843934819259
65,1,83613,-0.0221252180514566,0.0596096908820666,0.710734961404438
66,1,84112,-0.0456476859798255,0.0595783742694639,0.444081967462618
67,1,84701,-0.0216547978250301,0.0638407150876364,0.734660447369377
68,1,84858,-0.0120574173488455,0.0597927367408799,0.840303735518898
69,1,85751,-0.0245249894153754,0.060027767610584,0.683109774857347
70,1,87445,-0.0127601680666061,0.0601650499085619,0.832162303877399
71,1,87467,-0.0341340994572987,0.0604565781578852,0.572700905051392
72,1,89070,-0.0074212495026499,0.06010402234099,0.901802489104887
73,1,89616,0.00903492584044967,0.059780049734053,0.879954656708977
74,1,89679,0.021649919349393,0.0597784490679834,0.717442231267095
75,1,89880,0.0377872531696529,0.0597708757028688,0.527664288093113
76,1,91472,0.0320522439523812,0.0602244632633703,0.594913270975462
77,1,93789,-0.026593252508577,0.0596110907700198,0.655789498900679
78,1,94351,-0.0175300072115174,0.0597775413161031,0.769500280291969
79,1,99148,-0.0157282387357151,0.0596220157255845,0.79208859769955
80,1,101281,0.0792637615942277,0.652120484561105,0.903326375868578
81,1,106011,-0.0264272192099497,0.0621275297389506,0.670825795390073
82,1,106800,-0.00557695322071512,0.0597075856356837,0.925635258586771
83,1,107970,0.0152908962516256,0.0595258656565871,0.797422468243546
84,1,109000,-0.00109086373801359,0.0596363152104965,0.98541629385612
85,1,112549,-0.0137107486785826,0.0595643647812824,0.818082323273601
86,1,112742,0.0202997351865008,0.0597911538642421,0.734426955585253
87,1,113050,0.0115355814698226,0.0596971555654828,0.846886041678663
88,1,113135,0.0186232763827556,0.059540002630827,0.75462799421087
89,1,114076,0.0262305127523103,0.0595318847606021,0.659763005508879
90,1,114628,0.00616574635528418,0.0596979975135168,0.91779757475699
91,1,116283,0.0155311098581828,0.0600252469267583,0.795984378863445
92,1,126880,-2.0174243646236,1.12122228090084,0.0728238670743669
93,1,127853,0.0172736743446869,0.0599121139776303,0.773273395155526
94,1,128302,-0.00507174272894425,0.0596883987462822,0.93233315111753
95,1,128704,0.00828144859774711,0.0597467992680691,0.889838109042415
96,1,128911,-0.00565846266818081,0.0597542789164705,0.924610403539389
97,1,130267,-0.0803773497175239,0.0595733035674965,0.178131833841571
98,1,130271,-0.0775562836086257,0.0596549534193026,0.194421370108546
99,1,130613,-0.0631167297819803,0.0602628446227102,0.295651412900907
100,1,132012,-0.0774833971771422,0.0600869352898693,0.198061084318637
101,1,133231,-0.0951817761854907,0.0595859458094884,0.111074351284553
102,1,137074,-0.0658791751015303,0.0596128327658998,0.269861400399286
103,1,137304,-0.068428151213796,0.0596254928916578,0.251897500386151
104,1,139686,-0.130894800414819,0.0594080174154214,0.0282176817043338
105,1,149562,-0.0932704939065513,0.0597456965531811,0.119390321266849
106,1,150447,-0.0980430681106048,0.0603915501791044,0.105384428779398
107,1,151446,-0.157338824255861,0.121488012302549,0.196132958954026
108,1,154084,-0.0979193851699098,0.0605800862220883,0.106909235298673
109,1,156633,-0.0723862330688415,0.0615169402681301,0.240112986435219
110,1,157269,-0.0825527307279254,0.0595384038547501,0.166455306739107
111,1,160054,-0.0838155059269226,0.0601021822640373,0.164028525569657
112,1,166222,-0.0771134366445443,0.0596807962142231,0.197168448466619
113,1,166416,-0.0863998448406824,0.0595229386952039,0.147518060905366
114,1,167326,-0.0841900647308473,0.0598721122256696,0.160554793840304
115,1,168836,-0.103200870795495,0.0595020452692704,0.0837185226571931
116,1,171200,-0.0607607921872016,0.0597570802149821,0.309946615155163
117,1,171431,-0.0568413142728796,0.0601420930739561,0.345245601840159
