SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0355939547087906,0.182939464235144,0.845843985806403
2,1,1035,0.106025521985582,0.18486461179149,0.566650651459747
3,1,1074,0.187166963943969,0.312394906792459,0.549466657071628
4,1,1470,0.0327212952868736,0.311423282303123,0.916379810130237
5,1,1475,0.357225474368183,0.229079224098399,0.119798473994566
6,1,1491,0.402637724119416,0.199929510681694,0.044778512225504
7,1,21249,0.696251005870919,1.15376701456825,0.546590983778654
8,1,27243,-0.109832313503761,0.157370282169719,0.485684912258452
9,1,27272,-0.119028839358851,0.154984417287182,0.442997531641686
10,1,27498,0.545280908215541,1.41616911593964,0.700440113796741
11,1,27561,0.160250148694367,1.0700646171066,0.881041506691632
12,1,27816,0.0884153372720531,0.158208943749364,0.576617274555383
13,1,27822,0.0803775054011137,0.158019849762283,0.611312180794822
14,1,27823,0.109761664444615,0.161228003308744,0.496453616604489
15,1,27825,0.0951747269725438,0.157996563371112,0.547304777368054
16,1,27843,0.0920344668373795,0.151364554446594,0.543557354496127
17,1,27848,0.0920344668373795,0.151364554446594,0.543557354496127
18,1,28495,0.110218604292989,0.151332588644082,0.466900365740388
19,1,28975,0.168610631912773,0.150165996911461,0.262273511388906
20,1,29283,-0.503706122330547,0.336062283297092,0.134806923260761
21,1,29752,0.107569514006055,0.351435035830777,0.759719239736956
22,1,29787,1.09964436432423,0.949268032454995,0.247478663298335
23,1,30057,-0.057037734954438,0.308356261125965,0.853356053414687
24,1,30479,0.761686438208884,0.902654050986508,0.399335949783749
25,1,30706,0.032091125779419,0.155351391234506,0.83646383787173
26,1,31435,0.0282850375587306,0.150027793649183,0.850567984011187
27,1,35128,0.463271653467324,0.205318376104345,0.0246595238900725
28,1,35129,0.194412818274919,0.20706485663979,0.348424996820654
29,1,36146,-0.0991688730428357,0.149168347213637,0.506604966400629
30,1,37255,-0.101998824662262,0.301225911801916,0.73510306909798
31,1,37409,-0.0301721361222989,0.150060145607361,0.840762025736768
32,1,37478,-0.0198958903567326,0.150194010354013,0.894689659079055
33,1,39144,0.0607279713146531,0.149477410961073,0.68479146620926
34,1,41499,0.095687185146392,0.149010630877339,0.521192553660839
35,1,45359,-0.0570678491978018,0.250991710745646,0.820268093566944
36,1,45634,-0.350655066284358,0.229803647465727,0.127932723844259
37,1,51248,0.0524577785520881,0.149706233762993,0.726243942982224
38,1,51462,0.043146826078436,0.149917717798872,0.773666141788413
39,1,52124,0.0969602650665556,0.149643307198611,0.517443316680212
40,1,52667,0.103509019785178,0.149390751315775,0.488843987692197
41,1,55470,0.0202637595280459,0.153556824103589,0.895089047169527
42,1,59265,0.106921764519787,0.14930847193995,0.474394922044541
43,1,60165,0.0854397551075898,0.149234706538238,0.567334642048294
44,1,62308,0.139311228366804,0.148955339918655,0.350296238185826
45,1,62869,0.0904171107561754,0.149043370074105,0.54447338292852
46,1,65431,0.155470515230126,0.155522085911073,0.318155764792276
47,1,65451,0.175599649169955,0.153249041463622,0.252635472191536
48,1,65719,0.198811740307404,0.159757215194037,0.214155296713686
49,1,66841,0.126333605164277,0.14903971868472,0.397206947120552
50,1,66948,0.136575833852094,0.149930812062167,0.362956115734637
51,1,68621,-0.0464768649888474,0.149679844469934,0.756357544695102
52,1,69417,-0.0214721038518849,0.149299602449127,0.885725548160147
53,1,69820,-0.328461657692459,0.58396938093397,0.574157043420293
54,1,69821,0.1905554641276,0.362350789695627,0.599297133250229
55,1,70906,-0.303795455286116,0.239293728430977,0.205081135563264
56,1,74327,-0.103045126714932,0.150024621260612,0.492625209903825
57,1,74572,-0.0923243651324174,0.149644499873929,0.537660171495674
58,1,75211,-0.156245615424071,0.149220672543296,0.295780225136549
59,1,76030,0.0136657044712387,0.149450452799326,0.927195084664776
60,1,80108,-0.0177803034274787,0.149413889015807,0.905342778090047
61,1,81262,0.0371232980308269,0.149347329308982,0.803837797474482
62,1,81999,0.0805946192245721,0.149663697077568,0.590567993003418
63,1,82431,0.0346438112346182,0.150422616655894,0.817984411262009
64,1,83284,0.130316255288059,0.149178074769727,0.382950853751395
65,1,83613,0.20460409560857,0.148925149344788,0.170353185553957
66,1,84112,0.169831681768663,0.149065418243646,0.25534651220472
67,1,84701,0.123985744375012,0.159780169257115,0.438282112344474
68,1,84858,0.140719461577257,0.149573310956072,0.34744766028855
69,1,85751,0.124526348312238,0.15023013659517,0.407718900070463
70,1,87445,0.156276962947338,0.150464423769464,0.299687439107013
71,1,87467,0.122580640584548,0.151342480956774,0.418511536431197
72,1,89070,0.217471422104395,0.150089298710428,0.148240139924111
73,1,89616,0.14308898952162,0.14953134036714,0.339264348096581
74,1,89679,0.134043581896727,0.149574065454092,0.370773437044822
75,1,89880,0.148319023233554,0.149573883933095,0.322066815778601
76,1,91472,0.16981518437776,0.150622923694956,0.260331007129557
77,1,93789,0.17192283605904,0.149058627323396,0.249530408536574
78,1,94351,0.0884431750480905,0.14965825321104,0.554920339736726
79,1,99148,0.102447384175518,0.149239654132375,0.492872337790261
80,1,101281,0.578804095570639,1.63299224095835,0.723217899504305
81,1,106011,0.214907828770917,0.155218608742517,0.167064835721457
82,1,106800,0.000254339997581371,0.149540673899717,0.998643912829405
83,1,107970,0.00942559962181908,0.149096794803303,0.949628701071817
84,1,109000,0.10542085146443,0.149254968720253,0.48045889525549
85,1,112549,0.0412402284883707,0.149175174585821,0.782360380531019
86,1,112742,-0.0719963418256601,0.149723542802405,0.630912575709834
87,1,113050,-0.0824915910768987,0.149456134321473,0.58133517452389
88,1,113135,-0.0914722244878036,0.149060287649028,0.539835748566817
89,1,114076,0.0825558257553253,0.149075031828258,0.580075183337052
