SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.038757197115267,0.113403697310308,0.732732558710037
2,1,1035,-0.00289318160411411,0.114663186426222,0.979884169596488
3,1,1074,0.0553569203127537,0.193750486855876,0.775265972463354
4,1,1470,0.0366807102306019,0.193065213206062,0.849425155485477
5,1,1475,-0.0793623295359049,0.142447210233801,0.577788255189439
6,1,1491,0.0304855963548563,0.124649103792008,0.806930468930157
7,1,21249,-0.613464927207897,0.714920762790172,0.391426114104277
8,1,27243,-0.157404599999425,0.0972715097789101,0.106512977668336
9,1,27272,-0.197325160486981,0.0955901885529361,0.0397210982154099
10,1,27498,-1.03673055827299,0.876426716729585,0.237642420893528
11,1,27561,0.109076909822224,0.663400102128175,0.869493837553233
12,1,27816,0.0657401421942155,0.0980652545138935,0.503059385531319
13,1,27822,0.0538393064086211,0.0979610373442796,0.582941846006412
14,1,27823,0.0756657970892125,0.0999404796129259,0.449489845818164
15,1,27825,0.0531738254666115,0.0979620670481322,0.587609947023269
16,1,27843,0.0733086705290151,0.0938090013740498,0.435051478437907
17,1,27848,0.0733086705290151,0.0938090013740498,0.435051478437907
18,1,28495,0.0930684488616259,0.093760871215608,0.321577512352077
19,1,28975,0.110593471506838,0.093078079495279,0.235561460477978
20,1,29283,-0.205128311737736,0.208724000891943,0.326392264909471
21,1,29752,-0.203891033997225,0.217636541582758,0.349480373765358
22,1,29787,-0.275948801809803,0.58944916862932,0.639968457931246
23,1,30057,0.204643859574752,0.190869348705899,0.284377371398815
24,1,30479,0.393101266501479,0.559788713647902,0.482997578105805
25,1,30706,0.100329403772239,0.0961703693797349,0.297548046357643
26,1,31435,0.0724589317102846,0.0929369348540003,0.436115202435807
27,1,35128,-0.103724120528318,0.128086276671943,0.418601323914619
28,1,35129,-0.076391462800669,0.12846918178058,0.552472622052679
29,1,36146,-0.00710140866320255,0.0925365126904032,0.938872512325909
30,1,37255,0.144342252743844,0.186622296983897,0.43977615505757
31,1,37409,0.0443955779872215,0.0930076092585282,0.633420590906492
32,1,37478,0.0365314371622203,0.0930972972593014,0.694999049927974
33,1,39144,0.00404300511565673,0.0926924304242251,0.965234023624509
34,1,41499,0.0687510495342461,0.0923631135100184,0.457156271836586
35,1,45359,-0.156589514205137,0.155394553562563,0.314293608002958
36,1,45634,-0.0631194552788243,0.142900210703463,0.658974574654531
37,1,51248,0.0442220995382871,0.0927991757840004,0.633987772589654
38,1,51462,0.0358244768600591,0.0929353387152254,0.700115897270372
39,1,52124,0.0582574819681935,0.0927772192312997,0.530456632837041
40,1,52667,0.0646622511142985,0.0926163256292076,0.485528437439598
