SNP,Chr,Pos,Effect,SE,ERV25_PIS1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.106879867641623,0.154229782005447,0.48877080110269
2,1,1035,0.141704067324844,0.155840665164825,0.363818455907458
3,1,1074,0.182963522955491,0.263488103658686,0.487894363420335
4,1,1470,-0.0771520932924386,0.262686396507551,0.769156563308343
5,1,1475,0.376768250060985,0.192874339850417,0.0515572203790176
6,1,1491,0.54549082288323,0.167121991273148,0.00120579165072142
7,1,21249,-0.814600663103769,0.972845590587151,0.40296909257016
8,1,27243,-0.0693582955047523,0.132796670348104,0.60179643570145
9,1,27272,-0.0693462612019935,0.130800830856799,0.596329590563219
10,1,27498,0.517305363269292,1.19460340689066,0.665253640514777
11,1,27561,-0.144161816212323,0.902694679587597,0.873207452061708
12,1,27816,-0.030511984984522,0.133513048777578,0.819365123492754
13,1,27822,-0.0268715503212595,0.13334555258915,0.840409504268581
14,1,27823,-0.0311183134589088,0.136089933350251,0.819265655836156
15,1,27825,-0.00989473440245314,0.133352182565093,0.940893259652517
16,1,27843,0.0230294176396623,0.127750989373457,0.857045604649923
17,1,27848,0.0230294176396623,0.127750989373457,0.857045604649923
18,1,28495,0.041191836266004,0.127740125113888,0.747290655544714
19,1,28975,0.0634719663010103,0.126859969152611,0.617153851795831
20,1,29283,-0.0967357416493151,0.284353738568502,0.733911971677572
21,1,29752,-0.261733703513586,0.296179912102516,0.377460512729698
22,1,29787,0.997770350937291,0.80055667223987,0.213463965661464
23,1,30057,0.241156617303266,0.259822824100653,0.353959847485314
24,1,30479,1.11674281077957,0.75991892402661,0.142572913451909
25,1,30706,0.0195812616215698,0.131057064075421,0.88131529054598
26,1,31435,-0.0516618872653879,0.126538839527838,0.683323718344593
27,1,35128,0.206833376704187,0.174101926295985,0.235631452158089
28,1,35129,0.0229811514137603,0.174892079638579,0.895532244020008
29,1,36146,-0.0446501523625247,0.125893641286185,0.723051859496673
30,1,37255,-0.0223061313191497,0.254150449021173,0.930111293489753
31,1,37409,0.0180875026463153,0.126593219679153,0.886467325614499
32,1,37478,0.0244343255847625,0.126699033504701,0.847184773076417
33,1,39144,0.0494513906237781,0.126100051842615,0.695176690853071
34,1,41499,0.109008087772302,0.125643780149965,0.386204730517585
35,1,45359,-0.0172957077738189,0.211748257590021,0.93494706164642
36,1,45634,-0.136247828534201,0.194363714839421,0.483768482030161
37,1,51248,0.0557508572443986,0.126278177280667,0.659126860706298
38,1,51462,0.0463785183184953,0.126460227567809,0.714029782585035
39,1,52124,0.0806622958012221,0.12624005423317,0.523263580179394
40,1,52667,0.0957843890299228,0.126007513625457,0.447673371836747
41,1,55470,-0.100220567284965,0.129432728366033,0.439268013342903
42,1,59265,0.0263854576283538,0.126039158728127,0.834300984065557
43,1,60165,-0.0257547715063471,0.125944273020002,0.838085807781799
44,1,62308,-0.019784473190759,0.125808806421047,0.875131228189248
45,1,62869,-0.0817869969813579,0.125722072130122,0.515767884924656
46,1,65431,0.0186752349227118,0.131379101249052,0.887044448461344
47,1,65451,0.0117477122206618,0.129518451869529,0.92778003136783
48,1,65719,0.0312046717398156,0.135055104425791,0.817408725401402
49,1,66841,0.00385946367413917,0.125856531031091,0.975553570756136
50,1,66948,0.0101079061228216,0.126627953318936,0.936422743130039
51,1,68621,-0.13185241492628,0.126090912557574,0.296418195034882
52,1,69417,-0.0884585891420489,0.125863704256647,0.482635803046524
53,1,69820,-0.579976826068484,0.49188529741673,0.239156610161253
54,1,69821,0.0726896487014006,0.305771694117433,0.812232126445925
55,1,70906,-0.21320410431898,0.202008273388826,0.291953876120474
56,1,74327,-0.183853323605279,0.126265586701858,0.146258159559731
57,1,74572,-0.173614141031406,0.125968568614467,0.169004028735744
58,1,75211,-0.196532578339557,0.125642103230589,0.118660626226171
59,1,76030,-0.146926483156909,0.125834031319783,0.243747650183494
60,1,80108,-0.0851528362867315,0.125965474067721,0.499482394865575
61,1,81262,-0.0484109792286172,0.125972981734684,0.700990076119536
62,1,81999,0.021433861642769,0.126301886631568,0.865340598249867
63,1,82431,0.0245164561474637,0.126898233968816,0.846915194561708
64,1,83284,0.00826695538374989,0.125980706605527,0.947716871755599
65,1,83613,0.0517759902501298,0.125937445548531,0.681230596151597
66,1,84112,0.00150144953069933,0.125981449647935,0.990497753007723
67,1,84701,-0.0716470505950761,0.13485037518296,0.595539680636658
68,1,84858,0.0344261053570081,0.126323745323449,0.785379376931861
69,1,85751,0.0321960154057165,0.126844736990719,0.799780664360463
70,1,87445,0.0380818996923095,0.12710831740913,0.764657126337747
71,1,87467,0.0230427466124813,0.127784094055591,0.857000416014305
72,1,89070,0.0818632666369527,0.126915411314858,0.519331735490732
73,1,89616,0.0692102269586891,0.126253310650313,0.58391106765049
74,1,89679,0.0679155539913082,0.126271303483147,0.59101661844826
75,1,89880,0.0998721382793929,0.126243178276078,0.4294114851396
76,1,91472,0.0480603108438782,0.127267242093775,0.705930195126447
77,1,93789,0.0361346116179267,0.125966793822934,0.774389173303878
78,1,94351,0.0426751688016256,0.126292612277321,0.735634067229883
79,1,99148,0.0175662098134849,0.125978005624118,0.889183009288139
80,1,101281,-0.103726701357839,1.37781425660709,0.940031782329428
81,1,106011,0.0145805340198051,0.131294038212536,0.911637811679983
82,1,106800,-0.0404219834838042,0.126133062211255,0.748800961075474
83,1,107970,-0.0351062472703783,0.125763787925098,0.78029754031055
84,1,109000,0.0323762228269572,0.12598754630693,0.797344278799158
85,1,112549,-0.0400772796277656,0.12583862082629,0.750308029041872
86,1,112742,-0.0830579102216561,0.126269674887194,0.511106972538386
87,1,113050,-0.0398989267838752,0.126116606739612,0.751912190979938
88,1,113135,-0.0782064044725451,0.125744336505123,0.534377722740867
89,1,114076,0.0658596851740969,0.125764371333334,0.600833055624478
90,1,114628,0.0646023745195788,0.126084622653183,0.608710312293137
91,1,116283,0.0586785357421087,0.126794570961179,0.643804140951374
92,1,126880,-1.57815512266883,2.3782676082788,0.507396513731114
93,1,127853,0.00866462509113003,0.126596040151885,0.945471667443796
94,1,128302,0.019404296328788,0.126106373153294,0.877798237497197
95,1,128704,0.0410634138894134,0.126217214573787,0.745117073894055
96,1,128911,0.082173013281071,0.126174327764103,0.515298713596731
97,1,130267,0.172548267464812,0.125855631249634,0.171245463405062
98,1,130271,0.16657674111016,0.126028562308887,0.187111329057626
99,1,130613,0.168428904317611,0.1272051850863,0.186335636454975
100,1,132012,0.147381131058082,0.127007989200089,0.246666770261437
101,1,133231,0.0323628330662725,0.126335294408279,0.797971718878658
102,1,137074,0.0797680213761626,0.126095890523374,0.52740567000705
103,1,137304,0.0182982673190161,0.126207440995441,0.884804950521303
104,1,139686,0.105758679139518,0.126251637474624,0.402776321514646
105,1,149562,0.100508058494066,0.126552354413918,0.427611768028341
106,1,150447,0.123951785257267,0.127900337689659,0.333144914512706
107,1,151446,0.18713248704632,0.257095412675053,0.467174613456216
108,1,154084,0.123637244634797,0.128297392653363,0.335867581195811
109,1,156633,0.102648180930074,0.130112641877444,0.430689567857952
110,1,157269,0.0596314648297896,0.126094547036734,0.636569140019998
111,1,160054,0.0492310332379265,0.127305900897345,0.699200617062155
112,1,166222,0.0367260023911437,0.12637596140886,0.771520967936485
113,1,166416,0.0397974456811761,0.126116697572701,0.752522614588019
114,1,167326,0.0438442526083999,0.126829782528365,0.729778866236798
115,1,168836,-0.0372665863235991,0.126234525138823,0.768001623929064
116,1,171200,-0.0249073786882645,0.126432225824046,0.843939490096383
117,1,171431,-0.0532682700297015,0.127196948990569,0.675627409470185
118,1,173339,-0.0421946117901589,0.126219151594994,0.738354406754523
119,1,173845,-0.0767849065141027,0.126068258764871,0.542867123440474
120,1,175121,-0.0756687968791802,0.125819952815994,0.547956025827045
121,1,175281,-0.0784693468189349,0.125922151103465,0.533583351950034
