SNP,Chr,Pos,Effect,SE,HNM1_MID2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.107086392699165,0.17078625713877,0.531051468532964
2,1,1035,0.0804753829368277,0.172697656082791,0.641510049531551
3,1,1074,-0.00608529358919263,0.291936452498274,0.983381410536278
4,1,1470,-0.141865589331024,0.290787309604,0.625946784015741
5,1,1475,0.0801514585873795,0.214661738643771,0.709086101839614
6,1,1491,0.0865888697991013,0.187754666002462,0.644952833779253
7,1,21249,-0.105835160375368,1.07820175770986,0.92186178473123
8,1,27243,-0.0448503277340981,0.147071627613314,0.760579632193683
9,1,27272,0.0116622116219047,0.144880696631161,0.935888969625556
10,1,27498,-1.51909782386824,1.32055880470062,0.250780605354223
11,1,27561,0.0782749932151123,0.99950270131117,0.937622702506005
12,1,27816,0.0565116739692642,0.147807717014744,0.702444933339404
13,1,27822,0.0638883166897717,0.147611258962578,0.665413736990527
14,1,27823,0.0470473590077705,0.150670894366274,0.755033023062651
15,1,27825,0.0787787364628681,0.147590872755227,0.593840568121975
16,1,27843,0.0780016881501333,0.141393128834739,0.581526709811904
17,1,27848,0.0780016881501333,0.141393128834739,0.581526709811904
18,1,28495,0.0735519702666637,0.141402175583436,0.603277061735084
19,1,28975,0.0545555367057923,0.140480795408241,0.697992093710795
20,1,29283,-0.343967070610592,0.314359118935847,0.274619853462499
21,1,29752,0.206593177967807,0.328112585232932,0.529336713211571
22,1,29787,1.67471174971858,0.883851600707238,0.0589373957438219
23,1,30057,0.178804154812429,0.287872760807594,0.53492010043062
24,1,30479,1.28721047821721,0.841176519039406,0.126850439686744
25,1,30706,0.00885419593522585,0.145111907149185,0.951380734699213
26,1,31435,0.0307995407287467,0.140128933374239,0.826158405603422
27,1,35128,0.425475835935474,0.191820766050231,0.0271846123236145
28,1,35129,0.216132916804223,0.193305532385843,0.264289030180577
29,1,36146,-0.0281234433076191,0.139407872569673,0.84024012302397
30,1,37255,0.104963431813477,0.281346288731735,0.709316111707642
31,1,37409,0.0490606512922265,0.14014538600421,0.726495177789122
32,1,37478,0.0428525860083722,0.140271664337537,0.760167647729759
33,1,39144,-0.0114531790109996,0.139648695677864,0.934681887297291
34,1,41499,-0.0997254810318378,0.139161479618165,0.474084299886846
35,1,45359,-0.109697215321979,0.234379926867501,0.640050818223143
36,1,45634,-0.199242501676657,0.215090503257735,0.354912889548333
37,1,51248,-0.259647217192123,0.139170975730529,0.0629167205727603
38,1,51462,-0.228860003403794,0.139514328459587,0.101811706582948
39,1,52124,-0.195014210308413,0.139469736242809,0.16291445541721
40,1,52667,-0.295707160946089,0.138741436153706,0.0337503113825602
41,1,55470,-0.181425751852594,0.143105829933057,0.205714503185428
42,1,59265,0.0201408169984748,0.139556739457128,0.885330209611419
43,1,60165,0.0419235286415176,0.139437542264993,0.763849476379132
44,1,62308,0.00900440541492292,0.139301199998028,0.94849736326407
45,1,62869,0.0368971568164786,0.139270683343021,0.791217051365842
46,1,65431,0.0751707137084445,0.145413780440965,0.605519305133496
47,1,65451,0.0850097350133755,0.143334788020983,0.553503941363707
48,1,65719,0.143703348447823,0.149350351763123,0.336613026839291
49,1,66841,0.0991496448021149,0.139250212125073,0.476919547392944
50,1,66948,0.0500625963746856,0.14018005866827,0.721207397496103
51,1,68621,-0.147260412569941,0.139605713069177,0.292224114692604
52,1,69417,-0.107557509341613,0.139337844432265,0.440678941792679
53,1,69820,-0.623904204797733,0.544681893443322,0.25280002772271
54,1,69821,-0.547812797690105,0.337323714321881,0.10526895398043
55,1,70906,-0.0966117897639602,0.223959780496825,0.666455352099852
56,1,74327,-0.0532246287613949,0.140193491671707,0.704432636322048
57,1,74572,-0.0328047366241873,0.139837894321735,0.814662066363616
58,1,75211,-0.00207485782023514,0.139593818737672,0.988149447304701
59,1,76030,0.00385428652225014,0.139593711683918,0.97798821334311
60,1,80108,-0.0854986938194627,0.139486645935648,0.540302416990856
61,1,81262,-0.107787444900038,0.139390086632031,0.439874703917627
62,1,81999,-0.129593476735168,0.139678591323426,0.354146451285621
63,1,82431,-0.151112448903129,0.140280422851489,0.282118958864475
64,1,83284,-0.0740595571940473,0.139432619449471,0.59564926447727
65,1,83613,-0.0390884983374145,0.139457437577652,0.779419355334059
66,1,84112,-0.0273838993949715,0.139480711191096,0.844466813142554
67,1,84701,-0.00216737996726413,0.149367730597286,0.988431009163448
68,1,84858,0.0906293349992435,0.139798809369221,0.517222727361078
69,1,85751,0.016858763552129,0.140454090290482,0.904527334796154
70,1,87445,0.0406242488464975,0.140737264177681,0.773016275978247
71,1,87467,-0.00544899012165298,0.141490428433394,0.969301737081039
72,1,89070,0.0159067882054528,0.140602630522163,0.909989475177768
73,1,89616,0.047760881134799,0.139825688732166,0.732874417887979
74,1,89679,0.0112477733014688,0.139865222509486,0.935949861581975
75,1,89880,0.0111223434117169,0.139900690203969,0.936678625026565
