SNP,Chr,Pos,Effect,SE,ERG11_ACF2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0722044450945145,0.177759010213952,0.684847007372334
2,1,1035,0.00470806932953632,0.179745496429791,0.979118219724865
3,1,1074,-0.0067046687117962,0.303757321301503,0.982402632891129
4,1,1470,-0.0187396969004343,0.302662012997294,0.950664568246322
5,1,1475,0.0825124443046166,0.223354605741174,0.712033575035812
6,1,1491,0.13964711415989,0.195274541392966,0.475000053189126
7,1,21249,-0.61673439269135,1.12139454701382,0.582687120127789
8,1,27243,0.0244777128114302,0.153041362433002,0.873018391141724
9,1,27272,0.0211538594486775,0.150744285747025,0.888479750870951
10,1,27498,-1.22068239835864,1.37506894702916,0.375293409418986
11,1,27561,0.635666754215451,1.03943243453567,0.54122799035978
12,1,27816,0.0068327706053033,0.153824055892328,0.964595222593638
13,1,27822,-0.00895417645555752,0.153628241405702,0.953554831090561
14,1,27823,-0.0134178156430225,0.156791780260151,0.931850968478503
15,1,27825,0.00568198170676149,0.153628682965831,0.970517742957984
16,1,27843,-0.0654178697132049,0.147140537021483,0.656885299898653
17,1,27848,-0.0654178697132049,0.147140537021483,0.656885299898653
18,1,28495,-0.0573720363372686,0.147152430724454,0.696859175748494
19,1,28975,-0.00638563784477278,0.146199873882056,0.965186209174726
20,1,29283,-0.290500477587024,0.327277110565047,0.375345015706005
21,1,29752,0.052880788592339,0.341578355711646,0.877057177776727
22,1,29787,2.383728344828,0.915555822475984,0.00961479118364136
23,1,30057,-0.296825968917474,0.2992760393,0.321967943708418
24,1,30479,1.96855061867463,0.871861972440102,0.0245640825067849
25,1,30706,-0.11984155117495,0.150853684813589,0.42748330006945
26,1,31435,-0.0808325536802152,0.145749430666168,0.579519873334068
27,1,35128,0.234284504246521,0.200586679981884,0.243596505831601
28,1,35129,0.0249746754349354,0.201484177092842,0.901422616648338
29,1,36146,-0.177853286902661,0.144751847956207,0.220011361963069
30,1,37255,-0.182466486969588,0.292634969669083,0.53333941220273
31,1,37409,-0.117852157816508,0.145710414980112,0.419168759563355
32,1,37478,-0.114476125902534,0.14584352329263,0.433024407721011
33,1,39144,-0.0235947357037011,0.145299212723287,0.871093844880729
34,1,41499,-0.0302074366568359,0.144892676891687,0.834973299391943
35,1,45359,-0.184380907783561,0.24374845996002,0.449890399947167
36,1,45634,-0.229112335180278,0.223739572503908,0.306530135630838
37,1,51248,-0.171787890622144,0.145230829544134,0.237660278796139
38,1,51462,-0.180939933814964,0.145397098855996,0.214158306841944
39,1,52124,-0.138933531531573,0.145330359058892,0.339734425093724
40,1,52667,-0.236298519423096,0.14473975646194,0.103450046411531
41,1,55470,-0.111734895641838,0.149120429131191,0.454179641821264
42,1,59265,0.0532473734390374,0.145184200816922,0.714019761855562
43,1,60165,0.00164575551745599,0.145102101126519,0.990956953402163
44,1,62308,-0.0784640394148325,0.144882369814685,0.588455956809862
45,1,62869,-0.0686956930192567,0.144878212720513,0.63567779214528
46,1,65431,-0.119954335247295,0.151224321065294,0.428181795063404
47,1,65451,-0.098642504561699,0.149120493450177,0.508726271227227
48,1,65719,-0.0349467854537474,0.155590273032456,0.822414367901706
49,1,66841,-0.0388175541431828,0.144977923379334,0.789049648584364
50,1,66948,-0.0512645386216478,0.145856962077035,0.725444480900768
51,1,68621,-0.194430108797225,0.145118773454113,0.181172272832286
52,1,69417,-0.0556814384244922,0.145071859288921,0.701343156133635
53,1,69820,-0.324411981148693,0.567526437451483,0.567940223469461
54,1,69821,-0.566652174491223,0.350997726772451,0.107333266686474
55,1,70906,0.102571671052553,0.233025678815984,0.660081025071559
56,1,74327,0.0212565882273341,0.145895501546809,0.884243471751963
57,1,74572,-0.0194633432991252,0.145507768648931,0.893667364913578
58,1,75211,0.0632305873473802,0.145207207280847,0.663501411306879
59,1,76030,0.060146568339813,0.145210918814268,0.67897816928503
60,1,80108,0.0082328760051408,0.145211198319417,0.954819537001891
61,1,81262,0.0388611261091419,0.145142225369246,0.789051872061762
62,1,81999,0.0265911790441,0.145504573111915,0.855097916353232
63,1,82431,0.00393154543208374,0.146200119183437,0.978561441999891
64,1,83284,0.117235346225727,0.145002196870994,0.419343105873978
65,1,83613,0.126684004542673,0.144963671523288,0.382765894734761
66,1,84112,0.0820446896513017,0.145070684057663,0.572059181007516
