SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.109238918255387,0.0734673284586296,0.137932605510411
2,1,1035,0.160052060557669,0.074014659256609,0.0312556513154844
3,1,1074,0.00564223330039848,0.125904934730083,0.964281351172998
4,1,1470,-0.196624209799262,0.125014619919801,0.116658710483675
5,1,1475,-0.167685797974723,0.0921656319013825,0.0696979941506175
6,1,1491,-0.113453676391072,0.0807730876781602,0.161020295253563
7,1,21249,-0.29529405399271,0.464743312554568,0.525584629086043
8,1,27243,-0.0604971763006665,0.063355061022874,0.340286276521841
9,1,27272,-0.100552200661559,0.0622545369064928,0.107165405638904
10,1,27498,-0.417822200383932,0.570158418709728,0.464155928761343
11,1,27561,0.213810852477319,0.430915133412884,0.620077233623106
12,1,27816,0.0152805244917515,0.0637539460294012,0.810717710087154
13,1,27822,0.0164830488314284,0.0636720542546287,0.795883231388623
14,1,27823,0.0259766639274613,0.0649750211336016,0.689549592480625
15,1,27825,0.0170424635725746,0.0636716370422433,0.789115996024074
16,1,27843,0.0405708367289661,0.060967529596178,0.506197336082843
17,1,27848,0.0405708367289661,0.060967529596178,0.506197336082843
18,1,28495,0.0438745035533246,0.0609620363756108,0.472184673112503
19,1,28975,0.023793132767669,0.0605857171365184,0.694764430737884
20,1,29283,-0.0484927299352877,0.135780762723292,0.72120047339907
21,1,29752,-0.250786899615798,0.140955960712929,0.0760696149062343
22,1,29787,-0.166187420630774,0.383015484097577,0.664631800391901
23,1,30057,0.225659519528302,0.123638460006885,0.0688223499906612
24,1,30479,0.063553617472925,0.363964892188072,0.861482507577229
25,1,30706,0.0544305862085725,0.0625165384267084,0.384532072711665
26,1,31435,-0.0145775093235451,0.0604334149902477,0.809527724386439
27,1,35128,-0.0421834888493331,0.0832719624952784,0.612769354501793
28,1,35129,0.0520274047875477,0.0834696261086987,0.533483716731217
29,1,36146,-0.00269686961746371,0.0601265782671782,0.964249679723446
30,1,37255,0.089679426198054,0.121267949556751,0.460086029380009
31,1,37409,0.0187173073929623,0.0604436372386461,0.75699807929254
32,1,37478,0.00899776379821651,0.0605019179415557,0.881860561609084
33,1,39144,-0.0262425194688441,0.0602115207240575,0.663220059487481
34,1,41499,0.00117364884548571,0.0600606281849657,0.984420515750456
35,1,45359,-0.152499437133002,0.100787515621457,0.131154450294943
36,1,45634,-0.0633609344303081,0.0928148234632781,0.495269675003372
37,1,51248,0.0839658942116321,0.0601505146759755,0.163612952489317
