SNP,Chr,Pos,Effect,SE,SSH1_ERV25_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.169654348535417,0.0664479234525812,0.01109396012841
2,1,1035,0.1022015620442,0.0675736840621952,0.13131511430234
3,1,1074,0.134490627189741,0.114340322501227,0.240295204233975
4,1,1470,-0.0806459311553782,0.114070879997799,0.480044785314054
5,1,1475,0.0619413752693942,0.0841914320876674,0.462389281551166
6,1,1491,0.0602562189529936,0.0736326109385252,0.413717395442367
7,1,21249,0.0658390920922458,0.42310805433083,0.876430786972205
8,1,27243,0.00141851658567793,0.0577226089352055,0.980408074577918
9,1,27272,-0.0302287801631228,0.0568330257017618,0.59513843715629
10,1,27498,-0.814237771361197,0.517383096567383,0.116438321645932
11,1,27561,-0.556896886868586,0.391114919197371,0.15536735498702
12,1,27816,-0.0103714486167067,0.0580133008115728,0.858215302574535
13,1,27822,-0.00784666347026969,0.0579406858588904,0.892352420151187
14,1,27823,-0.0168126756665378,0.059128904444655,0.77631703460696
15,1,27825,-0.00524781452414286,0.057941517771632,0.927884937002668
16,1,27843,0.0117840512193777,0.0555070231449082,0.831996789909364
17,1,27848,0.0117840512193777,0.0555070231449082,0.831996789909364
18,1,28495,0.0294690228757564,0.0554893022713456,0.595700269175355
19,1,28975,0.0105553305612885,0.0551375409434331,0.848293793459731
20,1,29283,0.0758000096734186,0.123506535403732,0.539787204426816
21,1,29752,-0.31652683804603,0.127726657824947,0.0136732195977667
22,1,29787,-0.551153100473466,0.347371230123267,0.113489516976237
23,1,30057,0.106767696562755,0.112888169427382,0.34490627591244
24,1,30479,0.408582607671204,0.330479744471594,0.217157248954964
25,1,30706,0.0171112416165982,0.0569390238090995,0.763958441500617
26,1,31435,0.0230908975826805,0.0549805753793719,0.674753506842082
27,1,35128,-0.0576519810976421,0.0757365075802998,0.447035173655104
28,1,35129,-0.0232721480271181,0.0759826546888785,0.759570221210074
29,1,36146,-0.0415335465294955,0.0546660576210612,0.447900093477603
30,1,37255,0.0216611340784887,0.110423967882423,0.844595200338061
31,1,37409,0.0014105770547429,0.0550064980751453,0.979555919883929
32,1,37478,-0.0185975145588402,0.0550449359089136,0.735669077872342
33,1,39144,-0.0761167905394932,0.0546526594116595,0.16457583199119
34,1,41499,-0.0825633925630304,0.0544736385714754,0.130500836820612
35,1,45359,-0.0748984536042423,0.0919194269083614,0.415720582093128
36,1,45634,-0.0105598865832652,0.0845082393680359,0.900628810483736
37,1,51248,-0.0397325270617013,0.0548424608535433,0.469248084205867
38,1,51462,-0.0489980376767422,0.0548957294068057,0.372697912875273
39,1,52124,-0.0198466768529705,0.0548730520256019,0.717804963035243
40,1,52667,-0.060204993370304,0.0547014853365425,0.271816445075912
41,1,55470,-0.0405674588146617,0.0562450395908238,0.471225217125435
42,1,59265,-0.0379454953906292,0.0547303666680587,0.488566536778666
43,1,60165,-0.0117404719089516,0.0547226640243711,0.830245991353641
44,1,62308,-0.0236560726919805,0.0546515430223371,0.665386061941127
45,1,62869,-0.0297523985573859,0.0546362350028833,0.58640389721217
46,1,65431,-0.0522975433267347,0.0570181633173705,0.359659613565594
47,1,65451,-0.0382825494567554,0.0562397340164423,0.49650574668089
48,1,65719,-0.0648380938374007,0.0585845446771958,0.269158245586638
49,1,66841,-0.0521068953145436,0.054614567654144,0.340693899893339
50,1,66948,-0.0713701868835931,0.0548892599834585,0.194360932031596
51,1,68621,-0.0128024696647737,0.0548672641926902,0.815636294627152
52,1,69417,-0.0311453625991465,0.0547011194154029,0.569464880632642
53,1,69820,-0.528003225405026,0.212293407408501,0.0133387453709006
54,1,69821,-0.0244404601596244,0.132862562497407,0.854155989417204
55,1,70906,-0.0190625489834968,0.0879054445345207,0.828448271317922
56,1,74327,-0.142434799850278,0.0545023939157663,0.00934904352404942
57,1,74572,-0.128084722581832,0.0544555469330707,0.0192166170840695
58,1,75211,-0.113196727649724,0.0544482507667658,0.0383410036260166
59,1,76030,-0.0739419068777735,0.0546390197102509,0.176832079059713
60,1,80108,-0.0984545429581721,0.0545163479695377,0.0717756877112242
61,1,81262,-0.112219784166277,0.0544201200990475,0.0399295399162507
62,1,81999,-0.0984665683699158,0.0546298011938089,0.0723301400853218
63,1,82431,-0.0728777057099345,0.0550038022823893,0.186042226281645
64,1,83284,-0.0776396114539578,0.054582953709877,0.155788841816776
65,1,83613,-0.0509047900692361,0.0546660219183573,0.352388505437472
66,1,84112,-0.0604505301704943,0.0546445151491857,0.269371376335807
67,1,84701,-0.0699532527902977,0.0584977617992037,0.232566398883809
68,1,84858,-0.0636025445100055,0.0547891648848829,0.246483303764473
69,1,85751,-0.081956331168838,0.054946395224048,0.136705297184045
70,1,87445,-0.0608704777341084,0.0551406950304839,0.270383221321251
71,1,87467,-0.0670548066154128,0.0554101332557032,0.227029436766654
72,1,89070,-0.0772880344884901,0.0550238849284832,0.161011522141819
73,1,89616,-0.0733442399681526,0.0547415986432313,0.181163637140959
74,1,89679,-0.0766790668892273,0.054735620835926,0.162122789422544
75,1,89880,-0.0874736745997787,0.0547037048324585,0.110705280758573
76,1,91472,-0.0743271080253038,0.0551673301972316,0.178746844699543
77,1,93789,-0.0748899288727587,0.0545938362805822,0.171007722400606
78,1,94351,-0.0714374058120249,0.0547513536552573,0.192824345890381
79,1,99148,-0.0305361142772876,0.054715021268246,0.577134113185577
80,1,101281,0.183367057934727,0.598587772789846,0.759531878072272
81,1,106011,-0.0409388275427432,0.0570068410880947,0.47314669058204
82,1,106800,-0.0264667285618786,0.0547948871650668,0.629384818717142
83,1,107970,-0.00641721792191183,0.0546495328798974,0.906590106957754
84,1,109000,-0.0474223363174395,0.0546886983433119,0.386458577791087
85,1,112549,-0.0204568481325857,0.05467409879627,0.708510097174574
86,1,112742,-0.0219741619531919,0.0548855319719844,0.68913101027255
87,1,113050,-0.00250360553429319,0.054805475689,0.963589806748185
88,1,113135,-0.027103161429034,0.0546470080106124,0.620225713835888
89,1,114076,-0.0395564395717194,0.0546254870906275,0.469460108565035
90,1,114628,-0.0169580386345175,0.0547969073005504,0.757146070166562
91,1,116283,-0.0019704357086594,0.0551090565877381,0.971497760145376
92,1,126880,-1.30845670883001,1.03165750081277,0.205524740542509
93,1,127853,0.00705307822645118,0.0550052683274388,0.898043536790239
94,1,128302,0.0102164564746439,0.0547925626421961,0.852193509128518
95,1,128704,0.0193115282143963,0.054840173955617,0.724941908775146
96,1,128911,0.0367303460787293,0.054821029399986,0.503292853656359
97,1,130267,-0.0223416353878078,0.0548169772941541,0.683838058436903
98,1,130271,-0.0191901038784362,0.0548854464068327,0.726817980340291
99,1,130613,0.00300881367271316,0.0554077082523727,0.956724351084835
100,1,132012,0.0426919089613976,0.0552436197053431,0.440161740180424
101,1,133231,0.0342930817349083,0.0548676408952261,0.532365216702634
102,1,137074,0.033100654753877,0.054791598886198,0.546152470287616
103,1,137304,0.0429308246469113,0.0547913453138583,0.433839596378897
104,1,139686,0.0440163674368347,0.0548610379343534,0.422904951999474
105,1,149562,0.0182440971243955,0.0550277407401522,0.740430631563096
106,1,150447,0.0163801501794192,0.0556399546421339,0.768628774725361
107,1,151446,-0.0387062859275877,0.111773185958208,0.729328747111044
108,1,154084,0.00283848229338124,0.0558184997400071,0.959472217212479
109,1,156633,0.0104459107004828,0.0565812390480837,0.853634745953279
110,1,157269,0.0202472412716116,0.0547950416400538,0.711970195618433
111,1,160054,0.018706516198194,0.0553173762128927,0.735438303563891
112,1,166222,0.015820473503674,0.0549106720929874,0.773429398158881
113,1,166416,0.0242962813838536,0.0547903792432872,0.657718696955672
114,1,167326,0.0251012798614168,0.055100878640378,0.648992717660676
115,1,168836,0.0199535765404502,0.0548455945293726,0.716214959622077
116,1,171200,0.0468348326369246,0.0548814437777002,0.3940262255955
117,1,171431,0.0393122738187055,0.0552413953405175,0.477154525519222
118,1,173339,0.0281374051184538,0.0548306576902155,0.608153967592667
119,1,173845,0.0219308578710321,0.0547932059831332,0.689216146920404
120,1,175121,0.0122561576330044,0.0546930831768273,0.822817133002921
121,1,175281,0.00846229848273478,0.0547416116273323,0.877235884949193
122,1,175315,0.010499252159439,0.0547233785270067,0.847961832301518
123,1,175523,0.00725712453445318,0.0550349522158794,0.895167052328512
124,1,175541,0.00950773752176315,0.0548093575331258,0.862382033998623
125,1,175653,0.00224217698331192,0.054985006188884,0.967495954912221
126,1,175805,-0.048510752584915,0.0580376914767577,0.403805199854468
127,1,175818,-0.0294268646304104,0.0567388142812559,0.604338657041028
128,1,175856,-0.0068399062218425,0.0558916877696117,0.902669396139877
129,1,175876,0.00741068420052349,0.0550348942479012,0.892961963622019
130,1,175989,0.00927737287344632,0.0551911264164294,0.866604516087235
131,1,176001,0.00279316918484718,0.0554807308553792,0.959876056735618
132,1,176451,0.00625168281358018,0.0561468500414321,0.911405887814517
133,1,177692,0.0156484555251641,0.0547198934699569,0.775065937811412
134,1,178191,0.01876622400828,0.0547714635918064,0.732082439891659
135,1,178224,0.0156484555251641,0.0547198934699569,0.775065937811412
136,1,178960,0.0232690881080356,0.0551494170257254,0.673334346636472
137,1,179139,0.0505630199417695,0.109298962756165,0.643927480430735
138,1,179139,-0.223566471278004,0.219876060880002,0.309952548853824
139,1,180955,0.00122790708888276,0.0633500897451969,0.984546619791639
140,1,183802,0.00836675808855347,0.0547313112501724,0.878588388843642
141,1,183954,-0.0205256570734415,0.0551207706780069,0.709836313225246
142,1,184450,0.000990556926857032,0.0546488595215072,0.985548698017674
143,1,184641,-0.0109389642526312,0.0562361953205048,0.845882033133968
144,1,184718,0.026171075309484,0.0549417301653796,0.634125164550814
145,1,185296,0.032788082915513,0.0546983998358999,0.549268014178247
146,1,185438,0.0142853119041998,0.0547235338089019,0.794209932886034
147,1,185469,0.0130668015296238,0.0548033875352974,0.811685527924752
148,1,185503,0.00196874571917528,0.0546659443481961,0.971291459052486
149,1,185705,0.0078842971272194,0.0552754206938805,0.886658582248718
150,1,185749,0.00433627876697067,0.0552765317510566,0.93751692657805
151,1,185806,0.0220235033075566,0.0553384101406753,0.690886530852866
152,1,185879,0.0129129054544438,0.0556140388675164,0.816526644883045
153,1,185916,0.00216115500893101,0.055592870651704,0.969012280257814
154,1,185941,0.00505821891251396,0.0558345116551269,0.92786733377813
155,1,185954,0.0133695469214271,0.0559937022730522,0.811423449503647
156,1,186055,0.00263078284632625,0.0548804340870288,0.961793858724511
157,1,186896,-0.00514288746362887,0.0557796905173934,0.926591439241739
158,1,187697,0.151129467498071,0.113474198285755,0.183772085793407
159,1,189392,0.113571232906413,0.114195493296247,0.320644481045961
160,1,189416,0.143603758726948,0.110353607508645,0.194002580708205
161,1,190132,0.0238683005437928,0.0549355415845008,0.664206612325531
162,1,190148,0.0198438127457599,0.0549566529484427,0.718254765462293
163,1,190165,0.0299764580723478,0.0553661952175658,0.588558505284702
164,1,190169,0.0146513366114221,0.0553146111099642,0.791262037307525
165,1,190933,0.0136379077327362,0.0548666939407453,0.803842281582771
166,1,192149,0.0164195623341106,0.0553132042454778,0.766757859451992
167,1,192302,0.0818274731410771,0.0729134911072366,0.262517121484774
168,1,192303,0.070388261794323,0.0658433846513654,0.285788611608629
