SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.114523172302954,0.0738869342986104,0.122042680233206
2,1,1035,0.133584470637335,0.0746109953387983,0.0742444269433121
3,1,1074,-0.00805186558866033,0.12665780774545,0.949347164152134
4,1,1470,-0.190371660323852,0.125795005248616,0.131085986522612
5,1,1475,-0.0415764299133166,0.0931244380923947,0.655538031247779
6,1,1491,-0.0862626660734986,0.0813536168279367,0.289713938463145
7,1,21249,-0.557644192107903,0.466848425683006,0.233089656939631
8,1,27243,0.0545627228987531,0.0637502375296295,0.392643264102309
9,1,27272,-0.0182044488285915,0.062850504578785,0.772256494965602
10,1,27498,-0.202109977695788,0.573904758149746,0.724923615821389
11,1,27561,-0.0439944568539974,0.433637939867109,0.919247392511409
12,1,27816,-0.0766731204466014,0.0640106244600493,0.231791270671446
13,1,27822,-0.0647631868140709,0.0639662498565177,0.312012239045394
14,1,27823,-0.0900721213201831,0.06520253121064,0.168023411088001
15,1,27825,-0.0748334842524978,0.0639351135222692,0.242605523585739
16,1,27843,-0.0566229176357742,0.0612966883088907,0.356246620548848
17,1,27848,-0.0566229176357742,0.0612966883088907,0.356246620548848
18,1,28495,-0.0399786898444994,0.0613348254206929,0.514947507684801
19,1,28975,-0.0729543156468886,0.060837700343736,0.23126891372381
20,1,29283,-0.0267339637405364,0.136610348630057,0.844961487518972
21,1,29752,-0.266267634853973,0.141726808015674,0.061104038084434
22,1,29787,-0.25345561119929,0.385173479888267,0.510947903777509
23,1,30057,-0.0158314646612956,0.124960786150671,0.899256735686318
24,1,30479,-0.0859500210856741,0.366129579515738,0.814536549489418
25,1,30706,-0.0625587571243439,0.0628699301930747,0.320393277703697
26,1,31435,-0.0334700613243974,0.060773870170755,0.582166371751889
27,1,35128,-0.0710335548854015,0.0837152590337975,0.396726883109311
28,1,35129,-0.15605874921468,0.083603583190887,0.0627791527536601
29,1,36146,-0.0389086903052147,0.0604510018237294,0.520226755095698
30,1,37255,-0.0847785365432276,0.122004493405498,0.487587350521333
31,1,37409,0.00150179860390134,0.0608134526156168,0.980312060881065
32,1,37478,-0.00260320510766271,0.0608656251695581,0.965909291715368
33,1,39144,-0.131880516759887,0.0601800610591162,0.0290734823790741
34,1,41499,-0.10414843816216,0.0601651569824367,0.0843179903500065
35,1,45359,-0.0815532532282299,0.10162608616001,0.422813285124142
36,1,45634,-0.0190204860049579,0.0934262242873346,0.838792548746906
37,1,51248,-0.0958218890763008,0.0604624364292586,0.113903353721755
38,1,51462,-0.099286275974008,0.0605291917065843,0.10183270676272
39,1,52124,-0.108510713556659,0.0604016667397372,0.0732721995042452
40,1,52667,-0.102148226756524,0.0603354525252349,0.0913367620782889
41,1,55470,-0.112226854801637,0.0619411991200678,0.0708622879138696
42,1,59265,-0.0172389990718873,0.0605423976211036,0.776008331473432
43,1,60165,-0.0310009228867301,0.060481091647489,0.608571214968447
44,1,62308,0.0352996649430719,0.0604078436346504,0.559354312751422
45,1,62869,0.0341256687259226,0.0604021606012691,0.572450103536961
46,1,65431,0.091784374843526,0.0629232014141873,0.145544316664499
47,1,65451,0.0822540844093834,0.0620634513003553,0.185921364080851
