SNP,Chr,Pos,Effect,SE,TPO1_MID2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.336783704938458,0.180703630172845,0.0631889708845585
2,1,1035,0.279556835348853,0.182973104780571,0.127443436525861
3,1,1074,0.458138892201237,0.309272585728493,0.139407144755021
4,1,1470,-0.118711599726588,0.309050600090378,0.701122980711328
5,1,1475,0.111448699368748,0.22808256244923,0.625404861939929
6,1,1491,0.0684137537853085,0.199548175423142,0.731920420132679
7,1,21249,-0.544231396613511,1.14542235612758,0.634983885298575
8,1,27243,-0.0572696231069307,0.156279504907575,0.714244091726925
9,1,27272,-0.0646625648515871,0.153923346711194,0.674670993745354
10,1,27498,-1.16953598800556,1.40456771261676,0.405596024378355
11,1,27561,0.215955870842985,1.06208881365162,0.838993270133803
12,1,27816,0.0673125392500644,0.157062525067825,0.668496404454318
13,1,27822,0.063255687003954,0.156867583491663,0.687013916565062
14,1,27823,0.0432185449547921,0.160119064888409,0.787383331896881
15,1,27825,0.0833074536395643,0.156841045000049,0.59564299307387
16,1,27843,0.0270303602691976,0.150312142102472,0.857390635158221
17,1,27848,0.0270303602691976,0.150312142102472,0.857390635158221
18,1,28495,0.0340463842030174,0.150310538149797,0.820938244289781
19,1,28975,0.0487528123525038,0.149294099398685,0.744197618182674
20,1,29283,-0.548055176601533,0.333352274759795,0.101051566527529
21,1,29752,-0.149047697927519,0.348781015933417,0.6693930468005
22,1,29787,1.91701293429193,0.938476805815027,0.0418260221107871
23,1,30057,-0.0805315544964458,0.306050924816275,0.792602954697773
24,1,30479,0.0733384192418667,0.896844734061549,0.934872920924408
25,1,30706,-0.0687171142457444,0.154163539936724,0.656057113065766
26,1,31435,-0.00115312684163052,0.148921024612019,0.993826247690896
27,1,35128,0.255764269672841,0.204805915505741,0.21256104738982
28,1,35129,-0.0432551829548879,0.205770577612921,0.833624485431134
29,1,36146,-0.0742138993833211,0.148100471459046,0.616609495707968
30,1,37255,0.119435318689233,0.298969691729041,0.6897739899036
31,1,37409,0.0153933753728126,0.148951927530114,0.917748175735724
32,1,37478,0.0197914379527928,0.149078506184296,0.894460024351591
33,1,39144,0.0401950982180356,0.148386506195408,0.786640812507245
34,1,41499,0.00582756766385623,0.147989968597544,0.968611179990184
35,1,45359,0.0206038515885014,0.249143428598525,0.93413794728664
36,1,45634,-0.193981640318825,0.228614893414682,0.396729942097828
37,1,51248,-0.0173140142404221,0.148617351967359,0.907322041516073
38,1,51462,-0.0120640301459968,0.148820354008682,0.935436691585128
39,1,52124,-0.0173943480301708,0.148617325393282,0.906893977419204
40,1,52667,-0.166664839152323,0.148116631448183,0.261257316623149
41,1,55470,-0.0472939975628903,0.152399332960763,0.756493595113035
42,1,59265,-0.070468609998504,0.148259735280714,0.634863480755332
43,1,60165,-0.000757795534494066,0.148195093333725,0.995922924000792
44,1,62308,0.106175887902422,0.147924209564813,0.473372479518644
45,1,62869,0.10468336335102,0.147908617513839,0.47956317993433
46,1,65431,0.0831445474226957,0.154522021899856,0.590863864660551
47,1,65451,0.111107131148115,0.152278701964392,0.466100160343484
48,1,65719,0.166883457661807,0.158669741561528,0.293626315014664
49,1,66841,0.159945658391833,0.147838378947569,0.280037532110267
50,1,66948,0.14019966660559,0.14880510473765,0.346750077821767
51,1,68621,-0.0556803053803459,0.148558906488669,0.708032145473596
52,1,69417,-0.00431629408092743,0.148194920755585,0.976780726747943
53,1,69820,-0.298725102647177,0.579673924391843,0.606642907950035
54,1,69821,-0.0947985055230101,0.359765097213494,0.792318106769459
55,1,70906,0.000476406777786487,0.238058116633623,0.998404388582392
56,1,74327,0.0402538421869513,0.148994460959139,0.787187306130375
57,1,74572,0.0447768014266789,0.148594042133802,0.763335374612249
58,1,75211,0.0258990498231537,0.148335839259217,0.861496096305308
59,1,76030,0.0849275731875596,0.148273358442215,0.567160320113919
60,1,80108,-0.080353579654585,0.148245491229594,0.588139465090773
61,1,81262,0.00268652245540224,0.148251033557775,0.985552210786629
62,1,81999,-0.0855511493226744,0.148543378943742,0.565026931322231
63,1,82431,-0.148551872353485,0.149107165319558,0.319798549060547
64,1,83284,-0.156438171338652,0.147996055159442,0.291214874732301
65,1,83613,-0.120541537065879,0.148074833577791,0.416160385053565
66,1,84112,-0.132698143495296,0.148061735086849,0.370737909454381
67,1,84701,-0.123116275197514,0.158593372201776,0.438090803679163
68,1,84858,-0.0399249127349135,0.148633255014261,0.78838396376554
69,1,85751,-0.100352538953651,0.149163830364581,0.501535539497142
70,1,87445,-0.10463880210967,0.149471230109277,0.484351050838401
71,1,87467,-0.162539523456696,0.150108899754325,0.279631531881088
72,1,89070,-0.102847550270137,0.149316634117734,0.491408943097131
73,1,89616,-0.0857492429276131,0.148543055371845,0.564125995653115
74,1,89679,-0.115212548700318,0.14850542029764,0.438378407405294
75,1,89880,-0.0795676183223293,0.148609301726379,0.59270020847125
76,1,91472,-0.0943968362024359,0.149688879779076,0.52869691225859
77,1,93789,-0.152829928222184,0.148006734892339,0.302503820963338
78,1,94351,-0.227028662433318,0.148128171382521,0.126257776757931
79,1,99148,-0.224621061267988,0.147747181825704,0.129329034263762
80,1,101281,1.22948482847488,1.61983116250808,0.448346898406563
81,1,106011,-0.103622828498926,0.154385083068988,0.502533898262378
82,1,106800,-0.217656745429926,0.147977265787993,0.142214493803311
83,1,107970,-0.124735580324768,0.14784130215509,0.399401355564907
84,1,109000,-0.0839735360471942,0.148183714763708,0.571288123594148
85,1,112549,-0.131579174579588,0.147917587639808,0.374316689634295
86,1,112742,-0.101931450296689,0.148561185311315,0.493085079526828
87,1,113050,-0.0783576042556741,0.148351514007244,0.597700202002027
88,1,113135,-0.0674833449291683,0.147988535598734,0.648667597957948
89,1,114076,-0.0631607651949691,0.147993940554896,0.669800175945663
90,1,114628,-0.0176568630478752,0.148403636136565,0.905359955323585
91,1,116283,0.0401810423545498,0.149216709202919,0.787871719022387
92,1,126880,-4.71236795623935,2.78876381713987,0.0919549567461018
93,1,127853,0.215039204502148,0.148513808143423,0.148521168343759
94,1,128302,0.180067880118876,0.148072183183767,0.224766347123902
95,1,128704,0.153717671057156,0.148304221805531,0.300677351580557
96,1,128911,0.178788445887036,0.148241055365984,0.228599900560987
97,1,130267,0.168350667447101,0.14820513044886,0.256756433562455
98,1,130271,0.16207224478442,0.148401474997712,0.275525082496417
99,1,130613,0.222183448866578,0.149574369861253,0.138320323845441
100,1,132012,-0.0944583551299636,0.149638210171667,0.528288935559871
101,1,133231,-0.138454482356318,0.148477453936181,0.351718119809103
102,1,137074,-0.122460247592245,0.148305629770928,0.409515583846738
103,1,137304,-0.210652858722349,0.148076526915992,0.155736790162929
104,1,139686,-0.156345796950886,0.148462510484812,0.293015693857585
105,1,149562,-0.140970299845472,0.148845774661917,0.344240941161695
106,1,150447,-0.0798291207301832,0.150627982897295,0.596462189867394
107,1,151446,-0.00244550607314054,0.302725943372846,0.993559095566358
108,1,154084,-0.136650637298617,0.150978357428028,0.366029289260423
109,1,156633,-0.100299038377716,0.153132712933025,0.512906466395234
110,1,157269,-0.153078106520895,0.148186311988556,0.302305895684538
111,1,160054,-0.109033956017608,0.149707704133852,0.466905313412622
112,1,166222,-0.0997975607584476,0.148617141892644,0.502336326774453
113,1,166416,-0.108529139757121,0.148297667435987,0.46475601760343
114,1,167326,-0.138934380574367,0.14907017417864,0.351970126768716
115,1,168836,-0.0920586220532644,0.148465335597831,0.535613000568394
116,1,171200,-0.168942374164485,0.148496632105116,0.256023690447324
117,1,171431,-0.185468497095102,0.14937156413736,0.215186902149846
118,1,173339,-0.228280237896604,0.148035471546926,0.123953873786181
119,1,173845,-0.223412249486817,0.147932986646163,0.131880337531319
120,1,175121,-0.23534962205983,0.147585229547091,0.111681126586171
121,1,175281,-0.238797425366817,0.147695900307932,0.106810774228262
122,1,175315,-0.246565087800074,0.147612890296159,0.0957366498671567
123,1,175523,-0.224358867920772,0.148555590837065,0.131869445338155
124,1,175541,-0.243364408483626,0.147860249440684,0.100672662379067
125,1,175653,-0.256993059548705,0.148266581127835,0.0839124741643418
126,1,175805,-0.151156906019412,0.157111912510754,0.336659426899484
127,1,175818,-0.236454085307221,0.15318746867789,0.123590872043058
128,1,175856,-0.243010292606189,0.150800626800984,0.107971605136484
129,1,175876,-0.228125554484421,0.148539339348409,0.125485152852262
130,1,175989,-0.227872309749871,0.148967072188381,0.126990951759708
131,1,176001,-0.232220305164634,0.149729500497551,0.121813981670095
132,1,176451,-0.182896669002534,0.151732764046589,0.228861412480286
133,1,177692,-0.236498261448793,0.147659545388517,0.110128459088198
134,1,178191,-0.241696411779565,0.147783401261377,0.102840326667091
135,1,178224,-0.236498261448793,0.147659545388517,0.110128459088198
136,1,178960,-0.264497554476808,0.148713869611077,0.0761713728587643
137,1,179139,-0.187154482282136,0.295896610376421,0.527469952043886
138,1,179139,-0.307832241118329,0.596056290020792,0.605864729667885
139,1,180955,-0.135246487988715,0.171396944445798,0.430592900211777
140,1,183802,-0.254276343296004,0.147594565557224,0.0857999637667168
141,1,183954,-0.230657109896527,0.148787176266303,0.121977908899672
142,1,184450,-0.165248046281983,0.147724052060476,0.264060134947549
143,1,184641,-0.183051778222877,0.151980175509275,0.229224518701132
144,1,184718,-0.213934354447538,0.148390235583374,0.150273279393712
145,1,185296,-0.16649593538241,0.14792990861599,0.26113950142924
146,1,185438,-0.160511208368789,0.147955654837022,0.278723901541457
147,1,185469,-0.173971804792487,0.148126849648271,0.240995094609306
148,1,185503,-0.151915066332299,0.147811130238492,0.304764230519712
149,1,185705,-0.186839379592328,0.149355884303847,0.211774752256587
150,1,185749,-0.155813070196895,0.149456672671355,0.297879456311662
151,1,185806,-0.212843478704162,0.149457731920959,0.155299484222754
152,1,185879,-0.190441956918615,0.150269249084931,0.205869801355713
153,1,185916,-0.113274750178394,0.150421448239191,0.451922272190406
154,1,185941,-0.0875405574010159,0.15112619924466,0.562786800800068
155,1,185954,-0.0932486717778228,0.151558328152156,0.538775569653621
156,1,186055,-0.148633120203707,0.148402446480561,0.317244910990936
157,1,186896,-0.163520233836643,0.15079867036319,0.27894469720453
158,1,187697,-0.57523887581657,0.306526597583848,0.0613927249045269
159,1,189392,-0.264414312158983,0.309346986491985,0.393269329820615
160,1,189416,-0.260424138724527,0.299225480220389,0.384712948242384
161,1,190132,0.0806074177951104,0.148739804794942,0.588204677005576
162,1,190148,0.0886620173772164,0.148771721104118,0.551583776925071
163,1,190165,0.0706401404165431,0.149943186570044,0.637851257466967
164,1,190169,0.0921967558222143,0.149722882825523,0.538434798412862
165,1,190933,-0.158541032121258,0.148348666010715,0.285932663867862
166,1,192149,0.0748648808022939,0.149750272677222,0.617434786749844
167,1,192302,0.0738116284294454,0.197757918161427,0.709192119826701
168,1,192303,0.047951959518123,0.178569776355741,0.788445588038132
169,1,192305,0.052067679485476,0.185563830958775,0.779187921028217
170,1,192315,-0.0475405475174595,0.210514007994825,0.821463712613946
171,1,192795,0.00476131058920817,0.148306953233243,0.974406912772564
172,1,194020,-0.0941602946267473,0.156131756269597,0.54684122823075
173,1,194187,-0.0472223931463052,0.148408757506373,0.750527900808075
174,1,194867,-0.196717159414898,0.147979317724194,0.184589098476904
175,1,197325,-0.242585317987137,0.151419724095701,0.110034092011732
176,1,197392,-0.285007159024453,0.153173293995276,0.0636200535816003
177,1,198857,-0.427988790474172,0.710969847416693,0.547574677140743
178,1,206666,-0.077528356958803,0.166790790912777,0.642344104432177
