SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0932842362658182,0.075505197413111,0.217478063523437
2,1,1035,0.17175285967322,0.0759478892546942,0.0243389550642778
3,1,1074,-0.108737915382741,0.129143353137026,0.400361437337863
4,1,1470,-0.152156722269221,0.128552601891004,0.237362146569187
5,1,1475,-0.179044949464897,0.0945947088393703,0.0592078189095455
6,1,1491,-0.13090827733347,0.0828726319385011,0.115086735274107
7,1,21249,-0.422519490204713,0.476917012639751,0.376253394270542
8,1,27243,-0.0755182442137292,0.0650094843276873,0.246162660874323
9,1,27272,-0.104430356898871,0.0639142333700506,0.103168420070991
10,1,27498,-0.295302007544875,0.585643106956798,0.614410514885333
11,1,27561,0.751605455475506,0.440783805818212,0.0890449682335058
12,1,27816,-0.0416290768696325,0.0654270379647292,0.525014621704166
13,1,27822,-0.0382592100223407,0.0653496225809312,0.558616439913345
14,1,27823,-0.0351879309326778,0.0667017681853449,0.598149223306952
15,1,27825,-0.0411090926365268,0.0653447197990595,0.529683185785546
16,1,27843,-0.0156057414497679,0.0626320154052097,0.803377628993944
17,1,27848,-0.0156057414497679,0.0626320154052097,0.803377628993944
18,1,28495,-0.0108308455762723,0.062635884351721,0.862815316131311
19,1,28975,-0.0390197727366786,0.0621851640340233,0.530752141097164
20,1,29283,-0.0646923012120215,0.139395253117175,0.642867492396795
21,1,29752,-0.222923478711214,0.144888668500479,0.124801598430541
22,1,29787,-0.22450228397245,0.393183599133245,0.568372527785578
23,1,30057,0.093017744931096,0.127446956005146,0.465963117698404
24,1,30479,0.133455851690409,0.373648750179283,0.721178516589503
25,1,30706,0.00432466683625345,0.0642571845158122,0.946379018621288
26,1,31435,-0.0562777422595389,0.0619826499434064,0.36451898999926
27,1,35128,-0.0249736405956833,0.0855200398401336,0.770442174711493
28,1,35129,0.0177420894046962,0.0857441973873497,0.836192551260674
29,1,36146,-0.0732750399455393,0.0616116894585703,0.235119348818302
30,1,37255,-0.0803383168350162,0.124534614363793,0.519276034077351
31,1,37409,-0.0525898233606169,0.0620056491334641,0.396931574813555
32,1,37478,-0.0636595721408563,0.0620296823047786,0.305464251893646
33,1,39144,-0.0409819461650169,0.0618001910315389,0.507676096725469
34,1,41499,-0.0557021314035363,0.0615958384260087,0.366444354751245
35,1,45359,-0.0908945660578171,0.103705603187327,0.38137211387542
36,1,45634,-0.0656741571049904,0.0952962061705893,0.49117647621312
37,1,51248,0.0228157530607884,0.0619177229305583,0.712732500172995
38,1,51462,0.0235371114442488,0.0620009522633986,0.704452078201966
39,1,52124,0.0312069543221912,0.0619073520130906,0.614511726907308
40,1,52667,-0.0229465982859161,0.0618183160411855,0.710715594523046
41,1,55470,0.0541555034732032,0.0634476028195628,0.393934915080629
42,1,59265,0.074564188492723,0.0616716254181904,0.227452133960341
43,1,60165,0.0583583011104528,0.0616743212763685,0.344676820667912
44,1,62308,0.0458475242441281,0.0616362876558443,0.45746821577259
45,1,62869,0.0617114427913148,0.061589305074023,0.317038095619671
46,1,65431,0.0990717860809267,0.0641991091796956,0.123679273672848
47,1,65451,0.120620292659546,0.0631765844474011,0.0570395478639797
48,1,65719,0.0567088109861734,0.0661519366555801,0.391887815848251
49,1,66841,0.132896199287127,0.0612991439545461,0.0308268114995782
50,1,66948,0.114502645866017,0.061784748267592,0.0646806516073849
51,1,68621,0.077560805703029,0.0617786307607445,0.210141021562111
52,1,69417,0.045769878319012,0.0617044183706917,0.458725889473756
53,1,69820,-0.029076073115256,0.241634409051403,0.904289527445127
54,1,69821,0.120596392880878,0.149790402450377,0.421303375091026
55,1,70906,0.0243645710102856,0.0991896827019605,0.806106659433205
56,1,74327,0.00335189217948689,0.0620917421119564,0.956979327619164
57,1,74572,0.00876703936171963,0.0619249316742933,0.887496257378005
58,1,75211,0.0106163320367929,0.0618112202106521,0.86372925067298
59,1,76030,0.0452278297274872,0.0617669122424264,0.464511665065386
60,1,80108,-0.0601721925992239,0.0617161458204615,0.330236344405264
61,1,81262,-0.0955538388258258,0.0615661184659162,0.121545755171046
62,1,81999,-0.0709628739037148,0.0618114016735924,0.251723370397111
63,1,82431,-0.0694721766341988,0.0621098647877291,0.264098338311017
64,1,83284,-0.0718736301389343,0.0616484947349528,0.244457409217666
65,1,83613,-0.0475327141040437,0.0617084251224075,0.441649503899518
66,1,84112,-0.0413587087751072,0.0617278318106544,0.503284882655101
67,1,84701,-0.00455211181671195,0.0661413625387078,0.945168698541871
68,1,84858,-0.010146907345404,0.0619390413155284,0.869965919757455
69,1,85751,-0.037004582584008,0.0621647983855384,0.552047177342726
70,1,87445,-0.0353790931097652,0.0622990173566503,0.570469548932273
71,1,87467,-0.0333581813274104,0.0626285945043857,0.594621387915552
72,1,89070,-0.0401314580901765,0.0622249760747757,0.519384134175768
73,1,89616,-0.0233324531457937,0.061914236490906,0.706510634133522
74,1,89679,-0.0319214425205197,0.0619112234164072,0.606456391433593
75,1,89880,-0.0442570651788339,0.0619054247722546,0.475134614644492
76,1,91472,-0.0403924030406608,0.0623730276335052,0.51766846986778
77,1,93789,-0.0221511621665719,0.0617558170461879,0.720041822092102
78,1,94351,-0.0408055828907261,0.0618915349497577,0.510127887960788
79,1,99148,-0.0190660836964629,0.06175873348288,0.757717535535354
80,1,101281,0.738682777350063,0.674384661630371,0.27411298933479
81,1,106011,-0.0775220858791732,0.0642405047180759,0.228337354378048
82,1,106800,-0.0554105500476122,0.0617800333766838,0.370383210745541
83,1,107970,-0.0358191081155844,0.0616376696716797,0.561527962703342
84,1,109000,-0.0704200163938779,0.0616620173691566,0.254214640756593
85,1,112549,-0.0653295624621104,0.0616078471368452,0.289683218744735
86,1,112742,-0.0421708846117352,0.0619056232045348,0.496183666875757
87,1,113050,-0.0340183987973692,0.0618155773469734,0.582447410196855
