SNP,Chr,Pos,Effect,SE,ERG11_MID2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.148237920525524,0.0695384207540416,0.0337182360526553
2,1,1035,0.101660346460654,0.0705430057514171,0.150439591724336
3,1,1074,0.139704437618672,0.119331440484257,0.242498579142605
4,1,1470,-0.273075391828694,0.118242387884191,0.0214950276503849
5,1,1475,-0.175144448251705,0.0874367212508873,0.0459307289824179
6,1,1491,-0.114742455109762,0.0766754065258094,0.135424717141937
7,1,21249,-0.267984173612552,0.441354002605046,0.544117532649451
8,1,27243,-0.0674978963307884,0.0601340182585924,0.262430726352184
9,1,27272,-0.122533059572735,0.0589770512018745,0.0384649944309518
10,1,27498,-0.252774158645028,0.541681632688874,0.641040250874165
11,1,27561,0.202915983536316,0.409208189244629,0.620291408598693
12,1,27816,0.00981636108371842,0.0605450469522012,0.87129374113263
13,1,27822,0.00145679322546322,0.0604702981792617,0.98079359137687
14,1,27823,0.0122513253702541,0.0617124618936605,0.842750400055489
15,1,27825,0.00705487677624672,0.0604691820580765,0.907188732970447
16,1,27843,0.0211137235998411,0.0579217254454637,0.715686767136863
17,1,27848,0.0211137235998411,0.0579217254454637,0.715686767136863
18,1,28495,0.0511432022442592,0.0578695785013987,0.377423704269889
19,1,28975,0.0268503260760263,0.0575285633971553,0.640980738939819
20,1,29283,0.151730339994802,0.128711069406257,0.239254062422688
21,1,29752,-0.210858655547365,0.133985005258995,0.11644148459108
22,1,29787,0.0251750134660789,0.363815794229184,0.944871878188634
23,1,30057,0.223367460128511,0.117362311802575,0.0578237747959613
24,1,30479,-0.126746874562206,0.345579443873267,0.714013136603428
25,1,30706,0.0307149299571058,0.0594085224125379,0.605471432019643
26,1,31435,0.0432744547518443,0.0573476089489276,0.450992669919426
27,1,35128,-0.154085801152049,0.0786796514252216,0.0509708966678962
28,1,35129,-0.107352739081473,0.0791024016983081,0.175605011729505
29,1,36146,0.0157848285684313,0.0570917155531261,0.782339733145028
30,1,37255,0.0494801757938337,0.115218217712565,0.667859587663961
31,1,37409,0.0405128156960468,0.0573661062512643,0.480520161217795
32,1,37478,0.0365859714894433,0.0574229585243168,0.524452223941592
33,1,39144,-0.0266277904305954,0.0571762175538222,0.641707117762231
34,1,41499,0.0342771702551223,0.0570059511433671,0.548032051547514
35,1,45359,-0.168790070857099,0.0955990736660488,0.078326826686332
36,1,45634,-0.100851157995918,0.0880339926156289,0.25273948671489
