SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0358641618029902,0.179275540336028,0.841556280682713
2,1,1035,0.0470537554428115,0.181229769760857,0.795295993579333
3,1,1074,0.188417680268972,0.306130578867451,0.538633444021992
4,1,1470,-0.0542568848948974,0.305178120478868,0.85899176434094
5,1,1475,0.377305273589989,0.22436687929382,0.0935222547487998
6,1,1491,0.285033265606599,0.196463369100918,0.147717608003599
7,1,21249,-1.28307776353097,1.12918261846456,0.256606456059362
8,1,27243,0.0337914709515117,0.154314816419781,0.826794137054872
9,1,27272,0.0883546622369349,0.151934921243719,0.561254688726261
10,1,27498,0.252636191839509,1.38803651012557,0.855679539205934
11,1,27561,1.23757762154766,1.04659905278722,0.237812982108106
12,1,27816,0.0713875483880798,0.155062825819575,0.645528224840937
13,1,27822,0.0689450078021576,0.154868763357786,0.65646006509744
14,1,27823,0.0507226259731166,0.158080039264849,0.74850125764927
15,1,27825,0.0848637163850787,0.154846368326541,0.584003235168846
16,1,27843,0.0801645131425418,0.148349779751056,0.589279208734179
17,1,27848,0.0801645131425418,0.148349779751056,0.589279208734179
18,1,28495,0.109283377762819,0.148299504169119,0.461666601951497
19,1,28975,0.0952914627946053,0.147334197611622,0.518200578983071
20,1,29283,-0.381107531475187,0.329755626368199,0.248574413084273
21,1,29752,0.138690475630369,0.3443641185558,0.687380581141124
22,1,29787,2.48078666203739,0.922625072401336,0.00751029117444616
23,1,30057,0.255821893744876,0.301889147705529,0.397344471208683
24,1,30479,1.57445176211669,0.881495797486116,0.0749390482408277
25,1,30706,0.0647693370000178,0.152210637909526,0.670713757421601
26,1,31435,0.0519317379174716,0.147004896263429,0.724100378608917
27,1,35128,0.240814239917096,0.202246888238197,0.234573636936349
28,1,35129,0.0716260184553184,0.203135811329262,0.724597547936867
29,1,36146,-0.0883386209939797,0.146197139523373,0.546070134849967
30,1,37255,0.0786290999693176,0.295212118527851,0.790126866707974
31,1,37409,0.0392468577849668,0.147048766059547,0.789704402471282
32,1,37478,-0.00214864485810157,0.147189979566242,0.988361328417487
33,1,39144,0.00118391850488741,0.146518344887589,0.993557453628387
34,1,41499,0.0640107585307412,0.146072223083654,0.661499868050843
35,1,45359,-0.222907856807608,0.245697314756841,0.36489572856681
36,1,45634,-0.16764429414077,0.225767038788647,0.458245371848523
37,1,51248,-0.0370362345858381,0.146720627796281,0.800858019155912
38,1,51462,-0.0327713194142136,0.146922488322176,0.82362423665912
39,1,52124,-0.027508251583701,0.146726564637821,0.851392256357425
40,1,52667,-0.0569898530610903,0.146467303219976,0.69743968050654
41,1,55470,-0.154051180814589,0.15026201164196,0.305962794824229
42,1,59265,-0.0510130534404513,0.146399627619039,0.727709448755091
43,1,60165,-0.0526250885957238,0.146287342460933,0.719258327320303
44,1,62308,-0.22574257737388,0.145658532537108,0.122083949449204
45,1,62869,-0.195819624677464,0.14576274408241,0.18000112180448
46,1,65431,-0.225280528990257,0.15215159570751,0.139596617870858
47,1,65451,-0.233051096107572,0.149947078061135,0.121027457037838
48,1,65719,-0.167157596313224,0.156648669960707,0.286662259663753
49,1,66841,-0.16620598160652,0.145935884281068,0.255518289475633
50,1,66948,-0.214883874360748,0.146655734377254,0.143749211417203
51,1,68621,-0.449118215360437,0.144741918107295,0.00207096432304557
52,1,69417,-0.356110547681539,0.14508129922726,0.0145878285337281
53,1,69820,-0.681650477340255,0.571381058118235,0.233675481990344
54,1,69821,-0.600730381013518,0.353791905567227,0.0903934382808285
55,1,70906,0.114378053310357,0.234957748098498,0.626700310646455
56,1,74327,-0.34409330997452,0.145974192774226,0.01895767656298
57,1,74572,-0.316822858517497,0.145754693221367,0.0303939363512603
58,1,75211,-0.300978143334318,0.145580708074848,0.0394218638930013
59,1,76030,-0.169147164637235,0.146182471680546,0.248015491187887
60,1,80108,-0.196477715579663,0.146050897549214,0.179401992583224
61,1,81262,-0.223934152699358,0.145883368210317,0.125674239655702
62,1,81999,-0.192173749155544,0.146369956729625,0.190058851585511
63,1,82431,-0.233676337714191,0.146895888769376,0.112558357559372
64,1,83284,-0.084900086567813,0.146278926245478,0.562016145613758
65,1,83613,-0.0500401011254595,0.146308339114224,0.732540795829383
66,1,84112,-0.0965919448975946,0.146258377507502,0.509415115074884
67,1,84701,-0.0271515046900829,0.156707387032473,0.862544450240597
68,1,84858,0.0209136170239254,0.146757525201097,0.886762776828813
69,1,85751,-0.126171115383847,0.147211885698534,0.391986831131563
70,1,87445,-0.196697124638725,0.147304936864923,0.18263672020604
71,1,87467,-0.234037280554222,0.147926044446147,0.114516883220615
72,1,89070,-0.201905677897937,0.147128550593128,0.170838943892263
73,1,89616,-0.1480861706703,0.146515052646698,0.312841190008499
74,1,89679,-0.175630100171206,0.146447446219606,0.231227159887651
75,1,89880,-0.163026798794778,0.146525969211051,0.266631487282724
76,1,91472,-0.16899684458534,0.147598378648852,0.252994116522185
77,1,93789,-0.219571628143971,0.145881344055181,0.133182697225093
78,1,94351,-0.190049540730208,0.146384796962228,0.195036151977118
79,1,99148,-0.230541112960401,0.145833395618052,0.114807295685674
80,1,101281,-0.578395157561385,1.60028012885681,0.717991495207124
81,1,106011,-0.236371657723554,0.152003059944941,0.12083132244965
82,1,106800,-0.19017110871567,0.146196144447486,0.194177373947708
83,1,107970,-0.140361495902262,0.145920836308584,0.336757428142239
84,1,109000,-0.178918327205186,0.146059338328457,0.221403234957439
85,1,112549,-0.264136742725631,0.145526268461764,0.0703655016898231
