SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.295138847975712,0.174568120811432,0.0917806308075749
2,1,1035,0.227923043201196,0.176775193871858,0.198124651656276
3,1,1074,0.227555708028696,0.299195193556485,0.447428000385975
4,1,1470,-0.0186126661607595,0.298360262440673,0.95029298499676
5,1,1475,0.20847695610047,0.219942910223162,0.343844829388409
6,1,1491,0.0820976503451278,0.192588938410744,0.670160484842308
7,1,21249,-0.432817491912145,1.10568975180588,0.695704003424913
8,1,27243,0.0389722898815605,0.150857396590747,0.796296148285508
9,1,27272,0.0252441609732791,0.148599832432406,0.865201711697098
10,1,27498,-0.56772408001125,1.35670090226223,0.675865822412644
11,1,27561,1.39164414517809,1.02252243920782,0.174384647960008
12,1,27816,0.0118939157203981,0.151636861616923,0.93752501497041
13,1,27822,0.0192484570453977,0.151441991315974,0.898932679715455
14,1,27823,0.00265164110959282,0.154564842306125,0.986322234511561
15,1,27825,0.0323510235073875,0.151435667783464,0.830959852805808
16,1,27843,0.0113579066372712,0.145088578508556,0.937647637480756
17,1,27848,0.0113579066372712,0.145088578508556,0.937647637480756
18,1,28495,0.0224092815350349,0.145087284695601,0.877340209736934
19,1,28975,-0.0228769308685329,0.144117185337988,0.873965760901861
20,1,29283,-0.51738456518475,0.32180931143253,0.10878692283362
21,1,29752,0.0343729294587671,0.336729973828037,0.918752234262848
22,1,29787,2.89336122340214,0.898059584270177,0.00139241434961412
23,1,30057,-0.098225633191328,0.295386955294944,0.739684916308599
24,1,30479,1.595128930155,0.861480744385247,0.0649163217417347
25,1,30706,-0.12970935190714,0.148682287529292,0.383587142271882
26,1,31435,-0.0894327148300571,0.143661643789908,0.533999772059537
27,1,35128,0.209951078015505,0.197802072326545,0.289224706033336
28,1,35129,0.00234734140676807,0.19862477176468,0.990577520556155
29,1,36146,-0.177998081394624,0.142685120606633,0.213045300098983
30,1,37255,-0.370818093885927,0.287958994534989,0.198677900965902
31,1,37409,-0.106625807988343,0.143660420583786,0.458455329204825
32,1,37478,-0.128602402372131,0.143733175082075,0.371541019844706
33,1,39144,-0.0914455467669188,0.143156714402967,0.523380747549741
34,1,41499,-0.108122124247678,0.142726145158761,0.449226089964812
