SNP,Chr,Pos,Effect,SE,FMP45_HNM1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0688893805011758,0.149770296907169,0.645823147504249
2,1,1035,0.0808196336777247,0.151393038831613,0.593788352012912
3,1,1074,0.0505976571945084,0.255932663296717,0.843394286821921
4,1,1470,-0.028079444065999,0.255020751170596,0.912387477514009
5,1,1475,0.0216491647854591,0.188231981663356,0.90850004311872
6,1,1491,0.0119553814442206,0.164656718130195,0.942159247816987
7,1,21249,-1.29223274791677,0.942789041300696,0.171355335879002
8,1,27243,-0.0633694020353592,0.128913580749928,0.623332410267698
9,1,27272,-0.0264061264066457,0.127013267533986,0.83542652339802
10,1,27498,-1.09666513714169,1.15845944522127,0.344460533186135
11,1,27561,0.983712021683239,0.874726562763245,0.261525338910111
12,1,27816,0.0684230658825157,0.129561711822112,0.597753582703537
13,1,27822,0.0657734436762905,0.129400805705888,0.611565801890511
14,1,27823,0.0722287973048807,0.132058559896407,0.58476195221931
15,1,27825,0.0648521557201561,0.129402122991043,0.616565523643462
16,1,27843,0.0687020788960224,0.123961759722182,0.579779260982825
17,1,27848,0.0687020788960224,0.123961759722182,0.579779260982825
18,1,28495,0.0704258761228609,0.123961028288524,0.570308459398281
19,1,28975,0.0432657645087433,0.123167175483552,0.725590306089304
20,1,29283,-0.185832567125341,0.275894825857264,0.501029904205807
21,1,29752,0.26859433594608,0.287469274634136,0.350766693414028
22,1,29787,1.89319718279154,0.772275375070256,0.0147121134013955
23,1,30057,-0.122982522299607,0.252436978641787,0.626432389511948
24,1,30479,0.721737610723451,0.738920882541424,0.329364070524536
25,1,30706,-0.0307230765849596,0.127212746067971,0.809300543347329
26,1,31435,-0.0150988871208593,0.122859687223428,0.902259887826482
27,1,35128,0.136523439538377,0.169185125525629,0.42024033647786
28,1,35129,0.0464262300986609,0.169756767084993,0.784639002029512
29,1,36146,-0.0293599027258101,0.122218796047293,0.810295958638418
30,1,37255,0.076441561939907,0.246677133862428,0.756831209594225
31,1,37409,0.0103054987764651,0.122888435361441,0.933214796515837
32,1,37478,-0.000925190143636179,0.122995290487567,0.994002491176053
33,1,39144,0.0395629611317264,0.122415932126149,0.746746698499061
34,1,41499,0.0301890039873655,0.122083863211714,0.804834620242207
35,1,45359,-0.473799407076117,0.203996649125496,0.0207695412463099
36,1,45634,-0.110272256709271,0.188712059455116,0.559363933631283
37,1,51248,-0.128283405443086,0.122423873658282,0.295418809514609
38,1,51462,-0.121152993305832,0.122610945790729,0.323776006413641
39,1,52124,-0.0983707722827567,0.122502290344799,0.422508310272773
40,1,52667,-0.181323547154146,0.1220366117722,0.138221190695246
41,1,55470,-0.099810343964291,0.125636853968235,0.427475857416371
42,1,59265,0.0565025651933282,0.122318901218421,0.644417269583929
43,1,60165,0.0168247690688607,0.122260124835359,0.890623535114581
44,1,62308,-0.0214507677806008,0.122123604525601,0.860671197775384
45,1,62869,-0.0523100613990874,0.122081858491284,0.668560481758191
46,1,65431,-0.0377511211685574,0.12751966066339,0.767372410942152
47,1,65451,-0.0245635343589894,0.125720344282513,0.845206057191432
48,1,65719,0.00198621111015906,0.1311100661979,0.987921717040282
49,1,66841,-0.0137580691413449,0.122168958676798,0.910399728068096
50,1,66948,-0.0335564449070841,0.122907955985484,0.784996775958349
51,1,68621,-0.175370211383088,0.122232067529354,0.152248928840445
52,1,69417,-0.135724909859625,0.122049806158989,0.266875457407994
53,1,69820,-0.366232907625105,0.478023157459159,0.444104702637586
54,1,69821,-0.329970527222585,0.296321338481489,0.266227197589605
55,1,70906,-0.0827934625072615,0.196352437351585,0.673531741157658
56,1,74327,-0.0281063864495421,0.122926497203554,0.819278145516387
57,1,74572,-0.0262009491683721,0.122600374682508,0.830896446925114
58,1,75211,-0.0561458662820507,0.122348312055016,0.646587081919649
59,1,76030,0.0149066233972577,0.122382229810615,0.903123694781962
60,1,80108,-0.11154892694241,0.12221173374008,0.361996268540728
61,1,81262,-0.17156229498798,0.121968270105641,0.16042157239773
62,1,81999,-0.219760432952474,0.122049107202079,0.0726209724713548
63,1,82431,-0.221163619676886,0.122625002763479,0.0721501447042541
64,1,83284,-0.163817978819522,0.121981052150831,0.180141646253075
65,1,83613,-0.104775152658098,0.122151570623231,0.391614122419214
66,1,84112,-0.136923075990031,0.122074937650476,0.262781614842381
67,1,84701,-0.0558945559948063,0.130919994729766,0.669685675220655
68,1,84858,-0.0212536892300618,0.122632204677052,0.862505165481116
69,1,85751,-0.124962372044003,0.122961744849608,0.3101967079651
70,1,87445,-0.1157541705983,0.123247913701041,0.348271385629431
71,1,87467,-0.17927573153637,0.123680290295749,0.148083216264241
72,1,89070,-0.139252077380964,0.123048431479597,0.258535037935842
73,1,89616,-0.0909635702978599,0.12251267876297,0.458288576942519
74,1,89679,-0.109409067846989,0.122485484028126,0.372336622313439
75,1,89880,-0.0937249819556577,0.122553417087342,0.444920408885717
76,1,91472,-0.0525344552544727,0.123533702024791,0.670903246300793
77,1,93789,-0.0291421389964291,0.122282438781303,0.811772533918659
78,1,94351,-0.0672474117832852,0.122561875761928,0.583571022569836
79,1,99148,-0.0523036745508778,0.122260586030049,0.669054056490545
80,1,101281,1.80806240553569,1.33401098112645,0.17617011521364
81,1,106011,-0.0396506387653418,0.12743402032386,0.755872975489134
82,1,106800,-0.0808990174211001,0.122381510097792,0.509018146394052
83,1,107970,-0.04180753974122,0.122074157724417,0.732196095828753
84,1,109000,-0.0918179644638742,0.122211937754971,0.452972032803028
85,1,112549,-0.186994249280281,0.121765078945414,0.125508535502372
86,1,112742,-0.148520129243523,0.122392120318511,0.22575849039513
87,1,113050,-0.156013520198005,0.122158905340318,0.202393675127417
88,1,113135,-0.170687813749282,0.121790577509411,0.161947323959079
89,1,114076,-0.0722374496739894,0.122068405850089,0.554377767836387
90,1,114628,-0.0671890867105522,0.122385669986821,0.583356157792376
91,1,116283,-0.103018915616587,0.122996735565471,0.402836496045513
92,1,126880,-1.40143291657856,2.30885808409534,0.544253742096207
93,1,127853,-0.0122145624820293,0.122887939825215,0.920880326269302
94,1,128302,-0.00114309172926019,0.12241760645217,0.992555023048108
95,1,128704,-0.0523599190262543,0.122507785526561,0.669348054112133
96,1,128911,-0.00534625003553146,0.122552711128324,0.965228717434156
97,1,130267,-0.0452471119844309,0.122471273776755,0.712013249816792
98,1,130271,-0.0464960637997763,0.122615363662019,0.704765422226241
99,1,130613,0.0157129060692213,0.123783577105569,0.899061320593084
100,1,132012,-0.207189704156399,0.123030423471921,0.0930554739707388
101,1,133231,-0.260001636558681,0.121863920784611,0.0335694088086296
102,1,137074,-0.2576196585054,0.121702719243421,0.0349764733851582
103,1,137304,-0.306739476171698,0.121422611347828,0.0119665622517805
104,1,139686,-0.211845262869538,0.122157007273337,0.083754758487369
105,1,149562,-0.238147478356586,0.122301060590587,0.0523006297301194
106,1,150447,-0.212667163075825,0.123803637157988,0.0867140787220709
107,1,151446,-0.401661753559568,0.248837280577831,0.107387461668358
108,1,154084,-0.202384954748685,0.124237983054388,0.104202881391799
109,1,156633,-0.210697712207895,0.125915363319464,0.0951486032981706
110,1,157269,-0.263663863180399,0.121633934317893,0.0308506729764542
111,1,160054,-0.16946326741356,0.123274563114823,0.170102177368182
112,1,166222,-0.140270992245259,0.12246251824994,0.252811250130494
113,1,166416,-0.149371131529818,0.122182423311487,0.222324573525178
114,1,167326,-0.170431317711506,0.122802001530822,0.166056698530854
115,1,168836,-0.236785379347451,0.121903310257322,0.0528833117928337
116,1,171200,-0.246596100088858,0.122032787223187,0.0440616493112
117,1,171431,-0.294945224607244,0.122501059227554,0.0165659531355396
118,1,173339,-0.273448785495933,0.121675022500416,0.0252334911970637
119,1,173845,-0.287061749082012,0.121483785964385,0.0186710448816473
120,1,175121,-0.291860293737491,0.121206643964021,0.0165543142754917
121,1,175281,-0.28804404872925,0.121337195432032,0.0181350793785085
122,1,175315,-0.295783470656442,0.121245614615353,0.015197729092893
123,1,175523,-0.29047139815986,0.121980302293667,0.0177813650278539
124,1,175541,-0.292735248712277,0.121459066852963,0.0164564983138327
125,1,175653,-0.288119582986337,0.121880878776698,0.018622487795569
126,1,175805,-0.271589510845751,0.128982271161363,0.0359420156849048
127,1,175818,-0.310486597333789,0.125726574239247,0.0140012086448307
128,1,175856,-0.267174754045834,0.124057437452087,0.0319452456734105
129,1,175876,-0.273368507686249,0.122092228482463,0.0257762646329829
130,1,175989,-0.268454604595787,0.122476312840214,0.0290401037970202
131,1,176001,-0.255658213699714,0.123200292092219,0.0386971770063703
132,1,176451,-0.257807400817586,0.124686637189844,0.0394018751149547
133,1,177692,-0.275005726027871,0.121384084548882,0.0240822025793142
134,1,178191,-0.263179692144769,0.121580531469978,0.031084034636219
135,1,178224,-0.275005726027871,0.121384084548882,0.0240822025793142
136,1,178960,-0.292921087119026,0.1222497705863,0.0170910973163115
137,1,179139,-0.375695797825541,0.24343800510328,0.123656034374878
138,1,179139,-0.191020850574694,0.491836956786469,0.697967144157159
139,1,180955,-0.0682462505196344,0.141483346423059,0.629847467680116
140,1,183802,-0.25034974266544,0.121550628647467,0.0401664268464397
141,1,183954,-0.253962477831595,0.12242506999663,0.0387635109429591
142,1,184450,-0.171975226931913,0.121747002043169,0.158665475794559
143,1,184641,-0.165709343873923,0.125333588885608,0.186975491499302
144,1,184718,-0.241197491366758,0.122111329405404,0.0490211650120812
145,1,185296,-0.192149592546209,0.121834915533262,0.115661140860287
146,1,185438,-0.18264568316246,0.121882110865324,0.134885724572657
147,1,185469,-0.188519398246715,0.122033827763653,0.123287579330965
148,1,185503,-0.183212867212137,0.121739014941337,0.133227477286083
149,1,185705,-0.171441557931732,0.123156321917333,0.164779220139754
150,1,185749,-0.192827394950964,0.123066693638045,0.118045057692631
151,1,185806,-0.201183356617164,0.123194315674632,0.103348575826074
152,1,185879,-0.204461461489631,0.123778876308265,0.0994587526624477
153,1,185916,-0.130780586493835,0.124004610684259,0.292309959747326
154,1,185941,-0.142193532797014,0.12451105496546,0.254221693215004
155,1,185954,-0.163165509157975,0.124803363324675,0.191934341396884
156,1,186055,-0.155593199101216,0.122328308971599,0.204234838661665
157,1,186896,-0.173174111941291,0.124277098336586,0.164360015319374
158,1,187697,-0.560985012230178,0.252387851705416,0.0268683515003945
159,1,189392,-0.515674735699481,0.25400175409123,0.0430854565716241
160,1,189416,-0.410840100697161,0.246161365719236,0.0960065713560205
161,1,190132,-0.0435860532318806,0.122741912430837,0.72272430679669
162,1,190148,-0.0291535237520327,0.122791054468254,0.812465731228569
163,1,190165,-0.0538798364066038,0.123711255306502,0.663444696378274
164,1,190169,-0.0363016615673574,0.123575073473983,0.769112410557458
165,1,190933,-0.14427560628681,0.122347189905385,0.239100356067857
166,1,192149,0.0727299072488722,0.123529539563098,0.556395269338478
167,1,192302,0.147738040600516,0.16299617814551,0.365347944788697
168,1,192303,0.0814194284960696,0.147274318952255,0.580721521244777
169,1,192305,0.116591812565429,0.152984490050518,0.446500126797116
170,1,192315,-0.0219513418955888,0.173686149658116,0.899499048419457
171,1,192795,0.0459334656406775,0.122331437542606,0.7075262595641
172,1,194020,-0.0242201176112441,0.128871172731295,0.851031251075513
173,1,194187,-0.0298687436650946,0.122446914161498,0.807425047767509
174,1,194867,-0.0986112466371252,0.122278001381017,0.420525680600585
175,1,197325,-0.169018305725047,0.125053955986293,0.177380593995962
176,1,197392,-0.193996030739828,0.126568222005982,0.126235912403432
177,1,198857,-0.251689579897522,0.586709949490628,0.668196052367565
178,1,206666,-0.0148559476005805,0.137644992016369,0.914112978066289
179,1,206675,-0.00636945217906515,0.179204363186591,0.971666886734394
180,1,223051,-0.151484005445223,0.141604523160553,0.285454624674271
181,1,223059,-0.223567386378567,0.146797686397667,0.128663369055324
182,2,7366,-0.00991733139744078,0.177510560251011,0.955477802003225
183,2,8180,0.296504668994607,0.243886020778526,0.224892205604682
184,2,8187,0.421143112366615,0.253157461646997,0.0970874780997168
185,2,8250,0.320653225986158,0.249805452566986,0.200119777977043
186,2,8253,0.316503369740421,0.249820444567533,0.206017913214467
187,2,8285,0.170244185259438,0.135446133160183,0.209615691321485
188,2,8302,0.250943421543593,0.126365717805357,0.0478231261607748
189,2,8306,0.250943421543593,0.126365717805357,0.0478231261607748
190,2,8314,0.280595653772731,0.123563589627423,0.0237572806728524
191,2,8317,0.24707594986977,0.126620308702395,0.0518103964945143
192,2,8328,0.205233670931235,0.126260198928631,0.104952328403643
193,2,8331,0.205677065650866,0.126019006309701,0.103547708527495
194,2,8498,0.169564765016778,0.123952454339146,0.172187783081603
195,2,8651,0.180123280029431,0.124026967503792,0.147308880924088
196,2,9418,-0.107213135993602,0.316322436614969,0.734859294528535
197,2,9812,0.150000552525882,0.124881140973704,0.230499659866929
198,2,9932,0.145849542092899,0.124400915267818,0.241820942589612
199,2,10135,0.146980023267989,0.123918861992491,0.236380974800633
200,2,11616,0.153569936197877,0.123764143449576,0.215493533825919
201,2,12133,0.182522664876802,0.124147331155907,0.142395586307715
202,2,12194,0.191209209076154,0.124593428732048,0.12576182829175
203,2,12359,0.173198846024261,0.124301524033945,0.164382613846243
204,2,13061,0.171361404788626,0.124299540770652,0.168886027958538
205,2,14298,0.169760701592111,0.124699977059329,0.174270439379728
206,2,15222,0.161286935231844,0.12595388512314,0.201201756322093
207,2,17986,0.151666124617593,0.123770793862602,0.221249428723819
208,2,19770,0.142534077368824,0.124660694120173,0.253657213214827
209,2,19836,0.128779722715361,0.124359448861204,0.301123639714039
210,2,19851,0.131486721693085,0.124716658505512,0.292474185674577
211,2,21595,0.116871476994698,0.124241318616174,0.347511499811221
212,2,22385,0.12168443527621,0.124346095791357,0.328450435376129
213,2,23441,0.106462709802957,0.125596244250688,0.39720260837424
214,2,24209,0.155457941624411,0.12441394301094,0.212302105695477
215,2,24341,0.177240412755219,0.124627183504053,0.155861347980611
216,2,26815,0.178253160609075,0.124472884432471,0.153010306751169
217,2,28209,0.137914047838082,0.12466001012103,0.269340765826528
218,2,28695,0.0929448386999483,0.130366285938698,0.47634679236567
219,2,35849,-0.752478963761723,1.3368777578059,0.573885509590704
220,2,35850,0.810629555107166,1.63519088396346,0.620386337760945
221,2,41245,0.0310190234504306,0.124385985612005,0.803214096666137
222,2,43214,0.0167045375737045,0.126410636144897,0.894944865837264
223,2,47104,0.0975743272604523,0.12277987393454,0.427316499405208
224,2,50915,0.109027097536022,0.12396133378511,0.379714993950736
225,2,55834,0.0540199850135689,0.123490186727079,0.662057217721045
226,2,56422,0.0929172784968207,0.123645625644028,0.452864232274383
227,2,57715,0.0804873154569208,0.123262153563399,0.5141963324578
228,2,59046,0.0989156797730594,0.123848646547785,0.425011868233241
