SNP,Chr,Pos,Effect,SE,PLM2_SNA3_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.100928752073254,0.1750733311335,0.564648623586771
2,1,1035,0.0951751706441507,0.176999441811348,0.591112973721986
3,1,1074,0.505084668605965,0.298029075530518,0.091004837441047
4,1,1470,-0.13703339837206,0.298072249870613,0.645991495082959
5,1,1475,0.0877949529913993,0.220025072441915,0.69011790897454
6,1,1491,0.119585935208375,0.192403839429083,0.534648110799177
7,1,21249,-1.11605720696667,1.10358922758673,0.31256665868882
8,1,27243,-0.152823592859192,0.150550730290052,0.310754837779727
9,1,27272,-0.0641341673020049,0.148466838052142,0.66602231667386
10,1,27498,-0.205820653120625,1.35608146677474,0.879450297430759
11,1,27561,0.211487406031556,1.02445110915281,0.836566459727051
12,1,27816,0.0312942512798447,0.151527159405682,0.836499367707476
13,1,27822,0.0250863512588368,0.151337826646533,0.868437636669792
14,1,27823,0.0188622467758459,0.154457808544981,0.902874194854717
15,1,27825,0.0534043908607492,0.151317022050916,0.724351200279086
16,1,27843,0.0313545649521348,0.144982763295656,0.828906819098778
17,1,27848,0.0313545649521348,0.144982763295656,0.828906819098778
18,1,28495,0.0685806700735504,0.144948762135623,0.636407640274918
19,1,28975,0.0407760982520498,0.144009155829928,0.777228330582252
20,1,29283,-0.678582085266231,0.320741296658553,0.0350729263784424
21,1,29752,-0.0090135104402167,0.336508385655493,0.978646036946262
22,1,29787,1.61205342121209,0.906504008617655,0.076212097536763
23,1,30057,0.0675706052643816,0.295212841107829,0.819088702277452
24,1,30479,0.791606084448496,0.864045968762949,0.360207379256422
25,1,30706,-0.00320609994978943,0.148742391809446,0.98281533537212
26,1,31435,-0.00371595739380282,0.143643780481526,0.979376241595639
27,1,35128,0.45852469035646,0.196474470299298,0.0201688974686446
28,1,35129,0.248604901462804,0.19804985033216,0.210213165548849
29,1,36146,-0.0188270093788022,0.142899714768769,0.895257250285275
30,1,37255,0.0612912834375452,0.288422224773016,0.831835413671709
31,1,37409,-0.00961715626667178,0.143674973905987,0.946669838252281
32,1,37478,-0.0330300136938515,0.143788648645351,0.818448423448182
33,1,39144,0.0351575643900048,0.143130970487141,0.806109767262951
34,1,41499,0.0842723359458535,0.142675667705176,0.555128441152619
35,1,45359,-0.19550930466136,0.240091788244652,0.416015984613293
36,1,45634,-0.323220542765991,0.220067135231217,0.142794935096043
37,1,51248,-0.139308875035197,0.143161866306495,0.331176646291569
38,1,51462,-0.14981771581424,0.143326491501714,0.296604310527135
39,1,52124,-0.14159072409754,0.143155524461834,0.323306731506676
40,1,52667,-0.211683115804024,0.142679854782178,0.138801252418309
41,1,55470,-0.179730312612417,0.146707459111089,0.221356920421425
42,1,59265,-0.0800635984298862,0.142988317327987,0.575881606120923
43,1,60165,-0.0271578016077231,0.142936393799145,0.849418960942322
44,1,62308,-0.0590787759984484,0.142751867722358,0.679230596535335
45,1,62869,-0.0403605514113449,0.142752399701899,0.777548641502114
46,1,65431,-0.0237576071953301,0.149102175043574,0.873493895362309
47,1,65451,0.00747292945425962,0.146992777313524,0.959482765073845
48,1,65719,0.0682388717488065,0.153243752290002,0.656378606489807
49,1,66841,0.0899634583796465,0.142755566480024,0.528976499979298
50,1,66948,0.0637780896676103,0.143672351638605,0.65737714404596
51,1,68621,-0.146902980316999,0.143109693548528,0.305355949576004
52,1,69417,-0.00576074095137502,0.142943373496527,0.967876051110088
53,1,69820,0.261055646020309,0.559170454784719,0.640886359818076
54,1,69821,-0.104598287199003,0.347006040893302,0.763263544642556
55,1,70906,-0.178094807676511,0.229426627737055,0.438115038438241
56,1,74327,-0.0402491076800991,0.143713630501582,0.779591949438704
57,1,74572,-0.0218310102436532,0.143342232767683,0.879037400030655
58,1,75211,-0.0288363473405252,0.14307740165747,0.840389559339681
59,1,76030,-0.00640646176237547,0.143085227118868,0.96431296773067
60,1,80108,-0.0600388701951977,0.143016105818955,0.674883330798929
61,1,81262,-0.0209587684342717,0.142993370348553,0.883553833025406
62,1,81999,-0.0697312815719534,0.143298887525992,0.626833699900918
63,1,82431,-0.130216492610749,0.143858653511562,0.365992867302274
64,1,83284,-0.0299963389416791,0.142968543033521,0.833936411837964
65,1,83613,-0.00570100234123287,0.142961379906781,0.968212998959966
66,1,84112,-0.0489852137555737,0.142953683599104,0.732054500492079
67,1,84701,0.0477455568066255,0.15308293733611,0.755305679244911
68,1,84858,0.0928776272720939,0.143295741178894,0.517307078399189
69,1,85751,0.0090767316846651,0.143969506183993,0.949765391075853
70,1,87445,0.0124217989595476,0.144273145074296,0.931436392678624
71,1,87467,-0.0442337796088755,0.145010833787613,0.760517169388882
72,1,89070,0.0114702620324358,0.144120954295678,0.936610239493018
73,1,89616,0.0435240016278553,0.143328222685191,0.761560770359779
74,1,89679,-0.00324187869653516,0.143364990653027,0.981971938856865
75,1,89880,0.0453848523030424,0.143381073187719,0.751785021193378
