SNP,Chr,Pos,Effect,SE,MID2_WSC2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.206485357815,0.194270781326265,0.288565671904692
2,1,1035,0.118910192583866,0.196608258300423,0.545695329420974
3,1,1074,-0.086623853378379,0.332394245081332,0.794548506164835
4,1,1470,-0.102408019946637,0.331184254318637,0.757338392654286
5,1,1475,0.232800457044524,0.244167906011609,0.34101750337504
6,1,1491,0.386566246843883,0.21286730730269,0.0702191266080908
7,1,21249,0.465373880780175,1.22750774208772,0.704826003531592
8,1,27243,0.0426258920581368,0.167476134875834,0.799242675061122
9,1,27272,0.0457934510059117,0.164958153387957,0.781476972901204
10,1,27498,-0.42383051240086,1.50635810466991,0.77859833736197
11,1,27561,-0.11295579632429,1.13812080430094,0.920997991829522
12,1,27816,0.0336688492275315,0.168332928964388,0.841585239024417
13,1,27822,0.0152561629826835,0.168126549418342,0.927748952832318
14,1,27823,0.0213472041078695,0.171587833694966,0.901061645705018
15,1,27825,0.0176944828816725,0.168125872533967,0.916240824858896
16,1,27843,-0.0261021210949867,0.161066772635862,0.871353085634418
17,1,27848,-0.0261021210949867,0.161066772635862,0.871353085634418
18,1,28495,0.019477997485146,0.161072035908973,0.90381746476612
19,1,28975,0.0291578481013721,0.159991148878375,0.855493791128171
20,1,29283,-0.314277532797519,0.358174682068608,0.380843350082979
21,1,29752,0.517810146619478,0.372811957117018,0.165729308417853
22,1,29787,1.642109751115,1.00775783441081,0.10410585057649
23,1,30057,-0.11004947324642,0.32792548592606,0.737377221095317
24,1,30479,1.44742212565017,0.957920768441512,0.131682062212797
25,1,30706,-0.0667323765809067,0.165200616518279,0.686495928688083
26,1,31435,-0.0375040460945364,0.159562277561679,0.814311402539365
27,1,35128,0.282972750804095,0.219425573132311,0.198031434254266
28,1,35129,0.184177460830035,0.220287083102388,0.403675895100507
29,1,36146,-0.127987673275056,0.158605706368038,0.420235747608371
30,1,37255,0.0115107414658215,0.320429635675315,0.971364191513046
31,1,37409,-0.130186387829015,0.159459800543608,0.414809780165673
32,1,37478,-0.0830191238818541,0.15968636258075,0.603467062064219
33,1,39144,-0.11775963348793,0.158894947646677,0.45911565697901
34,1,41499,0.0263292673988309,0.158571242399908,0.868220041324558
35,1,45359,-0.0135797778606621,0.266968614571773,0.959460614114863
36,1,45634,-0.0769403198209178,0.24518536448941,0.753854729384348
37,1,51248,0.0504078396179244,0.159229812240197,0.751754843520692
38,1,51462,0.0521711883112373,0.159444183541125,0.743705580784039
39,1,52124,0.0895346134171548,0.159181097445452,0.574152756838095
40,1,52667,0.0892123682858956,0.158926272833289,0.574918980106534
41,1,55470,-0.108897373955689,0.163221291670561,0.505095422521059
42,1,59265,0.00776144130899953,0.158916442851831,0.961074615266765
43,1,60165,-0.0210784257947482,0.15879292825776,0.89447338350743
44,1,62308,0.0266868553734043,0.158615889732043,0.866484291884065
45,1,62869,-0.049466622931562,0.158580472525338,0.755274931231659
46,1,65431,-0.0503351151254967,0.165622660144867,0.761372150881119
47,1,65451,0.0174212735361338,0.163292994701613,0.915097736604914
48,1,65719,-0.0691391154380653,0.170247310698612,0.684907933613307
49,1,66841,-0.0433663750661619,0.158660286333872,0.784760567338423
50,1,66948,-0.0142262519542193,0.159649099215249,0.929045418933252
51,1,68621,-0.144032200356025,0.159033736695509,0.365727898814298
52,1,69417,-0.143959620171344,0.1586119271537,0.364697324245001
53,1,69820,-0.581624163034242,0.620605465368379,0.3493024639097
54,1,69821,-0.333859337688907,0.38513068105069,0.386600525015625
55,1,70906,-0.118414188027678,0.255010788080632,0.642683455116112
56,1,74327,-0.198793856586866,0.15931898641971,0.212941445334478
57,1,74572,-0.18772841683302,0.158931077741828,0.238320904335511
58,1,75211,-0.265546878156947,0.158324961965443,0.0943833295913196
59,1,76030,-0.0992297734753181,0.158866797330274,0.532630620058726
60,1,80108,-0.165609836892113,0.158672337407132,0.297328174331373
61,1,81262,-0.0576236023843526,0.158827292062167,0.716966437423784
62,1,81999,-0.168474680728079,0.158992188221625,0.290032345268042
63,1,82431,-0.245746702799188,0.159463148061205,0.124191354371026
64,1,83284,-0.136990900246572,0.158666948213205,0.388511234339854
65,1,83613,-0.123323419200584,0.158681188606983,0.437574666464105
66,1,84112,-0.219256660483717,0.15840510679557,0.167186518458339
